PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ángulo ( ° ),BCD (Mm),Color,Composición,Diámetro dirección Ø (mm),Diámetro Ø (mm),Dientes,Longitud (mm),Material de plato,Peso (g),Uso recomendado,Velocidades,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1116937,,CR-48/SRAM-53T BCD11,CONTROLTECH,CTECH ECCENTRIC RING 53T BCD110MM,Plato ovalado CONTROLTECH SRAM 53 dientes,165.00,136.36,28.00,1116937,2,8714999089,0,1,"<ul>
<li>Material: AL7075</li>
<li>Dentado: 53 dientes</li>
<li>BCD: 110</li>
</ul>","
Material: AL7075
Dentado: 53 dientes
BCD: 110
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2433,303,269,238,38,,,,,,,,,Aluminio 7075-T6,,Triathlon,,https://api.mybihr.com/medias/1116937-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTAxNTh8aW1hZ2UvanBlZ3xhREZrTDJneFl5OHlOamt5TWpBNU5ERTJOakEwTmk4eE1URTJPVE0zTFRGZk9EQXdWM2c0TURCSXwxMWM1NGM1YjgwMThkMjE4NjVhMmZkZmY5NzQ4Y2Y2OThmZTRlYjNlOTIzNzg3MzI4YmU0M2RmNzNhNzI1YmM5,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116914,,THS-01-A,CONTROLTECH,CTECH TIME ZONE HYDRATION SPARE PART A,Kit A para sistema de hidratación CONTROLTECH Time Zone,22.00,18.18,2.24,THS-01-A,13,8714999089,0,1,"<p>Incluye:</p>
<ul>
<li>Manguito de silicona</li>
<li>Tapa externa</li>
<li>Tapa interna</li>
<li>Soporte magn&eacute;tico</li>
</ul>","
Incluye:

Manguito de silicona
Tapa externa
Tapa interna
Soporte magnético
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,588,100,240,98,25,,,,,,,,,,,Triathlon,,https://api.mybihr.com/medias/800Wx800H-1116914-1.jpg?context=bWFzdGVyfHJvb3R8MTY2Njh8aW1hZ2UvanBlZ3xhR0l5TDJnNFppOHpOVEV6T1RreU5EQXdNRGM1T0M4NE1EQlhlRGd3TUVoZk1URXhOamt4TkMweExtcHdad3w2N2VkMjU5Mjg1ZmY0NDFlOGQ1YWMyNzU5OTEwYjk3M2JlNzRjYjNiODFmZWE3Y2FhN2NmNjliYTc4NThlNzk4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116943,,ST-EB-01-80,CONTROLTECH,CTECH E-I ±5° STEM 80MM,Potencia para bicicleta ±5° CONTROLTECH E-I - 80 mm,54.99,45.45,16.65,ST-EB-01-80,2,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Manillar &Oslash;: 31.8mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 80mm</li>
<li>Inclinaci&oacute;n: +5/-5&deg;</li>
<li>Peso: 245g (110mm)</li>
<li>Compatible con Bosch Kiox</li>
</ul>","
Material: AL6061
Manillar Ø: 31.8mm
Dirección Ø: 28.6mm
Longitud: 80mm
Inclinación: +5/-5°
Peso: 245g (110mm)
Compatible con Bosch Kiox
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1634,250,231,104,68,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/1116943-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc3ODR8aW1hZ2UvanBlZ3xhR0U1TDJobFl5OHlOamc0TnpZek5UY3pNRFEyTWk4eE1URTJPVFF6TFRGZk9EQXdWM2c0TURCSXwzN2QwN2JkZDdkYTJjYmEwMWE2NGE5MzE1ZDMzNjgwZmRhM2UxMzdkODNkZmEyYjcxN2EwYmQ1Zjc4YzVkOGQ3,https://api.mybihr.com/medias/1116943-2-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc3Mjd8aW1hZ2UvanBlZ3xhRFkzTDJobU15OHlOamc0TnpZek5Ua3lOekEzTUM4eE1URTJPVFF6TFRKZk9EQXdWM2c0TURCSXxlYTg5MjhmM2M2YWYxN2U0YzdiMmQ4MDJhYTVkODAxYjNkNTJhZjVmZDFkZWZjMjU0MGI4NTZhYTc1MzA5ZDE5,https://api.mybihr.com/medias/1116943-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwNjd8aW1hZ2UvanBlZ3xhREZrTDJoaVpTOHlOamc0TnpZek5qRXlNelkzT0M4eE1URTJPVFF6TFROZk9EQXdWM2c0TURCSXw0ODAwZDIwMWM1N2VjZjUwM2RmY2UxY2RmMGM3NWI1MTFiN2ZkNmE5OTNhMzM1ODI5MTZhMmFlMDQ4OTEyMDQ4,https://api.mybihr.com/medias/1116943-4-800Wx800H?context=bWFzdGVyfHJvb3R8NDMwMTN8aW1hZ2UvanBlZ3xhRGxtTDJoaU5pOHlOamc0TnpZek5qTTROVGd5TWk4eE1URTJPVFF6TFRSZk9EQXdWM2c0TURCSXxmZmQxMTBiYTIyOWZjYTAyMjc5MTc3NzQyMDZiN2ExMDIwNDdhNzIyNmI4NTA3NTFhMGM0OWEyNjVjMDFkNzNh,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Manual-Controltech-STEB01.pdf?context=bWFzdGVyfHJvb3R8MjA3OTYzM3xhcHBsaWNhdGlvbi9wZGZ8YURNMkwyZ3haaTh4TmpjMU1UQTROemszTmpRM09DOU5ZVzUxWVd4ZlEyOXVkSEp2YkhSbFkyaGZVMVJGUWpBeExuQmtaZ3w4ODhlYTMzM2JhOTQwYjYzZDIxNWMxZTUwNmI3NjczZTJlNmQ5YmQ3MTc2YWJiYTkyNGQyNzdlZjI1MDllMjY0,Spain Warehouse (Parts)
1116972,,ATB-957-50,CONTROLTECH,CTECH LYNX 35 0° STEM 50MM,Potencia para bicicleta -0° CONTROLTECH Lynx - 50 mm,54.99,45.45,20.45,ATB-957-50,1,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Manillar &Oslash;: 35mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 40/50mm</li>
<li>Inclinaci&oacute;n: +/- 0&deg;</li>
<li>Peso: 162g (40mm)</li>
<li>Ideal para All Mountain y Enduro 27.5 y 29''.</li>
</ul>","
Material: AL6061
Manillar Ø: 35mm
Dirección Ø: 28.6mm
Longitud: 40/50mm
Inclinación: +/- 0°
Peso: 162g (40mm)
Ideal para All Mountain y Enduro 27.5 y 29''.
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1693,226,252,112,60,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/1116972-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwMzA1fGltYWdlL2pwZWd8YURVMkwyaGxOaTh5TmpnNU1EazVOVGsxTnpjNU1DOHhNVEUyT1RjeUxURmZPREF3VjNnNE1EQkl8ZTM2ZDk5MTA3YmViNGQ0NWUwNzUyMTBlM2VkZWQ4NThmNzQzMjY0Yzg4OTg5ZTg3MWFjYmZjMmEwMDMzN2EwMA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Controltech-ATB956-manual.pdf?context=bWFzdGVyfHJvb3R8NTkwMTQ3N3xhcHBsaWNhdGlvbi9wZGZ8YUdJeEwyZ3hNUzh4TmpjMU1UQTVNREV3TmpNNU9DOURiMjUwY205c2RHVmphQzFCVkVJNU5UWXRiV0Z1ZFdGc0xuQmtaZ3xjZTY1ZDFjOTJlYzJhYjU4NWEwYjdhNTg3ODBhZjljODk3MmI0NDRlOGQ1NDk4M2Q5OGYwZTlmOTg0YmQ0OTE2,Spain Warehouse (Parts)
1116925,,RAS-92-110,CONTROLTECH,CTECH COUGAR -5° STEM 110MM,Potencia para bicicleta -5° CONTROLTECH Cougar - 110 mm,54.99,45.45,18.00,RAS-92-110,4,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Centro de manillar &Oslash;: 31.8mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 110mm</li>
<li>Inclinaci&oacute;n: -5&deg;</li>
<li>Peso: 182g(110mm)</li>
<li>PCS Compatible</li>
</ul>","
Material: AL6061
Centro de manillar Ø: 31.8mm
Dirección Ø: 28.6mm
Longitud: 110mm
Inclinación: -5°
Peso: 182g(110mm)
PCS Compatible
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1461,220,229,110,58,,,,,,,,,,,Carretera & Triathlon,,https://api.mybihr.com/medias/1116925-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMzNzk2fGltYWdlL2pwZWd8YUdWa0wyaGtPQzh5TmpnNE56WXlNalUxTnpjeU5pOHhNVEUyT1RJMUxURmZPREF3VjNnNE1EQkl8OGNlZjY4NGJlYzhlN2RmOWNlYzlhODdmZmNjMDRlMGU0ODU0Yzk0N2MxZTVhNjdmMjU5MzI5NWMzMGFkMzFiMg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116948,,RAS-101-120,CONTROLTECH,CTECH FALCON -8° AERO STEM 120MM,Potencia para bicicleta Aero -8° CONTROLTECH Falcon - 120 mm,39.99,33.05,13.99,RAS-101-120,3,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Centro de manillar &Oslash;: 31.8mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 120mm</li>
<li>Inclinaci&oacute;n: -8&deg; </li>
<li>Peso: 170g (110mm)</li>
</ul>","
Material: AL6061
Centro de manillar Ø: 31.8mm
Dirección Ø: 28.6mm
Longitud: 120mm
Inclinación: -8° 
Peso: 170g (110mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1428,221,231,103,60,,,,,,,,,,,Carretera,,https://api.mybihr.com/medias/1116948-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQzNDYzfGltYWdlL2pwZWd8YURGbEwyZ3lOeTh5TmpnNE56WXpPRFkzT1RVNE1pOHhNVEUyT1RRNExURmZPREF3VjNnNE1EQkl8ZGRlZDk4ZTlhYzcwM2U0NTM2NDVlYjkwMjljNmUxMTY1MjQwOThiYzg3YmU2ODgyNDRhMTM5MzE0NGRiOGI2NQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Controltech-RAS101-manual.pdf?context=bWFzdGVyfHJvb3R8MjEzOTkyNHxhcHBsaWNhdGlvbi9wZGZ8YURCbUwyaGxaaTh4TmpjMU1UQTRPVGcwTkRJMU5DOURiMjUwY205c2RHVmphQzFTUVZNeE1ERXRiV0Z1ZFdGc0xuQmtaZ3w3YmMwYmNiMGY2YWFlNjkwMzY4M2VkZWJjZjMxNDg5Y2JhZTdmYTg2Zjg3NzdhYWI5MWI1YzJkZDk3MTljMjc2,Spain Warehouse (Parts)
1116997,,TTH-19P,CONTROLTECH,CTECH SIROCCO MINI CLIP-ON PAD TTH-19,Almohadillas de protección para los codos CONTROLTECH Sirocco Mini Clip-on,37.50,30.99,8.87,TTH-19P,8,8714999089,0,1,<p>Espuma integrada de 1 pieza</p>,"
Espuma integrada de 1 pieza",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,629,42,321,98,20,,,,,,,,,,,Triathlon,,https://api.mybihr.com/medias/1116997-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU0MTAxfGltYWdlL2pwZWd8YURsaEwyZzJNaTh5TmpnNU1UQXdNelF5T0RnNU5DOHhNVEUyT1RrM0xURmZPREF3VjNnNE1EQkl8OGFhMzAyYTFhNjEwZmMxNzdiMTVhMDE5ODAyMmVmYWY1Y2Q3MDE4YzIyNWIxYjJlYzRmYzcwNmYwZjllMmRlNw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1117001,,TTH-19-2,CONTROLTECH,CTECH SIROCCO MINI CLIP-ON (H-MOUNT),Acoples CONTROLTECH Sirocco Mini H-Mount,350.00,289.26,85.00,TTH-19-2,3,8714999089,0,1,"<ul>
<li>Material: Carbono UD con acabado negro mate</li>
<li>Montaje al manillar</li>
<li>Centro de manillar &Oslash;: 31.8mm</li>
<li>Peso: 259g</li>
</ul>","
Material: Carbono UD con acabado negro mate
Montaje al manillar
Centro de manillar Ø: 31.8mm
Peso: 259g
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,10308,499,336,260,118,,,,,,,,,,,Triathlon,,https://api.mybihr.com/medias/1117001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTQ4MDh8aW1hZ2UvanBlZ3xhR1F5TDJoa09TOHlOamc1TVRBd05EZ3dOVEUxTUM4eE1URTNNREF4TFRGZk9EQXdWM2c0TURCSXxiNGI1YTUyYzAwNWMwMTc2OGUzZWQxZTlhMmExN2E3OTlkMTIxOGNmODg3ODJiMWQ2ODhmOTRhYzdjYTE3ZTEy,https://api.mybihr.com/medias/1117001-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTI5MTl8aW1hZ2UvanBlZ3xhR0l4TDJoa055OHlOamc1TVRBd05UQXdNVGMxT0M4eE1URTNNREF4TFRKZk9EQXdWM2c0TURCSXw0ZWFlMDRjYmNiY2U0ZjUxNDI3YjFiODc4MjVjM2ZkNDM1M2NjNWFjM2Y0ZjUwYzA4ZmJkODcwOTMxYTNkYWRl,https://api.mybihr.com/medias/1117001-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0Mzc4fGltYWdlL2pwZWd8YURNekwyaGtNQzh5TmpnNU1UQXdOVEkyTXprd01pOHhNVEUzTURBeExUTmZPREF3VjNnNE1EQkl8NjIxNmEwNDdiM2E2ZWMwNWEzYWE1ODBmYzIxYWI2ODU0NGVhODc0YzQxOTZkZmEwZTQ4ZjU2ZjA3NTQ5Mjg4OQ,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116947,,RAS-101-100,CONTROLTECH,CTECH FALCON -8° AERO STEM 100MM,Potencia para bicicleta Aero -8° CONTROLTECH Falcon - 100 mm,42.50,35.12,11.00,RAS-101-100,8,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Manillar &Oslash;: 31.8mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 100mm</li>
<li>Inclinaci&oacute;n: -8&deg; </li>
<li>Peso: 170g (110mm)</li>
</ul>","
Material: AL6061
Manillar Ø: 31.8mm
Dirección Ø: 28.6mm
Longitud: 100mm
Inclinación: -8° 
Peso: 170g (110mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1428,221,231,103,60,,,,,,,,,,,Carretera,,https://api.mybihr.com/medias/1116947-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQzNDYzfGltYWdlL2pwZWd8YURZd0wyZ3lNQzh5TmpnNE56WXpPRFE0TWprM05DOHhNVEUyT1RRM0xURmZPREF3VjNnNE1EQkl8NDZlNDQ1OTcyMjg4M2ExYzY0YTMwYzVlZjQzMDRjNDM1OTU2YzNhZGEwOTMyOThhNzZlNDZhYTZkODliZTA0Yg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Controltech-RAS101-manual.pdf?context=bWFzdGVyfHJvb3R8MjEzOTkyNHxhcHBsaWNhdGlvbi9wZGZ8YURCbUwyaGxaaTh4TmpjMU1UQTRPVGcwTkRJMU5DOURiMjUwY205c2RHVmphQzFTUVZNeE1ERXRiV0Z1ZFdGc0xuQmtaZ3w3YmMwYmNiMGY2YWFlNjkwMzY4M2VkZWJjZjMxNDg5Y2JhZTdmYTg2Zjg3NzdhYWI5MWI1YzJkZDk3MTljMjc2,Spain Warehouse (Parts)
1117008,,BAG-01,CONTROLTECH,CTECH TRI-POWER UNIT,Caja de almacenamiento CONTROLTECH Tri Power Unit,37.50,30.99,13.95,BAG-01,5,8714999089,0,1,"<ul>
<li>Material: TPR + ABS </li>
<li>Capacidad: 260 cm&sup3;</li>
<li>Talla: 220x42mm </li>
<li>Peso: 155g</li>
</ul>","
Material: TPR + ABS 
Capacidad: 260 cm³
Talla: 220x42mm 
Peso: 155g
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3211,196,265,146,83,,,,,,,,,,,Triathlon,,https://api.mybihr.com/medias/1117008-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODEwNDJ8aW1hZ2UvanBlZ3xhRFkwTDJnd015OHlOamc1TVRBeE1EZzVPVGs1T0M4eE1URTNNREE0TFRGZk9EQXdWM2c0TURCSXwzODUyNjQ5ZDdmNDUyZDdlNWQyZDk4OTAwZTk1MzcyMDM0ZjE3MDA3MTFlMGNhZDk2MzEwMDlhNzM5Zjk2YjE5,https://api.mybihr.com/medias/1117008-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTcxNjl8aW1hZ2UvanBlZ3xhR1V3TDJnMU1TOHlOamc1TVRBeE1UQTVOall3Tmk4eE1URTNNREE0TFRKZk9EQXdWM2c0TURCSXxmMzE3N2M2MTBlNTUwZmM0MWQ4ZWNhMDNmNTIxMjU1ZDk0ZTVkNTQ3NTI0YTYzNjAzMWMyZGU4YWFlMWQzOGZm,https://api.mybihr.com/medias/1117008-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjkzMDV8aW1hZ2UvanBlZ3xhR0l4TDJnMU9DOHlOamc1TVRBeE1USTVNekl4TkM4eE1URTNNREE0TFROZk9EQXdWM2c0TURCSXxmZGQ4NTRmZTgwMmMxZTkzOTVkZDU5MDczNTAyMjE1NmM0ZDA2NGZlYWFmZWNlNzUyOTk3M2UwNDBmMmVkYzE0,https://api.mybihr.com/medias/1117008-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTUyNjF8aW1hZ2UvanBlZ3xhRGxsTDJobU1pOHhOekV6TmpjNE56azBOelUxTUM4eE1URTNNREE0TFRSZk9EQXdWM2c0TURCSXxiMTRmODRlOGY0ODJkNDUxNTQ5NWFkOTM2ZGUyMThhMTg2MDg2MjdkYWQwNWRhOTc2MzFkYWNmY2QzNjc5NTVi,https://api.mybihr.com/medias/1117008-5-800Wx800H?context=bWFzdGVyfHJvb3R8Njc3MjV8aW1hZ2UvanBlZ3xhREUxTDJoaU9DOHhOekV6TmpjNE9ETTBNRGMyTmk4eE1URTNNREE0TFRWZk9EQXdWM2c0TURCSXw5NDY2YTIwNDkzYWY0OTk3NDBiMWViZTY5ZmFmNjY5NWFiMDc0YmI5MGNmNTg4MzAzYjUzNzBhYTBhNTc5ODkz,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Controltech-tri-power-unit.pdf?context=bWFzdGVyfHJvb3R8MTkwMDAwN3xhcHBsaWNhdGlvbi9wZGZ8YURVNEwyZzFaUzh4TmpjMU1UWXdNRFV6TXpVek5DOURiMjUwY205c2RHVmphRjkwY21sZmNHOTNaWEpmZFc1cGRDNXdaR1l8NTYxOGQxYjY3ZGJhMzA4MDk2ZTZhZTkxMzlkNjIwZTBjOTExNWY2NWIyNTQwZDAzZTc2NWNlNDc4MTJmNTRjYg,Spain Warehouse (Parts)
1116966,,RIM-86,CONTROLTECH,CTECH LYNX 29ER WIDE WHEELSET,"Juego de ruedas de bicicleta CONTROLTECH Lynx 29""",690.00,570.25,342.15,,1,8714999089,0,1,"<ul>
	<li>Material: CNC AL6061</li>
	<li>Perfil: 18mm</li>
	<li>Anchura de llanta exterior: 34.5mm</li>
	<li>Anchura de llanta interior: 30mm</li>
	<li>Axle: TA-12</li>
	<li>Anchura de eje (O.L.D.): F: 110mm / R: 148mm</li>
	<li>Radios: F: 32h/R: 32h</li>
	<li>Peso: 1850 / par (TBD)</li>
	<li>Compatible con SHIMANO 12S</li>
	<li>Tubeless Ready</li>
</ul>","
	Material: CNC AL6061
	Perfil: 18mm
	Anchura de llanta exterior: 34.5mm
	Anchura de llanta interior: 30mm
	Axle: TA-12
	Anchura de eje (O.L.D.): F: 110mm / R: 148mm
	Radios: F: 32h/R: 32h
	Peso: 1850 / par (TBD)
	Compatible con SHIMANO 12S
	Tubeless Ready
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,90882,4240,810,660,170,,,,,,,,,,,MTB,,https://api.mybihr.com/medias/1116966-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQyODAyfGltYWdlL2pwZWd8YURsaEwyZ3lOeTh5TmpnNU1EazVNamd4TWpBMk1pOHhNVEUyT1RZMkxURmZPREF3VjNnNE1EQkl8ZDc0ZWY1NjNiNmNlZjNhYTJjOWQzZjUyZDMwNzNiODAyOWJiZTQ5YTQxNWUyNDUyZTE5YmUxM2NkYmNkNjEyZA,https://api.mybihr.com/medias/1116966-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTU1NTE4fGltYWdlL2pwZWd8YURobUwyZ3lOeTh5TmpnNU1EazVNekEzTkRJd05pOHhNVEUyT1RZMkxUSmZPREF3VjNnNE1EQkl8OWEzOTRhZWI5YzAxODYwYTBlZjMwMTY1ZWM5NDQyYWZkNTRhOTdmNWY3ZjExNDkxZmZjOGY1ODU5ZWI4M2EwMQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116938,,CR-48/SRAM-53T BCD13,CONTROLTECH,CTECH ECCENTRIC RING 53T BCD130MM,Plato ovalado CONTROLTECH SRAM 53 dientes,165.00,136.36,41.00,1116938,3,8714999089,0,1,"<ul>
<li>Material: AL7075</li>
<li>Dentado: 53 dientes</li>
<li>BCD: 130</li>
</ul>","
Material: AL7075
Dentado: 53 dientes
BCD: 130
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2526,292,262,241,40,,,,,,,,,Aluminio 7075-T6,,Triathlon,,https://api.mybihr.com/medias/1116938-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTAxNTh8aW1hZ2UvanBlZ3xhRFJrTDJneE5TOHlOamt5TWpBNU5ETTJNalkxTkM4eE1URTJPVE00TFRGZk9EQXdWM2c0TURCSXw2NTlkYzYxYzM3N2FkMzJkMzNhNmZkMTI1ZTFlMThkOTkzYTgzMDY0YzU3MmRlMWQ0OTYyM2EzZWRkYTM0Mzcy,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116974,,ATB-308/DI2-800,CONTROLTECH,CTECH LYNX 35 FLAT TOP BAR 800MM,Manillar de bicicleta CONTROLTECH Lynx Flat Carnono 800mm,210.00,173.55,63.99,ATB-308/DI2-8,3,8714999089,0,1,"<ul>
<li>Material: Carbono</li>
<li>Centro de manillar &Oslash;: 35mm</li>
<li>Anchura: 800mm </li>
<li>Apertura: 9&deg;</li>
<li>Barrido: 0&deg;</li>
<li>Elevaci&oacute;n: 0</li>
<li>Peso: 215g (760mm)</li>
</ul>","
Material: Carbono
Centro de manillar Ø: 35mm
Anchura: 800mm 
Apertura: 9°
Barrido: 0°
Elevación: 0
Peso: 215g (760mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,7524,296,809,155,60,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/1116974-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc2OTN8aW1hZ2UvanBlZ3xhREE1TDJnNU1TOHlOamc1TURrNU5qTTFNVEF3Tmk4eE1URTJPVGMwTFRGZk9EQXdWM2c0TURCSXw5MDNjNzg5MjIxMGUzNTg3ZGUwZDhhYjdhNWQ3M2RmNWVlY2M5ZDdjNTJjOGQxODZhNjJjNjRjMjQzNGUzODZj,https://api.mybihr.com/medias/1116974-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4MDB8aW1hZ2UvanBlZ3xhRE5pTDJnNE55OHlOamc1TURrNU5qWXhNekUxTUM4eE1URTJPVGMwTFRKZk9EQXdWM2c0TURCSXwyMjI0YmU0YWYwZjQ3NjU5ZjY2MzVkODc5NWFkNTk5NjdkN2E4NmQyYjllOGVjYzAwMTc1NDdkNTA1OWUzZTFh,https://api.mybihr.com/medias/1116974-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzA5OTd8aW1hZ2UvanBlZ3xhREF5TDJnek1pOHlOamc1TURrNU56QXdOak0yTmk4eE1URTJPVGMwTFROZk9EQXdWM2c0TURCSXw2MWYwYWIzMTI2MDM1MzJiMmNmMGNlYzNkMGVkZDcyMGNhNDU1MmE0ZDM2N2UyYjg3OTA4NDBmM2UzOThlOGJh,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
