PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Embalaje,Especificaciones,Homologación,Montaje de espejo retrovisor,Posición,Tipo,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,Picture12,Picture13,Picture14,AllPicturesZIP,Document1,DeliveryPlant
1130759,,DG0060PROBK,R&G RACING,R&G DOWNPIPE GRILLE PRO,Rejilla de colector R&G RACING Pro,84.69,69.99,41.99,5054817194365,0,8714109090,0,0,<p>Rejilla de colector R&amp;G RACING Pro</p>,"
Rejilla de colector R&G RACING Pro",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,10080,280,450,280,80,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1130759-1.jpg?context=bWFzdGVyfHJvb3R8MjI5MTU5fGltYWdlL2pwZWd8YUdZMkwyaG1aUzg0TURnMk1UWTVPVEV4TWprNU1DODRNREJYZURnd01FaGZNVEV6TURjMU9TMHhMbXB3Wnd8ZTk2M2MwYjZkNmVmMTllMDFjZDVkNDEzYTcwZTdlMjY0Njc0Y2IwOTIxYThlOGRlNDZhYzRmODhjMmRjMjA1Ng,https://api.mybihr.com/medias/800Wx800H-1130759-2.jpg?context=bWFzdGVyfHJvb3R8MjM1OTM2fGltYWdlL2pwZWd8YURkaUwyaG1NeTg0TURnMk1UWTVPVFV3TmpJd05pODRNREJYZURnd01FaGZNVEV6TURjMU9TMHlMbXB3Wnd8MTJkMGI0M2M3NDgzYzc5NjNhMmY3NzIzMzdhODYyZDgzYzVlZTIwNjI5MmVjMWRmYmU1MTEyZmMwNWZlOGQ2Zg,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-1130759.pdf?context=bWFzdGVyfHJvb3R8MTU2NTkxM3xhcHBsaWNhdGlvbi9wZGZ8YURSaUwyZ3dNUzg0TURnek9USXlNekkwTmpnM09DOU5iM1Z1ZEdsdVp5Qkpibk4wY25WamRHbHZiaUF4TVRNd056VTVMbkJrWmd8YzE1MjJjNjcwNDQ4Y2VlZDI0NTE3Yzk1NDhkODhjNTI3MDg2ZTA3YjhlNzg2YmM2OGJhNmE2YTQ3NDQ4MGI0Mw,Spain Warehouse (Parts)
1129353,,FP0288BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de eje delantero R&G RACING - Negro,54.44,44.99,26.99,5055780351694,0,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de ca&iacute;da o choque.</p>
<ul>
<li>Protectores de pl&aacute;stico moldeado</li>
<li>Resistentes a la abrasi&oacute;n</li>
<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
<li>Paso a trav&eacute;s del eje de la rueda delantera</li>
</ul>
<p>Estos protectores son adecuados para la <strong>Moto Guzzi Stelvio '24-</strong>.</p>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

Protectores de plástico moldeado
Resistentes a la abrasión
Los protectores se fijan con un pasador de acero inoxidable o una tuerca
Paso a través del eje de la rueda delantera


Estos protectores son adecuados para la Moto Guzzi Stelvio '24-.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,1141,341,422,53,51,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129353-1.jpg?context=bWFzdGVyfHJvb3R8MTcxNTQxfGltYWdlL2pwZWd8YUdJNUwyZzBNeTgyT0RJNU5ESTJPREExT1RZM09DODRNREJYZURnd01FaGZNVEV5T1RNMU15MHhMbXB3Wnd8Njk2MGU5YmJmMTc5ZTA3ODI4ZWNlMjYyN2YwOTcyODAxNjM1YzdkMzkxYmVlZGI0MDIzNDhiMmIzODk1NDhhYw,https://api.mybihr.com/medias/800Wx800H-1129353-2.jpg?context=bWFzdGVyfHJvb3R8MTYyMjQ4fGltYWdlL2pwZWd8YURFNEwyZ3pOaTgyT0RJNU5ESTJPRFExTWpnNU5DODRNREJYZURnd01FaGZNVEV5T1RNMU15MHlMbXB3Wnd8ZjA1ZDVmYTZhMThmNDRmZmZmNGJmZjY2MDA4MzljZjM5ZTdjNDE0ZWI0ODYwOWVjMzMzZWY3ZmQ0ZDAyYjIzZA,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1122466,,FP0242BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de horquilla R&G RACING,53.23,43.99,26.39,5055780351236,0,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.</p>
<ul>
	<li>Protectores de plástico moldeado</li>
	<li>Resistentes a la abrasión</li>
	<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
	<li>Paso a través del eje de la rueda delantera</li>
</ul>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

	Protectores de plástico moldeado
	Resistentes a la abrasión
	Los protectores se fijan con un pasador de acero inoxidable o una tuerca
	Paso a través del eje de la rueda delantera
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,1038,360,415,50,50,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122466-1.jpg?context=bWFzdGVyfHJvb3R8MTM5OTgwfGltYWdlL2pwZWd8YUdaaUwyaGhOeTh6TXpZMU1qWXhNVFl4TWpjd01pODRNREJYZURnd01FaGZNVEV5TWpRMk5pMHhMbXB3Wnd8MTc5YTQzZjliYzI0YjIxZDk3MTdiNGJmZTMwNTI2NGMzMDE4ODM5ODk1NzZmNmFmZTUzMGEyZGY0ZTJlZDljMg,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,https://api.mybihr.com/medias/Mounting-Instructions-Fork-Protectors-1122466.pdf?context=bWFzdGVyfHJvb3R8NTgwNTM1fGFwcGxpY2F0aW9uL3BkZnxhRFkxTDJoaVl5OHpNelkxTWpZeU5EZzFNRGszTkM5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJuTWdSbTl5YXlCUWNtOTBaV04wYjNKeklERXhNakkwTmpZdWNHUm18N2IxNTdjY2MwOWQ5Njg0MGZhMTY3Yzk4YTA5NDNjZTQ4NWUwMjk1MjMwM2E5ZjE5NDYzOTY1MDhjZGNjYmEwMg,Spain Warehouse (Parts)
1122468,,FP0267BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de horquilla R&G RACING,75.90,62.73,37.64,5055780351489,0,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.</p>
<ul>
	<li>Protectores de plástico moldeado</li>
	<li>Resistentes a la abrasión</li>
	<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
	<li>Paso a través del eje de la rueda delantera</li>
</ul>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

	Protectores de plástico moldeado
	Resistentes a la abrasión
	Los protectores se fijan con un pasador de acero inoxidable o una tuerca
	Paso a través del eje de la rueda delantera
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,1637,519,426,63,61,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122468-1.jpg?context=bWFzdGVyfHJvb3R8NDkxNzV8aW1hZ2UvanBlZ3xhRGMyTDJoaVpTODJOalkyTmpVME5UVTNPREF4TkM4NE1EQlhlRGd3TUVoZk1URXlNalEyT0MweExtcHdad3xlNTkyNDBjNmVlMzE4ZTZhMWM4MGU0ZjVlOTI0YmFhYTA3NzcwYjUwYjYzZjM2MWRkN2NkMGU5MDBmMjhmZjAy,https://api.mybihr.com/medias/800Wx800H-1122468-2.jpg?context=bWFzdGVyfHJvb3R8NTUwODN8aW1hZ2UvanBlZ3xhR1ExTDJoaU1DODJOalkyTmpVME5UazNNVEl6TUM4NE1EQlhlRGd3TUVoZk1URXlNalEyT0MweUxtcHdad3w4NGUzMTMxNTYxOWIyMmZjNDQ5ZjYzZDQzNDZiZDBiNmM4NWE0NGIzOGZhYTQxYjIyYjk5NTRkMGEzYTBhYmJk,https://api.mybihr.com/medias/800Wx800H-1122468-3.jpg?context=bWFzdGVyfHJvb3R8NDkwNTh8aW1hZ2UvanBlZ3xhRGxrTDJnMVlpODJOalkyTmpVME5qTTJORFEwTmk4NE1EQlhlRGd3TUVoZk1URXlNalEyT0MwekxtcHdad3xjYTQ5MTMyNzk3YjA5MDM5MWQyZGYzY2IyZjU3ODJiNTViNDI3OTdkNmQxYzE4NGNhOTIyMzlkNTE1ZDYxNWJj,https://api.mybihr.com/medias/800Wx800H-1122468-4.jpg?context=bWFzdGVyfHJvb3R8NDc3MTd8aW1hZ2UvanBlZ3xhREJtTDJnMFpTODJOalkyTmpVME5qYzFOelkyTWk4NE1EQlhlRGd3TUVoZk1URXlNalEyT0MwMExtcHdad3wyYzhiNTVkMjMwZWE1ZjkxYzBkODcyZWYwZjk2NzVjZDIzYTY5N2RjNmIyY2ExMzBhZWJlYzczYTMyYzQ4OTc3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-Fork-Protectors-1122468.pdf?context=bWFzdGVyfHJvb3R8MzgyMzk0fGFwcGxpY2F0aW9uL3BkZnxhREl3TDJnd1pDOHpNelkxTWpZeE9UVXdPVGM1TUM5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJpQkdiM0pySUZCeWIzUmxZM1J2Y25NZ01URXlNalEyT0M1d1pHWXxjOWI2MWFhNTExZjA1NDEwMTMyZTExZTIwOTE1NTdhYzQxZDdjNWFkZTg2NjY2OTYzMDdjYjY0ODM3ZjkzYTk0,Spain Warehouse (Parts)
1122470,,FP0269BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de horquilla R&G RACING,54.44,44.99,26.99,5055780351502,1,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.</p>
<ul>
	<li>Protectores de plástico moldeado</li>
	<li>Resistentes a la abrasión</li>
	<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
	<li>Paso a través del eje de la rueda delantera</li>
</ul>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

	Protectores de plástico moldeado
	Resistentes a la abrasión
	Los protectores se fijan con un pasador de acero inoxidable o una tuerca
	Paso a través del eje de la rueda delantera
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,616,352,448,55,25,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122470-1.jpg?context=bWFzdGVyfHJvb3R8MTE5NDMyfGltYWdlL2pwZWd8YURoa0wyaG1OeTh6TXpZMU1qWXhNak01T1RFek5DODRNREJYZURnd01FaGZNVEV5TWpRM01DMHhMbXB3Wnd8YzQwYmEzM2U5NDA3NzA5NjdlNGIxODRhNzQzNzJlZjEzMWMwZTEzMTNjYjdmY2QxZWY3Mzg2ZTQwODE0MjgwMg,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-Fork-Protectors-1122470.pdf?context=bWFzdGVyfHJvb3R8MzMxMjY1fGFwcGxpY2F0aW9uL3BkZnxhRFl6TDJoaVppOHpNelkxTWpZeU5Ea3hOalV4TUM5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJpQkdiM0pySUZCeWIzUmxZM1J2Y25NZ01URXlNalEzTUM1d1pHWXxiY2FjMWY1NjZmOWJiYTQyZjZlMjMzNzRiMWRmZTIwYTFmZmY0ZjNjM2I1MjcwYzJkZmMyZTU0YWMxZTUyZGUz,Spain Warehouse (Parts)
1122465,,FP0234BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de horquilla R&G RACING,58.07,47.99,28.79,5055780351151,0,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.</p>
<ul>
	<li>Protectores de plástico moldeado</li>
	<li>Resistentes a la abrasión</li>
	<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
	<li>Paso a través del eje de la rueda delantera</li>
</ul>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

	Protectores de plástico moldeado
	Resistentes a la abrasión
	Los protectores se fijan con un pasador de acero inoxidable o una tuerca
	Paso a través del eje de la rueda delantera
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,1330,454,364,63,58,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122465-1.jpg?context=bWFzdGVyfHJvb3R8MTAzMTg2fGltYWdlL2pwZWd8YURBM0wyaGhPQzh6TXpZMU1qWXlOREkyTVRFMU1DODRNREJYZURnd01FaGZNVEV5TWpRMk5TMHhMbXB3Wnd8YWE2M2UyYTIxYjdhZTA2YzJiNTYxYWY1ZmFlNzA4NmIxYmZkZDg0YjFhMjNkYzA1OGFlZGE1NzZiZGYxMTE5OA,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,https://api.mybihr.com/medias/Mounting-Instructions-Fork-Protectors-1122465.pdf?context=bWFzdGVyfHJvb3R8NDEzMDUzfGFwcGxpY2F0aW9uL3BkZnxhRGMxTDJnMU5TOHpNelkxTWpZeU16a3dNRGN3TWk5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJuTWdSbTl5YXlCUWNtOTBaV04wYjNKeklERXhNakkwTmpVdWNHUm18Mjg5MmM0ZGM1MGI5MGM1YTM1ODU4YzJkYzEzMzU1Nzc1YzAxYzg3MWJlMWNmM2QyNDczNzBlMzlmMWZlYWMzYw,Spain Warehouse (Parts)
1122471,,FP0272BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de horquilla R&G RACING,75.01,61.99,37.19,5055780351533,0,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.</p>
<ul>
	<li>Protectores de plástico moldeado</li>
	<li>Resistentes a la abrasión</li>
	<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
	<li>Paso a través del eje de la rueda delantera</li>
</ul>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

	Protectores de plástico moldeado
	Resistentes a la abrasión
	Los protectores se fijan con un pasador de acero inoxidable o una tuerca
	Paso a través del eje de la rueda delantera
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,3292,416,437,93,81,Negro,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1122469,,FP0268BK,R&G RACING,R&G PROTECTION WHEEL AXLE FRONT,Protectores de horquilla R&G RACING,53.23,43.99,26.39,5055780351496,0,8714109090,0,0,"<p>Los protectores de eje delantero R&amp;G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.</p>
<ul>
	<li>Protectores de plástico moldeado</li>
	<li>Resistentes a la abrasión</li>
	<li>Los protectores se fijan con un pasador de acero inoxidable o una tuerca</li>
	<li>Paso a través del eje de la rueda delantera</li>
</ul>","
Los protectores de eje delantero R&G Racing protegen la parte inferior de la horquilla, los discos de freno y las pinzas en caso de caída o choque.

	Protectores de plástico moldeado
	Resistentes a la abrasión
	Los protectores se fijan con un pasador de acero inoxidable o una tuerca
	Paso a través del eje de la rueda delantera
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,1040,340,416,50,50,Negro,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122469-1.jpg?context=bWFzdGVyfHJvb3R8MTEzNzkxfGltYWdlL2pwZWd8YUdRMkwyaGlNUzh6TXpZMU1qWXlORFV5TXpJNU5DODRNREJYZURnd01FaGZNVEV5TWpRMk9TMHhMbXB3Wnd8NjFlYmViMzA0MDE4MTZiNmVlMzQ1MjU1MGI0MWY5MTFjYjU1ZWRkN2I5ZGI5NDFmYjgzMTEyYTFiMTY4NzZiNw,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1088131001,,RAD0212BK,R&G RACING,"R&G PROTECTION RADIATOR WATER, BLK",Protector de radiador R&G RACING - aluminio,99.21,81.99,49.19,5055780343194,0,8714109090,0,0,"<p>El <strong>protector de radiador R&amp;G Racing</strong> protege tu costoso y delicado radiador contra proyecciones y da&ntilde;os.</p>
<ul>
<li>Resiste la difusi&oacute;n del calor del radiador</li>
<li>Protege el colector de escape y los componentes situados bajo el radiador</li>
<li>Malla fina que limita la entrada de part&iacute;culas</li>
</ul>","
El protector de radiador R&G Racing protege tu costoso y delicado radiador contra proyecciones y daños.

Resiste la difusión del calor del radiador
Protege el colector de escape y los componentes situados bajo el radiador
Malla fina que limita la entrada de partículas
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,6029,320,348,385,45,Negro,,,,,,,,https://api.mybihr.com/medias/1088131001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcwMjg4fGltYWdlL2pwZWd8YUdZMUwyaG1OQzg0T1Rnd05qQXhNVGMyTURrMEx6RXdPRGd4TXpFd01ERXRNVjg0TURCWGVEZ3dNRWd8MjEwMTg4ZTY3YTYxMDRiN2U0MTQ3MmQ3NWE4OGY3MDdhOTIxMmU1NjgzNGJkYWFjZGY4NTFhZTQzYzljMWE0MQ,https://api.mybihr.com/medias/1088131001-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ5NjIzfGltYWdlL2pwZWd8YUdNMEwyaG1ZaTg0T1Rnd05qQXhNemN5TnpBeUx6RXdPRGd4TXpFd01ERXRNbDg0TURCWGVEZ3dNRWd8YzNkNjBmNzM2MjZmNGQ5NzE4NjI1NjZhNDI4ZTA4OWNmOWExZWZiNDhjZDAxOTc1ZDM0ZmVlMGFiNjM5YTNlYg,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1088138002,,RAD0223DKBLUE,R&G RACING,"R&G PROTECTION RADIATOR WATER, BLU",Protector de radiador R&G RACING,79.86,66.00,39.60,5054817113397,0,8714109090,0,0,"<p>El <strong>protector de radiador R&amp;G Racing</strong> protege tu costoso y delicado radiador contra proyecciones y da&ntilde;os.</p>
<ul>
<li>Resiste la difusi&oacute;n del calor del radiador</li>
<li>Protege el colector de escape y los componentes situados bajo el radiador</li>
<li>Malla fina que limita la entrada de part&iacute;culas</li>
</ul>","
El protector de radiador R&G Racing protege tu costoso y delicado radiador contra proyecciones y daños.

Resiste la difusión del calor del radiador
Protege el colector de escape y los componentes situados bajo el radiador
Malla fina que limita la entrada de partículas
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Azul,1,1,10,10,10,Azul,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1088138003,,RAD0223TI,R&G RACING,"R&G PROTECTION RADIATOR WATER, TIT",Protector de radiador R&G RACING,79.86,66.00,39.60,5055780344511,0,8714109090,0,0,"<p>El <strong>protector de radiador R&amp;G Racing</strong> protege tu costoso y delicado radiador contra proyecciones y da&ntilde;os.</p>
<ul>
<li>Resiste la difusi&oacute;n del calor del radiador</li>
<li>Protege el colector de escape y los componentes situados bajo el radiador</li>
<li>Malla fina que limita la entrada de part&iacute;culas</li>
</ul>","
El protector de radiador R&G Racing protege tu costoso y delicado radiador contra proyecciones y daños.

Resiste la difusión del calor del radiador
Protege el colector de escape y los componentes situados bajo el radiador
Malla fina que limita la entrada de partículas
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Titanio,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1088140001,,RAD0225BK,R&G RACING,"R&G PROTECTION RADIATOR WATER, BLK",Protector de radiador R&G RACING,85.90,70.99,42.59,5055780343323,0,8714109090,0,0,"<p>El <strong>protector de radiador R&amp;G Racing</strong> protege tu costoso y delicado radiador contra proyecciones y da&ntilde;os.</p>
<ul>
<li>Resiste la difusi&oacute;n del calor del radiador</li>
<li>Protege el colector de escape y los componentes situados bajo el radiador</li>
<li>Malla fina que limita la entrada de part&iacute;culas</li>
</ul>","
El protector de radiador R&G Racing protege tu costoso y delicado radiador contra proyecciones y daños.

Resiste la difusión del calor del radiador
Protege el colector de escape y los componentes situados bajo el radiador
Malla fina que limita la entrada de partículas
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,2491,124,243,205,50,Negro,,,,,,,,https://api.mybihr.com/medias/1088140001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA4MjZ8aW1hZ2UvanBlZ3xhR1U1TDJnME9TODRPVGd3TmpBME9EUTJNVEV3THpFd09EZ3hOREF3TURFdE1WODRNREJYZURnd01FZ3w1ZmViZjQxZjVhNzNmNzk5M2EyNzk3OWIwNjY5YTc5ODc0NTQ3YTNkMjNkYTNlODY2NWFjN2U1ODRjYTNiMDk2,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1088141001,,RAD0242BK,R&G RACING,"R&G PROTECTION RADIATOR WATER, BLK",Protector de radiador R&G RACING - aluminio,85.90,70.99,42.59,5055780343491,0,8714109090,0,0,"<p>El <strong>protector de radiador R&amp;G Racing</strong> protege tu costoso y delicado radiador contra proyecciones y da&ntilde;os.</p>
<ul>
<li>Resiste la difusi&oacute;n del calor del radiador</li>
<li>Protege el colector de escape y los componentes situados bajo el radiador</li>
<li>Malla fina que limita la entrada de part&iacute;culas</li>
</ul>","
El protector de radiador R&G Racing protege tu costoso y delicado radiador contra proyecciones y daños.

Resiste la difusión del calor del radiador
Protege el colector de escape y los componentes situados bajo el radiador
Malla fina que limita la entrada de partículas
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,1392,177,290,160,30,Negro,,,,,,,,https://api.mybihr.com/medias/1088141001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM5OTR8aW1hZ2UvanBlZ3xhRFkxTDJnNU9DODRPVGd3TmpBMU1EUXlOekU0THpFd09EZ3hOREV3TURFdE1WODRNREJYZURnd01FZ3xiYzYyMWMyMTFiNjgyNTk3NGQyNmU0Zjg5YTBiOTI3ZmY2ZmRkZDNmZDYzY2NlNTNiN2Y5MmU3MzMzMDg1ZTJh,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1088145002,,RAD9020RE,R&G RACING,"R&G PROTECTION RADIATOR WATER, RED",Protector de radiador R&G RACING - aluminio,171.81,141.99,85.19,5054817113816,0,8714109090,0,0,"<p>El <strong>protector de radiador R&amp;G Racing</strong> protege tu costoso y delicado radiador contra proyecciones y da&ntilde;os.</p>
<ul>
<li>Resiste la difusi&oacute;n del calor del radiador</li>
<li>Protege el colector de escape y los componentes situados bajo el radiador</li>
<li>Malla fina que limita la entrada de part&iacute;culas</li>
</ul>","
El protector de radiador R&G Racing protege tu costoso y delicado radiador contra proyecciones y daños.

Resiste la difusión del calor del radiador
Protege el colector de escape y los componentes situados bajo el radiador
Malla fina que limita la entrada de partículas
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Rojo,8927,407,463,241,80,Rojo,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,,Spain Warehouse (Parts)
1096626001,,SRG0079SS,R&G RACING,"R&G PROTECTION RADIATOR GUARD, SST",Protector de radiador R&G RACING - acero inoxidable,102.84,84.99,50.99,5055780340612,1,8714109090,0,0,"<p>Los protectores de radiador R&amp;G Racing protegen el radiador &mdash;una de las piezas m&aacute;s expuestas y costosas de la moto&mdash; frente a impactos de piedras y otros&nbsp;elementos proyectados desde la rueda delantera.</p>
<ul>
<li>Minimizan la difusi&oacute;n de calor procedente del radiador</li>
<li>Protegen los colectores y los componentes situados bajo el radiador</li>
<li>Estructura&nbsp;que reduce la entrada de part&iacute;culas</li>
<li>Fabricada en acero inoxidable para una resistencia superior al aluminio</li>
</ul>","
Los protectores de radiador R&G Racing protegen el radiador —una de las piezas más expuestas y costosas de la moto— frente a impactos de piedras y otros elementos proyectados desde la rueda delantera.

Minimizan la difusión de calor procedente del radiador
Protegen los colectores y los componentes situados bajo el radiador
Estructura que reduce la entrada de partículas
Fabricada en acero inoxidable para una resistencia superior al aluminio
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Acero inoxidable,1480,312,190,354,22,Acero,Acero inoxidable,,,,,,,https://api.mybihr.com/medias/1096626001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0NDg3fGltYWdlL2pwZWd8YURJMUwyZzVNQzg0T1RVM016RXlNRGN6TnpVNEx6RXdPVFkyTWpZd01ERXRNVjg0TURCWGVEZ3dNRWd8ZjBmYjEzMTZkODk1YjE5NWE1ODRlODE4MmJjMzVhZjlmMDcyZDU0NThlYjMzNmU3N2Q4ZTk0ZWJmMGIyMzIyNw,https://api.mybihr.com/medias/1096626001-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTE0NzcwfGltYWdlL2pwZWd8YUdJeUwyZzVaQzg0T1RVM016RXlORFkyT1RjMEx6RXdPVFkyTWpZd01ERXRNbDg0TURCWGVEZ3dNRWd8OGY1ZTE0ZjMyZGMwN2M3ZDRlYTJjYjdmZDVjMDhkODRhYjYzMDBlNzA2Y2IwYjcxYzQzNWJiOWZjOGNkYTJmYQ,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/R&G_RACING-pictures.zip,https://api.mybihr.com/medias/SRG0079-FITTING-INSTRUCTIONSpdf.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMTA4ODk4fGFwcGxpY2F0aW9uL3BkZnxhRGxoTDJobVpDODVOalEwTlRZd09ERXdNREUwTDFOU1J6QXdOemt0UmtsVVZFbE9SeTFKVGxOVVVsVkRWRWxQVGxOd1pHWXw0ZjkzNTk2ZjE5ZmQzM2Q0MmJmZDY5OGI2ZTFhZmNjNDdiZDIwMzUwYTBkYzhmODE3YjY3NTZhMDBhYjZlMjY0,Spain Warehouse (Parts)
