PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Capacidad (ml/l),Carga máxima (kg),Color,Componente de fijación,Embalaje,Longitud (cm),Peso (kg),Plegable,Posición,Rango de uso,Terminales,Tipo de soporte,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,DeliveryPlant
1049891,34622,911060020000,BIKE LIFT,BLIFT SPARE PARTS RUBBER PLATE KODIAK,Alfombra protectora de goma para elevadores de taller Bike Lift - RM,58.46,48.31,48.31,8430525346222,1,8428909010,0,1,"Alfombra anti rayaduras para caballete central. Para proteger las plataformas de los<br>elevadores de taller de posibles rayaduras al deslizar el caballete central de scooters y maxiscooters. Es la mejor solución, ya que ademas, mejora sustancialmente la estabilidad del vehiculo durante las operaciones de mantenimiento que se le realicen.","Alfombra anti rayaduras para caballete central. Para proteger las plataformas de loselevadores de taller de posibles rayaduras al deslizar el caballete central de scooters y maxiscooters. Es la mejor solución, ya que ademas, mejora sustancialmente la estabilidad del vehiculo durante las operaciones de mantenimiento que se le realicen.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,4007,1958,447,332,27,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049891-1.jpg?context=bWFzdGVyfHJvb3R8MTA3ODkwfGltYWdlL2pwZWd8YURCakwyZzNaUzh6TXpFek1UY3lOekEyTVRBeU1pODRNREJYZURnd01FaGZNVEEwT1RnNU1TMHhMbXB3Wnd8ZWJjZDMzOTZkMDJjMmRmNmZkYTIzY2FkM2VlOTQ2ZjllZGNlNzMzZmQ1OTdkYzE0NTQ2NzE2YTc3OTlhYmFmZQ,https://api.mybihr.com/medias/800Wx800H-1049891-2.jpg?context=bWFzdGVyfHJvb3R8MTExNDIwfGltYWdlL2pwZWd8YURrNUwyZzRZaTh6TXpFek1UY3lOelExTkRJek9DODRNREJYZURnd01FaGZNVEEwT1RnNU1TMHlMbXB3Wnd8NjIzNWQzZDA0Y2ZkMWYzMDhjZmU1ODMyMzdjOTQxNTM0OGVlM2JiMTJjNmU1YmVhYTM3YTM2NTNjYTViMDU2Zg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049894,89101054,SW-756,BIKE LIFT,BLIFT ACCESSORIES SIDE EXTENTION SW 756,Extensiones laterales Bike-Lift SW-756 para elevadores Absolute 756 - SW-756,758.21,626.62,501.30,8053288163570,0,8428909000,1,0,"<p>Especialmente diseñadas para ATVs y otros vehículos grandes, estas extensiones permiten expandir la mesa elevadora hasta 130 cm (Extensiones STD)&nbsp;</p><p><br></p><p>El kit también incluye las rampas.</p><p>Dimensiones: 220 x 30 cm</p>","
Especialmente diseñadas para ATVs y otros vehículos grandes, estas extensiones permiten expandir la mesa elevadora hasta 130 cm (Extensiones STD) 

El kit también incluye las rampas.
Dimensiones: 220 x 30 cm",TOOLING & WS,WS,WS. LIFTING EQUIP.,,117300,50000,2300,300,170,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049894-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAyNjV8aW1hZ2UvanBlZ3xhREJqTDJobE5pODRPVEV3TXpVMU5USTVOelU0THpFd05EazRPVFF0TVY4NE1EQlhlRGd3TUVnfGEzZGRkMWNkMzNlNjg1YzZhOTY5NzhkNDU2ODAzMTQyNmY1OTkxYTEyMDJjODQ5Nzc0NGUyZjk0NTIwNTc1OWU,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049895,89010008,913013010200,BIKE LIFT,BLIFT ACCESSORIES SIDE EXTENT 89101049,Extensión modular para mesa elevadora Bike-Lift PSW-516 - PSW-516,1271.84,1051.11,840.89,8430525212138,1,8428909000,0,0,"Especialmente diseñadas para quads, vehículos de 3 ruedas y otros vehículos grandes; te permitirán extender la plataforma elevadora hasta los 135 cm. Además, como la parte central se puede desplazar, tendrás acceso a mayores zonas del vehículo. 			Incluye rampas de acceso		 ","Especialmente diseñadas para quads, vehículos de 3 ruedas y otros vehículos grandes; te permitirán extender la plataforma elevadora hasta los 135 cm. Además, como la parte central se puede desplazar, tendrás acceso a mayores zonas del vehículo. 			Incluye rampas de acceso		 ",TOOLING & WS,WS,WS. LIFTING EQUIP.,,260484,60000,1117,1060,220,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049895-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIzMTkyfGltYWdlL2pwZWd8YURFM0wyaGhaQzg0T1RRNU16RXlPRGd3Tmpjd0x6RXdORGs0T1RVdE1WODRNREJYZURnd01FZ3xmM2NmM2QyODI2ODYzNzk1OTIyZGVhZTBhNTRkMTE2ZDVlNTdmZmY0ZTZlZTE3N2NhNDVmMDY3MDdjZmU2ODIz,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049872,,901001000132,BIKE LIFT,BLIFT ACCESSORIES GUTTER MAX 516,Accesorio canalón BIKE LIFT MAX516 Gate,194.83,161.02,128.82,59800008,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,109968,14500,2370,290,160,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049875,11432,904233010100,BIKE LIFT,BLIFT LIFT TABLE WIDER 1000,Mesa elevadora BIKE LIFT Max 516 Gate - WD-003,7783.97,6433.03,5146.42,8430525114326,0,8467890000,1,1,"<p>Plataforma elevadora de tijera para el mantenimiento y la reparaci&oacute;n de motocicletas, scooters y quads con una capacidad m&aacute;xima de 1000 kg.</p>","
Plataforma elevadora de tijera para el mantenimiento y la reparación de motocicletas, scooters y quads con una capacidad máxima de 1000 kg.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1425792,390000,940,2370,640,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049875-1.jpg?context=bWFzdGVyfHJvb3R8MTcyMjA0fGltYWdlL2pwZWd8YURNNUwyZ3paQzh6TXpFeU9EQTFOVFF3TmpZeU1pODRNREJYZURnd01FaGZNVEEwT1RnM05TMHhMbXB3Wnd8OTg0ZWQyNDhiYTVlMDNmY2I2Zjc3ZWQwOGVkMTRhM2FhNWIyODY1YmU3Zjg3MWFkZWExNjAxOTdlNGY3MzRkNg,https://api.mybihr.com/medias/800Wx800H-1049875-2.jpg?context=bWFzdGVyfHJvb3R8OTg4MTh8aW1hZ2UvanBlZ3xhR0k0TDJnME5DOHpNekV5T0RBMU5UWTJPRGMyTmk4NE1EQlhlRGd3TUVoZk1UQTBPVGczTlMweUxtcHdad3xhODEzOGMyYWRlNWNmMDhkY2QxZDZiZDZiZjQzOWJjMzA1OTYxYTI0NmY1MGFhNjc4ZGY1ZmZlNGE2OWMzYTYy,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049879,29521,905110020100,BIKE LIFT,BLIFT ACCESSORIES MANUAL WHEEL CLAMP,Mordaza manual para rueda BIKE-LIFT W-34 N,511.45,422.69,338.15,8430525295216,4,8467890000,0,1,"<p>Mordaza manual para elevadores, dotada de un cierre manual que bloquea la rueda de forma rápida y segura.</p>
<ul>
	<li>Apertura máxima 215mm</li>
	<li>Apertura mínima 75cm</li>
	<li>Manual</li>
</ul>

<p>&nbsp;</p>","
Mordaza manual para elevadores, dotada de un cierre manual que bloquea la rueda de forma rápida y segura.

	Apertura máxima 215mm
	Apertura mínima 75cm
	Manual



 ",TOOLING & WS,WS,WS. LIFTING EQUIP.,,47700,15000,530,360,250,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049879-1.jpg?context=bWFzdGVyfHJvb3R8MTMzNDIyfGltYWdlL2pwZWd8YUdKaUwyZ3paQzgyTnpRNE1EWTJORFV6T1RFMk5pODRNREJYZURnd01FaGZNVEEwT1RnM09TMHhMbXB3Wnd8ZTI0YWYwMzZjODBjMDg5MDc1OTY2ZjM5ZTg5YTM4MWI5ZTQzNTU5MGIyYTY2MDBjYzFkYzNmMjFlZTNkYzJlYw,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049881,,905163010200,BIKE LIFT,BLIFT LIFT TABLE MAX 516 GATE,BIKE LIFT Max 516 Mesa elevadora de puertas - MG-516-003,4446.22,3674.56,2939.65,3661738048848,2,8428909000,0,0,<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>,"
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1072188,283000,2370,1040,435,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049881-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE1ODE0fGltYWdlL2pwZWd8YURKakwyaGlOeTg0T1RFd016VTBOelF6TXpJMkx6RXdORGs0T0RFdE1WODRNREJYZURnd01FZ3wwOTk5YTczYWQ0MjI5NWNjYWUxNzY0MjkwZDUwMDVmMTY0MTY3YjZjNWQzNDQxMGQ4ODUzYjAzYTU1NmEwYjFh,https://api.mybihr.com/medias/1049881-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjEyOTk1fGltYWdlL2pwZWd8YUdVNUwyaGlaQzg0T1RFd016VTBPVE01T1RNMEx6RXdORGs0T0RFdE1sODRNREJYZURnd01FZ3w1Y2E3MGI3YmNmMjIwY2RmYmYzYTg0NGQ2MGFhOWJmZDEwZjIzYzRhMGE1OTRmMzYxYTdkYzBjNzcwYmFmMjMy,https://api.mybihr.com/medias/1049881-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4OTY5fGltYWdlL2pwZWd8YURsaEwyaG1NeTg0T1RFd016VTFNVE0yTlRReUx6RXdORGs0T0RFdE0xODRNREJYZURnd01FZ3xmMTM5MWQyMTFlYWViNWJmNmE1YWZhZjI5OWZmZGIzNDM5YWRhNTI5NjAwNjA2NDM2N2FmNzgyNzEzNDEwNTZk,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,France Warehouse (Parts)
1049887,29463,908020020100,BIKE LIFT,BLIFT FLOOR LIFT CFL 500,BIKE LIFT Max 516 - Electrohidráulico Negro - CFL-500,712.01,588.44,470.75,8430525294639,1,7326909890,0,0,"Elevador hidráulico central móvil para Quad/ATV y Offroad con chasis de doble cuna. Funciona con bomba/cilindro hidráulico con control de pie. Tiene una capacidad de elevación de 500kg y gracias a su altura mínima de 18 cm se puede colocar fácilmente bajo los vehiculos y es capaz de levantarlos hasta una altura máxima de 55 cm, con tres posiciones mecánicas de seguridad.","Elevador hidráulico central móvil para Quad/ATV y Offroad con chasis de doble cuna. Funciona con bomba/cilindro hidráulico con control de pie. Tiene una capacidad de elevación de 500kg y gracias a su altura mínima de 18 cm se puede colocar fácilmente bajo los vehiculos y es capaz de levantarlos hasta una altura máxima de 55 cm, con tres posiciones mecánicas de seguridad.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,77850,29100,865,450,200,,,,,Rojo,,,,,,,,,,,,https://api.mybihr.com/medias/1049887-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEzODF8aW1hZ2UvanBlZ3xhRFE1TDJneU1pODRPVE0xTVRjNU1Ea3hPVGs0THpFd05EazRPRGN0TVY4NE1EQlhlRGd3TUVnfDcyNGE5NTQ0YWJjZmZlMGI5MzYzMjIzZTg0ZmZiNWZkODIwYjhkNzY1YzRlOTQxNzZhODIwYzY4MDgyOTQwNGQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049888,34625,908051020100,BIKE LIFT,BLIFT ACCESSORIES ENGINE STAND,Soporte motores universal BIKE-LIFT 360º con ruedas,831.81,687.45,549.96,8430525346253,2,8467890000,0,0,"<p align=left>Soporte universal de motores equipado con ruedas.</p><p align=left>&nbsp;</p><p align=left>La brida rotativa 360º de anclaje especial permite un bloqueo rápido de cualquier tipo de motor y sostener el cárter de aceite permitiendo un desensamblaje con un solo punto de sujeción. Se suministra con una bandeja de drenaje de aceite, equipada con una malla anti-aerosoles. Este exclusivo stand de motores Bike Lift está desarrollado en cooperación con Yamaha Motor Italia, Service Dept. Se puede complementar ademas con soportes especiales para motores de maxi-scooter (Ref.34643) y para motores Ducati (Ref.34644).<br></p><p><strong>Peso:</strong> 25 kg.</p><p><strong>Dimensiones:</strong> 500x700x1200mm.</p>","
Soporte universal de motores equipado con ruedas.
 
La brida rotativa 360º de anclaje especial permite un bloqueo rápido de cualquier tipo de motor y sostener el cárter de aceite permitiendo un desensamblaje con un solo punto de sujeción. Se suministra con una bandeja de drenaje de aceite, equipada con una malla anti-aerosoles. Este exclusivo stand de motores Bike Lift está desarrollado en cooperación con Yamaha Motor Italia, Service Dept. Se puede complementar ademas con soportes especiales para motores de maxi-scooter (Ref.34643) y para motores Ducati (Ref.34644).
Peso: 25 kg.
Dimensiones: 500x700x1200mm.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,121095,31350,780,575,270,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049888-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMwMjh8aW1hZ2UvanBlZ3xhRGhpTDJneFlpODRPVE0xTVRjNU1qZzROakEyTHpFd05EazRPRGd0TVY4NE1EQlhlRGd3TUVnfGNiZGI5OWEzMjQwOWNkY2ViZWYxYTVhMjU1ZjUzODYwZTczZDgwYTQ4ZWM1ZDM2YjEwODk0NDA1NzU1OTdjYzU,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049890,34635,911020010100,BIKE LIFT,BLIFT ACCESSORIES SIDE EXTENSION,Extensión 865mm plataforma móvil moto Bike Lift SE-400 - SE-400,103.26,85.34,68.27,8430525346352,1,8467890000,0,1,"<p>Plataforma extra de 865mm, para conectar a REF.34634.<br><br><strong>Medidas:</strong> 865x140xH65mm. <br><strong>Carga máxima:</strong> 400kg.</p><p>&nbsp;</p>","
Plataforma extra de 865mm, para conectar a REF.34634.Medidas: 865x140xH65mm. Carga máxima: 400kg.
 ",TOOLING & WS,WS,WS. LIFTING EQUIP.,,7040,6000,880,160,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049890-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzI3MTF8aW1hZ2UvanBlZ3xhRGsxTDJneU1TODRPVEkwT0RZNU16azBORFl5THpFd05EazRPVEF0TVY4NE1EQlhlRGd3TUVnfDdlYjdiNjM3ZGIyMWY2MjgyMWIxMDBmZTlmYWM2OTcxNzExZTk4Y2QzYWU2YjhmNTAzZmE4NDExNGVlNjM1NGQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049898,,914020000200,BIKE LIFT,BLIFT SPARE PARTS ELECTRO FOOT CONTROL,Pedal de control electrohidráulico BIKE LIFT - FC-EL/CV,188.01,155.38,155.38,8053288163631,0,8467890000,1,1,"<p data-isautotranslation=""1""></p><p>Control de pie electrohidráulico para mesa de elevación (reemplaza el control remoto).</p><p>Compatible con todas las mesas de elevación.</p>","

Control de pie electrohidráulico para mesa de elevación (reemplaza el control remoto).
Compatible con todas las mesas de elevación.",TOOLING & WS,WS,WS. LIFTING EQUIP.,,15650,2350,327,301,159,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049898-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDk1MDh8aW1hZ2UvanBlZ3xhR0UxTDJnell5ODRPVEF5TWpNM01qa3dOVEkyTHpFd05EazRPVGd0TVY4NE1EQlhlRGd3TUVnfDM3M2Y1MjcyYWEyYTk4ZjQ3MDE0YTEyNjQ2Y2JiYTM5NTAwZDM4N2JjMDE0MDliMWFiMmNkODIzMWUwZDE3ZWY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049912,89010030,997564010400,BIKE LIFT,BLIFT LIFT TABLE 756 SPLIT,Elevador de taller Bike-Lift Absolute 756 Split - AS756-003,4571.37,3777.99,3022.39,AS756-003-CASSA,0,8428909000,0,0,"<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p>El elevador Absolute 756 Split Version de Bike-Lift se ha diseñado para poder levantar motos pesadas. Es capaz de levantar hasta 750 kg, a una altura de 1'3 metros. Equipado con trampilla delantera y trasera, deslizantes, para que puedas acceder fácilmente a las ruedas. Estructura de acero extremamente resistente y estable, para trabajar cómodo y con seguridad. Datos técnicos: 			Mecanismo: Electrohidráulico (con mando a distancia) Corriente de entrada: 230 V/ 50 Hz Capacidad máxima: 750 Kg Altura máxima: 130 cm Altura mínima: 19 cm Cierres de seguridad: 8 Trampilla trasera deslizante Medidas de la plataforma: 220x75 cm Medidas de las extensiones: 161x8,5 cm Medidas de la rampa: 82x51 cm Medidas de la trampilla trasera: 60x36 cm Medidas de la parte giratoria Split: 75x44,5 cm Medidas totales: 230x92 cm Peso: 260 Kg		 Equipamiento de serie: 			Rampa de acceso Extensiones laterales Barra de bloqueo		 ","
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.El elevador Absolute 756 Split Version de Bike-Lift se ha diseñado para poder levantar motos pesadas. Es capaz de levantar hasta 750 kg, a una altura de 1'3 metros. Equipado con trampilla delantera y trasera, deslizantes, para que puedas acceder fácilmente a las ruedas. Estructura de acero extremamente resistente y estable, para trabajar cómodo y con seguridad. Datos técnicos: 			Mecanismo: Electrohidráulico (con mando a distancia) Corriente de entrada: 230 V/ 50 Hz Capacidad máxima: 750 Kg Altura máxima: 130 cm Altura mínima: 19 cm Cierres de seguridad: 8 Trampilla trasera deslizante Medidas de la plataforma: 220x75 cm Medidas de las extensiones: 161x8,5 cm Medidas de la rampa: 82x51 cm Medidas de la trampilla trasera: 60x36 cm Medidas de la parte giratoria Split: 75x44,5 cm Medidas totales: 230x92 cm Peso: 260 Kg		 Equipamiento de serie: 			Rampa de acceso Extensiones laterales Barra de bloqueo		 ",TOOLING & WS,WS,WS. LIFTING EQUIP.,,961272,302000,2370,1040,390,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049912-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwMTM0fGltYWdlL2pwZWd8YUROakwyaGtaaTg0T1RFd016VTFOekkyTXpZMkx6RXdORGs1TVRJdE1WODRNREJYZURnd01FZ3w4Zjk1NjRjYTRmYTgwNDNhMGViYTZlODhmMDIwYmNjYjJhZDc0Yzk4ZjRkODgwYTA3ZGZiNjIwMmRmZmM4YjE5,https://api.mybihr.com/medias/1049912-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDg1MTYxfGltYWdlL2pwZWd8YURaakwyaGtPQzg0T1RFd016VTFPVEl5T1RjMEx6RXdORGs1TVRJdE1sODRNREJYZURnd01FZ3wyZTU3ZDMwOWZmNDJkZjlhYzZhMTFlYzQwMTNjMDBmYTMxOWY1NjZlZmU1MjNhOWY0ZmU2NGZlMGYwZDRjMzNm,https://api.mybihr.com/medias/1049912-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxMDc3fGltYWdlL2pwZWd8YURBekwyZzRZUzg0T1RFd016VTJNVEU1TlRneUx6RXdORGs1TVRJdE0xODRNREJYZURnd01FZ3wwNWJhMGY5NjE5MjUxMjgxMmU4YmNjNDg1MTZmZThjNjFjN2EzYTZjMDI1MjA2ZWFjNGYzYjM5NWIzYjJhZGQ2,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049914,50100013,BL-124-00,BIKE LIFT,BLIFT LIFT TABLE MAX 516 FLOOR,Elevador de moto BIKE LIFT M516-003/F electrohidráulico,4529.96,3743.77,2995.02,50100013,0,8428909000,1,0,"<p><strong>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</strong></p><p><strong>Elevador de moto MAX 516 de BIKE-LIFT.</strong></p>
<p>Elevador de líneas puras y simples, con plataforma de una sola pieza, sin puerta trasera escamoteable.</p>
<p>Su sencillez es sinónimo de estabilidad y de fluidez de movimientos.</p>
<p>Ideal para acoplar las extensiones PSW516 especiales para&nbsp;QUAD y ATV, dado que para estos vehículos no es indispensable la puerta trasera.</p>
<p><strong>Especificaciones:</strong></p>
<ul>
	<li>Capacidad máxima:&nbsp;500kg</li>
	<li>Altura máxima:&nbsp;120cm</li>
	<li>Altura mínima:&nbsp;20cm</li>
	<li>Posiciones de seguridad:&nbsp;8</li>
	<li>Medidas plataforma:&nbsp;210 x 75cm</li>
	<li>Medidas rampa:&nbsp;82 x 51cm</li>
	<li>Medidas totales elevador:&nbsp;220 x 99cm</li>
	<li>Dimensión aletas laterales:&nbsp;210 x12cm</li>
	<li>Peso total elevador:&nbsp;&nbsp;250kg</li>
	<li>Potencia motor electro-hidráulico:&nbsp;1,1kw (230voltios)</li>
</ul>

<p><strong>Equipamiento de serie:</strong></p>

<ul>
	<li>1 rampa</li>
	<li>1 barra delantera de freno</li>
	<li>1 plataforma antideslizante (PZA)</li>
	<li>2 aletas laterales porta-objetos</li>
</ul>","
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.
Elevador de moto MAX 516 de BIKE-LIFT.

Elevador de líneas puras y simples, con plataforma de una sola pieza, sin puerta trasera escamoteable.

Su sencillez es sinónimo de estabilidad y de fluidez de movimientos.

Ideal para acoplar las extensiones PSW516 especiales para QUAD y ATV, dado que para estos vehículos no es indispensable la puerta trasera.

Especificaciones:

	Capacidad máxima: 500kg
	Altura máxima: 120cm
	Altura mínima: 20cm
	Posiciones de seguridad: 8
	Medidas plataforma: 210 x 75cm
	Medidas rampa: 82 x 51cm
	Medidas totales elevador: 220 x 99cm
	Dimensión aletas laterales: 210 x12cm
	Peso total elevador:  250kg
	Potencia motor electro-hidráulico: 1,1kw (230voltios)



Equipamiento de serie:


	1 rampa
	1 barra delantera de freno
	1 plataforma antideslizante (PZA)
	2 aletas laterales porta-objetos
",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1032680,160000,2347,1000,440,,,,,,,,,,,,,,,,230 V/Monofásico,https://api.mybihr.com/medias/1049914-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTYwMTB8aW1hZ2UvanBlZ3xhR1UzTDJnek5TODRPVEF5TWpNM05EZzNNVE0wTHpFd05EazVNVFF0TVY4NE1EQlhlRGd3TUVnfGRkNDQ0M2ViZWJmNTRjNzMzZWVkYzliNWU2MzE1NWRkZDNlMDY1MWNmMThhOWZjMGVjMmM3NTMwMzEzMjhhZjQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,France Warehouse (Parts)
1049920,,911051010000-BK,BIKE LIFT,BLIFT ANTI-SKID PLATE BLACK FOR LIFT,Placa antideslizante BIKE LIFT 550x340mm negro - 1 pieza,83.15,68.72,54.98,3661738048824,0,8467890000,1,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,18488,5063,560,355,93,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049920-1.jpg?context=bWFzdGVyfHJvb3R8OTMzNjR8aW1hZ2UvanBlZ3xhREJsTDJoaE55OHpNalF5T1RnMU9URTNOalEzT0M4NE1EQlhlRGd3TUVoZk1UQTBPVGt5TUMweExtcHdad3w0Y2ZlNmNkMWY2YjE5N2ZjMWU3YmM4MmZmYzk3YjQyNGRmYjUzMWE5OWI5NjUyMTI4NGQ5MDgyNWZjYmFkZTRl,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049938,93013,M516-003,BIKE LIFT,BLIFT LIFT TABLE MAX 516 GATE FLOOR,"Elevador de taller Bike-Lift MAX 516, Versión eléctrica, 230V / 50 Hz, con mando manual",4868.54,4023.59,3218.87,8430525930131,0,8428909000,0,1,"<p data-isautotranslation=""1""></p><p><strong>Mesa elevadora de encaje para todo tipo de motos.</strong></p>
<p><u>Características Técnicas:</u></p>
<ul>
  <li>Electro-hidráulica con control manual</li>
  <li>Voltaje: 230V / 50Hz</li>
  <li>Capacidad máxima de carga: 500 kg</li>
  <li>Altura máxima: 100cm</li>
  <li>Altura mínima: 19cm</li>
  <li>Posiciones de bloqueo de seguridad: 8</li>
  <li>Rampa de acceso</li>
  <li>Dimensiones de la rampa trasera: 60 x 36cm</li>
  <li>Tamaño de la placa: 210 x 75cm</li>
  <li>Dimensiones totales: 220 x 92cm</li>
  <li>Peso: 250kg</li>
</ul>
<p><u>Equipamiento incluido:</u></p>
<ul>
  <li>Barra de seguridad frontal</li>
</ul>
<p><font color=#ff0000><u>Mapa de encaje disponible bajo petición</u></font></p>","

Mesa elevadora de encaje para todo tipo de motos.

Características Técnicas:

  Electro-hidráulica con control manual
  Voltaje: 230V / 50Hz
  Capacidad máxima de carga: 500 kg
  Altura máxima: 100cm
  Altura mínima: 19cm
  Posiciones de bloqueo de seguridad: 8
  Rampa de acceso
  Dimensiones de la rampa trasera: 60 x 36cm
  Tamaño de la placa: 210 x 75cm
  Dimensiones totales: 220 x 92cm
  Peso: 250kg


Equipamiento incluido:

  Barra de seguridad frontal


Mapa de encaje disponible bajo petición",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1008000,150000,2400,1050,400,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049938-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ3OTh8aW1hZ2UvanBlZ3xhRGd3TDJnNE9TODRPVE01TlRNNE5URXpPVFV3THpFd05EazVNemd0TVY4NE1EQlhlRGd3TUVnfDUxODhjZjRhZDRhYWQ0NjkyM2I3MGNiNjNlNmMwYzAwODEyZDU3MTNjODIzMmRjODVjMGFiOTk5OGVlZTM5NTg,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
