PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura,Anchura del neumático,Aro,Carcasa,Color,Diámetro de la llanta,Familia de neumáticos,Longitud de Válvula,Montaje,Peso (g),Tecnología,Tipo de válvula,Uso,Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
9005326,90300223,5-10951173,RUBENA,"RUBNA TIRE BLADE V83 26X1,90","Neumático RUBENA BLADE V83 26X1,90",11.50,9.50,9.50,8593375535960,18,4011500000,0,1,"<p><strong>MTB / CIUDAD Y TREKKING</strong></p><p> </p><ul><li>El dibujo de la banda de rodadura del Blade está diseñado para ruedas de 26"".</li><li>Conducir en una superficie pobre y terreno moderado nunca será un problema para este neumático.</li></ul>","
MTB / CIUDAD Y TREKKING
 El dibujo de la banda de rodadura del Blade está diseñado para ruedas de 26"".Conducir en una superficie pobre y terreno moderado nunca será un problema para este neumático.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,21780,820,660,660,50,,1.9,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005326-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTkwODd8aW1hZ2UvanBlZ3xhRE0yTDJnNVppOHhNRGMzTVRJME1EUTFNakV5Tmk4NU1EQTFNekkyTFRGZk9EQXdWM2c0TURCSXxmYTE4NTlmM2ZhZjJkYmVmYTViYTVhMDhlYjEwNzRmZjg0ODc3NjZiYjI5Y2Q2YzI4ZGI1MmFmN2E4ZWEwMmVi,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005009,90300147,5-10951323,RUBENA,RUBNA TIRE HOOK V69 700X35C,Neumático RUBENA Hook V69 700x35c Rígido Classic Anti pinchazos + Reflex,17.99,14.87,14.87,8593375506472,6,4011500000,0,1,"<p><strong>Hook V69 - Ciudad / Trekking</strong><br></p><p> </p><ul><li>La parte central lisa de la banda de rodadura garantiza una menor resistencia a la rodadura.</li><li>El dibujo de la banda de rodadura universal está diseñado para circular en superficies en mal estado o sin pavimentar.<br></li><li>Version premium Anti-pinchazos y Reflectante, fabricada con propiedades de protección y seguridad extra.</li></ul>","
Hook V69 - Ciudad / Trekking
 La parte central lisa de la banda de rodadura garantiza una menor resistencia a la rodadura.El dibujo de la banda de rodadura universal está diseñado para circular en superficies en mal estado o sin pavimentar.Version premium Anti-pinchazos y Reflectante, fabricada con propiedades de protección y seguridad extra.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,14283,760,690,690,30,,35,Rígido,Cubierta,Negro,700,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & E-Bike & Touring,,https://api.mybihr.com/medias/9005009-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI0MDJ8aW1hZ2UvanBlZ3xhR1prTDJoaE55OHhNRGMzTVRJd016SXlOelkzT0M4NU1EQTFNREE1TFRGZk9EQXdWM2c0TURCSXxjYjE5OTY2NGRhNTY1NjYyZGQ0YzRjMDlkOTc1ZWQxOGE0Y2Y1ZTM5MzAwOWQwYWFhZjNiYmJmMDBmZTM0NWJh,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005007,90300146,5-10951154,RUBENA,RUBNA TIRE WINNER V45 26X1.90,"Neumático Mitas Winner V45 26x1,90 Rígido Classic",10.99,9.08,9.08,8593375535953,67,4011500000,0,1,"<p><strong>Winner V45 - MTB</strong></p><p> </p><ul><li>Excelente neumático para una conducción deportiva en carreteras sin pavimentar y/o con grava.<br></li><li>Baja resistencia a la rodadura.</li><li>Winner es un neumático versátil que se destaca en la conducción de estilo deportivo en carreteras sin pavimentar y de grava. Gracias a la baja resistencia a la rodadura a lo largo del centro de la banda de rodadura, también funciona bien sobre superficies en buen estado.</li></ul>","
Winner V45 - MTB
 Excelente neumático para una conducción deportiva en carreteras sin pavimentar y/o con grava.Baja resistencia a la rodadura.Winner es un neumático versátil que se destaca en la conducción de estilo deportivo en carreteras sin pavimentar y de grava. Gracias a la baja resistencia a la rodadura a lo largo del centro de la banda de rodadura, también funciona bien sobre superficies en buen estado.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,21125,800,650,650,50,,1.9,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005007-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg4MDN8aW1hZ2UvanBlZ3xhRE0yTDJobVpDOHhNRGMzTVRJd01qZ3pORFEyTWk4NU1EQTFNREEzTFRGZk9EQXdWM2c0TURCSXxkOTcyZTk5MzEzOWFmNTY1MmM5NzcxMjhkNDk2NmIxODNiYTQ1OGVmMDQ3ZWVlMDZjYTJkZmYwNWYyN2E4ZGYw,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006792,,5-10967348-072,RUBENA,"RUBNA ZIRRA F V94 20 x 2,25 BMX","Neumático RUBENA Zirra F V94 20x2,25 BMX",13.00,10.74,10.74,8593375536806,11,4011500000,0,1,"<p>La Zirra F V94 es una excelente opci&oacute;n para aquellos ciclistas que buscan un neum&aacute;tico resistente y duradero para sus BMX Freestyle.</p>
<p>Su ancho de rueda de 2,25 y su TPI de 22 proporcionan una excelente tracci&oacute;n y estabilidad en todo tipo de terrenos.</p>
<p>La secci&oacute;n transversal del neum&aacute;tico est&aacute; reforzada con un cord&oacute;n de acero formado por alambres finos, lo que aumenta su resistencia y durabilidad. Amortiguaci&oacute;n de 380 KPa y una carga m&aacute;xima de 97 kg, esta cubierta es capaz de soportar las exigencias del BMX Freestyle.</p>
<p>Peso de 720 g, es una opci&oacute;n ligera y resistente para los ciclistas de BMX Freestyle que buscan un neum&aacute;tico de alta calidad para sus bicicletas.</p>","
La Zirra F V94 es una excelente opción para aquellos ciclistas que buscan un neumático resistente y duradero para sus BMX Freestyle.

Su ancho de rueda de 2,25 y su TPI de 22 proporcionan una excelente tracción y estabilidad en todo tipo de terrenos.

La sección transversal del neumático está reforzada con un cordón de acero formado por alambres finos, lo que aumenta su resistencia y durabilidad. Amortiguación de 380 KPa y una carga máxima de 97 kg, esta cubierta es capaz de soportar las exigencias del BMX Freestyle.

Peso de 720 g, es una opción ligera y resistente para los ciclistas de BMX Freestyle que buscan un neumático de alta calidad para sus bicicletas.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,16224,800,520,520,60,,2.25,Rígido,Cubierta,Negro,20,Neumáticos de bicicleta,,Para cámara,,,,BMX,,https://api.mybihr.com/medias/800Wx800H-9006792-1.jpg?context=bWFzdGVyfHJvb3R8MTk0Njc5fGltYWdlL2pwZWd8YURsaEwyZzFZeTgwT1RJeE1UWXlNVGd6TkRjNE1pODRNREJYZURnd01FaGZPVEF3TmpjNU1pMHhMbXB3Wnd8MmY5YzJiODJlMTUzZTczYTVmYWU2M2MwYWVmMzdmMGRkZTYyZjA1NmU0MThlMTZmNjhkM2JjY2U2MjNjYWUwYg,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005044,90300162,5-10967382,RUBENA,RUBNA TIRE ARROW R16 700X25C,Neumático Mitas Arrow R16 700x25c Rígido,10.50,8.68,8.68,8593375536882,27,4011500000,0,1,"<p><strong>Arrow R16 - Carretera</strong></p><p>Construcción Racing Pro. Nivel élite.</p><ul><li>Diseñado para uso deportivo en todas las condiciones.<br></li><li>Neumático ultraligero, con un peso de tan sólo 250 g</li><li>Neumático de carretera Arrow con tecnología WELTEX +. TECNOLOGíA DE PROTECCIóN DEL TALóN Tejido de goma muy denso y extremadamente rígido colocado alrededor de todo el talón del neumático. Su excelente elasticidad con un peso casi insignificante aumenta varias veces la durabilidad del talón del neumático frente a pinchazos y abrasión de los bordes del talón, especialmente en el caso de las llantas de carbono. El neumático ARROW pesa solo 250gr. y está hecho de SMC (compuesto medio de sílice), que es una mezcla protectora especial activada con un aditivo de sílice. Con su baja resistencia a la rodadura, buenas propiedades de adherencia y larga vida útil, está diseñado para uso deportivo en todas las condiciones. Sus propiedades estables también permiten que destaque en condiciones de baja temperatura.</li></ul>","
Arrow R16 - Carretera
Construcción Racing Pro. Nivel élite.Diseñado para uso deportivo en todas las condiciones.Neumático ultraligero, con un peso de tan sólo 250 gNeumático de carretera Arrow con tecnología WELTEX +. TECNOLOGíA DE PROTECCIóN DEL TALóN Tejido de goma muy denso y extremadamente rígido colocado alrededor de todo el talón del neumático. Su excelente elasticidad con un peso casi insignificante aumenta varias veces la durabilidad del talón del neumático frente a pinchazos y abrasión de los bordes del talón, especialmente en el caso de las llantas de carbono. El neumático ARROW pesa solo 250gr. y está hecho de SMC (compuesto medio de sílice), que es una mezcla protectora especial activada con un aditivo de sílice. Con su baja resistencia a la rodadura, buenas propiedades de adherencia y larga vida útil, está diseñado para uso deportivo en todas las condiciones. Sus propiedades estables también permiten que destaque en condiciones de baja temperatura.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,13467,440,670,670,30,,25,Rígido,Cubierta,Negro,700,Neumáticos de bicicleta,,Para cámara,,,,Carretera,,https://api.mybihr.com/medias/800Wx800H-9005044-1.jpg?context=bWFzdGVyfHJvb3R8ODQ5MjF8aW1hZ2UvanBlZ3xhR0l4TDJobU1DOHlPVFkwT1RFek16Y3pNVGczTUM4NE1EQlhlRGd3TUVoZk9UQXdOVEEwTkMweExtcHdad3w4ZjNiZjkyN2M2ZmNkYzEwMmIyMjdmZWU0N2FmNDNiYjU0MDMwMmEzMzdjN2I5N2RkY2ViZWY5YmQ1ZWY4ZjRm,https://api.mybihr.com/medias/9005044-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5NTN8aW1hZ2UvanBlZ3xhRGMzTDJobU15OHhNRGMzTVRJeU16ZzNNVFV4T0M4NU1EQTFNRFEwTFRKZk9EQXdWM2c0TURCSXxiYjM3MzE1NWZmN2Y5NDhjY2YyMmJlN2Y5MzJiNzg0NzYzYmU3OGYwNDgzM2NlNzZlYjc5YWY0N2IxMDAxZjQ1,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005320,90300200,5-10951580,RUBENA,RUBNA TIRE LANDMARK V86 700X38,Neumático RUBENA LANDMARK V86 700X38C,10.99,9.08,9.08,8593375536141,14,4011500000,0,1,<p><strong>CIUDAD Y TREKKING</strong></p><p> </p><ul><li>Landmark es una opción confiable para hacer turismo en bicicletas de trekking y de ciudad.</li><li>La reducida resistencia a la rodadura y las buenas características de conducción hacen que su uso sea seguro en carreteras mojadas de buena calidad y en terrenos menos exigentes.</li></ul>,"
CIUDAD Y TREKKING
 Landmark es una opción confiable para hacer turismo en bicicletas de trekking y de ciudad.La reducida resistencia a la rodadura y las buenas características de conducción hacen que su uso sea seguro en carreteras mojadas de buena calidad y en terrenos menos exigentes.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,14700,760,700,700,30,,38,Rígido,Cubierta,Negro,700,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Touring,,https://api.mybihr.com/medias/9005320-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA4NTJ8aW1hZ2UvanBlZ3xhR05pTDJneVpDOHhNRGMzTVRJek9EQTVNamd6TUM4NU1EQTFNekl3TFRGZk9EQXdWM2c0TURCSXxmZmIzNDgwZTkwYmUwNDViNDVjOGU4MmNhMjdmOGE5NDkxZWE5YWUyNTAzZjA2MWUzNTNhMGY2MGQzZmVhMjI4,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006352,,5-10951124,RUBENA,RUBNA TIRE HOOK REHA 24X1-3/8 BLACK,Neumático bicicleta RUBENA Hook 24X1-3/8,10.50,8.68,8.68,8593375535946,47,4011500000,0,1,<p>El dibujo universal de la banda de rodadura del neum&aacute;tico Hook est&aacute; dise&ntilde;ado para circular por superficies pobres y sin pavimentar. La parte central casi lisa de la banda de rodadura garantiza una menor resistencia a la rodadura cuando se circula por la carretera.</p>,"
El dibujo universal de la banda de rodadura del neumático Hook está diseñado para circular por superficies pobres y sin pavimentar. La parte central casi lisa de la banda de rodadura garantiza una menor resistencia a la rodadura cuando se circula por la carretera.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,11907,530,630,630,30,,1.35,Rígido,Cubierta,Negro,24,Neumáticos de bicicleta,,Tubeless,,,,Carretera,,https://api.mybihr.com/medias/800Wx800H-9006352-1.jpg?context=bWFzdGVyfHJvb3R8NDU3Mzh8aW1hZ2UvanBlZ3xhREl6TDJnME5TOHpNRFUyTURrd05EYzBNRGc1TkM4NE1EQlhlRGd3TUVoZk9UQXdOak0xTWkweExtcHdad3wyZTQyMTE5YTI0NjUyYzMxZDI1MzNhYWE4Njk2YmEwMjhlOWQ5ZGY0Njg1NGFjOTZhNzZkZDdjMzNhYTY3ZWE4,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005327,90300222,5-10952164,RUBENA,RUBNA TIRE SHIELD V81 26X1.75X2 CLEVER,"Neumático RUBENA SHIELD V81 26X1,75X2 CLEVER FACE",11.50,9.50,9.50,8593375536288,27,4011500000,0,1,<p><strong>Shield V81 - Ciudad / Trek</strong></p><p> </p><ul><li>Testigo de desgaste integrado - Clever Face.<br></li><li>Diseñado para superficies de poca calidad y/o sin pavimentar</li><li>La línea central suave de la banda de rodadura proporciona una menor resistencia a la rodadura incluso cuando se conduce por carretera. La banda de rodadura está equipada con un testigo de desgaste integrado (Clever Face) que alerta al ciclista del grado de desgaste de la banda de rodadura con una boca en forma de cara sonriente.</li></ul>,"
Shield V81 - Ciudad / Trek
 Testigo de desgaste integrado - Clever Face.Diseñado para superficies de poca calidad y/o sin pavimentarLa línea central suave de la banda de rodadura proporciona una menor resistencia a la rodadura incluso cuando se conduce por carretera. La banda de rodadura está equipada con un testigo de desgaste integrado (Clever Face) que alerta al ciclista del grado de desgaste de la banda de rodadura con una boca en forma de cara sonriente.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,17424,820,660,660,40,,1.75,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005327-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ0MDF8aW1hZ2UvanBlZ3xhR0U1TDJnNU1TOHhNRGMzTVRJME1EZzBOVE0wTWk4NU1EQTFNekkzTFRGZk9EQXdWM2c0TURCSXxjNzc3NzRjNzFmZTU1ZDRjMWUyYWJiNTVlYjJjZjk0ZThlNjlkZjUxYWQxMTAzYTg4M2Y3ZDJiNTk2MjUzZWRk,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005014,90300176,5-10951854,RUBENA,RUBNA TIRE OCELOT V85 16X2.10,"Neumático RUBENA Ocelot V85 16x2,10 Rígido Pre Classic",10.50,8.68,8.68,8593375521239,1,4011500000,0,1,<p><strong>Ocelot V85 - MTB</strong></p><p> </p><ul><li>Diseñado para montar en un terreno semiduro con suelo compacto<br></li><li>Buenas propiedades de autolimpieza</li><li>Ocelot tiene un dibujo de banda de rodadura medio grueso y es una opción popular para aquellos que disfrutan montando en un terreno de dureza media con suelo compacto.</li><li>La geometría está diseñada para una buena autolimpieza en condiciones exigentes.</li><li>Peso: 940gr</li></ul>,"
Ocelot V85 - MTB
 Diseñado para montar en un terreno semiduro con suelo compactoBuenas propiedades de autolimpiezaOcelot tiene un dibujo de banda de rodadura medio grueso y es una opción popular para aquellos que disfrutan montando en un terreno de dureza media con suelo compacto.La geometría está diseñada para una buena autolimpieza en condiciones exigentes.Peso: 940gr",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,6724,620,410,410,40,,2.1,Rígido,Cubierta,Negro,16,Neumáticos de bicicleta,,Para cámara,,,,Infantil,,https://api.mybihr.com/medias/9005014-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIzNzB8aW1hZ2UvanBlZ3xhRGsyTDJnek55OHhNRGMzTVRJd05EUXdOek15Tmk4NU1EQTFNREUwTFRGZk9EQXdWM2c0TURCSXxkZWFmMDVhMTU4OGYyNWY0MWM3ZTFlN2E2NzcxOGM1NjFlMWJlMzIzNDZjZGY0NjAwZGI3OWRhOGU3ZjVhOWE1,https://api.mybihr.com/medias/9005014-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzQyMDF8aW1hZ2UvanBlZ3xhR00yTDJnek1DOHhNRGMzTVRJd05EWXdNemt6TkM4NU1EQTFNREUwTFROZk9EQXdWM2c0TURCSXxkMzlhMTQwODVhMjM1NWM1YmQxYTFhZWQxNjg3Yzk0NzVmMzk3OGJkNjIzZWE4MGJhYmUxN2Y0NjU2MjEwOTRm,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005319,90300213,5-10952197,RUBENA,RUBNA TIRE SEPIA V71 700X40C APS+RS,Neumático RUBENA SEPIA V71 700X40C APS + RS,16.99,14.04,14.04,8593375508988,53,4011500000,0,1,"<p><strong>CIUDAD Y TREKKING</strong></p><p> </p><ul><li>Patrón de la banda de rodadura diseñado para superficies sin pavimentar y de menor calidad.</li><li>La parte central casi lisa de la banda de rodadura garantiza una menor resistencia a la rodadura cuando se conduce por la carretera.</li><li>Fabricado con APS + RS, características adicionales de protección y seguridad (aptas para bicicletas eléctricas).</li></ul>","
CIUDAD Y TREKKING
 Patrón de la banda de rodadura diseñado para superficies sin pavimentar y de menor calidad.La parte central casi lisa de la banda de rodadura garantiza una menor resistencia a la rodadura cuando se conduce por la carretera.Fabricado con APS + RS, características adicionales de protección y seguridad (aptas para bicicletas eléctricas).",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,19600,800,700,700,40,,40,Rígido,Cubierta,Negro,700,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & E-Bike & Touring,,https://api.mybihr.com/medias/9005319-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzAyNTV8aW1hZ2UvanBlZ3xhREUzTDJnNE15OHhNRGMzTVRJek56WTVPVFl4TkM4NU1EQTFNekU1TFRGZk9EQXdWM2c0TURCSXxhYjk3NjI0ZDE0NTNiMjJiM2FiMjkxY2M0YWRkOGNmZjYxOWNkNDQzODViYjFhOGQyYTA4YjVmZWUxYjcwNDgy,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004988,90800032,5-10340090,RUBENA,RUBNA INNER TUBE 16X125-175 AV35 SCHRAD,"Cámara de bici RUBENA 16x1,25-1,75 AV35 Válvula Gruesa Schrader",3.00,2.48,0.99,8593375448420,57,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,609,97,137,78,57,1.25 - 1.75,,,,,16,,,,,,,,Infantil,https://api.mybihr.com/medias/9004988-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwMjF8aW1hZ2UvanBlZ3xhREl6TDJnd055OHhNRGMzTVRFNU9USTVOVFV4T0M4NU1EQTBPVGc0TFRGZk9EQXdWM2c0TURCSXxhODFkZTUzYTQ0N2VjOTViZjg0OTYwMjE1YmM1Y2RmYTlkOTYyMmVjYzJkNmFjODcyMzM0YjI4M2Y4MGM2NDc3,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004993,90800033,5-10340150,RUBENA,RUBNA TUBE 24X1.75-2.50 AV40 SCHR,"Cámara de bici RUBENA 24x1,75-2,50 AV40 Válvula Gruesa Schrader",4.99,4.12,4.12,8593375448727,0,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,530,192,136,78,50,1.75 - 2.5,,,,,24,,,,,,,,BMX & Ciudad & Infantil,https://api.mybihr.com/medias/9004993-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwMjF8aW1hZ2UvanBlZ3xhREpoTDJneFlpOHhNRGMzTVRJd01ESTNPRFUxT0M4NU1EQTBPVGt6TFRGZk9EQXdWM2c0TURCSXwxNjU2NTEyYmVmNjAyNDIyNGIwMDNiOTg3NmRkNDA0M2MwNjEyMWU2MmMzZjA5OTg1Y2YzOTk0NDU4MzlmOTU3,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004971,90800035,5-10302611,RUBENA,RUBNA TUBE 10X1.75X2 AV35 SCHR,"Cámara de bici RUBENA 10x1,75x2 AV35 Schrader (Apta Patinete Eléctrico 10’’)",3.99,3.30,3.30,8593375415330,164,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li><li>La cámara de aire más común para patinetes eléctricos de 10""</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)La cámara de aire más común para patinetes eléctricos de 10""",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,576,72,134,86,50,1.75 - 2,,,,,10,,,,,,,,Infantil & Patinete,https://api.mybihr.com/medias/800Wx800H-9004971-1.jpg?context=bWFzdGVyfHJvb3R8NTEwMTR8aW1hZ2UvanBlZ3xhR05tTDJneFppODFNVE16TkRBeU56Y3pPVEUyTmk4NE1EQlhlRGd3TUVoZk9UQXdORGszTVMweExtcHdad3wwZjJlNDc2ZmNlYTliNTMzMDU1ZTliZDUzMDAyN2MwZjE2NjM4YTI4ZjlmMTNhM2ZjNTZjMDZlMTU5MjNiYjAy,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005324,90300212,5-10967375,RUBENA,"RUBNA TIRE CHEETAH R15 26X2,10","Neumático RUBENA CHEETAH R15 26X2,10",13.50,11.16,11.16,8593375536844,52,4011500000,0,1,"<p><strong>Cheetah R15 - MTB</strong><br></p><p> </p><ul><li>Diseñado para circular en terrenos accidentados con suelo duro.</li><li>Gracias a su banda de rodadura con tacos de bajo perfil, Cheetah es la opción favorita para aquellos que disfrutan de la conducción en terrenos accidentados con terreno duro.</li></ul>","
Cheetah R15 - MTB
 Diseñado para circular en terrenos accidentados con suelo duro.Gracias a su banda de rodadura con tacos de bajo perfil, Cheetah es la opción favorita para aquellos que disfrutan de la conducción en terrenos accidentados con terreno duro.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,21780,1000,660,660,50,,2.1,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/9005324-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcwMDd8aW1hZ2UvanBlZ3xhREk1TDJnMU1DOHhNRGMzTVRJek9UWTJOVFk1TkM4NU1EQTFNekkwTFRGZk9EQXdWM2c0TURCSXwyNzhhMmJkMjRiNDQzZTBjMjUxNzg3ZjVkNDYwMGZhYTI2ZTY3NmY5OWRjZjlmMzcxZWY4MGU0YmYzNGUxZmQz,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005002,90300178,5-10950211,RUBENA,RUBNA TIRE SYRINX V80 700X23C,Neumático Mitas Syrinx V80 700x23c Rígido Classic,9.99,8.26,8.26,8593375535861,53,4011500000,0,1,<p><strong>Syrinx V80 - Carretera</strong></p><p> </p><ul><li>Versión clásica apta para ciclismo de ruta recreativo. Nivel económico.<br></li><li>Compuesto especial de la banda de rodadura con mayor adherencia desarrollado para asfalto y superficies urbanas.</li></ul>,"
Syrinx V80 - Carretera
 Versión clásica apta para ciclismo de ruta recreativo. Nivel económico.Compuesto especial de la banda de rodadura con mayor adherencia desarrollado para asfalto y superficies urbanas.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,13467,440,670,670,30,,23,Rígido,Cubierta,Negro,700,Neumáticos de bicicleta,,Para cámara,,,,Carretera & Ciudad,,https://api.mybihr.com/medias/800Wx800H-9005002-1.jpg?context=bWFzdGVyfHJvb3R8MTYwMTY0fGltYWdlL2pwZWd8YURBMUwyZ3hOaTh5T1RZMU1qRTJNRFUzTnpVMk5pODRNREJYZURnd01FaGZPVEF3TlRBd01pMHhMbXB3Wnd8MzAxMWMzYTI1NDA5NWM2YTRiZDE0MTkxMmY3NTEyNjQ4OTY3ZDZiOWY2NjBhZjQzYjY0MDE3NTc1Y2YyNDgwNg,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005323,90300211,5-10951509,RUBENA,RUBNA TIRE HOOK V69 26X11/2,Neumático RUBENA HOOK V69 26X11/2,10.99,9.08,9.08,8593375536127,70,4011500000,0,1,<p><strong>Hook V69 - Ciudad / Trekking</strong><br></p><p> </p><ul><li>La parte central lisa de la banda de rodadura garantiza una menor resistencia a la rodadura.<br></li><li>El dibujo de la banda de rodadura universal está diseñado para circular en superficies en mal estado o sin pavimentar.</li></ul>,"
Hook V69 - Ciudad / Trekking
 La parte central lisa de la banda de rodadura garantiza una menor resistencia a la rodadura.El dibujo de la banda de rodadura universal está diseñado para circular en superficies en mal estado o sin pavimentar.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,14700,720,700,700,30,,1.5,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005323-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMwMjV8aW1hZ2UvanBlZ3xhRGxqTDJnME1pOHhNRGMzTVRJek9USTNNalEzT0M4NU1EQTFNekl6TFRGZk9EQXdWM2c0TURCSXwzZWIzYTgzMTNiMjZkOTk3ZTQ0OGE4OTkyN2UxNGE5Mzk3MmY3ZGE5ZDU1YTZlM2FhYmE5ODE2MWM5NzlkM2Qw,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
