PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Color,Diámetro exterior (mm),Diámetro interior (mm),Embalaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1129007,,AFW-H-003,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,22.51,18.60,11.16,3000000014943,1,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,184,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1129007-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhREkyTDJobE1DODJOemMzT1RnMk1EY3lOVGM1TUM4NE1EQlhlRGd3TUVoZk1URXlPVEF3TnkweExtcHdad3w5YWUwY2I5ZjcwYmI1MzhmZDVkODUzYWI0YTJiZmI1NDI4OWFlN2I1M2Q2ZjAzYzMxMGQ1N2JkYWViYmUzZDRh,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128908,,FWK-S-077,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,37.00,30.58,18.35,3000000018989,0,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,440,320,115,85,45,,,,,,https://api.mybihr.com/medias/800Wx800H-1128908-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1F4TDJoa055ODJOemMzT1Rjek5EVXdNelExTkM4NE1EQlhlRGd3TUVoZk1URXlPRGt3T0MweExtcHdad3w5ZGM1NmE2ODkyYzhiMTViNGZlNjhlNWZmOTg0YWM1OTc5ZWRmZTRiYzg4N2ViY2ZhZDg5NmRhY2Q1ODgwYTc5,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128910,,FWK-W-003,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,43.50,35.95,21.57,3000000018149,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,260,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128910-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRFZpTDJnM055ODJOemMzT1Rjek5USTRPVGc0Tmk4NE1EQlhlRGd3TUVoZk1URXlPRGt4TUMweExtcHdad3xjMWQ4YmI1YzMxOTBhNDJjZWQ2NWY5YTRhN2Q3ZWNjZjEzY2Q4MTM3MDU2MzQ4NDY5M2FmMGY4ODFiMDUyYzI2,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128855,,FWK-E-001,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,38.01,31.41,18.85,3000000017005,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,212,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128855-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGxtTDJnNVlpODJOemMxTVRJMk56RXdOamcwTmk4NE1EQlhlRGd3TUVoZk1URXlPRGcxTlMweExtcHdad3w4MzE5OWY3ODljZDIyODMzYzFiNzc4NzI0MGFjMzcwZDAzN2VkNDUxNzU1YjZjM2Q2YWE5ZDM4Nzc2YjAyNDU4,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128850,,FWK-U-001,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,32.50,26.86,16.12,3000000016800,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,254,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128850-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR013TDJnNVpTODJOemMxTVRJMk5UVXpNems0TWk4NE1EQlhlRGd3TUVoZk1URXlPRGcxTUMweExtcHdad3xmOTI3YzQ2NTdjMzlhYmYyNDg4YjJkZDAzNzM5YzI2MjJjYjIyNzE5M2M1NmE2ZmJhNmYzY2RkZTJlNjAxYWUz,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128865,,FWK-T-030,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,20.00,16.53,9.92,3000000016763,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,134,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128865-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGd4TDJoaFl5ODJOemMxTVRJM01ESTFNalUzTkM4NE1EQlhlRGd3TUVoZk1URXlPRGcyTlMweExtcHdad3xjMmNmYzAwZTdjMDE2ZTA1MGFmNzZhM2M4YTIwYTJiNjQxY2M3YjhkY2E5MzAzYWFiYzNlZGQwM2YwODUxZTEy,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128911,,RWK-Y-215,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,41.50,34.30,20.58,3000000016343,2,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,226,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128911-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR0poTDJnMk9TODJOemMzT1Rjek5UWTRNekV3TWk4NE1EQlhlRGd3TUVoZk1URXlPRGt4TVMweExtcHdad3wzNGM1NzA3NGQ5NWJkZmY5OTM0OGQyMDUxMDcyY2QxNTZlNDYxYmEwYzliYjM1NzMyZTM2NjQ2YjFlYzM2Yzg0,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1129047,,ARA-T-002,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,65.00,53.72,32.23,,0,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1,1000,10,10,10,,,,,,https://api.mybihr.com/medias/800Wx800H-1129047-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGRrTDJnMk1DODJOemMzT1RnM05qUTFORFF6TUM4NE1EQlhlRGd3TUVoZk1URXlPVEEwTnkweExtcHdad3xkNTgwZDIwODU4MjdhYzhmM2FkZmQ1MmFlZWRjNTViZjAwZWUxNDFmYjQ4ZDcxOGU4MTk5ZGI1NTg0Yzc1MGYw,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128897,,FWK-W-002,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,43.50,35.95,21.57,3000000018132,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,254,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128897-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1V3TDJnNFlpODJOemMzT1Rjek1ERTNPREEzT0M4NE1EQlhlRGd3TUVoZk1URXlPRGc1TnkweExtcHdad3xiZWYxZmEyYTAwODRkM2RjYzFhYTY1YmJjMWQ5NzQ5NTRkOTNiYmNmZGIxYTI5OTI5YmE3NmI0YThlOGVkZTVm,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128859,,FWK-N-002,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,38.01,31.41,18.85,3000000016572,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,440,130,115,85,45,,,,,,https://api.mybihr.com/medias/800Wx800H-1128859-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGczTDJneVpDODJOemMxTVRJMk9ESTROalE1TkM4NE1EQlhlRGd3TUVoZk1URXlPRGcxT1MweExtcHdad3w4Mjg1ODcwMGVlN2M5Y2FlMGUyYjA2NWQ5YjhkYzAyZDhjMjk4MTY2YjdmMjIzOTJkMWYxYzJiNjRiNWM5ODUx,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1129009,,AFW-H-009,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,53.00,43.80,26.28,3000000015001,1,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,320,356,80,80,50,,,,,,https://api.mybihr.com/medias/800Wx800H-1129009-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRFJqTDJnM1pDODJOemMzT1RnMk1UVXhNakl5TWk4NE1EQlhlRGd3TUVoZk1URXlPVEF3T1MweExtcHdad3wzYmRhMDRkNGQwNTEyOWUyOGYwNjQ1MGI2ZjA0MTE4NWNmODVjYmZmMWNkMDNiNTUzNzUzOTNiM2ViM2E5NzI2,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128905,,FWK-S-076,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,20.00,16.53,9.92,3000000018798,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,436,121,118,86,43,,,,,,https://api.mybihr.com/medias/800Wx800H-1128905-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR00yTDJoaU55ODJOemMzT1Rjek16TXlNemd3Tmk4NE1EQlhlRGd3TUVoZk1URXlPRGt3TlMweExtcHdad3w2MDJhZDA1NWI0Y2VmZWUyNTBkZDYxODBjN2ZmYjE5OWU5ZWZjMTAwZTFkNjE0YjI2Y2QwYmEwNzQ1ZmY1NTIw,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128919,,RWK-T-043,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,22.51,18.60,11.16,3000000008669,2,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,88,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128919-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1JoTDJoa09TODJOemMzT1Rjek9EZ3lPRGd6TUM4NE1EQlhlRGd3TUVoZk1URXlPRGt4T1MweExtcHdad3xiYzllODVkYTBkN2Q3MDI0MzQzNjQxNWFhNmE2MDk2NzIzMzEwNTQwZGM3ODZjMGNmNWU1ZTc3MGJjMjE1YjIy,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
