PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Tipo de producto,Uso recomendado,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1042097,770870,KITB-41Y,SKF,SKF FORK SEAL & DUST KIT 41MM,"Kit de retén y guardapolvos de horquilla SKF - Yamaha 41x53,1x7,5 mm",37.38,30.89,21.62,8050040140268,0,8482109090,0,1,<p>SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.</p> <ul> <li>Fork seal</li> <li>With dirt scraper</li> <li>Proof and reliable</li> <li>For 1 fork arm<br></li></ul>,"
SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.  Fork seal With dirt scraper Proof and reliable For 1 fork arm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,303,52,134,119,19,,,,,,,,,,,https://api.mybihr.com/medias/1042097-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRFZtTDJnME5TODRPVGN3TWpFMU9URTFOVFV3THpFd05ESXdPVGN0TVY4NE1EQlhlRGd3TUVnfGY5MTdkZmI3MTg4NTZmMGQ1NWY4Yjg1NzFjNDFmMWZkOTUwODVlNmI3M2E1OTQ5MGQ2MjdmZDdiYjMyMThhYzY,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042099,770877,KITG-46K,SKF,SKF FORK SEAL & DUST KIT,"Kit de retén y guardapolvo de horquilla SKF - KYB PSF 46x58,15x8,5 mm",37.38,30.89,21.62,8050040140541,7,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,309,57,118,119,22,,,,,,,,,,,https://api.mybihr.com/medias/1042099-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR1E0TDJnd1ppODRPVGN3TWpFMk16QTROelkyTHpFd05ESXdPVGt0TVY4NE1EQlhlRGd3TUVnfDgwZmEzOTdiMDYyNDkzMWQ2Y2Y1N2E5MGRmYTExYjgyYzZmNjE3Njk0Y2ZiOGVmMDFmZDcyZTAzMzQ4YTZlMjI,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042101,770850,KITG-35M,SKF,SKF FORK SEAL & DUST KIT 35MM,Kit de retén y guardapolvo de horquilla SKF - Marzocchi 35x47x10 mm,37.38,30.89,21.62,8050040140008,20,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,303,39,134,119,19,,,,,,,,,,,https://api.mybihr.com/medias/1042101-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRGM1TDJneFpDODRPVGN3TWpFMk56QXhPVGd5THpFd05ESXhNREV0TVY4NE1EQlhlRGd3TUVnfDc4ZTVjYzhkMDM0YmQ1NGU5ZjY5YjM2NDcwNDIzMjI1ZTYyZmIwM2RhODIxZDMzMjUyMzhjYTdlMDBmMTQ0ZjY,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042103,770879,KITG-48M,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - Marzocchi 48x58,1x8,5 mm",37.38,30.89,21.62,8050040140701,11,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,269,54,119,119,19,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042103-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRFl6TDJnM01DODRPVGN3TWpFM01EazFNVGs0THpFd05ESXhNRE10TVY4NE1EQlhlRGd3TUVnfGVhNDU5MWU2ZjdmMWU3Y2FkMWIzNDhkMTE5Zjc4YzQ2ODEwNDdlOTVkMWZjMTIwYzNkNjI5MDJmMGM2OWJmN2Y,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042106,770846,KITG-48Z-HD,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - Sachs 48x57,9x9 mm",37.38,30.89,21.62,8050040140824,18,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,312,48,119,119,22,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042106-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR014TDJnNE5DODRPVGN3TWpFM05qZzFNREl5THpFd05ESXhNRFl0TVY4NE1EQlhlRGd3TUVnfGNlMzk4ZWIzNzQ1MDQ4ZmE4YTk4ZDlmOTJiMDAwZjNkNmI0Mjk3MTk2YjJlMWUyNmRkOWJjMmJmN2VhMWRhZTk,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042107,770854,KITG-37S,SKF,SKF FORK SEAL & DUST KIT 37MM,Kit de retén y guardapolvo de horquilla SKF - Showa 37x50x11 mm,37.38,30.89,21.62,8050040140060,11,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,312,36,119,119,22,,,,,,,,,,,https://api.mybihr.com/medias/1042107-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRGt3TDJnNFlpODRPVGN3TWpFM09EZ3hOak13THpFd05ESXhNRGN0TVY4NE1EQlhlRGd3TUVnfGMzYWQ3MDg4YjZhZjllMDI0ZDNkOTAxZDE2N2YzMzRlOGJlODAyNmUwYzFjY2UzNmJlNjc0YTQwMjczZTg3N2E,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042110,770849,KITG-47S,SKF,SKF FORK SEAL & DUST KIT 47MM,Kit de retén y guardapolvo de horquilla SKF - Showa 47x58x10 mm,37.38,30.89,21.62,8050040140602,1,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,314,47,118,121,22,,,,,,,,,,,https://api.mybihr.com/medias/1042110-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRGxoTDJobE55ODRPVGN3TWpFNE5EY3hORFUwTHpFd05ESXhNVEF0TVY4NE1EQlhlRGd3TUVnfDM2YTY1MGE3N2UxZDlkYTgwMWZmZGRhN2NmZmUwZjA3NjcwY2ZhMmNhNWI0MmU5ODU0ZDA3OTVmNjU4MzYyYzA,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042163,776710,VKWB-R-25-HDS-G,SKF,SKF WH SPACER REAR WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda trasera Husqvarna,59.29,49.00,34.30,7316582097462,0,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,559,108,171,172,19,,,,,,,,,,,https://api.mybihr.com/medias/1042163-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YURZMEwyZzBPQzg0T1Rjd01qSTRORGs0TkRZeUx6RXdOREl4TmpNdE1WODRNREJYZURnd01FZ3xjNzBiMTk0YzJiMmYzYzcxNzEyZGY3NGEwYTdjZWJiOTY3ZDI5YTAzODFjZWY1OWE3NzI0ZDljYjYzNDIzOTNk,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042164,776708,VKWB-R-25-HDS-C,SKF,SKF WH SPACER REAR WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda trasera KTM/Husaberg,59.29,49.00,34.30,7316582097400,1,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,1082,136,170,172,37,,,,,,,,,,,https://api.mybihr.com/medias/1042164-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YURrekwyZzBNUzg0T1Rjd01qSTROamsxTURjd0x6RXdOREl4TmpRdE1WODRNREJYZURnd01FZ3xhZWIzOWYwNGViMWZmYmE5YjBkMmM4YjA4NmI4YTgzMTQyMjY5ZTFjNTRkNDc2OGUxZmY4NTgxZjI5ZGE3OTEz,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042169,776701,VKWB-F-25-HDS-A,SKF,SKF WH SPACER FRONT WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda delantera gas gas,59.29,49.00,34.30,7316582097219,1,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,794,85,171,172,27,,,,,,,,,,,https://api.mybihr.com/medias/1042169-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YURBeUwyZ3lPQzg0T1Rjd01qSTVOamM0TVRFd0x6RXdOREl4TmprdE1WODRNREJYZURnd01FZ3wyMTVjYzkwNmE5YzgyODgxNWRlZWZkNTMxYTRjZDBkYjBhNGM4ODJiZDIzOGQwZmRjMmY0NWRkYmM1NGFmYzNl,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042174,776975,VKWB-F-30-HDS-D,SKF,SKF WH SPACER FRONT WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda delantera KTM/Husaberg,59.29,49.00,34.30,7316582097356,1,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,925,113,168,172,32,,,,,,,,,,,https://api.mybihr.com/medias/1042174-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YURoa0wyaGpNQzg0T1Rjd01qTXdOall4TVRVd0x6RXdOREl4TnpRdE1WODRNREJYZURnd01FZ3xiOWY5NDc0MGMxZDhkZTdjMjZkZjczM2U1NzgxYjI4NzI3ZDE1MDhmYjFmMzdjZWM1OWFmZDI2YmZkZmJhMGEw,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042162,776706,VKWB-R-25-HDS-B,SKF,SKF WH SPACER REAR WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda trasera Honda,59.29,49.00,34.30,8050040145188,0,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,794,102,171,172,27,,,,,,,,,,,https://api.mybihr.com/medias/1042162-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YUdReUwyZzBZeTg0T1Rjd01qSTRNekF4T0RVMEx6RXdOREl4TmpJdE1WODRNREJYZURnd01FZ3w3YjRmNGE3OTViNWY5MjZiMTJhZjdmMTQ0MDg2MWMzNjUzNmU2ZTllYjAyYzEwZGU4NTM3YTliNWNjNTE2NTIw,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042170,776704,VKWB-F-20-HDS-A,SKF,SKF WH SPACER REAR WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda delantera Honda,59.29,49.00,34.30,7316582097226,2,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,441,73,90,70,70,,,,,,,,,,,https://api.mybihr.com/medias/1042170-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YUdReUwyZ3laUzg0T1Rjd01qSTVPRGMwTnpFNEx6RXdOREl4TnpBdE1WODRNREJYZURnd01FZ3xiMjAxZTI0Y2NjNmJhYWQxYWJkNWUxZDliN2VhYWI0YzU4ZDA3NGYyZTcwMWYxNGY0OGZhMzFhOWJmMDFiZDA3,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042173,776707,VKWB-F-30-HDS-B,SKF,SKF WH SPACER FRONT WHEEL SEAL+SPACER,Kit de retenes y casquillos SKF para rueda delantera KTM/Husaberg,59.29,49.00,34.30,7316582097264,2,8714103000,0,1,"<p>SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.</p>","
SKF es líder mundial en la fabricación de rodamientos, casquillos y retenes de alto rendimiento, además de ser especialista en estos campos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,925,113,168,172,32,,,,,,,,,,,https://api.mybihr.com/medias/1042173-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQwMzA2fGltYWdlL2pwZWd8YURWbEwyaGpOeTg0T1Rjd01qTXdORFkwTlRReUx6RXdOREl4TnpNdE1WODRNREJYZURnd01FZ3w4MjZhNjU2YTcwMzM1ZmMyY2E1ZGMyNTI5MWE4OGJmNjcwNjcxNzBjNmQ5ZWU2OTRiMjA2ZmM3MTFlMzI2Mzkw,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1091103,,W-KIT-F021-BE,SKF,SKF SEALS KIT +SPACERS FRONT WHEEL,Kit de rodamientos y retenes de rueda SKF,45.74,37.80,26.46,8050040145089,1,8714103000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,457,105,63,121,60,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1091103-1.jpg?context=bWFzdGVyfHJvb3R8NzM1MjgzfGltYWdlL2pwZWd8YURJM0wyaGtZUzgyTkRnMU1ETTVNVGN5T0RFMU9DODRNREJYZURnd01FaGZNVEE1TVRFd015MHhMbXB3Wnd8OGRkZWI2ZmYyYjA4MjU5MDMzZGI5OWYxNWU2OTk5NGE3NzZhNGFhZGNkMmEwMGQ2ZmZjMDA0NTQ1Y2FkY2JhNg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1090904,42600036,MTB36OHL,SKF,SKF SEALS KIT MTB FORK OHLINS 36MM,Kit de retenes horquilla bicicleta SKF Ohlins 36mm,38.05,31.45,20.44,8050040148868,9,8714103000,0,1,"<p><strong>Desarrollado para proporcionar una fricci&oacute;n m&iacute;nima, m&aacute;ximo contacto con el suelo y la mejor sensaci&oacute;n de conducci&oacute;n.</strong></p>
<p><strong>Aplicaciones disponibles:</strong></p>
<p>Para todas las bicicletas de monta&ntilde;a con horquillas de alta gama.</p>
<p><strong>Derivados de la motocicleta:</strong></p>
<p>Los kits de retenes de horquilla SKF bicicleta est&aacute;n fabricados con el mismo compuesto auto lubricante desarrollado para un rendimiento superior en el mundo de la moto.</p>
<p><strong>Ventajas de SKF:</strong></p>
<ul>
<li>Compatibilidad con una amplia gama de retenes de horquilla originales y de recambio</li>
<li>Protecci&oacute;n mejorada contra el agua y la suciedad</li>
<li>Capacidad para soportar la radiaci&oacute;n ultravioleta</li>
<li>Reducci&oacute;n del desgaste y succi&oacute;n de aire para una vida &uacute;til m&aacute;s prolongada</li>
<li>Amplia gama de tama&ntilde;os adaptados a la mayor&iacute;a de horquillas</li>
<li>F&aacute;cil y r&aacute;pido reemplazo para el servicio peri&oacute;dico de la horquilla</li>
</ul>
<p><strong>Contenido:</strong></p>
<ul>
<li>Los kits SKF contienen, dependiendo de la horquilla, 2 o 4 retenes (con guardapolvos integrado).</li>
<li>Adem&aacute;s de: arandelas de compresi&oacute;n y casquillos de espuma pre impregnados.</li>
</ul>
<p><strong>Caracter&iacute;sticas t&eacute;cnicas:</strong></p>
<ul>
<li>El labio guardapolvos integrado en el ret&eacute;n de aceite est&aacute; dise&ntilde;ado como una primera protecci&oacute;n contra la entrada de suciedad en la horquilla, evitando as&iacute; la contaminaci&oacute;n del resto de componentes.</li>
<li>El labio de retenci&oacute;n de aceite evita que el aceite se salga de la horquilla</li>
<li>El casquillo de espuma especial pre impregnado proporciona una reducci&oacute;n mejorada de la fricci&oacute;n</li>
</ul>","
Desarrollado para proporcionar una fricción mínima, máximo contacto con el suelo y la mejor sensación de conducción.

Aplicaciones disponibles:

Para todas las bicicletas de montaña con horquillas de alta gama.

Derivados de la motocicleta:

Los kits de retenes de horquilla SKF bicicleta están fabricados con el mismo compuesto auto lubricante desarrollado para un rendimiento superior en el mundo de la moto.

Ventajas de SKF:

Compatibilidad con una amplia gama de retenes de horquilla originales y de recambio
Protección mejorada contra el agua y la suciedad
Capacidad para soportar la radiación ultravioleta
Reducción del desgaste y succión de aire para una vida útil más prolongada
Amplia gama de tamaños adaptados a la mayoría de horquillas
Fácil y rápido reemplazo para el servicio periódico de la horquilla


Contenido:

Los kits SKF contienen, dependiendo de la horquilla, 2 o 4 retenes (con guardapolvos integrado).
Además de: arandelas de compresión y casquillos de espuma pre impregnados.


Características técnicas:

El labio guardapolvos integrado en el retén de aceite está diseñado como una primera protección contra la entrada de suciedad en la horquilla, evitando así la contaminación del resto de componentes.
El labio de retención de aceite evita que el aceite se salga de la horquilla
El casquillo de espuma especial pre impregnado proporciona una reducción mejorada de la fricción
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,312,26,119,138,19,,,,,,,,,,Ciudad & E-Bike & MTB & Trekking/Touring,https://api.mybihr.com/medias/1090904-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTIzNDl8aW1hZ2UvanBlZ3xhR1F3TDJnMU1DOHhNRFV4TnpZek5UazFOamMyTmk4eE1Ea3dPVEEwTFRGZk9EQXdWM2c0TURCSXw4NjU5NTQ2ZTBiZjBlYTAyMjRmN2Q0YmQ2Njc0ZDdiZTVjMDQ3ZjQ4NjY3ZTdlMDk0N2QwNmU5YTY5NmQ1ZWQ3,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
