PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Color,Composición,Diámetro int/ext (mm/mm),Diámetro Ø (mm),Embalaje,Longitud (cm),Longitud (mm),Número de puntos,Profundidad (cm),Rosca (mm),Sentido de rosca,Tamaño de accionamiento cuadrado,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1151627,,08-0657,MOTION PRO,MOPRO REPLACEMENT BLADE SET GASKET SCRAP,Juego de cuchillas de recambio MOTION PRO para rascador de junta,19.66,16.25,13.00,,0,8205598000,0,1,"<ul>
	<li>Incluye una cuchilla de latón</li>
	<li>Para rascador de juntas Motion Pro<strong>1109792</strong></li>
</ul>","
	Incluye una cuchilla de latón
	Para rascador de juntas Motion Pro1109792
",TOOLING & WS,TOOLING,TOOLING GENERAL,1,1,10,10,10,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1151627-1.jpg?context=bWFzdGVyfHJvb3R8MTgwMzF8aW1hZ2UvanBlZ3xhRFZpTDJnNFppODVPVE15TXpFME9USTFORFk0Tmk4NE1EQlhlRGd3TUVoZk1URTFNVFl5TnkweExtcHdad3xiOTk3NDg5MTlmNGM5ZDg1MDQ1NGUyYjYyNjdmOWRhZTU3MGRkZDE5MzljNjdiOTUyM2MwYzgyYTI5NmYyYWVl,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051868,89310000,08-0570,MOTION PRO,MOPRO SLOT SOCKET Ø37/42MM YAMAHA,Vaso almenado cilíndrica con muescas MOTION PRO Yamaha,43.56,36.00,28.80,08-0570,0,8204200000,0,1,"<p>Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 637 mm (Ø int.), 42 mm (Ø ext.)Sustituye a herramienta OEM de Yamaha YM-01507</p>","
Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 637 mm (Ø int.), 42 mm (Ø ext.)Sustituye a herramienta OEM de Yamaha YM-01507",TOOLING & WS,TOOLING,TOOLING ENGINE,248,187,90,53,52,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051868-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjA4NTJ8aW1hZ2UvanBlZ3xhRFk0TDJneVlTODRPVE0xTVRrMU1EVXdNREUwTHpFd05URTROamd0TWw4NE1EQlhlRGd3TUVnfDJhZmQ5OGUxMjM4Y2ZhMTYzYzU2ZDYwMGI2M2IxMTZmNzA2ODkzMzFhNWQxM2I4ZDkyNjkwZTkwZDlhZjUxYTg,https://api.mybihr.com/medias/1051868-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODc0MnxpbWFnZS9qcGVnfGFHRmlMMmd5TXk4NE9UTTFNVGsxTWpRMk5qSXlMekV3TlRFNE5qZ3RNMTg0TURCWGVEZ3dNRWd8OTA3MWJmZDU1NTk0Mzg3MmVmMTFhYjNjZTFmMGYwZDUyMGY1ZjAxMGE4NzVlMTEwM2QyMjJlNGRkN2ZiNzlhYg,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051831,890050,08-0017,MOTION PRO,MOPRO VALVE SHIM FOR SUZUKI,Herramienta de cuña de válvula MOTION PRO Yamaha/Suzuki,19.48,16.10,12.88,08-0017,1,8205598000,0,1,<p>Compatible con modelos de doble cámara.</p>,"
Compatible con modelos de doble cámara.",TOOLING & WS,TOOLING,TOOLING ENGINE,215,69,181,119,10,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051831-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk5Mjh8aW1hZ2UvanBlZ3xhR1ZqTDJoa01DODRPRFV5T1RVeU1qZzFNakUwTHpFd05URTRNekV0TVY4NE1EQlhlRGd3TUVnfGNkNGI2N2M1YzIwNzZiN2QyMjllMzMwNmZmYTVkZmYzYTQ2OTEzMTIxZWIwYWVlMzRjMjljOTc5NjViZTIwM2Q,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051841,890231,08-0071,MOTION PRO,MOPRO TESTER LEAK DOWN 2 STROKES,Comprobador de compresión MOTION PRO motor 2T,350.90,290.00,232.00,08-0071,0,9026204000,0,1,"<p>Dise ado para detectar fugas de aire en motores 2T Incluye manómetro de presión, bomba manual de inflado, accesorios y adaptadores para la mayoría de los motores 2T monocilíndricos y bicilíndricos.  Incluye: Manómetro de 0-30 bar (200 psi)Tres adaptadores de admisiónSiete adaptadores de escape</p>","
Dise ado para detectar fugas de aire en motores 2T Incluye manómetro de presión, bomba manual de inflado, accesorios y adaptadores para la mayoría de los motores 2T monocilíndricos y bicilíndricos.  Incluye: Manómetro de 0-30 bar (200 psi)Tres adaptadores de admisiónSiete adaptadores de escape",TOOLING & WS,TOOLING,TOOLING ENGINE,5879,2846,450,195,67,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051841-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEwMjR8aW1hZ2UvanBlZ3xhR1E1TDJnek55ODRPVEF5TWpnek5qSTBORGM0THpFd05URTROREV0TVY4NE1EQlhlRGd3TUVnfGIzMjk4ZGExODM4NDIyZWI0ZjNlOTBmOTJlMzI0MTlhZWNiM2UwYzAzMDNmNjZjNzVjMzgzMTBjY2E3ZjIxYmY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051833,890052,08-0019,MOTION PRO,MOPRO VALVE SHIM,Herramienta de cuña de válvula MOTION PRO Kawasaki,11.50,9.50,7.60,08-0019,1,8205598000,0,1,<p>Compatible con todos los modelos Kawasaki</p>,"
Compatible con todos los modelos Kawasaki",TOOLING & WS,TOOLING,TOOLING ENGINE,431,58,181,119,20,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051833-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ2OTJ8aW1hZ2UvanBlZ3xhR1ptTDJneVlTODRPVEF5TWpneU9ETTRNRFEyTHpFd05URTRNek10TVY4NE1EQlhlRGd3TUVnfGM2NmIyNDUyNTM3MWYzOWQwY2U0NzI5ZWQ4NmNmOGVhMTQ0YTUwMDVjMDE0Y2Y5NzgzNWY4YzY2ZWMzYjI4Zjg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051835,890015,08-0023,MOTION PRO,MOPRO JET WRENCH FOR MIKUNI MKA & MKB,Llave carburador MOTION PRO,6.90,5.70,4.56,08-0023,0,8205598000,0,1,"<p justify>Llave para chiclés, con compartimiento para chiclés de recambio  Cabezas hexagonales (tipo MKA/MKB/KEA/KEB)</p>","
Llave para chiclés, con compartimiento para chiclés de recambio  Cabezas hexagonales (tipo MKA/MKB/KEA/KEB)",TOOLING & WS,TOOLING,TOOLING ENGINE,294,20,116,94,27,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051835-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg5NTV8aW1hZ2UvanBlZ3xhR1U1TDJnMVpTODRPVFV6T1RFek5qTTRPVFF5THpFd05URTRNelV0TVY4NE1EQlhlRGd3TUVnfDY2YzQ2ZWIxMGVhZmViMDg2ZGU3MGVhNDA4OGE0N2ZjZTQ2NGZmOGYxMTQzYTU1Mjc5Zjg0ZTBmNmQ5NTU4ZWY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051830,890234,08-0015,MOTION PRO,MOPRO SLOT SOCKET Ø24/30MM HONDA,Vaso almenado cilíndrica con muescas MOTION PRO Honda,10.53,8.70,6.96,08-0015,1,8204200000,0,1,"<p>Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 424 mm (Ø int.), 30 mm (Ø ext.)Sustituye a herramienta OEM Honda 07716-0020100</p>","
Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 424 mm (Ø int.), 30 mm (Ø ext.)Sustituye a herramienta OEM Honda 07716-0020100",TOOLING & WS,TOOLING,TOOLING ENGINE,273,60,116,94,25,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051830-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI5MjJ8aW1hZ2UvanBlZ3xhR1JqTDJnM1lTODRPVFE1TXpJek16TXpOall5THpFd05URTRNekF0TVY4NE1EQlhlRGd3TUVnfGIzMmE5MWNlYzEzMGY2ZDFjYzUxM2QwMzM0MTdlNjY1M2VkN2I3Y2Y1MDNkMjQ5ZmM1NzRiY2I4MWE3ODEyZWM,https://api.mybihr.com/medias/1051830-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjA0MDV8aW1hZ2UvanBlZ3xhR0ZrTDJnNE1TODRPVFE1TXpJek5UTXdNamN3THpFd05URTRNekF0TWw4NE1EQlhlRGd3TUVnfDdlMGUwMjI3MjUzNDA5MTkzOTg5MDE1MjZlOTU2ODdhZTZmNDRjOWJiNjA5NDYyMzc5NTNkOTQ5ODJmNmMwMzI,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051834,890053,08-0020,MOTION PRO,MOPRO VALVE SHIM FOR YAMAHA,Herramienta de cuña de válvula MOTION PRO Yamaha,16.94,14.00,11.20,08-0020,1,8205598000,0,1,"<p>Válido para Yamaha, excepto modelos XZ550, XVZ1200/1300, FJ1100/1200, XT250L y XT/TT350</p>","
Válido para Yamaha, excepto modelos XZ550, XVZ1200/1300, FJ1100/1200, XT250L y XT/TT350",TOOLING & WS,TOOLING,TOOLING ENGINE,433,92,182,119,20,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051834-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY1MDF8aW1hZ2UvanBlZ3xhRFE1TDJneE5pODRPVEkzTmpRNU16QXdOVEV3THpFd05URTRNelF0TVY4NE1EQlhlRGd3TUVnfDE3MThhMmUwYmUzODljYTU1ODE1MjI0MDg3ZjZhMmU5NGNmNTE1ZDIxMWJlODNiNWU1NDk5ODg5ZTFiZDFhYmM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051836,890108,08-0027,MOTION PRO,"MOPRO FLY-WHEEL PULL OUT THREAD M16X1,5","Extractor volante magnético MOTION PRO M16 x 1,50 Rosca externa/Derecha",10.89,9.00,7.20,08-0027,2,8205598000,0,1,,,TOOLING & WS,TOOLING,TOOLING ENGINE,304,155,149,102,20,,,,,,,,,,,,,,,A derechas,,https://api.mybihr.com/medias/1051836-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczMjN8aW1hZ2UvanBlZ3xhR0k1TDJnMk5TODRPVFV6T1RFek9ETTFOVFV3THpFd05URTRNell0TVY4NE1EQlhlRGd3TUVnfDk5MWVkMWVjN2NkNGUxYzdjZTYzMTAxMWU1ZGQ1NTI1YTFmZTdkNjkyN2M4NDllYzM0MTQ0MzVmYTlmYjc3NmM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051880,89309007,08-0604,MOTION PRO,MOPRO EXTRACTOR DOWEL PIN PULLER,Herramienta aflojador de tornillos MOTION PRO,75.02,62.00,49.60,08-0604,0,8204200000,0,1,"<p>La varilla de extracción se puede usar para extraer tornillos ligeramente atascados  El kit incluye adaptadores para 8, 10, 12 y 14 mm</p>","
La varilla de extracción se puede usar para extraer tornillos ligeramente atascados  El kit incluye adaptadores para 8, 10, 12 y 14 mm",TOOLING & WS,TOOLING,TOOLING ENGINE,686,536,229,81,37,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051880-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMjh8aW1hZ2UvanBlZ3xhRGszTDJoak1pODRPVFV6T1RFMU9UazRNak00THpFd05URTRPREF0TVY4NE1EQlhlRGd3TUVnfDQzMWY4ZTFlODMzYzNmMTYwODc0YWU5YzQ4OGQ4NDI2Y2QwMGMyNGZjY2U2ZTI5MTEzNjhiMzFiODZhZjNkYzk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,https://api.mybihr.com/medias/I08-0604-compressed.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMjYwNzJ8YXBwbGljYXRpb24vcGRmfGFEQmlMMmcxTlM4NU1EUXpPRGcyT1RNeE9UazRMMGt3T0Mwd05qQTBYMk52YlhCeVpYTnpaV1F8NTRhMDIyMWIyODFmNDZjOGZlNTkzOTcxMmIzOTQzOGI5OTVkYjM0YzMyN2UzODQ3NDI1Mzk0ZDQ4OTNlNGVlMQ,,Spain Warehouse (Parts)
1051851,890045,08-0181,MOTION PRO,MOPRO SET OF CARB TOOL KEIHIN FCR,Kit herramienta MOTION PRO Keihin FCR,30.25,25.00,20.00,08-0181,1,8204200000,0,1,"<p>Kit de herramientas destinado especialmente a carburadores Keihin FCRTe permitirá extraer los chiclés de alta, los de baja y el flotador del carburador  Incluye: Llave hexagonal de 6 mm, para extraer chiclés de altaDos puntas planas (corta y larga), para extraer los chiclés de bajaPunta hexagonal de 3 mm, para extraer el flotador</p>","
Kit de herramientas destinado especialmente a carburadores Keihin FCRTe permitirá extraer los chiclés de alta, los de baja y el flotador del carburador  Incluye: Llave hexagonal de 6 mm, para extraer chiclés de altaDos puntas planas (corta y larga), para extraer los chiclés de bajaPunta hexagonal de 3 mm, para extraer el flotador",TOOLING & WS,TOOLING,TOOLING ENGINE,642,64,154,97,43,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051851-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA3MTl8aW1hZ2UvanBlZ3xhRE0xTDJoaU5DODRPVFV6T1RFME1ETXlNVFU0THpFd05URTROVEV0TVY4NE1EQlhlRGd3TUVnfDY5YmFhNWQ0ZGM0NzQ3ZDhkYzQyM2Y4MDhjYzNlN2FlZjQyMDZjOTQyNDRjYjY5NGIyY2FlMDQyMTRlMzcxYjE,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051854,890134,08-0249,MOTION PRO,MOPRO ADAPTOR FOR IGNITION TIM,Adaptador MOTION PRO 2T herramienta de sincronización del encendido del motor,16.94,14.00,11.20,08-0249,1,9017300000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Adapter for Ignition timing kit 890133. </li><li>Permits adaptation for air cooled engines.</li></ul> </body> </html>","        Adapter for Ignition timing kit 890133. Permits adaptation for air cooled engines.  ",TOOLING & WS,TOOLING,TOOLING ENGINE,105,127,74,71,20,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051854-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIzMDAwfGltYWdlL2pwZWd8YURVeEwyaG1ZeTg0T1RNNU5UWTROakkzTnpReUx6RXdOVEU0TlRRdE1WODRNREJYZURnd01FZ3w3N2E3Y2NlYWE3NDRjMmRjODhjOWQ5OTE1NmQ5YWZmMDM3NTIwOTI5NzRiMWM1MDZmNTYzZTNhY2I3NTdmNTlh,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051855,890133,08-0250,MOTION PRO,MOPRO SET OF IGNITION TIMING KIT,Herramienta de sincronización de encendido del motor MOTION PRO 2T refrigerada por agua,199.65,165.00,132.00,08-0250,0,9017300000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <ul> <li>Kit includes a dial indicator with extensions and a 14 mm spark plug thread adapter</li><li>Allows inspection and adjustment of ignition timing</li><li>Scaled in millimeters</li><li>Designed to clear frame tubes on most recent water cooled models</li><li>Gauge face size 48mm</li><li>Due to limited space between the cylinder head and upper frame rails, Two stroke timing kit 890133 with adapter kit 890134 does not fit on Yamaha RD two stroke twins with the engine installed in the frame. It does work on Yamaha RD two stroke twins with engine out of frame. </li></ul> <p> </p></body> </html>","        Kit includes a dial indicator with extensions and a 14 mm spark plug thread adapterAllows inspection and adjustment of ignition timingScaled in millimetersDesigned to clear frame tubes on most recent water cooled modelsGauge face size 48mmDue to limited space between the cylinder head and upper frame rails, Two stroke timing kit 890133 with adapter kit 890134 does not fit on Yamaha RD two stroke twins with the engine installed in the frame. It does work on Yamaha RD two stroke twins with engine out of frame.    ",TOOLING & WS,TOOLING,TOOLING ENGINE,905,330,166,109,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051855-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA4MDA3fGltYWdlL2pwZWd8YURreUwyaG1NeTg0T1RRMk1EY3lOVFV4TkRVMEx6RXdOVEU0TlRVdE1WODRNREJYZURnd01FZ3wwOWRkMWE1NDFmN2VlMDBhYjAwNzc5N2RkOTIxZjE3ZTg4YTQ0ZTQxZjFmNmUxMzk5Yjc0ZWU4NWRkNGM0ZDNk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051859,891175,08-0400,MOTION PRO,MOPRO SCREWDRIVER FOR FILTER,Destornillador filtro de aceite MOTION PRO,16.94,14.00,11.20,08-0400,1,8205598000,0,1,<p>Destornillador de punta cónica para facilitar la extracción del filtro de aceite y evitar da os en el cárter.</p>,"
Destornillador de punta cónica para facilitar la extracción del filtro de aceite y evitar da os en el cárter.",TOOLING & WS,TOOLING,TOOLING ENGINE,1620,140,300,120,45,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051859-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk4N3xpbWFnZS9qcGVnfGFHUmxMMmhtWXk4NE9UTTVOVFk0T0RJME16VXdMekV3TlRFNE5Ua3RNVjg0TURCWGVEZ3dNRWd8MjI4NzMwMjJiMTc2OThiYzIzNTMyZTE0MGE0NDZlMTA1YWIwNmZmM2YwNGE1NGMyNTM4Y2I3MDYyNjc0OWE5MQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051862,890093,08-0426,MOTION PRO,MOPRO RESTRICTOR JETS,Adaptador estabilizador carburador MOTION PRO,9.87,8.16,6.53,08-0426,1,9026204000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The MOTION PRO carburettor synchronizer is mercury-free and is used to precisely synchronize carburetion parts. This kit of <a id=""_dx_frag_StartFragment""></a>Restrictor Jets<a id=""_dx_frag_EndFragment""></a> can be used to recondition this tool.</p></body> </html>","       The MOTION PRO carburettor synchronizer is mercury-free and is used to precisely synchronize carburetion parts. This kit of Restrictor Jets can be used to recondition this tool. ",TOOLING & WS,TOOLING,TOOLING ENGINE,46,5,59,86,9,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051862-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDAwMzF8aW1hZ2UvanBlZ3xhRGhpTDJoaFlpODRPVEV3TkRZNU1UQXpOalEyTHpFd05URTROakl0TVY4NE1EQlhlRGd3TUVnfDllNjE5YTAxMmVlYjNlNzgzOWMyMTVjNDQ3YWY2MjZiMmYxM2I0OGRjYzE4NGQyYTQ4MzFjOTg2MWZiZDUwZjk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051865,8980537,08-0537,MOTION PRO,MOPRO VALVE STEM SEAL,Herramienta instalación de reten de válvula MOTION PRO,60.50,50.00,40.00,08-0537,0,8205510000,0,1,"<p>Juego de 4 herramientas de instalación de retenes de válvula para alinear correctamente los retenes a la guía de válvula, de forma que los retenes se acoplen inmediatamente.  Diámetro: Perfil delgado y punta redonda, para no da ar el borde interior del retén o el diámetro de la guía de válvula.  </p>","
Juego de 4 herramientas de instalación de retenes de válvula para alinear correctamente los retenes a la guía de válvula, de forma que los retenes se acoplen inmediatamente.  Diámetro: Perfil delgado y punta redonda, para no da ar el borde interior del retén o el diámetro de la guía de válvula.  ",TOOLING & WS,TOOLING,TOOLING ENGINE,613,196,181,154,22,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051865-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxNjF8aW1hZ2UvanBlZ3xhREJpTDJnd1lpODRPVEkzTmpRNU5qa3pOekkyTHpFd05URTROalV0TVY4NE1EQlhlRGd3TUVnfDM1ZWZjZjBmYWU0ODBjMjNmYzc5MWE2NzlmMjFkYTM4MjFmMzFjMzA4OWFlN2E2YTMxODkwYjI0NWE5ZGRhNTg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051867,89310003,08-0568,MOTION PRO,MOPRO SLOT SOCKET Ø14/20MM & Ø26/34MM,Vaso almenado cilíndrica con muescas MOTION PRO Suzuki,55.06,45.50,36.40,08-0568,1,8204200000,0,1,"<p>Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 4Lado 1: 14 mm (Ø int.), 20 mm (Ø ext.)Lado 2: 26'5 mm (Ø int.), 34 mm (Ø ext.)Sustituye a herramientas OEM Suzuki 09940-14980 y 09940-14990</p>","
Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 4Lado 1: 14 mm (Ø int.), 20 mm (Ø ext.)Lado 2: 26'5 mm (Ø int.), 34 mm (Ø ext.)Sustituye a herramientas OEM Suzuki 09940-14980 y 09940-14990",TOOLING & WS,TOOLING,TOOLING ENGINE,254,186,92,53,52,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051867-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQxNDB8aW1hZ2UvanBlZ3xhRE5pTDJnd05DODRPVEkzTmpRNU9Ea3dNek0wTHpFd05URTROamN0TWw4NE1EQlhlRGd3TUVnfDdmZWQ0OGYxMzRmYjZjYmZmNTVlY2ZjOWM0MjliNGQwMjYxZTk3ODgxMDU2Mjg1MTAwZGQ5ZTY2OTdhZDc1MzU,https://api.mybihr.com/medias/1051867-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODc0MHxpbWFnZS9qcGVnfGFHWXlMMmhtTnk4NE9USTNOalV3TURnMk9UUXlMekV3TlRFNE5qY3RNMTg0TURCWGVEZ3dNRWd8OTg5ZWMwZjA1MmI1YWNkNDhmOGY3MTk3MjFjMWE1YWUyYTFkOWI2NDBlNzIxYjhlYjljMmQzNDA2Yjc0MGU2Mg,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051869,89310005,08-0571,MOTION PRO,MOPRO SLOT SOCKET Ø20/26MM & Ø30/39MM,Vaso almenado cilíndrica con muescas MOTION PRO Kawasaki,59.53,49.20,39.36,08-0571,1,8204200000,0,1,"<p>Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 4Lado 1: 20 mm (Ø int.), 26 mm (Ø ext.)Lado 2: 30'5 mm (Ø int.), 39 mm (Ø ext.)Sustituye a herramientas OEM Kawasaki 57001-1450 y 57001-1597</p>","
Llave de vaso para apretar o aflojar tuercas autoblocantes del cigüe al o del motor.  Número de muescas: 4Lado 1: 20 mm (Ø int.), 26 mm (Ø ext.)Lado 2: 30'5 mm (Ø int.), 39 mm (Ø ext.)Sustituye a herramientas OEM Kawasaki 57001-1450 y 57001-1597",TOOLING & WS,TOOLING,TOOLING ENGINE,251,195,91,53,52,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051869-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE5MnxpbWFnZS9qcGVnfGFEa3pMMmhqT0M4NE9UVXpPVEUwTmpJeE9UZ3lMekV3TlRFNE5qa3RNVjg0TURCWGVEZ3dNRWd8YzhjZTE4NTUzMDE5MDVjMTBlNzBmNDc5MmJkOTgyYzhlYzE2MjUyMTQ2ZTRiZTUxNzM0ZDIzOTY4YzEzNDI0Yg,https://api.mybihr.com/medias/1051869-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTEyMHxpbWFnZS9qcGVnfGFEVXdMMmhqWmk4NE9UVXpPVEUwT0RFNE5Ua3dMekV3TlRFNE5qa3RNbDg0TURCWGVEZ3dNRWd8NzgxNDYyZmJjNDNkYTM0MDlkOTkzZWEwZWJiMzdkYzZkZDY1YjQ3MjYwYWYzZjlkMzUxNWEyOGQzYTUxZDRiYw,https://api.mybihr.com/medias/1051869-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzU2NzB8aW1hZ2UvanBlZ3xhRE16TDJobE1pODRPVFV6T1RFMU1ERTFNVGs0THpFd05URTROamt0TTE4NE1EQlhlRGd3TUVnfDBlNTljMTQ4YWU0YzdhNTk0OGU0MTU5ODM5YzdmZjcyZjg1ZTE2NDFlMWZhYTAwMDQyZjY1OTA3YTQ2ZWUwMGU,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1051838,890023,08-0038,MOTION PRO,MOPRO FUEL TAP Ø5MM,Grifo de combustible MOTION PRO Ø5mm,18.51,15.30,9.95,08-0038,1,8481805910,0,1,<p>Diámetro interior: 5 mm</p>,"
Diámetro interior: 5 mm",TOOLING & WS,TOOLING,TOOLING ENGINE,166,35,118,94,15,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051838-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1MjF8aW1hZ2UvanBlZ3xhRGhrTDJobE1TODRPVEkwT1RNNU5UZ3pOVEU0THpFd05URTRNemd0TVY4NE1EQlhlRGd3TUVnfDkyZGEwMjM1NTdlMTdhMDRmMmE3OGYzYTAwZTRmZGFlNGZlMDkzMzU5ZGYxOTI3ZjExNjc1OTRkYTllOWJkYmQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
