PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Embalaje,Posición,Picture1,AllPicturesZIP,Document1,DeliveryPlant
1005921,121756,FHN-M090,STM,STM CLUTCH SLIPPER,Embrague anti-rebote STM CRF450R 2009 Muelle 125MM Supermotard,1237.60,1022.81,543.73,FHN-M090,1,8714109090,0,1,125mm spring,125mm spring,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2410,1225,162,173,86,,,,,https://api.mybihr.com/medias/1005921-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTkzMzB8aW1hZ2UvanBlZ3xhR1ZqTDJnMFl5ODRPVEE0TkRNME16QTVNVFV3THpFd01EVTVNakV0TVY4NE1EQlhlRGd3TUVnfDljZWJhYTQzNjg5NGNkN2MwYTFhNmViNDk2NjhjYjQ0N2U4ZjFmODUzYThlNDExMzBhOWNiYjQzMjdhYzc5MjM,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1005943,123700,FSU-S070,STM,STM CLUTCH SLIPPER,Embrague anti-rebote STM GSXR1000 2001-04,1237.60,1022.81,552.50,FSU-S070,1,8714109090,0,1,Supplied with requisite tooling for installation/disassembly: 891507,Supplied with requisite tooling for installation/disassembly: 891507,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2540,1421,179,165,86,,,,,https://api.mybihr.com/medias/1005943-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA3NjN8aW1hZ2UvanBlZ3xhR1ExTDJnMFppODRPVEE0TlRVM01qZzNORFUwTHpFd01EVTVORE10TVY4NE1EQlhlRGd3TUVnfGQ5ODU4OWQ4OGVmNjNmMTlkMWIzYzhlMWQ0MWNmM2NiMGJhMjc1MWVhZGNkYWQ3OWQ3ODg1MjFmZTVjYjFhNDc,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1005901,123714,0F3CR540E11R004,STM,STM CLUTCH SLIPPER - BEARING CAGE,Soporte de rodamientos de embrague STM para 123703 & 123753,155.51,128.52,66.30,0F3CR540E11R004,3,8714109090,0,1,STM slipper clutches can overcome the detrimental effects that engine braking has on the motorcycle while downshifting. Corner entry is smoother and more accurate.,STM slipper clutches can overcome the detrimental effects that engine braking has on the motorcycle while downshifting. Corner entry is smoother and more accurate.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,264,42,80,110,30,,,,,,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1005904,125709,0F3MR320E220009,STM,STM CLUTCH SLIPPER - DRUM STOPPER,Casquillo de tambor de embrague STM para REF 125704,64.80,53.55,27.95,0F3MR320E220009,3,8714109090,0,1,"STM replacement parts are used for reconditioning the manufacturer clutches, these can be readily available or on supplier's order.","STM replacement parts are used for reconditioning the manufacturer clutches, these can be readily available or on supplier's order.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,94,35,68,63,22,,,,,https://api.mybihr.com/medias/1005904-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURCbEwyZzRNeTg1TURFeU5ESTBNalExTWpjNEx6RXdNRFU1TURRdE1WODRNREJYZURnd01FZ3xkMjRlNjFmOTY5ODE0OTZiZGRlMWQzYTMwOGNkNmYyMDk2Y2M3NmZhNjRlNWZiYjliOGE5YjUyZWQ3ODcyZTI4,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1005938,126720,FMV-S020,STM,STM CLUTCH SLIPPER,Embrague anti-rebote STM MV AGUSTA F4,1237.60,1022.81,552.50,FMV-S020,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2468,1450,164,175,86,,,,,https://api.mybihr.com/medias/1005938-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE4MTR8aW1hZ2UvanBlZ3xhR05qTDJnMk1pODRPVFk0Tnpnek1qQXdNamcyTHpFd01EVTVNemd0TVY4NE1EQlhlRGd3TUVnfDgwNDExODMyZTA3YzQxOWE5Njg5OGY4MDQxYmU3Njc1MzBiODUxNWI2OWU2Mjk3ODJhMDI4NzkyM2JiZmRiMTE,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1005930,125753,FKT-M030,STM,STM CLUTCH SLIPPER,"Embrague anti-rebote STM KTM '06-08 EXC,SX450/525 Supermotard",1237.60,1022.81,572.78,FKT-M030,5,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2423,1173,161,175,86,,,,,https://api.mybihr.com/medias/1005930-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI1MjF8aW1hZ2UvanBlZ3xhRFZtTDJoalppODRPRGN6TmpBMU56STJNak00THpFd01EVTVNekF0TVY4NE1EQlhlRGd3TUVnfGE0NmJlZGU3MGRiNDhmNDNjMTNkZGQwMThlY2QxZTUzZmQ3MzdmYjc3Njc1NGNkMWI2MWY4MGFjMTFiNWQ4ODg,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1005983,124809,0F3CR620E07A008,STM,STM PLATE PRESSURE,Plato de presión para embrague STM WRF/YZF450,194.39,160.65,83.85,0F3CR620E07A008,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,158,73,79,80,25,,,,,,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118957,,XHN-030,STM,STM CLG CLUTCH,Embrague completo STM CLG Off-Road,837.16,691.87,442.80,XHN-030,1,8714109090,0,1,"<p><strong>EMBRAGUE STM CLG</strong></p>
<p><br>Gracias a la colaboraci&oacute;n con los mejores equipos de MXGP, STM ha alcanzado el m&aacute;ximo rendimiento tras una evoluci&oacute;n de I+D<br>evoluci&oacute;n en 3 etapas:</p>
<ul>
<li>1 aluminio (ligero)</li>
<li>2 aluminio y acero (ligero y duradero)</li>
<li>3 acero esquel&eacute;tico (+ ligero + duradero)</li>
</ul>
<p><br>El nuevo dise&ntilde;o innovador introduce un nuevo concepto de embrague: no hay m&aacute;s barrera para la lubricaci&oacute;n de todos los componentes y un deslizamiento m&aacute;s f&aacute;cil de los discos.<br>Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.<br>Este tambor/no tambor logra la m&aacute;xima innovaci&oacute;n con el CLG SKELETOR</p>","
EMBRAGUE STM CLG

Gracias a la colaboración con los mejores equipos de MXGP, STM ha alcanzado el máximo rendimiento tras una evolución de I+Devolución en 3 etapas:

1 aluminio (ligero)
2 aluminio y acero (ligero y duradero)
3 acero esquelético (+ ligero + duradero)


El nuevo diseño innovador introduce un nuevo concepto de embrague: no hay más barrera para la lubricación de todos los componentes y un deslizamiento más fácil de los discos.Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.Este tambor/no tambor logra la máxima innovación con el CLG SKELETOR",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2787,1666,180,163,95,,,,,https://api.mybihr.com/medias/1118957-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU5NTZ8aW1hZ2UvanBlZ3xhRFE1TDJnNVl5OHlOekk0TnpRNE5qazRPRE14T0M4eE1URTRPVFUzTFRGZk9EQXdWM2c0TURCSXxhMDZlODQ0MjhjNGU4MGFhYThlMTZhMmIzYzk1NGE3Yzc4YzcwZmQ1MmM3ZmFhY2I2NzY3OTQ4YTUyM2E1YjVh,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118620,,ODU-R400,STM,STM WET CLEAR CARTER,Tapa de embrague STM lisa - Ducati Panigale V4,261.77,216.34,138.46,ODU-R400,1,8714109090,0,1,"<p>Tapa lateral, acoplamiento visible.</p>","
Tapa lateral, acoplamiento visible.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3466,800,219,211,75,Transparente & Rojo,Aluminio,por unidad,,https://api.mybihr.com/medias/1118620-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI0OTl8aW1hZ2UvanBlZ3xhRGsyTDJnME1DOHlOamMxT0RBek5URXhNVGsyTmk4eE1URTROakl3TFRGZk9EQXdWM2c0TURCSXxlYzdmMDNiY2Q3NjE3MDE5NmZjNzJkYzE4OTAyOTEyY2U4YzM3NWI0ZTUxYmEwMjg5OWFiNDNjN2E1MTgwOTlh,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118619,,ODU-R100,STM,STM WET CLEAR CARTER,Tapa de embrague STM lisa - Ducati Panigale 959/1199/1299,272.14,224.91,143.94,ODU-R100,1,8714109090,0,1,"<p>Tapa lateral, acoplamiento visible.</p>","
Tapa lateral, acoplamiento visible.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3448,868,221,208,75,Transparente & Rojo,Aluminio,por unidad,,,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118611,,ODU-N100,STM,STM WET CLEAR CARTER,Tapa de embrague STM lisa - Ducati Panigale 959/1199/1299,272.14,224.91,143.94,ODU-N100,1,8714109090,0,1,"<p>Tapa lateral, acoplamiento visible.</p>","
Tapa lateral, acoplamiento visible.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3327,861,216,211,73,Transparente & Negro,Aluminio,por unidad,,https://api.mybihr.com/medias/1118611-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzczMjB8aW1hZ2UvanBlZ3xhR1kyTDJnd09DOHlOemcxTURRME5EZzJOVFUyTmk4eE1URTROakV4TFRGZk9EQXdWM2c0TURCSXxkYjk0ZDI4ZjhhNGY3MjY4ZTJhN2VhNjk4Y2RhZGNmNmU0NTEzMTU1NDQwYjNlY2UzYzMxOGVmNjQ3NmUxYWFk,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1122690,,FYA-S190,STM,STM CLUTCH SYS SLIPPER CLUTCH,Embrague anti-rebote STM,1237.60,1022.81,654.60,99043230,1,8714109090,0,1,"<p>Desde 1994, la empresa STM está especializada en la producción de piezas mecánicas de alta precisión para motocicletas. Con una flota de centros de mecanizado ultramodernos, fabrica un sistema de embrague llamado ingeniosamente CEB (Control de Frenado del Motor).</p>
<ul>
	<li>Elimina los efectos negativos del freno motor, permitiendo un mejor agarre</li>
	<li>Reduce el efecto de goteo</li>
	<li>Las bolas situadas entre el plato de presión y el buje interior limitan el freno motor cuando es demasiado importante</li>
	<li>Permite reducir de 6ª a 1ª sin bloquear la rueda trasera</li>
	<li>Desarrollado para Superbike y Supermoto</li>
	<li>I+D realizado con equipos de carreras</li>
	<li>Este sistema de embrague deslizante sustituye al buje interior y al plato de presión del Equipo Original. Este sistema mantiene la campana de embrague y los discos de acero y de fricción del Equipo Original</li>
</ul>
","
Desde 1994, la empresa STM está especializada en la producción de piezas mecánicas de alta precisión para motocicletas. Con una flota de centros de mecanizado ultramodernos, fabrica un sistema de embrague llamado ingeniosamente CEB (Control de Frenado del Motor).

	Elimina los efectos negativos del freno motor, permitiendo un mejor agarre
	Reduce el efecto de goteo
	Las bolas situadas entre el plato de presión y el buje interior limitan el freno motor cuando es demasiado importante
	Permite reducir de 6ª a 1ª sin bloquear la rueda trasera
	Desarrollado para Superbike y Supermoto
	I+D realizado con equipos de carreras
	Este sistema de embrague deslizante sustituye al buje interior y al plato de presión del Equipo Original. Este sistema mantiene la campana de embrague y los discos de acero y de fricción del Equipo Original

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2736,1390,180,160,95,,,,,https://api.mybihr.com/medias/800Wx800H-1122690-1.jpg?context=bWFzdGVyfHJvb3R8MTc1NjAyfGltYWdlL2pwZWd8YUdFM0wyZ3pOeTh6TkRFMU9UUTRNemN4TlRZeE5DODRNREJYZURnd01FaGZNVEV5TWpZNU1DMHhMbXB3Wnd8NTRjMjc5NzYwOTM4YTQ2ZjAzNGIxMWNmYmUwOTRiODcwNDM2OTQ1MzQzMTIzYzZiNDZhYWY1MzY3YWYyYzQwNQ,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-FYA-S190-ITA.pdf?context=bWFzdGVyfHJvb3R8MjUyMzM4fGFwcGxpY2F0aW9uL3BkZnxhRGswTDJneFlTOHpOREUxT1RRNE5EQTBNekk1TkM5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJpQkdXVUV0VXpFNU1GOUpWRUV1Y0dSbXw4MWMzMDMzZDJkODE5NjZkYjQ3ZDdhOTMwNWVmZjk1NzczYjY3NDQ3NTIxZmM1ZGNhOTJjYzJmYjg5ZTcwZTky,Spain Warehouse (Parts)
1118964,,XYA-045,STM,STM CLG CLUTCH,Embrague completo STM CLG Off-Road,837.16,691.87,442.80,99086268,1,8714109090,0,1,"<p><strong>EMBRAGUE STM CLG</strong></p>
<p><br>Gracias a la colaboraci&oacute;n con los mejores equipos de MXGP, STM ha alcanzado el m&aacute;ximo rendimiento tras una evoluci&oacute;n de I+D<br>evoluci&oacute;n en 3 etapas:</p>
<ul>
<li>1 aluminio (ligero)</li>
<li>2 aluminio y acero (ligero y duradero)</li>
<li>3 acero esquel&eacute;tico (+ ligero + duradero)</li>
</ul>
<p><br>El nuevo dise&ntilde;o innovador introduce un nuevo concepto de embrague: no hay m&aacute;s barrera para la lubricaci&oacute;n de todos los componentes y un deslizamiento m&aacute;s f&aacute;cil de los discos.<br>Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.<br>Este tambor/no tambor logra la m&aacute;xima innovaci&oacute;n con el CLG SKELETOR</p>","
EMBRAGUE STM CLG

Gracias a la colaboración con los mejores equipos de MXGP, STM ha alcanzado el máximo rendimiento tras una evolución de I+Devolución en 3 etapas:

1 aluminio (ligero)
2 aluminio y acero (ligero y duradero)
3 acero esquelético (+ ligero + duradero)


El nuevo diseño innovador introduce un nuevo concepto de embrague: no hay más barrera para la lubricación de todos los componentes y un deslizamiento más fácil de los discos.Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.Este tambor/no tambor logra la máxima innovación con el CLG SKELETOR",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2334,1672,170,156,88,,,,,https://api.mybihr.com/medias/1118964-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU5NTZ8aW1hZ2UvanBlZ3xhREUwTDJoaE1TOHlOekk0TnpRNE9EUTVOVFkwTmk4eE1URTRPVFkwTFRGZk9EQXdWM2c0TURCSXw4ZmNmMjgwYWNjYjY2NzlhNzQ0NGQ0ZWUyYTUxZDkzZDlkNGZlMWI4MjFlZGVkMjVlNmQwMmFlNTY3MmMwYzVj,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118783,,FAP-S060,STM,STM CLUTCH,Embrague anti-rebote STM - Aprilia RS 660,1237.60,1022.81,654.60,99041007,1,8714109090,0,1,"<p>Los embragues antir-ebotede STM reducen los efectos negativos del frenado del motor mediante esferas de acero dispuestas en rampas biseladas entre el plato de presi&oacute;n y el accionador del embrague.</p>
<p>En particular, esto evita el golpeteo indeseado de la rueda trasera y permite la reducci&oacute;n directa de varias marchas.</p>","
Los embragues antir-ebotede STM reducen los efectos negativos del frenado del motor mediante esferas de acero dispuestas en rampas biseladas entre el plato de presión y el accionador del embrague.

En particular, esto evita el golpeteo indeseado de la rueda trasera y permite la reducción directa de varias marchas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3015,1382,181,170,98,,,,,https://api.mybihr.com/medias/1118783-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE1ODV8aW1hZ2UvanBlZ3xhR05qTDJoaU1DOHlOamMwTlRVeU1URXhNVEEzTUM4eE1URTROemd6TFRGZk9EQXdWM2c0TURCSXw1OTZkMjQ2MzJmM2U3NWI2Zjg4OTFjNTcwMDdjNTFiNzM3YzBkYTEwNWJiNmVkNzNkMjA0ZTgyYzBkN2YzYWI0,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118966,,XYA-050,STM,STM CLG CLUTCH,Embrague completo STM CLG Off-Road,837.16,691.87,442.80,XYA-050,1,8714109090,0,1,"<p><strong>EMBRAGUE STM CLG</strong></p>
<p><br>Gracias a la colaboraci&oacute;n con los mejores equipos de MXGP, STM ha alcanzado el m&aacute;ximo rendimiento tras una evoluci&oacute;n de I+D<br>evoluci&oacute;n en 3 etapas:</p>
<ul>
<li>1 aluminio (ligero)</li>
<li>2 aluminio y acero (ligero y duradero)</li>
<li>3 acero esquel&eacute;tico (+ ligero + duradero)</li>
</ul>
<p><br>El nuevo dise&ntilde;o innovador introduce un nuevo concepto de embrague: no hay m&aacute;s barrera para la lubricaci&oacute;n de todos los componentes y un deslizamiento m&aacute;s f&aacute;cil de los discos.<br>Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.<br>Este tambor/no tambor logra la m&aacute;xima innovaci&oacute;n con el CLG SKELETOR</p>","
EMBRAGUE STM CLG

Gracias a la colaboración con los mejores equipos de MXGP, STM ha alcanzado el máximo rendimiento tras una evolución de I+Devolución en 3 etapas:

1 aluminio (ligero)
2 aluminio y acero (ligero y duradero)
3 acero esquelético (+ ligero + duradero)


El nuevo diseño innovador introduce un nuevo concepto de embrague: no hay más barrera para la lubricación de todos los componentes y un deslizamiento más fácil de los discos.Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.Este tambor/no tambor logra la máxima innovación con el CLG SKELETOR",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2824,1639,178,167,95,,,,,https://api.mybihr.com/medias/1118966-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU5NTZ8aW1hZ2UvanBlZ3xhRGcyTDJnNU15OHlOekk0TnpRNE9EZzRPRGcyTWk4eE1URTRPVFkyTFRGZk9EQXdWM2c0TURCSXxkMTRkZDVlMTI5N2YwMTVhZDc0ZmFhNWI2MDRjNDliYjhjZGUxN2I0YjUzYzc4YTZkZTRiM2Q2NmM3NTkwMTIy,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118956,,XHN-020,STM,STM CLG CLUTCH,Embrague completo STM CLG Off-Road,837.16,691.87,442.80,99086077,1,8714109090,0,1,"<p><strong>EMBRAGUE STM CLG</strong></p>
<p><br>Gracias a la colaboraci&oacute;n con los mejores equipos de MXGP, STM ha alcanzado el m&aacute;ximo rendimiento tras una evoluci&oacute;n de I+D<br>evoluci&oacute;n en 3 etapas:</p>
<ul>
<li>1 aluminio (ligero)</li>
<li>2 aluminio y acero (ligero y duradero)</li>
<li>3 acero esquel&eacute;tico (+ ligero + duradero)</li>
</ul>
<p><br>El nuevo dise&ntilde;o innovador introduce un nuevo concepto de embrague: no hay m&aacute;s barrera para la lubricaci&oacute;n de todos los componentes y un deslizamiento m&aacute;s f&aacute;cil de los discos.<br>Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.<br>Este tambor/no tambor logra la m&aacute;xima innovaci&oacute;n con el CLG SKELETOR</p>","
EMBRAGUE STM CLG

Gracias a la colaboración con los mejores equipos de MXGP, STM ha alcanzado el máximo rendimiento tras una evolución de I+Devolución en 3 etapas:

1 aluminio (ligero)
2 aluminio y acero (ligero y duradero)
3 acero esquelético (+ ligero + duradero)


El nuevo diseño innovador introduce un nuevo concepto de embrague: no hay más barrera para la lubricación de todos los componentes y un deslizamiento más fácil de los discos.Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.Este tambor/no tambor logra la máxima innovación con el CLG SKELETOR",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2947,1757,179,168,98,,,,,https://api.mybihr.com/medias/1118956-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU5NTZ8aW1hZ2UvanBlZ3xhRGhqTDJnNU5TOHlOekk0TnpRNE5qYzVNVGN4TUM4eE1URTRPVFUyTFRGZk9EQXdWM2c0TURCSXw0ZjQxYTRmZmY5YjAyZmMyMDE5OWVmODBmNDNhZDQyZjgxYTIxNDY4MzlkZGY2MzZkZWI2MTU1ZTk4YTlkNDI2,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1118965,,XYA-040,STM,STM CLG CLUTCH,Embrague completo STM CLG Off-Road,837.16,691.87,553.50,XYA-040,1,8714109090,0,1,"<p><strong>EMBRAGUE STM CLG</strong></p>
<p><br>Gracias a la colaboraci&oacute;n con los mejores equipos de MXGP, STM ha alcanzado el m&aacute;ximo rendimiento tras una evoluci&oacute;n de I+D<br>evoluci&oacute;n en 3 etapas:</p>
<ul>
<li>1 aluminio (ligero)</li>
<li>2 aluminio y acero (ligero y duradero)</li>
<li>3 acero esquel&eacute;tico (+ ligero + duradero)</li>
</ul>
<p><br>El nuevo dise&ntilde;o innovador introduce un nuevo concepto de embrague: no hay m&aacute;s barrera para la lubricaci&oacute;n de todos los componentes y un deslizamiento m&aacute;s f&aacute;cil de los discos.<br>Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.<br>Este tambor/no tambor logra la m&aacute;xima innovaci&oacute;n con el CLG SKELETOR</p>","
EMBRAGUE STM CLG

Gracias a la colaboración con los mejores equipos de MXGP, STM ha alcanzado el máximo rendimiento tras una evolución de I+Devolución en 3 etapas:

1 aluminio (ligero)
2 aluminio y acero (ligero y duradero)
3 acero esquelético (+ ligero + duradero)


El nuevo diseño innovador introduce un nuevo concepto de embrague: no hay más barrera para la lubricación de todos los componentes y un deslizamiento más fácil de los discos.Los famosos muelles STM permiten un mejor arranque que los embragues actualmente en el mercado.Este tambor/no tambor logra la máxima innovación con el CLG SKELETOR",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2878,1456,178,165,98,,,,,https://api.mybihr.com/medias/1118965-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU5NTZ8aW1hZ2UvanBlZ3xhRFF6TDJnNVlTOHlOekk0TnpRNE9EWTVNakkxTkM4eE1URTRPVFkxTFRGZk9EQXdWM2c0TURCSXw1YTJkMTQwM2ZkZWRmM2YyMDQ1ZDFlOWJmNWZiZWMyMmRjYzc2YTQ2NDBmM2YzMmYwNTA3MGI2YzFiY2NkNDM3,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
1122430,,FYA-M121,STM,STM CLUTCH SLIPPER,Embrague anti-rebote STM - Yamaha YZ 450 F / WR 450 F (07-22),1237.60,1022.81,654.60,,1,8714109090,0,1,"<p>Desde 1994, la empresa STM está especializada en la producción de piezas mecánicas de alta precisión para motocicletas. Con una flota de centros de mecanizado ultramodernos, fabrica un sistema de embrague llamado ingeniosamente CEB (Control de Frenado del Motor).</p>
<ul>
	<li>Elimina los efectos negativos del freno motor, permitiendo un mejor agarre</li>
	<li>Reduce el efecto de goteo</li>
	<li>Las bolas situadas entre el plato de presión y el buje interior limitan el freno motor cuando es demasiado importante</li>
	<li>Permite reducir de 6ª a 1ª sin bloquear la rueda trasera</li>
	<li>Desarrollado para Superbike y Supermoto</li>
	<li>I+D realizado con equipos de carreras</li>
	<li>Este sistema de embrague deslizante sustituye al buje interior y al plato de presión del Equipo Original. Este sistema mantiene la campana de embrague y los discos de acero y de fricción del Equipo Original</li>
</ul>
","
Desde 1994, la empresa STM está especializada en la producción de piezas mecánicas de alta precisión para motocicletas. Con una flota de centros de mecanizado ultramodernos, fabrica un sistema de embrague llamado ingeniosamente CEB (Control de Frenado del Motor).

	Elimina los efectos negativos del freno motor, permitiendo un mejor agarre
	Reduce el efecto de goteo
	Las bolas situadas entre el plato de presión y el buje interior limitan el freno motor cuando es demasiado importante
	Permite reducir de 6ª a 1ª sin bloquear la rueda trasera
	Desarrollado para Superbike y Supermoto
	I+D realizado con equipos de carreras
	Este sistema de embrague deslizante sustituye al buje interior y al plato de presión del Equipo Original. Este sistema mantiene la campana de embrague y los discos de acero y de fricción del Equipo Original

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2306,1544,176,156,84,,,,,https://api.mybihr.com/medias/800Wx800H-1122430-1.jpg?context=bWFzdGVyfHJvb3R8NDg2OTN8aW1hZ2UvanBlZ3xhR1EzTDJnd05TOHpNemMyT0Rrd01UZzJPVFU1T0M4NE1EQlhlRGd3TUVoZk1URXlNalF6TUMweExtcHdad3w1ZDNjNGMwNDliODUzODU3Y2Q5MGM0NTA3MmY0OWFkNzhhYjkzMDVmYmQyMTNkOTJmZGZhYzc1YTA0NzRlMWI2,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-Slipper-Clutch-1122430.pdf?context=bWFzdGVyfHJvb3R8MjgzNTQ1fGFwcGxpY2F0aW9uL3BkZnxhR05sTDJneFpDOHpNelF6T1RBek5UVTFOVGczTUM5TmIzVnVkR2x1WnlCSmJuTjBjblZqZEdsdmJpQlRiR2x3Y0dWeUlFTnNkWFJqYUNBeE1USXlORE13TG5Ca1pnfGVhZjZlNmNmNDNmMjJjYzFkOGI1ZjY2OWEzYzgxNTcxMTlkYjVjMzM0MDU4MTlhYzc1MzEwMjM0YTRhY2Q4ZTM,Spain Warehouse (Parts)
1118972,,CDU-N400,STM,STM DUCATI PANIGALE V4 ACCESSORIES,Tapa de embrague en seco STM PANIGALE V4 Ranurado,356.38,294.53,188.50,CDU-N400,1,8714109090,0,1,"<p>Since 1994 the company STM is specialized in the production of high precision mechanical parts for motorcycles. With a fleet of ultra-modern machining centers, it makes such a clutch system called ingenious CEB (Engine Braking Control).</p>","
Since 1994 the company STM is specialized in the production of high precision mechanical parts for motorcycles. With a fleet of ultra-modern machining centers, it makes such a clutch system called ingenious CEB (Engine Braking Control).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,3506,462,213,211,78,Negro,Aluminio,por unidad,Izquierdo,https://api.mybihr.com/medias/1118972-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEwMDg5fGltYWdlL2pwZWd8YURrNUwyZ3daUzh5TnpjeU1UTXpNek0wTWpJek9DOHhNVEU0T1RjeUxURmZPREF3VjNnNE1EQkl8YjJjM2MwN2Y3MWYwZTQ3M2I5OWRhZGNhOTgwZDQ5MGFiYzQ0MDRlODc0NDA1OWRiNjMyODQxMjJkMTU0MTlhOA,https://static.bihr.pro/eBihr/Pictures/STM-pictures.zip,,Spain Warehouse (Parts)
