PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Color,Longitud (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1054379,83201,1515G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Ktm 1515G,69.45,57.40,37.31,1515G,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4204,354,339,248,50,,Negro,,https://api.mybihr.com/medias/1054379-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0MDN8aW1hZ2UvanBlZ3xhRGd6TDJneVlTODRPVGN4TnpFeU56a3dOVFU0THpFd05UUXpOemt0TVY4NE1EQlhlRGd3TUVnfDY1MzU4YWRjZWIyNTVjZDM4MmM5NTYyYmZiNzM3MmVmNmQzMmY3NDM3YmJlNjQyNjJiZjQzMTU3Y2QyZGY1N2I,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054382,83367,1518H,BLACKBIRD,BBIRD SEAT COVER DOUBLE GRIP,Funda de asiento Blackbird Doble agarre 3 KTM negro/naranja 1518H,97.89,80.90,52.59,1518H,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. </p><p></p><p>It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. </p><p></p><p>This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel.</p><p></p><ul> <li>Maximum traction</li><li>Excellent shock resistance both in the center and at the sides of the seat</li><li>Finally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.</li></ul> </body> </html>","       Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel. Maximum tractionExcellent shock resistance both in the center and at the sides of the seatFinally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4292,463,342,251,50,,Naranja,,https://api.mybihr.com/medias/1054382-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc5MzZ8aW1hZ2UvanBlZ3xhRFE1TDJnNFpDODRPVGN4TnpFek5UYzJPVGt3THpFd05UUXpPREl0TVY4NE1EQlhlRGd3TUVnfDU3MjgyMDM5YmVkZTM0MzY3MmU2N2EzMTZmMGNmNTAwNGYwMDk2NDZmZDUzMTFhM2UwOWNiNjIyNGFiOGNlOTU,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054386,83197,1521G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Ktm 1521G,69.45,57.40,37.31,1521G,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4372,393,339,248,52,,Negro,,https://api.mybihr.com/medias/1054386-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0MDN8aW1hZ2UvanBlZ3xhR1kwTDJobU5pODRPVGN4TnpFME5UWXdNRE13THpFd05UUXpPRFl0TVY4NE1EQlhlRGd3TUVnfDEzNWVlMmVmZDgyMDgwYzI3MDc2M2RhZGM3ODlkOTgzZmE1NDIyOGJjYmM0OWVlNmRkMWQ5MjU0ODg4ZjVlOTE,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054387,83146,1521G/01,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid naranja Ktm 1521G/01,69.45,57.40,37.31,1521G/01,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4324,379,338,246,52,,Naranja,,https://api.mybihr.com/medias/1054387-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2MDd8aW1hZ2UvanBlZ3xhR0l4TDJobVpDODRPVGN4TnpFME56VTJOak00THpFd05UUXpPRGN0TVY4NE1EQlhlRGd3TUVnfGNiOWUzNTlhMjRjYTRmMGVhZmUzZjIzYWM3YzI2Y2IzY2MyMzVjM2EzMTJiYjg1NGZjNmVmZDNiNWQ5ZjhiMDU,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054317,83191,1421G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Kawasaki 1421G,69.45,57.40,37.31,1421G,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4425,425,339,251,52,,Negro,,https://api.mybihr.com/medias/1054317-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEyNTB8aW1hZ2UvanBlZ3xhRGhrTDJnd09TODRPVGN4TmprNE5qQXlNREUwTHpFd05UUXpNVGN0TVY4NE1EQlhlRGd3TUVnfGI2YTBmYjQzN2JiMzlkYWUwZGY3MGRiODIxNzljNjZjZTVhMjAyYjYwYjY2YjJiZGU5NDYyMGY1NjhkNzk1Mzk,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054322,83185,1423G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Kawasaki,69.45,57.40,37.31,1423G,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4298,351,336,246,52,,Negro,,https://api.mybihr.com/medias/1054322-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczMzI2fGltYWdlL2pwZWd8YURRMkwyZzJZaTg0T1RjeE5qazVPVGM0TWpjd0x6RXdOVFF6TWpJdE1WODRNREJYZURnd01FZ3w4OGM0NzhhYWJmOTZmMWRiZDMxNWQ2YWRkOTRlNmFmZmIxYWRjNGFiNTA0OTg5MjcyODQyYmUxY2EyZjlhYjdh,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054324,83246,1424G/01,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid verde Kawasaki 1424G/01,69.45,57.40,37.31,1424G/01,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4179,286,337,248,50,,Verde,,https://api.mybihr.com/medias/1054324-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjUxMzV8aW1hZ2UvanBlZ3xhRFE1TDJnM09TODRPVGN4TnpBd016Y3hORGcyTHpFd05UUXpNalF0TVY4NE1EQlhlRGd3TUVnfDM2Njk5N2Q0Zjg4OGY5ZGQxMzQ1MmE0MjE0ZTRiNDkwYmQ3YTBhYjQ1NTM4ZGZjZjUwZDExNzdlMTJiYWZiNDY,https://api.mybihr.com/medias/1054324-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTAxOTl8aW1hZ2UvanBlZ3xhREEzTDJnNE1DODRPVGN4TnpBd05UWTRNRGswTHpFd05UUXpNalF0TWw4NE1EQlhlRGd3TUVnfDA4MWJhMWYyY2U0NjYxYmQ4MDBmOWE1MDExNjA3NGM0OGQzZmRjODgwYmIxOTg4OWQ1MjQxYjhkN2QzZjEwNjg,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054373,83368,1511H,BLACKBIRD,BBIRD SEAT COVER DOUBLE GRIP,Funda de asiento Blackbird Doble agarre 3 KTM negro/naranja 1511H,97.89,80.90,52.59,1511H,2,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. </p><p></p><p>It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. </p><p></p><p>This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel.</p><p></p><ul> <li>Maximum traction</li><li>Excellent shock resistance both in the center and at the sides of the seat</li><li>Finally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.</li></ul> </body> </html>","       Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel. Maximum tractionExcellent shock resistance both in the center and at the sides of the seatFinally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,3670,440,337,242,45,,Naranja,,https://api.mybihr.com/medias/1054373-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc5MzZ8aW1hZ2UvanBlZ3xhR1l4TDJnMU55ODRPVGN4TnpFeE1ESXhNRGcyTHpFd05UUXpOek10TVY4NE1EQlhlRGd3TUVnfGU2ZjljYmU0OTkxZTg1MThlYjMzMTY0YjJlYzc1ZWEzYjFmNWEzZjlkNDRmZmUzODEyMzVmNzAxYzZhODg4ZDI,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054375,83205,1513G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Ktm 1513G,69.45,57.40,37.31,1513G,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4229,290,337,251,50,,Negro,,https://api.mybihr.com/medias/1054375-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0MDN8aW1hZ2UvanBlZ3xhRGswTDJnME15ODRPVGN4TnpFeE5qRXdPVEV3THpFd05UUXpOelV0TVY4NE1EQlhlRGd3TUVnfGMwZDhhYzU1ZTg3MTlmNGJkNWU0YmQ0YWE4YTg5ZGE0MTZmNjVmYTYxNmY3MWQzMGEwNjBiZjZkZmU1MGYwYTM,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054519,39165,1Q03,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Diamont Yamaha 1Q03,87.36,72.20,46.93,1Q03,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,3575,645,244,333,44,,,,https://api.mybihr.com/medias/1054519-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAxODk0fGltYWdlL2pwZWd8YURZNUwyZzBZUzg0T1RjeE9ERXpOVFV5TVRVNEx6RXdOVFExTVRrdE1WODRNREJYZURnd01FZ3wzM2FkOWQ3NmRlMjE1MjAzMmMxZjA0MTdmZTc2MjA4ZjdmNDE4MmY1ZDY4YWVhY2NiOWEyMzAzYjY5NDg0OGE2,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054528,39172,1Q24,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Diamont Yamaha 1Q24,87.36,72.20,46.93,1Q24,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4385,461,340,248,52,,,,https://api.mybihr.com/medias/1054528-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAxODk0fGltYWdlL2pwZWd8YURBMkwyZzRNaTg0T1RjeE9ERTFNekl4TmpNd0x6RXdOVFExTWpndE1WODRNREJYZURnd01FZ3w4YTY0YTY1YjBiNzBkZmNmZmEyYjRiZWM1ZjBhY2NiZDEwNDI5MDk5MTI3MmVmNjEwYTkxYjJlNTVhODBhODc2,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054377,83203,1514G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Ktm 1514G,69.45,57.40,37.31,1514G,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4385,350,340,248,52,,Negro,,https://api.mybihr.com/medias/1054377-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0MDN8aW1hZ2UvanBlZ3xhRGMxTDJneE9DODRPVGN4TnpFeU1qQXdOek0wTHpFd05UUXpOemN0TVY4NE1EQlhlRGd3TUVnfDIzNjczNmM1NmZlN2U4YjdiYWI4NDczYzE1M2Q4MmNjYjUyYTc0NDQyYmIzMzcwMzBjZGI1OWM5Mzg1NTllMDY,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
