PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,V-Colores,V-Talla,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Cantidad,Color,Color del protector del manillar,Composición,Compuesto del puño,Desplazamiento (mm),Diámetro Ø (mm),Elevación de manillar (mm),Embalaje,Gama,Longitud (mm),Longitud de control (mm),Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Posición,Talla,Tipo,Tipo de corona,Tipo de piñón,Tipo de puño,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1083119001,480002,AB201,SCAR,"SCAR TENSIONER CHAIN, RED",Tensor de cadena SCAR - Rojo,40.23,33.25,21.61,3701691103243,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.</p><p> </p><ul>			<li><a id=_DX_FRAG_STARTFRAGMENT></a> Motocross Axle Blocks </li><li>CNC Machined </li><li>Reverse & Forward positions </li><li>Scales on both sides of axle block for easy adjusting </li><li>Precision Axle Alignment </li><li>Anodized for long lasting resistance</li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. 			 Motocross Axle Blocks CNC Machined Reverse & Forward positions Scales on both sides of axle block for easy adjusting Precision Axle Alignment Anodized for long lasting resistance	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,323,95,125,136,19,,,,,,,,,Rojo,,Aluminio,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083119001-1.jpg?context=bWFzdGVyfHJvb3R8NDY1MTd8aW1hZ2UvanBlZ3xhRFpoTDJoa1pTOHhNREk0TlRjMk56Y3pNRGM1TXpRdk9EQXdWM2c0TURCSVh6RXdPRE14TVRrd01ERXRNUzVxY0djfDhlNjg3NWM5ZTI4MjU3MGEzMWVlMDc4ZjZlZDlmM2M0ZmQxM2YwMmViNjZkMzBjZTEyMDc0M2MyMDhhNTcxYmM,https://api.mybihr.com/medias/800Wx800H-1083119001-2.jpg?context=bWFzdGVyfHJvb3R8MTI1OTMzfGltYWdlL2pwZWd8YUROaEwyaGxOUzh4TURJNE5UYzJOemMxTURRMU5ESXZPREF3VjNnNE1EQklYekV3T0RNeE1Ua3dNREV0TWk1cWNHY3w4ZWVmM2Q5NTNjYzUzYTY1MWM5YTZkMDRmZjNjZjYyYzEwNWU5MzU4ZjU2NzMxN2RjOGE0NjA5NWE2NDRiMTQ3,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083137001,,2901,SCAR,"SCAR MC CAP, RED",Tapa depósito liquido de frenos SCAR - Rojo,21.68,17.92,11.65,3701691103380,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. </p><p></p><p>Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal.</p><p></p><ul> <li>Master cylinder cover Motocross Brake </li><li>Ultra-light </li><li>High-quality anodizing </li></ul> </body> </html>","       SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal. Master cylinder cover Motocross Brake Ultra-light High-quality anodizing   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,73,9,119,68,9,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083137001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk2NTd8aW1hZ2UvanBlZ3xhR1EyTDJnM01pOHhNRGczTURJMU5UYzNPVGczTUM4eE1EZ3pNVE0zTURBeExURmZPREF3VjNnNE1EQkl8ZGRlOTkzNDExMmZkZGFhY2MzYTY0ZjQyZjYwODJkNjNhNGNiMWY1MjZhOGZiOTY1ZWU0MGE2MzMxNTRkZTc3ZA,https://api.mybihr.com/medias/1083137001-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTAzMjU2fGltYWdlL2pwZWd8YURZekwyaGpOQzh4TURnM01ESTFOakEwTWpBeE5DOHhNRGd6TVRNM01EQXhMVEpmT0RBd1YzZzRNREJJfDhkYTc4ZDVjMjkzODc2N2I0Njc1YjE1MDlhNjVhMDgzZTVmNGJiNWFkMWM5N2U4MDdkNTQ0ZjE4MGQ1ZWE1Nzg,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1081148001,872065,GOSBLK,SCAR,"SCAR GRIP MX HALF, BLK",Puños SCAR Original MX Half Waffle - Negro,14.01,11.58,7.53,3701691103953,8,8714109090,0,1,<p>Scar handle grips offer a good grip and are hard-wearing in motocross conditions.</p><ul><li>Made of Kraton rubber</li><li>Improved shock absorption and driving comfort</li><li>2 parts: embossed – diamond-tipped</li><li>Supple handle: optimal grip<br></li></ul>,"
Scar handle grips offer a good grip and are hard-wearing in motocross conditions.Made of Kraton rubberImproved shock absorption and driving comfort2 parts: embossed – diamond-tippedSupple handle: optimal grip",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Negro,,,,1603,147,155,220,47,,,,,,,,,Negro,,,Mono compuesto,,,,,,,,,,,,,,,,Gofrado a la mitad,,,https://api.mybihr.com/medias/800Wx800H-1081148001-1.jpg?context=bWFzdGVyfHJvb3R8MjUzOTgzfGltYWdlL2pwZWd8YURNMEwyZzBNaTh4TURJNE5UY3hNVEUwTURRMU56UXZPREF3VjNnNE1EQklYekV3T0RFeE5EZ3dNREV0TVM1cWNHY3xlODU3ODIyYjcyMzIwMjc0NTU4NThiMDJjOWFkZGEwOWFhZTEyNzA2NzAzMmZmMDJmZjA4MTVkMzA2ZThhZWQ1,https://api.mybihr.com/medias/800Wx800H-1081148001-2.jpg?context=bWFzdGVyfHJvb3R8MTQ4MjE3fGltYWdlL2pwZWd8YURZekwyZ3pZaTh4TURJNE5UY3hNVEUyTURFeE9ESXZPREF3VjNnNE1EQklYekV3T0RFeE5EZ3dNREV0TWk1cWNHY3wwZmM4ODkxMTA5YTM1Y2JjODI4YzY0MWE5YjZlZDlkM2RiZTM0ZTUzNzJhZTJjYmU4NTNkZDNjYzg5MTMwMGEw,https://api.mybihr.com/medias/800Wx800H-1081148001-3.jpg?context=bWFzdGVyfHJvb3R8MTM5Mzk1fGltYWdlL2pwZWd8YUdVMUwyZ3pNeTh4TURJNE5UY3hNVEU0TmpNek1qWXZPREF3VjNnNE1EQklYekV3T0RFeE5EZ3dNREV0TXk1cWNHY3w1MWU2MWMzZjcyNTE3MmFiNWE3MGZiNzg5MTgyODZhYzliMjM3MDk4YWE3ZWZkNDEwMWE5OWE3YWY5NWRmODlj,https://api.mybihr.com/medias/800Wx800H-1081148001-4.jpg?context=bWFzdGVyfHJvb3R8ODQyMDR8aW1hZ2UvanBlZ3xhRFV6TDJneU1TOHhNREk0TlRjeE1USXlOVFkxTkRJdk9EQXdWM2c0TURCSVh6RXdPREV4TkRnd01ERXROQzVxY0djfDYzOGZkNzgwOGZjZTY0MGQ5ZTE5MWI0NzkwODI1OTc1MGI4Nzk2ODUwNWJlMmQxMjAzYTQwZjU2MmExMDdmNGY,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1081148002,,GOSG,SCAR,"SCAR GRIP MX HALF, GRY",Puños SCAR Original MX Half Waffle - Gris,14.01,11.58,7.53,3701691103946,4,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Gris,,,,2170,149,210,159,65,,,,,,,,,Plata,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1081148002-1.jpg?context=bWFzdGVyfHJvb3R8MjU0NzY3fGltYWdlL2pwZWd8YUdVekwyZ3lZaTh4TURJNE5UY3hNVEkxT0RReU1qSXZPREF3VjNnNE1EQklYekV3T0RFeE5EZ3dNREl0TVM1cWNHY3xjZWU1ZmU5ZjM0NmRlOTU4NjcwZDM4MmU2ODM3NWFiY2UzZGYzMTVhNWEwZDE4YzAyYTA5ODQwNWY2M2VmYmZi,https://api.mybihr.com/medias/800Wx800H-1081148002-2.jpg?context=bWFzdGVyfHJvb3R8MTQ3NDc4fGltYWdlL2pwZWd8YUdJekwyZ3pNaTh4TURJNE5UY3hNVEkzT0RBNE16QXZPREF3VjNnNE1EQklYekV3T0RFeE5EZ3dNREl0TWk1cWNHY3w1MzJjZWYwZTA0ZjIzMzFiNTk5NzZjMTgyODBkZDRjNzEwM2Y1ZDkzYzQxZWI0NWU1NzAyODIwMDVjZmM3NmVm,https://api.mybihr.com/medias/800Wx800H-1081148002-3.jpg?context=bWFzdGVyfHJvb3R8MTQ3OTgyfGltYWdlL2pwZWd8YURKa0wyZzROQzh4TURJNE5UY3hNVE13TkRJNU56UXZPREF3VjNnNE1EQklYekV3T0RFeE5EZ3dNREl0TXk1cWNHY3wwYmRlNTBkYWQ2MTkyMmE3NjBmMGM0OTZiMDEyZjU4M2FlODAwNjQwMTE5ZjBhYWJlYzA1ZTY5Njk1NDNiZTM1,https://api.mybihr.com/medias/800Wx800H-1081148002-4.jpg?context=bWFzdGVyfHJvb3R8ODY3MTh8aW1hZ2UvanBlZ3xhR0ppTDJnNU1TOHhNREk0TlRjeE1UTTBNell4T1RBdk9EQXdWM2c0TURCSVh6RXdPREV4TkRnd01ESXROQzVxY0djfDAwN2VlZDBmMTAxODNhODBmZTdlM2JiN2E3NGE5Mjc3ODE3NGZhM2IxOGEwMTUzODYzOTRmMmE2YzY2ODYzMjE,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083149001,874124,3801,SCAR,"SCAR MC CAP, BLU",Tapa depósito liquido de frenos SCAR - Azul,21.68,17.92,11.65,3701691103489,2,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. </p><p> </p><p>Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal.</p><p> </p><ul>			<li>Master cylinder cover Motocross Brake </li><li>Ultra-light </li><li>High-quality anodizing </li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.  Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal. 			Master cylinder cover Motocross Brake Ultra-light High-quality anodizing 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,97,10,67,121,12,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083149001-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk2MTl8aW1hZ2UvanBlZ3xhRGhsTDJnNE9TODRPVGM0TWpVMk1ETTFPRGN3THpFd09ETXhORGt3TURFdE1WODRNREJYZURnd01FZ3w5NjlhZWMxMzFjNTkzYTYxNDcwZTkyY2QyMTRlMzYyMDA2Nzg3ODkxYjY3Y2M3MWZiZTNlOGU1NGZmZTU0ODJm,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083127003,440126,S7003,SCAR,"SCAR TANK VALVE, RED",Válvula tapón depósito de gasolina SCAR - Rojo,12.00,9.92,6.45,3701691103854,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR aluminium motocross tank valves fit most standard fuel tank caps.</p><p> </p><ul>			<li>Machined in aluminium </li><li>High-quality anodizing </li><li>Black hose </li><li>Compatible with Scar caps and other aluminium/plastic caps</li></ul>	</body></html>""""""""""""""""""","											SCAR aluminium motocross tank valves fit most standard fuel tank caps. 			Machined in aluminium High-quality anodizing Black hose Compatible with Scar caps and other aluminium/plastic caps	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,143,26,120,70,17,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083127003-1.jpg?context=bWFzdGVyfHJvb3R8MTE4MTgwfGltYWdlL2pwZWd8YURabEwyaGtOaTh4TURJNE5UYzJPREV3TkRNME9EWXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNRE10TVM1cWNHY3wxYmI5NDYzODdhMDNkZmNkNjViMGM5ODhhM2ZkNjIzMDYxNzRjNWY4MmZmZDkxOTFkMjliZTBlN2VkZmRlMWI5,https://api.mybihr.com/medias/800Wx800H-1083127003-2.jpg?context=bWFzdGVyfHJvb3R8MTM3NTE2fGltYWdlL2pwZWd8YUdFd0wyaGpZeTh4TURJNE5UYzJPREV6TURVMk16QXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNRE10TWk1cWNHY3wxNDYzNjA1NmVlMjQ2YjgyYTEzYjU0OGFjMTQ0ZWI2YmY1ZjQ0NGJlYmFiYjRmYzI3Yzg2OTIwYjYyZDQwZTI2,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083127004,440127,S7004,SCAR,"SCAR TANK VALVE, ORG",Válvula tapón depósito de gasolina SCAR - Naranja,12.00,9.92,6.45,3701691103847,3,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR aluminium motocross tank valves fit most standard fuel tank caps.</p><p> </p><ul>			<li>Machined in aluminium </li><li>High-quality anodizing </li><li>Black hose </li><li>Compatible with Scar caps and other aluminium/plastic caps</li></ul>	</body></html>""""""""""""""""""","											SCAR aluminium motocross tank valves fit most standard fuel tank caps. 			Machined in aluminium High-quality anodizing Black hose Compatible with Scar caps and other aluminium/plastic caps	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Naranja,,,,143,19,120,70,17,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083127004-1.jpg?context=bWFzdGVyfHJvb3R8OTI4ODZ8aW1hZ2UvanBlZ3xhREV3TDJoak1pOHhNREk0TlRjMk9ERTJNek16TVRBdk9EQXdWM2c0TURCSVh6RXdPRE14TWpjd01EUXRNUzVxY0djfDRjMjk2OTFiMDkxYmY1N2RiMzBkNDZiNWZjMWRiMmJiODgyYjhjMjllN2JkNDBkYmE0ZDIzODgwNTk4Mjg3MDg,https://api.mybihr.com/medias/800Wx800H-1083127004-2.jpg?context=bWFzdGVyfHJvb3R8NjAxMzR8aW1hZ2UvanBlZ3xhRFV6TDJoaVlpOHhNREk0TlRjMk9ERTRNams1TVRndk9EQXdWM2c0TURCSVh6RXdPRE14TWpjd01EUXRNaTVxY0djfGNhMTE2OWRhZjU2Y2M5ZTdlMWZjMmVlNTU0NWUxMDllMzQyMGVmOTdmZDcxYzg4NzE0MzQ3YTlhYjM0N2ZkMzY,https://api.mybihr.com/medias/800Wx800H-1083127004-3.jpg?context=bWFzdGVyfHJvb3R8MTM3NTE2fGltYWdlL2pwZWd8YURFMUwyZzJZeTh4TURJNE5UYzJPREl3T1RJd05qSXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNRFF0TXk1cWNHY3w1MmM0M2MwMTA3ZWM4MTk5MDExZDgwNmVmMGQ2Yjc2M2NiOWNkNDAyNjdiYjk0YmIxNmZhOTU1ODY2YmUxYWU0,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083127002,440125,S7002,SCAR,"SCAR TANK VALVE, BLU",Válvula tapón depósito de gasolina SCAR - Azul,12.00,9.92,6.45,3701691103861,5,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR aluminium motocross tank valves fit most standard fuel tank caps.</p><p> </p><ul>			<li>Machined in aluminium </li><li>High-quality anodizing </li><li>Black hose </li><li>Compatible with Scar caps and other aluminium/plastic caps</li></ul>	</body></html>""""""""""""""""""","											SCAR aluminium motocross tank valves fit most standard fuel tank caps. 			Machined in aluminium High-quality anodizing Black hose Compatible with Scar caps and other aluminium/plastic caps	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,100,20,119,70,12,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083127002-1.jpg?context=bWFzdGVyfHJvb3R8OTMzMDh8aW1hZ2UvanBlZ3xhR0k0TDJoak5pOHhNREk0TlRjMk9EQXlOVGN3TlRRdk9EQXdWM2c0TURCSVh6RXdPRE14TWpjd01ESXRNUzVxY0djfDVjMjI0YTE0YjhlZWNlMDMzNWFlNTFiN2E5ZjQzZDcxN2QyNWIxOTVmZTMzNTc1YzU4ZDM1NGQ5ZDQ4ZDY5ZTU,https://api.mybihr.com/medias/800Wx800H-1083127002-2.jpg?context=bWFzdGVyfHJvb3R8NTg5ODR8aW1hZ2UvanBlZ3xhRGc0TDJoalpDOHhNREk0TlRjMk9EQTBOVE0yTmpJdk9EQXdWM2c0TURCSVh6RXdPRE14TWpjd01ESXRNaTVxY0djfDEzMzliOTFjZWY2YjY2YTA3MWJjODI1MDhkMDA4MTk5NTI5Mzk5ZTgzYTBhNGUyMzE5ZTEwNjViNTU0NTllYjY,https://api.mybihr.com/medias/800Wx800H-1083127002-3.jpg?context=bWFzdGVyfHJvb3R8MTM3NTE2fGltYWdlL2pwZWd8YURVMkwyaGtOeTh4TURJNE5UYzJPREEzTVRVNE1EWXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNREl0TXk1cWNHY3w0M2JlYTRhMTE3ZTViMTdkNmY1OWJlNzNiOWI5YjgwYjAwY2M4YmZlNDRiZWRlOGQ0Y2I0NDg2N2FiYTg0NzAx,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083127001,440124,S7001,SCAR,"SCAR TANK VALVE, BLK",Válvula tapón depósito de gasolina SCAR - Negro,12.00,9.92,6.45,3701691103878,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR aluminium motocross tank valves fit most standard fuel tank caps.</p><p> </p><ul>			<li>Machined in aluminium </li><li>High-quality anodizing </li><li>Black hose </li><li>Compatible with Scar caps and other aluminium/plastic caps</li></ul>	</body></html>""""""""""""""""""","											SCAR aluminium motocross tank valves fit most standard fuel tank caps. 			Machined in aluminium High-quality anodizing Black hose Compatible with Scar caps and other aluminium/plastic caps	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Negro,,,,140,23,118,70,17,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083127001-1.jpg?context=bWFzdGVyfHJvb3R8ODU3Njl8aW1hZ2UvanBlZ3xhREUyTDJnME15OHhNREk0TlRjMk56azJOamN5TXpBdk9EQXdWM2c0TURCSVh6RXdPRE14TWpjd01ERXRNUzVxY0djfDQxZTlkNzNiOThmY2FjZjIzYjljNTEzYzMwODk4NjY1N2U0MmNmNjViMGQwZWM3ZjczZWYxNTU1Y2UxNmE3NmM,https://api.mybihr.com/medias/800Wx800H-1083127001-2.jpg?context=bWFzdGVyfHJvb3R8MTM3NTE2fGltYWdlL2pwZWd8YURRNEwyZ3pPUzh4TURJNE5UYzJOems1TWprek56UXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNREV0TWk1cWNHY3xiOTJlNzc1YmY3NzlmNmJmY2ExNTExMGFmYThmZjQ1NjM2MzJjODhkYzUxOGJhZWY4YmFiYWI4M2VlMmIyYTZi,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083127006,442158,S7006,SCAR,"SCAR TANK VALVE, GLD",Válvula tapón depósito de gasolina SCAR - Oro,12.00,9.92,6.45,3701691103823,2,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR aluminium motocross tank valves fit most standard fuel tank caps.</p><p> </p><ul>			<li>Machined in aluminium </li><li>High-quality anodizing </li><li>Black hose </li><li>Compatible with Scar caps and other aluminium/plastic caps</li></ul>	</body></html>""""""""""""""""""","											SCAR aluminium motocross tank valves fit most standard fuel tank caps. 			Machined in aluminium High-quality anodizing Black hose Compatible with Scar caps and other aluminium/plastic caps	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Dorado,,,,143,25,120,70,17,,,,,,,,,Oro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083127006-1.jpg?context=bWFzdGVyfHJvb3R8MTA3MTE0fGltYWdlL2pwZWd8YURRd0wyZ3dNeTh4TURJNE5UYzJPRE13TURrMU5qWXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNRFl0TVM1cWNHY3xiYmQwMTkwMzFjOTJjYzU0MGE4MTgzZWZjZWVjOGMzMGE0MDE4YjYzYTc0YWVmMjBjYjlkNmUxZWQyNjBjYWIx,https://api.mybihr.com/medias/800Wx800H-1083127006-2.jpg?context=bWFzdGVyfHJvb3R8MTM3NTE2fGltYWdlL2pwZWd8YURVd0wyZ3dOQzh4TURJNE5UYzJPRE15TnpFM01UQXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNRFl0TWk1cWNHY3w3ZmZiNDk3YTUwOTA0YWU4N2M1N2ExY2ZmNWUyMWNiYmI2ZTRhOWQyNWM2YzAwYWIzNDc0NmRhY2NkODNhZjZk,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083127005,440128,S7005,SCAR,"SCAR TANK VALVE, GRN",Válvula tapón depósito de gasolina SCAR - Verde,12.00,9.92,6.45,3701691103830,3,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR aluminium motocross tank valves fit most standard fuel tank caps.</p><p> </p><ul>			<li>Machined in aluminium </li><li>High-quality anodizing </li><li>Black hose </li><li>Compatible with Scar caps and other aluminium/plastic caps</li></ul>	</body></html>""""""""""""""""""","											SCAR aluminium motocross tank valves fit most standard fuel tank caps. 			Machined in aluminium High-quality anodizing Black hose Compatible with Scar caps and other aluminium/plastic caps	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Verde,,,,142,22,119,70,17,,,,,,,,,Titanio,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083127005-1.jpg?context=bWFzdGVyfHJvb3R8NDA4MzZ8aW1hZ2UvanBlZ3xhRFJoTDJnMVppOHhNREk0TlRjMk9ESTBNVGszTkRJdk9EQXdWM2c0TURCSVh6RXdPRE14TWpjd01EVXRNUzVxY0djfDc2YjNlNjI0MGFmODBhYzE2NTk0NDYxMDE4ZjVlMjI1Y2Y4NThhYTM4YzM2Y2E5NDBhOGMzYjU3OWY2YTBlYmY,https://api.mybihr.com/medias/800Wx800H-1083127005-2.jpg?context=bWFzdGVyfHJvb3R8MTM3NTE2fGltYWdlL2pwZWd8YUdJNEwyZzFOeTh4TURJNE5UYzJPREkyT0RFNE9EWXZPREF3VjNnNE1EQklYekV3T0RNeE1qY3dNRFV0TWk1cWNHY3xiY2E0ZGRmZjJiNjFlZDRmY2E5OTI0N2RkZGNlZmM2YmNkM2NiOTU0NzBhMTZjZjc5MGI4MTYzOTk3YmI4MzE2,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
