PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Color,Diámetro Ø (mm),Especificaciones,Homologación,Número de filtro,Referencias OEM,Versión de filtro,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1098007,92752,HFA2921,HIFLOFILTRO,HIFLO FILTER AIR HFA2921,Filtro de aire HIFLOFILTRO - HFA2921,23.17,19.15,11.49,824225123852,2,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,2744,452,314,190,46,,,,,,,,,https://api.mybihr.com/medias/1098007-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY0ODZ8aW1hZ2UvanBlZ3xhREV5TDJnM1pTOHhOVFF5T0RjeE5UWTBNamt4TUM4eE1EazRNREEzTFRGZk9EQXdWM2c0TURCSXw0ZDg5ZTRiMGI5YjIzNTM0NzRkZTNjMDFhZWE0NmJkZjg5YmFjY2I0NjZiNmY0YzAyOWNhNjQ1M2M1NDcxZGVj,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098053,19063,HFF1023,HIFLOFILTRO,HIFLO FILTER AIR HFF1023,Filtro de aire HIFLOFILTRO - HFF1023,31.05,25.66,15.40,8242251305776,31,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,6054,106,210,227,127,,,,,,,,,https://api.mybihr.com/medias/1098053-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM1NjZ8aW1hZ2UvanBlZ3xhRGhrTDJoak1DOHhOVFF5T0RjMk16YzBOak16TkM4eE1EazRNRFV6TFRGZk9EQXdWM2c0TURCSXw4ZWUyOGIzMzk2MmMwY2VhZjc2ODgyNDZmNWU5MzM0ODU4MzY4MTkwODExMmQwODk3NjgwYzliMTMxN2NkMGVi,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098015,19035,HFA4918,HIFLOFILTRO,HIFLO FILTER AIR HFA4918,Filtro de aire HIFLOFILTRO - HFA4918,35.97,29.73,17.84,824225122305,28,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,3251,222,168,164,118,,,,,,,,,https://api.mybihr.com/medias/1098015-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEyNDh8aW1hZ2UvanBlZ3xhR0UxTDJoaU5TOHhOVFF5T0RjeE9ETTVOVFF5TWk4eE1EazRNREUxTFRGZk9EQXdWM2c0TURCSXxjYWExZGVjNzNjYTIyMTNmZTcxZmJiNmVhM2MxMDI5NTYxMDgxODQ1M2NlYjZmOTVmMmQ2YWIwMzdkZDczNjI2,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1103696,,HFF2030,HIFLOFILTRO,HIFLO AIR FILTER STANDARD FOAM HFF2030,Filtro de aire HIFLOFILTRO - HFF2030,20.19,16.69,10.01,824225130904,25,8421230090,0,1,"<p>Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements. Hiflofiltro air filters are manufactured to fit the factory air box and are a direct replacement for original equipment filters. </p>
<ul>
<li>Composed of paper pulp, fiber and resin, which are processed to obtain the thickness and density to provide optimal filtering</li>
<li>Developed for modern high performance engines</li>
<li>OEM replacement</li>
</ul>","
Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements. Hiflofiltro air filters are manufactured to fit the factory air box and are a direct replacement for original equipment filters. 

Composed of paper pulp, fiber and resin, which are processed to obtain the thickness and density to provide optimal filtering
Developed for modern high performance engines
OEM replacement
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,4993,54,256,199,98,,,,,,1º filtro,,Estándar,https://api.mybihr.com/medias/1103696-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2MjcyfGltYWdlL2pwZWd8YUdNMEwyaGxOQzh4TVRNM09UZ3dOelk0TWpVNU1DOHhNVEF6TmprMkxURmZPREF3VjNnNE1EQkl8NWVhZGNlOTA0NDBmNGQwYTNjZGYwMTYyYTQ0NjI2NTJkZThkZWI1OGI1MmUxMTQzMTVlOGNmOTFiNzIxMjJlOQ,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1103697,1103697,HFF3026,HIFLOFILTRO,HIFLO AIR FILTER STANDARD FOAM HFF3026,Filtro de aire HIFLOFILTRO espuma estándar HFF3026,20.19,16.69,10.01,824225130881,1,8421230090,0,1,"<p>Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements. Hiflofiltro air filters are manufactured to fit the factory air box and are a direct replacement for original equipment filters. </p>
<ul>
<li>Composed of paper pulp, fiber and resin, which are processed to obtain the thickness and density to provide optimal filtering</li>
<li>Developed for modern high performance engines</li>
<li>OEM replacement</li>
</ul>","
Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements. Hiflofiltro air filters are manufactured to fit the factory air box and are a direct replacement for original equipment filters. 

Composed of paper pulp, fiber and resin, which are processed to obtain the thickness and density to provide optimal filtering
Developed for modern high performance engines
OEM replacement
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,6739,50,242,236,118,,,,,,1º filtro,,Estándar,https://api.mybihr.com/medias/1103697-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTM2NzJ8aW1hZ2UvanBlZ3xhRGd4TDJobFlpOHhNVE0zT1Rnd056ZzNPVEU1T0M4eE1UQXpOamszTFRGZk9EQXdWM2c0TURCSXxlOWQ1ZDNhZGQ4MDlmNzI5YTFiNGFlNzllNjk4ZDdkNTI3NjIxODNkZTBlOGQ0MjdmMjM2NGU0MjFhNWI3NmY0,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098071,19077,HFF2022,HIFLOFILTRO,HIFLO FILTER AIR HFF2022,Filtro de aire HIFLOFILTRO - HFF2022,9.74,8.05,4.83,824225130379,4,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,756,26,145,193,27,,,,,,,,,https://api.mybihr.com/medias/1098071-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI2NDB8aW1hZ2UvanBlZ3xhRGhqTDJnME9DOHhOVFF5T0RjM01EUXpNVEF3Tmk4eE1EazRNRGN4TFRGZk9EQXdWM2c0TURCSXw2NzdhYmZlODg0NDEzZTI0N2QxNDZjZGIzZTViMTdjYjZiOTE2Y2ZmNmRjZGEyNTU2MTc0NGQyZGI4M2JiZDVl,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098104,19110,HFF5015,HIFLOFILTRO,HIFLO FILTER AIR HFF5015,Filtro de aire HIFLOFILTRO - HFF5015,20.19,16.69,10.01,824225130485,2,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,6212,52,231,249,108,,,,,,,,,https://api.mybihr.com/medias/1098104-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg2NjF8aW1hZ2UvanBlZ3xhRFl4TDJnd1pDOHhOVFF5T0RjNE1qWXlNRGN3TWk4eE1EazRNVEEwTFRGZk9EQXdWM2c0TURCSXxiMjAyNmI0MzkzMWVlNDY2ZTMxMWM5YTUwNWYwMjc5YzJiMjc5ZDRhMTFhMmM5MmE4MDAxYWQ3NDU0Y2NhMDc2,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098087,19092,HFF3021,HIFLOFILTRO,HIFLO FILTER AIR HFF3021,Filtro de aire HIFLOFILTRO - HFF3021,20.19,16.69,10.01,824225130522,0,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,3369,40,193,253,69,,,,,,,,,https://api.mybihr.com/medias/1098087-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDUzMDF8aW1hZ2UvanBlZ3xhR1E1TDJoaVppOHhOVFF5T0RjM05qTXlPVEkwTmk4eE1EazRNRGczTFRGZk9EQXdWM2c0TURCSXxhMTZhZTM5Mzk2MTc0YjA4MzMwOWViOTMyNWM5MGQ4NThiNzlmNzUwMDVhYWI2MTBkZTBlYzZkYzhmZWI2OGJi,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098018,92794,HFA5106DS,HIFLOFILTRO,HIFLO FILTER AIR HFA5106DS,Filtro de aire HIFLOFILTRO - HFA5106DS,7.24,5.98,3.59,824225123302,27,8421230090,0,1,"<p><strong>Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter</strong></p><p>&nbsp;</p><p>Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la m&aacute;xima filtraci&oacute;n. La capa exterior gruesa atrapa las part&iacute;culas m&aacute;s grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las part&iacute;culas finas de polvo.</p><p>&nbsp;</p><p>Los filtros de espuma de doble etapa Hiflofiltro est&aacute;n dise&ntilde;ados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma est&aacute;n laminadas a fuego para proporcionar una uni&oacute;n duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre s&iacute;, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.</p><p>&nbsp;</p><p>Desarrollado y fabricado en los Pa&iacute;ses Bajos.</p>","
Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter
 
Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la máxima filtración. La capa exterior gruesa atrapa las partículas más grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las partículas finas de polvo.
 
Los filtros de espuma de doble etapa Hiflofiltro están diseñados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma están laminadas a fuego para proporcionar una unión duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre sí, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.
 
Desarrollado y fabricado en los Países Bajos.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,616,16,280,110,20,,,,,,,,,https://api.mybihr.com/medias/1098018-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYwMjV8aW1hZ2UvanBlZ3xhRE16TDJoak15OHhOVFF5T0RjeE9EYzRPRFl6T0M4eE1EazRNREU0TFRGZk9EQXdWM2c0TURCSXw3NWUwMTM0ZmQyZTAxOTA1NjUzOGVmYzI2Y2ExMTIwNWZlMWU0MzQzZDljMGRiYTlmYzg2N2RhMjk4MWMzMGQz,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098029,92808,HFA5214DS,HIFLOFILTRO,HIFLO FILTER AIR HFA5214DS,Filtro de aire HIFLOFILTRO - HFA5214DS,7.24,5.98,3.59,824225123401,33,8421230090,0,1,"<p><strong>Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter</strong></p><p>&nbsp;</p><p>Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la m&aacute;xima filtraci&oacute;n. La capa exterior gruesa atrapa las part&iacute;culas m&aacute;s grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las part&iacute;culas finas de polvo.</p><p>&nbsp;</p><p>Los filtros de espuma de doble etapa Hiflofiltro est&aacute;n dise&ntilde;ados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma est&aacute;n laminadas a fuego para proporcionar una uni&oacute;n duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre s&iacute;, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.</p><p>&nbsp;</p><p>Desarrollado y fabricado en los Pa&iacute;ses Bajos.</p>","
Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter
 
Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la máxima filtración. La capa exterior gruesa atrapa las partículas más grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las partículas finas de polvo.
 
Los filtros de espuma de doble etapa Hiflofiltro están diseñados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma están laminadas a fuego para proporcionar una unión duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre sí, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.
 
Desarrollado y fabricado en los Países Bajos.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,1640,18,239,176,39,,,,,,,,,https://api.mybihr.com/medias/1098029-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU3MTB8aW1hZ2UvanBlZ3xhREV6TDJoaE55OHhOVFF5T0RjeU1UVTBNVEUxTUM4eE1EazRNREk1TFRGZk9EQXdWM2c0TURCSXwwMDczNjdiMDFiYzZlYmUxNjU3MzhiYjNlOTRlZmYwZjkyYzAxMGE2ZTQ5MDNmOTk3ZjM1YjI4NGRjNTVmNzgz,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098067,19073,HFF2018,HIFLOFILTRO,HIFLO FILTER AIR HFF2018,Filtro de aire HIFLOFILTRO - HFF2018,18.03,14.90,8.94,824225130164,0,8421230090,0,1,"<p><strong>Filtros de aire de recambio de equipo original</strong></p><p>&nbsp;</p><p>Los filtros de aire Hiflofiltro est&aacute;n fabricados con est&aacute;ndares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.</p><p>&nbsp;</p><p>Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protecci&oacute;n superior del motor y un rendimiento m&aacute;ximo.</p>","
Filtros de aire de recambio de equipo original
 
Los filtros de aire Hiflofiltro están fabricados con estándares muy altos para ser un reemplazo directo de los filtros de equipo original. Medios filtrantes Hiflo de la mejor calidad, especialmente desarrollados para proteger los modernos motores japoneses de alto rendimiento.
 
Para los modelos de BMW y otras motocicletas europeas de gran cilindrada, Hiflofiltro utiliza exclusivamente medios filtrantes fabricados en Alemania, para una perfecta compatibilidad con el equipo original, una protección superior del motor y un rendimiento máximo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,2801,26,118,258,92,,,,,,,,,https://api.mybihr.com/medias/1098067-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg4ODV8aW1hZ2UvanBlZ3xhREV6TDJoa05TOHhOVFF5T0RjMk9EZzFPREUwTWk4eE1EazRNRFkzTFRGZk9EQXdWM2c0TURCSXwzNjljOWRlZjNjMTYxOGI0YmVhOThjMjdkZGQxNmI2MWQ0OGE4ODhlYWE0YzU1NzA0MjM0NDQ1MmJmYzdkYmJh,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098037,92816,HFA6106DS,HIFLOFILTRO,HIFLO FILTER AIR HFA6106DS,Filtro de aire HIFLOFILTRO - HFA6106DS,7.24,5.98,3.59,824225123470,46,8421230090,0,1,"<p><strong>Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter</strong></p><p>&nbsp;</p><p>Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la m&aacute;xima filtraci&oacute;n. La capa exterior gruesa atrapa las part&iacute;culas m&aacute;s grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las part&iacute;culas finas de polvo.</p><p>&nbsp;</p><p>Los filtros de espuma de doble etapa Hiflofiltro est&aacute;n dise&ntilde;ados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma est&aacute;n laminadas a fuego para proporcionar una uni&oacute;n duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre s&iacute;, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.</p><p>&nbsp;</p><p>Desarrollado y fabricado en los Pa&iacute;ses Bajos.</p>","
Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter
 
Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la máxima filtración. La capa exterior gruesa atrapa las partículas más grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las partículas finas de polvo.
 
Los filtros de espuma de doble etapa Hiflofiltro están diseñados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma están laminadas a fuego para proporcionar una unión duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre sí, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.
 
Desarrollado y fabricado en los Países Bajos.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,687,16,220,142,22,,,,,,,,,https://api.mybihr.com/medias/1098037-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc4NTR8aW1hZ2UvanBlZ3xhR0UzTDJneE55OHhOVFF5T0RjeU5EWTROamczT0M4eE1EazRNRE0zTFRGZk9EQXdWM2c0TURCSXw1NmYyY2JiNTE3MzEyNDdkY2VlNTlmMzU3Y2Q4Y2QyMmYzYWRhYWY3YTZmZTliN2FkZmZjNmRjZTMxZjBhYjJh,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1098031,92810,HFA5216DS,HIFLOFILTRO,HIFLO FILTER AIR HFA5216DS,Filtro de aire HIFLOFILTRO - HFA5216DS,7.24,5.98,3.59,824225123425,36,8421230090,0,1,"<p><strong>Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter</strong></p><p>&nbsp;</p><p>Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la m&aacute;xima filtraci&oacute;n. La capa exterior gruesa atrapa las part&iacute;culas m&aacute;s grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las part&iacute;culas finas de polvo.</p><p>&nbsp;</p><p>Los filtros de espuma de doble etapa Hiflofiltro est&aacute;n dise&ntilde;ados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma est&aacute;n laminadas a fuego para proporcionar una uni&oacute;n duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre s&iacute;, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.</p><p>&nbsp;</p><p>Desarrollado y fabricado en los Pa&iacute;ses Bajos.</p>","
Filtros de aire de espuma de doble etapa para motocross, enduro, ATV y scooter
 
Construido a partir de dos capas de espuma de poro abierto para proporcionar un excelente flujo de aire y la máxima filtración. La capa exterior gruesa atrapa las partículas más grandes de suciedad y agua, manteniendo la capa interior fina libre para atrapar las partículas finas de polvo.
 
Los filtros de espuma de doble etapa Hiflofiltro están diseñados para ser limpiados y reutilizados una y otra vez. Las dos capas de espuma están laminadas a fuego para proporcionar una unión duradera y permanente. El filtro se construye a partir de piezas de espuma de doble capa unidas entre sí, mediante un adhesivo especialmente formado que no se ve afectado por los repetidos ciclos de limpieza y engrase.
 
Desarrollado y fabricado en los Países Bajos.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,937,26,224,123,34,,,,,,,,,https://api.mybihr.com/medias/1098031-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEzMDF8aW1hZ2UvanBlZ3xhREkyTDJobU5pOHhOVFF5T0RjeU1qTXlOelU0TWk4eE1EazRNRE14TFRGZk9EQXdWM2c0TURCSXw2MTVkNjI3MmU2YzhkMTE4ZjBjYWIyNzhhMWQxYTBjZmE1NWY5NzE0MWVmOWNkNGE5ZWFlYzMyZGM5MTM2NmZk,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
