PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Diámetro Ø (mm),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1101589,"967-22,2","HJ-R263A-22,2",ALHONGA,ALHON FORGED ALLOY BRAKE LEVER 22.2 BLK,ALHONGA Juego de manetas bicicleta Singlespeed 22.2 Negro,30.00,24.79,9.99,8430525156050,203,8714109090,0,1,"Juego de manetas de freno ALHONGA para carretera/singlespeed.
Abrazadera de manillar desde Ø22,2mm hasta Ø23,8mm.
Soporte y palanca: Aluminio forjado.
Regulable. Muelle de retorno.
Color Negro. Peso: 104g / par.","Juego de manetas de freno ALHONGA para carretera/singlespeed.
Abrazadera de manillar desde Ø22,2mm hasta Ø23,8mm.
Soporte y palanca: Aluminio forjado.
Regulable. Muelle de retorno.
Color Negro. Peso: 104g / par.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,312,10,130,120,20,,Carretera & Ciclocross & Ciudad & Trekking/Touring,https://api.mybihr.com/medias/1101589-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEwMDU2fGltYWdlL2pwZWd8YURBMUwyZzFNQzg1TmpNeU1EazVNak0zT1RFNEx6RXhNREUxT0RrdE1WODRNREJYZURnd01FZ3xkNTIyNDNhMjRhNjNkMDM2MDgzYjBhMjA4NjA0ZWIyZGI2ZTMyMTIzODRiNDEwN2JiMDNhMmY4NjRmOTJmZjY4,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1038933,229,1P-W,ALHONGA,ALHON SPAREPARTS CABLE COVER WHITE,Funda cable acero laminado color blanco ALHONGA - Caja de 30m,24.99,20.65,13.42,8430525014800,0,8714109090,0,1,Funda de cable. Acero laminado. Blanco. <br><br><strong>Ø:</strong> 5 mm.<br><strong>Caja:</strong> 30 m.,Funda de cable. Acero laminado. Blanco. Ø: 5 mm.Caja: 30 m.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,4204,1446,276,272,56,,Todos,https://api.mybihr.com/medias/1038933-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYyMDB8aW1hZ2UvcG5nfGFERXdMMmhtWkM4eE1EZzJOVFV3TnpFd05qZzBOaTh4TURNNE9UTXpMVEZmT0RBd1YzZzRNREJJfDAwN2Y4YThiYWY3NDFmMThjZmNiOTM5NzgyY2QyZDQwYTVlZmMyZjNlYmNiM2I4ZTRhMDc1NjQ4YjM3OWU1Yjg,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104899,35408,HHR402,ALHONGA,ALHON HYDRA HOSE REBUILD KIT FORMULA,"Kit de reparación latiguillo de freno Formula B4, Oro, XC4 Racing",15.00,12.40,2.50,8430525354081,301,8714109090,0,1,"<p>KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.</p><p>&nbsp;</p><p>Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.</p><p><br><strong>Aplicaci�n:</strong> FORMULA<br>B4, Oro 18K/24K, XC4 Racing</p>","
KITS DE REPARACI�N DE LATIGUILLO DE FRENO DE DISCO HIDR�ULICO.
 
Kit de reparaci�n que incluye: Torniller�a, tornillos de banjo, arandelas, tuercas y adaptadores necesarios para reparaci�n de sistemas de freno hidra�licos. No incluye latiguillo.
Aplicaci�n: FORMULAB4, Oro 18K/24K, XC4 Racing",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,79,25,75,66,16,,Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104899-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM4MTMxfGltYWdlL3BuZ3xhRGRqTDJobU5TOHhNRGcyTlRVeE5UWXlOalV5Tmk4eE1UQTBPRGs1TFRGZk9EQXdWM2c0TURCSXxhODgxNDg3MDE4NTk3NjM1NTIxM2ZiOTlkZDMwOGY2YmZjMWZjYzU2YTBlNjU0MmZlYzU3ZjYzYjc2ZGU0ZTY0,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105375,T5P,SP-5-150,ALHONGA,ALHON HOSE END 5MM PLASTIC BOTTLE 150PCS,Tope funda 5 mm plastico (bote 150u),19.99,16.52,6.75,8430525326453,7,8714109090,0,1,Pl�stico. Bote de 150 unidades. Tope funda cable �5 mm.,Pl�stico. Bote de 150 unidades. Tope funda cable �5 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,382,96,62,61,101,,Todos,https://api.mybihr.com/medias/1105375-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4NTE3fGltYWdlL3BuZ3xhR1V3TDJnek1DOHhNVFUzTlRjM01qUTNPVFV4T0M4eE1UQTFNemMxTFRGZk9EQXdWM2c0TURCSXw5Nzk0ODBjNzI1NGFjYzY2ZWQxZDk1NDE0Nzk3NDBkNGRiOGEzNGM4ZTgyMTgxMTk2M2E2NWFkNWViMzA1YmFj,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1038969,15564,HJ-D100-BLACK,ALHONGA,ALHON SPAREPARTS INNER CABLE 2MM BLACK,Terminal cable aluminio Ø2 Negro,36.51,30.17,13.58,8430525155640,9,8714109090,0,1,<font size=1><font size=1><p align=left><font size=3>Terminal cable aluminio. Øint: 2mm.</font></p><p><font size=3>Bote de 500 unidades.</font></p></font></font>,Terminal cable aluminio. Øint: 2mm.Bote de 500 unidades.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,212,84,52,51,80,,Todos,https://api.mybihr.com/medias/1038969-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg5MjYwfGltYWdlL3BuZ3xhREl3TDJnek1DOHhNRGcyTlRVeU1EZ3dNemczTUM4eE1ETTRPVFk1TFRGZk9EQXdWM2c0TURCSXwxNDdiNTg4NTAwNzY4NTI4ZmQ4ZGUwZTYwOGMyMmExYTU3ZDQ4MWY3MzU0Mjk1MjAzMzliODk3Y2VlMjcwYzVi,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104375,6527,HJ-401.11A-B,ALHONGA,ALHON BRAKE SHOES CAMPAG RIM BRAKE BLK,Par zapatas alu regulables negra Campagnolo,11.50,9.50,2.99,8430525065277,53,8714109090,0,1,Set of 2 brake shoes for Campagnolo Road Rim brakes. Adjustable angle. Black housing,Set of 2 brake shoes for Campagnolo Road Rim brakes. Adjustable angle. Black housing,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,300,59,131,88,26,,Carretera,https://api.mybihr.com/medias/1104375-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzcxNTk2fGltYWdlL3BuZ3xhRGd6TDJneVlpOHhNRGcyTlRVeE1qZzNOREF4TkM4eE1UQTBNemMxTFRGZk9EQXdWM2c0TURCSXw3ZmQxZTZjYjhlM2Q5NzY4NjNjMzViMjQzMTY3MTdjMTcyMGUyY2ZlOTA4ZDQwMGZjYWRkMTk5Mjg3ZDAyM2Q1,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1039049,208,SP-4S,ALHONGA,ALHON SPAREPARTS CABLE COVER 4MM SIL,Funda cable index 4 mm color plata ALHONGA - Caja de 25m,59.99,49.58,15.69,8430525120181,2,8714109090,0,1,Funda de cable. Index. Blanco Trenzado.<br><br><strong>Ø:</strong> 4 mm.<br><strong>Caja:</strong> 25 m.,Funda de cable. Index. Blanco Trenzado.Ø: 4 mm.Caja: 25 m.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3995,920,270,274,54,,Todos,https://api.mybihr.com/medias/1039049-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDUxMTF8aW1hZ2UvcG5nfGFEQmhMMmhtTmk4eE1EZzJOVFV5TXpFMk16RTJOaTh4TURNNU1EUTVMVEZmT0RBd1YzZzRNREJJfDZiZTUyYzg5MDhlYmNkYWJhOWUyMWQ4YTM5MWRiZmQ0YjJiYmI4M2IzMDE0ODU5MTFiMjViMzhiMWRlYjIxNDU,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101561,8551,HJ-806ADO-BLACK,ALHONGA,ALHON V-BRAKE BRAKE SET. BLACK. ALU,Juego de frenos bicicleta ALHONGA V-Brake. Aluminio negro,7.50,6.20,1.50,8430525085510,6843,8714949090,0,1,"Juego frenos V-Brake (2 piezas).
Aluminio forjado negro.
Sistema Muelle: Tipo espiral.
Dimensiones: 20-38mm.
Peso: 183gr (Par) Leva 102mm","Juego frenos V-Brake (2 piezas).
Aluminio forjado negro.
Sistema Muelle: Tipo espiral.
Dimensiones: 20-38mm.
Peso: 183gr (Par) Leva 102mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,556,183,123,119,38,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101561-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMwNjc5fGltYWdlL2pwZWd8YURsa0wyZzJZaTg1TmpNeU1EZzVPREF3TnpNMEx6RXhNREUxTmpFdE1WODRNREJYZURnd01FZ3w4YzUzMzFkMzlmNjBhN2M0NGFhYjA0Y2I3M2UwOWFhNmIwNGNlNzQ5Y2YzZTQzZmFkMGQzMjc2OWY4OTYyZTM3,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101567,836T,N8015ADU-REAR,ALHONGA,ALHON REAR U-BRAKES,ALHONGA Juego de frenos bicicleta U-Brake trasero,14.50,11.98,3.99,8430525120273,160,8714949090,0,1,"Pinza de freno trasero U-Brake para bicicleta.
BMX/Free Style.
Aluminio forjado. Color negro.
Sistema de muelle tipo bobina.
Dimensiones: 29-45mm Peso: 176gr","Pinza de freno trasero U-Brake para bicicleta.
BMX/Free Style.
Aluminio forjado. Color negro.
Sistema de muelle tipo bobina.
Dimensiones: 29-45mm Peso: 176gr",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,600,222,122,123,40,,BMX & Ciudad & Infantil,https://api.mybihr.com/medias/1101567-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY1NzE3fGltYWdlL2pwZWd8YURnM0wyaG1ZUzg1TmpNeU1Ea3hNemN6TlRrNEx6RXhNREUxTmpjdE1WODRNREJYZURnd01FZ3xlZWU4ZTBhYTc0NzgyNjI2ZmU1YWFiMmUzOGEwMTNkMDE2MWI4MzEyMzcyZjg2MDQ0YmRiYzNlOGZkN2U3OTM5,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101695,820NR,HJ-288ADV-BK,ALHONGA,ALHON V-BRAKE LEVER SET. BLACK. ALU,ALHONGA Juego de manetas bicicleta V-Brake Aluminio. Negro,8.49,7.02,1.99,8430525085534,5207,8714109090,0,1,"Juego de manetas MTB/City/Trekking
Soporte y palanca: Aluminio forjado. Color negro.
Compatible con frenos V-Brake.
Compatible con cualquier tipo de cambio.
Peso: 93gr (Unidad)
Largo maneta apto para 3 dedos","Juego de manetas MTB/City/Trekking
Soporte y palanca: Aluminio forjado. Color negro.
Compatible con frenos V-Brake.
Compatible con cualquier tipo de cambio.
Peso: 93gr (Unidad)
Largo maneta apto para 3 dedos",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1144,196,227,120,42,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101695-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzkwNzJ8aW1hZ2UvanBlZ3xhRFF4TDJnMFlTODVOak15TVRNeU1qWTRNRFl5THpFeE1ERTJPVFV0TVY4NE1EQlhlRGd3TUVnfDMxY2U5ZjAzZDk1MzgwNDQxY2M4MmVlZDlkNzY3YmZlNTA3ZjQ2MDViMzkxOGVmOWYwYjgyY2RkMTYzZDE1YzY,https://api.mybihr.com/medias/1101695-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0NjI5fGltYWdlL2pwZWd8YUdFeEwyZ3pZeTg1TmpNeU1UTXlOall4TWpjNEx6RXhNREUyT1RVdE1sODRNREJYZURnd01FZ3xlYjExYjc5OWNkMmYyMTIwMTkwN2Q2YjllNzM5NjEwNDQ1N2MxMGNmNGQ1ZjFmNGJkOWFjOGYxM2IxZTIwYmJk,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101697,819,HJ-609.12T3-BLACK,ALHONGA,ALHON 4 BRAKE SHOE SET V-BRAKE. BLACK,ALHONGA Juego de 4 zapatas de freno V-Brake. Color Negro,7.50,6.20,4.03,8430525016682,0,8714949090,0,1,Juego de 4 zapatas con espárrago para sistema V-Brake y U-Brake. Color negro.,Juego de 4 zapatas con espárrago para sistema V-Brake y U-Brake. Color negro.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,316,150,179,93,19,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/800Wx800H-1101697-1.jpg?context=bWFzdGVyfHJvb3R8ODY3OTB8aW1hZ2UvanBlZ3xhR1F5TDJnMll5ODFNREF6TVRnM05EWXdOVEE0Tmk4NE1EQlhlRGd3TUVoZk1URXdNVFk1TnkweExtcHdad3xjMmM1OGU1YzRjNGZjYTE3NmQ0N2ZlZmQyY2FjZjIzMTFmZmI1MGU2MTM4YTg1NzVjNzAwNDFjNjIwZGI1OWI1,https://api.mybihr.com/medias/800Wx800H-1101697-2.jpg?context=bWFzdGVyfHJvb3R8NjQ0NDF8aW1hZ2UvanBlZ3xhRFl4TDJnM055ODFNREF6TVRnM05Ea3pNamMyTmk4NE1EQlhlRGd3TUVoZk1URXdNVFk1TnkweUxtcHdad3xiZDFhMmRiYzFlOTg4ZGQ2Y2UwZmZmZDFmNjk2MzI3OWJmYzJlNDgyN2EyY2Q0Yzk3YzEyYTFmMmVjMTIzOGI3,https://api.mybihr.com/medias/800Wx800H-1101697-3.jpg?context=bWFzdGVyfHJvb3R8ODcwODZ8aW1hZ2UvanBlZ3xhRGxoTDJoall5ODFNREF6TVRnM05UTXlOVGs0TWk4NE1EQlhlRGd3TUVoZk1URXdNVFk1TnkwekxtcHdad3w1NGI5Y2I0ZThlMjU4ZjQ5YmJiYjVkZTJkYzNmOWZjMTkzM2QzYmNlZDYwZDVhYjlkZjVkMTEzNWFkZjRlNzg4,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101700,826,HJ-340ADV,ALHONGA,ALHON MTB KID LEVER SET. ALUMINUM,ALHONGA Juego de manetas bicicleta infantil. Cantilever. Aluminio Plata,8.49,7.02,1.99,8430525104280,2620,8714109090,0,1,"Juego de manetas MTB/City/Trekking
Soporte y palanca: Aluminio forjado.
Compatible con frenos Cantilever.
Compatible con cualquier tipo de cambio.
Peso: 93gr (Unidad)","Juego de manetas MTB/City/Trekking
Soporte y palanca: Aluminio forjado.
Compatible con frenos Cantilever.
Compatible con cualquier tipo de cambio.
Peso: 93gr (Unidad)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1030,204,230,121,37,,Infantil,https://api.mybihr.com/medias/1101700-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE1MDI3fGltYWdlL2pwZWd8YURoakwyZzVOaTg1TmpNeU1UTTBOakkzTXpVNEx6RXhNREUzTURBdE1WODRNREJYZURnd01FZ3xiODNmNmY5MTQ1NDIwM2MxMWE0ODlhN2Q4OWQwZmQzM2NiMTI3NGFmZTE2Zjc2ZTFhMTc0OGRkZjI4YWFkMWJl,https://api.mybihr.com/medias/1101700-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjAxMzQ0fGltYWdlL2pwZWd8YUdRNEwyaGxZaTg1TmpNeU1UTTFNREl3TlRjMEx6RXhNREUzTURBdE1sODRNREJYZURnd01FZ3xlMWQ1NzY4NzQwOTg5N2EwZjRjYjIyODRjZTdhY2Q3NzUxMGExN2QzOThlZWY5MDg5YjA2MzcyYjZjZDkyZmU5,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101704,875PL,HJ-806ADO-SILVER,ALHONGA,ALHON V-BRAKE BRAKES SET. SILVER. ALU,Juego de frenos de bicicleta ALHONGA V-Brake Aluminio Plata,6.99,5.78,1.99,8430525033948,1340,8714949090,0,1,"Juego frenos V-Brake (2 piezas).
Aluminio forjado. Color plata.
Sistema Muelle: Tipo espiral.
Dimensiones: 20-38mm
Peso: 183gr (Par) Leva 102mm","Juego frenos V-Brake (2 piezas).
Aluminio forjado. Color plata.
Sistema Muelle: Tipo espiral.
Dimensiones: 20-38mm
Peso: 183gr (Par) Leva 102mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,494,197,136,121,30,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101704-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4MDAwfGltYWdlL2pwZWd8YURjeUwyaGxOUzg1TmpNeU1UWTVOelUwTmpVMEx6RXhNREUzTURRdE1WODRNREJYZURnd01FZ3w1ZjM3MDRkZGE5NjM5MDIxN2EzY2YwM2M0OWIyN2ZhMzRiNzg3N2IxZjhjODY1NTZiMDExYThkM2E2MTk2YTYz,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101706,882PL,HJ-288PDV,ALHONGA,ALHON V-BRAKE LEVER SET. SILVER,ALHONGA Juego de manetas bicicleta V-Brake. Aluminio plata,6.50,5.37,1.50,8430525038158,2271,8714109090,0,1,"Juego de manetas MTB/City/Trekking
Soporte: Nylon negro. Palanca: Aluminio plata.
Compatible con frenos V-Brake.
Compatible con cualquier tipo de cambio.
Peso: 96gr (Unidad)
Largo maneta apto para 3 dedos","Juego de manetas MTB/City/Trekking
Soporte: Nylon negro. Palanca: Aluminio plata.
Compatible con frenos V-Brake.
Compatible con cualquier tipo de cambio.
Peso: 96gr (Unidad)
Largo maneta apto para 3 dedos",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,822,177,163,126,40,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101706-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTI1NjV8aW1hZ2UvanBlZ3xhREprTDJneVlpODVOak15TVRjd05UUXhNRGcyTHpFeE1ERTNNRFl0TVY4NE1EQlhlRGd3TUVnfDYwMGRlNDc0NTYyOTNmZTA4NTYxNDVmYjE1YzVmNmRjNzFmN2ZjZjBhZDhkMGJhMWQxMDc5YTQwOTQxOTAwM2Q,https://api.mybihr.com/medias/1101706-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjA4MjAxfGltYWdlL2pwZWd8YUdKaEwyZ3pPQzg1TmpNeU1UY3dPVE0wTXpBeUx6RXhNREUzTURZdE1sODRNREJYZURnd01FZ3xmMTU1NDMwM2Q1MjMxZDQ5MjdkM2YzNjdiMGUyMjczMWQ5OWFiOTE1NTAwOTA2MDM2YWYzMmFjNjQ5Nzg3ZWFk,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101716,979PL,HJ-288ADC-S,ALHONGA,ALHON CANTILEVER BIKE LEV 3 FING SILVER,ALHONGA Juego de manetas bicicleta Cantilever. Aluminio. Plata,12.00,9.92,2.99,8430525134737,919,8714109090,0,1,"Juego de manetas MTB/City/Trekking
Soporte y palanca: Aluminio forjado. Maneta color plata.
Compatible con frenos Cantilever.
Compatible con cualquier tipo de cambio.
Peso: 93gr (Unidad)","Juego de manetas MTB/City/Trekking
Soporte y palanca: Aluminio forjado. Maneta color plata.
Compatible con frenos Cantilever.
Compatible con cualquier tipo de cambio.
Peso: 93gr (Unidad)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,801,196,125,149,43,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101716-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5MDl8aW1hZ2UvanBlZ3xhREV5TDJnek1pODVOak15TVRjMU1qVTVOamM0THpFeE1ERTNNVFl0TVY4NE1EQlhlRGd3TUVnfDg3NzdlYjljNGEwOGQ5MzkyNTQ4NDEwNGU5MDRmODRjYjI4YjkwMWQ4MzYyYTZlYzI4NGJkZWM2YzM5ZmNkZGQ,https://api.mybihr.com/medias/1101716-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0Njc3fGltYWdlL2pwZWd8YUdJeUwyZ3paaTg1TmpNeU1UYzFOalV5T0RrMEx6RXhNREUzTVRZdE1sODRNREJYZURnd01FZ3wwMTcyZTU5ZTFkZWMxYjkxZTc0ZGRmYzc3ZmNhNzIyNjdmOTIwMGNiNDA4ZDkzYjE0MTE2NzkzNGU0Mjg2ODY0,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101338,313,HJ-272AQ,ALHONGA,ALHON ROAD LEVER SET. ALUMINUM,ALHONGA Juego de manetas bicicleta carretera Shimano 105 vintage. Aluminio,16.00,13.22,6.00,8430525014275,268,8714109090,0,1,"Juego manetas de freno para carretera
Soporte: Compuesto super nylon.
Maneta: Aluminio forjado.
Sistema con muelle de retorno Aero. Liberación rápida.
Cable interior. Tipo Shimano 105 series 1050-1055 (80's-90´s). Compatible con todos los frenos de pivote dobles.
ØAbrazadera: 22,2-23,8mm
Peso: 193g / par.","Juego manetas de freno para carretera
Soporte: Compuesto super nylon.
Maneta: Aluminio forjado.
Sistema con muelle de retorno Aero. Liberación rápida.
Cable interior. Tipo Shimano 105 series 1050-1055 (80's-90´s). Compatible con todos los frenos de pivote dobles.
ØAbrazadera: 22,2-23,8mm
Peso: 193g / par.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,798,282,127,157,40,,Carretera & Ciudad,https://api.mybihr.com/medias/1101338-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA5MjUxfGltYWdlL2pwZWd8YURjekwyaGlNQzg1TmpNeE5qTTJOekUzTlRrNEx6RXhNREV6TXpndE1WODRNREJYZURnd01FZ3xmNDRhOWMzN2U0YmJhZDQwZGMxY2E4Y2RmMGU2ZTU5NTYxZWFjNjA0MmQxNzBjNTIzMzJkMDI1MDJmZmQ1ZWQz,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101494,TF5R,D3017,ALHONGA,ALHON COVER-END 5MM. REINFOR 200PCS,ALHONGA Bote 200 topes funda de cable 5mm. Reforzado,24.99,20.65,8.30,8430525017153,253,8714109090,0,1,"Tope funda cable latón reforzado CNC Ø5 mm.
Bote de 200 unidades.","Tope funda cable latón reforzado CNC Ø5 mm.
Bote de 200 unidades.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,220,138,52,53,80,,Todos,https://api.mybihr.com/medias/1101494-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU3ODV8aW1hZ2UvanBlZ3xhR1psTDJoaU1pOHhNVFUzTlRjM05Ea3dORE0xTUM4eE1UQXhORGswTFRGZk9EQXdWM2c0TURCSXw5NTJmMTAxNDJjYTIxMjBiMmUyZjE1ZDAzYTE4YzI0ZGEzMWZkYzRhMjA4NTg3ZjQ0NzQwY2JiZjI1MDhjMDZm,https://api.mybihr.com/medias/1101494-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk0MzgwfGltYWdlL3BuZ3xhR05oTDJobU5DOHhNVFUzTlRjM01ESTROREEyTWk4eE1UQXhORGswTFRKZk9EQXdWM2c0TURCSXwyYzFlYjFiNDg1ZTk4NDNmMWRlMzdlYzlmNzY3Yjk4ZjdkMmMyMWY2YjJjMjIwMThhOTAzMDA1ZWFjM2VmMmIy,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105299,820RJ,HJ-288ADV-RED,ALHONGA,ALHON LEVER SET V-BRAKE ALUMINUM. RED,Juego de manetas V-Brake aluminio. Rojo,9.99,8.26,1.50,8430525038165,351,8714109090,0,1,"Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Red lever.
For V-Brake system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.","Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Red lever.
For V-Brake system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,747,196,132,123,46,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105299-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg3MTAxfGltYWdlL3BuZ3xhR1ZrTDJoaFl5OHhNRGcyTmpJNU1qSTJNRGc1TkM4eE1UQTFNams1TFRGZk9EQXdWM2c0TURCSXw2ODVmOTA1ZDc4MmI3YjZmNTQ5YmM2YjFhNzViNjZjNjljMzc1NjgxZmUxZmIwNWNjMTNhNmU2MGRhMzBhZmQ0,https://api.mybihr.com/medias/1105299-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTQxfGltYWdlL3BuZ3xhRGRpTDJoaVlTOHhNRGcyTmpJNU1qWTFOREV4TUM4eE1UQTFNams1TFRKZk9EQXdWM2c0TURCSXxkYWQzODc3MDA0MGU1MDUzY2Q4Y2VkNGFlYzBlMjBiMTEzNWUzZTNkYzM2ZjJmMzY0YTM0NzBiYjFmMTBmMWI1,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
