PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ángulo ( ° ),Color,Composición,Diámetro dirección Ø (mm),Diámetro Ø (mm),Longitud (mm),Peso (g),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1105271,697BL,HB-FB11-WHITE,KALLOY UNO,"KALLO BIKE HANDLEBAR UNO. Ø31,8 600. WH",Manillar Recto MTB Blanco Ø31.8mm,15.00,12.40,8.06,8430525128897,0,8714991089,0,1,<p>GRADE 1.0.</p><p>Centro manillar estriado para una sujeci�n perfecta<br>Certificaci�n EN-M: CEN 14766<br>� Centro manillar: 31.8 mm<br>Longitud: 600mm<br>Peso: 291gr<br>Apertura: 9�</p>,"
GRADE 1.0.
Centro manillar estriado para una sujeci�n perfectaCertificaci�n EN-M: CEN 14766� Centro manillar: 31.8 mmLongitud: 600mmPeso: 291grApertura: 9�",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2440,352,125,610,32,,,,,,,,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105271-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzODN8aW1hZ2UvcG5nfGFEYzJMMmc1WWk4eE1Ea3dNakUzTURrMU9Ua3dNaTh4TVRBMU1qY3hMVEZmT0RBd1YzZzRNREJJfGFiNjM5N2M2NmE4M2Q2YzZjMTQ1YTdlNDcwOTczMGQ3YmFiN2RkZjFiNDA5NGMxZWFkMjhmMzk1ZDZhOGVhODQ,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105315,864BL,AL-029T-W,KALLOY UNO,KALLO BIKE HANDLEBAR UNO RISE BAR 630 WH,Manillar MTB / Ciudad doble altura UNO. Ø25.4 630mm. Blanco,14.50,11.98,7.79,8430525116696,0,8714991089,0,1,"Manillar Hybrid doble altura UNO<br>Anchura: 630mm. Peso: 281 gr.<br>Aluminio 6061 P.G. Centro de manillar: �25,4mm.<br>Color Blanco<br>Elevaci�n: 50mm","Manillar Hybrid doble altura UNOAnchura: 630mm. Peso: 281 gr.Aluminio 6061 P.G. Centro de manillar: �25,4mm.Color BlancoElevaci�n: 50mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3646,412,663,141,39,,,,,,,,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105315-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTM2MTV8aW1hZ2UvcG5nfGFEWmxMMmhoTWk4eE1Ea3dNakUzTlRZM09EUTVOQzh4TVRBMU16RTFMVEZmT0RBd1YzZzRNREJJfGEzMTVmYmU3NjNmZGRlMjk4ZWJlNWJlM2RjOGYzMDEwYzI3MGMzOTJhZmE5N2E5YzcyODc3ZTI4ZGExNGI5MDc,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105459,"TS661-27,2",SP612N-27.2-BLACK/WH,KALLOY UNO,"KALLO SEATPOST L:350MM Ø27,2. BLACK",Tija de sillín UNO TS 661 - 350mm Ø27.2 Negro,14.52,12.00,7.80,8430525128842,0,8714999089,0,1,"<p>Tija MTB GRADE 2.0.</p>
<ul>
<li>Aluminio 6061-T6.</li>
<li>Cabezal forjado 2D</li>
<li>Negra/Blanca</li>
<li>Peso: 319gr</li>
<li>L: 350mm</li>
<li>&Oslash;: 27.2mm</li>
</ul>
<p>Normalmente, el usuario tiene asumido que el montaje de una tija es complicado.&nbsp;El equipo de innovaci&oacute;n de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubri&oacute; que la soluci&oacute;n es el nuevo sistema <strong>LATERAL CLAMPING MECHANISM</strong>, consistente en la incorporaci&oacute;n de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sill&iacute;n se simplifica al m&aacute;xico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.</p>","
Tija MTB GRADE 2.0.

Aluminio 6061-T6.
Cabezal forjado 2D
Negra/Blanca
Peso: 319gr
L: 350mm
Ø: 27.2mm


Normalmente, el usuario tiene asumido que el montaje de una tija es complicado. El equipo de innovación de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubrió que la solución es el nuevo sistema LATERAL CLAMPING MECHANISM, consistente en la incorporación de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sillín se simplifica al máxico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2533,350,381,109,61,,Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105459-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA4NTd8aW1hZ2UvanBlZ3xhRGN4TDJobFppOHhNVE01T1RZME9UTTJNVGsxTUM4eE1UQTFORFU1TFRGZk9EQXdWM2c0TURCSXwxMjZiODU3N2RiNGUyNjY0MDY3MDcyMTkzYTY1MmNiMmQzOGNlNDBkMzRjZjY0NDhlZWYxY2EyZGNlNzM3ODY0,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1104736,15373,"G-C02-WHITE-31,6",KALLOY UNO,"KALLO SEATPOST CLAMP Ø31,6. WH",Cierre de tija de sillín de bicicleta UNO Gorila Park - Ø31.6mm Blanco,7.50,6.20,4.03,8430525153738,0,8714950000,0,1,"<font size=1><font size=1><p align=left><font size=3>Abrazadera tija sill�n UNO. GORILLA PARK. 38gr.</font></p><p align=left><font size=3>Cierre de doble tornillo. Aluminio CNC Extruido.</font></p><font size=3><p><font size=3>Para cuadro de �34,9 mm y tija de �31,8 mm.</font></p><p>Color blanco.</p></font></font></font>","Abrazadera tija sill�n UNO. GORILLA PARK. 38gr.Cierre de doble tornillo. Aluminio CNC Extruido.Para cuadro de �34,9 mm y tija de �31,8 mm.Color blanco.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1276,54,290,110,40,,Blanco,,,,,,BMX & E-Bike & Infantil & MTB,https://api.mybihr.com/medias/1104736-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExNzk3fGltYWdlL3BuZ3xhR0l6TDJoaVl5OHhNRGc1TlRjNU5UQTVNelV6TkM4eE1UQTBOek0yTFRGZk9EQXdWM2c0TURCSXxkYjBmYmI3OWQ2YzhmYzAxM2Q2ODYzOTgxNDI5ZWU3MzY0Mzc5MmQ4OTRjZDk0YWM3OGQ4OWZhZjNjMWRjNWVl,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105175,316AM,AL-029T+CRC-Y,KALLOY UNO,"KALLO HANDLEBA REINFOR BAR 630-Ø25,4 YEL",Manillar MTB con tirante. Amarillo. 630mm,20.57,17.00,11.05,8430525019911,0,8714991089,0,1,"Manillar MTB/Downhill Doble altura UNO Ultralite<br>Anchura: 630mm. Peso: 357 gr.<br>Con tirante y abrazaderas. Aluminio 029T.<br>Centro de manillar: �25,4mm.<br>Altura del centro de la potencia hasta el centro de los pu�os: 52 mm.<br>Color Amarillo","Manillar MTB/Downhill Doble altura UNO UltraliteAnchura: 630mm. Peso: 357 gr.Con tirante y abrazaderas. Aluminio 029T.Centro de manillar: �25,4mm.Altura del centro de la potencia hasta el centro de los pu�os: 52 mm.Color Amarillo",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1170,390,130,150,60,,,,,,,,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105175-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwMzI3fGltYWdlL3BuZ3xhR001TDJoaE5DOHhNRGt3TWpFMk5ESTNOVEl6TUM4eE1UQTFNVGMxTFRGZk9EQXdWM2c0TURCSXxkMDdjYjA1NmViZTM1YjZlZGQ3ODA4ZWY5NTg4YjA4Mjk5MjI2NWQ5ZTFkM2VjNGNhZTMzYWE2Yjg0ZTNjMGE5,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105453,"TS653-27,2",SP-612N-27.2,KALLOY UNO,"KALLO SEATPOST L:350MM Ø27,2. BLACK",Tija de sillín UNO TS 653 - 350mm Ø27.2 Negro,18.50,15.29,6.99,8430525128781,11,8714999089,0,1,"<p>Tija MTB GRADE 2.0.</p>
<ul>
<li>Aluminio 6061-T6.</li>
<li>Cabezal forjado 2D</li>
<li>Negra</li>
<li>Peso: 319gr</li>
<li>L: 350mm</li>
<li>&Oslash;: 27.2mm</li>
</ul>
<p>Normalmente, el usuario tiene asumido que el montaje de una tija es complicado.&nbsp;El equipo de innovaci&oacute;n de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubri&oacute; que la soluci&oacute;n es el nuevo sistema <strong>LATERAL CLAMPING MECHANISM</strong>, consistente en la incorporaci&oacute;n de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sill&iacute;n se simplifica al m&aacute;xico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.</p>","
Tija MTB GRADE 2.0.

Aluminio 6061-T6.
Cabezal forjado 2D
Negra
Peso: 319gr
L: 350mm
Ø: 27.2mm


Normalmente, el usuario tiene asumido que el montaje de una tija es complicado. El equipo de innovación de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubrió que la solución es el nuevo sistema LATERAL CLAMPING MECHANISM, consistente en la incorporación de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sillín se simplifica al máxico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2061,336,341,93,65,,Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105453-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTExMzE1fGltYWdlL3BuZ3xhR0U0TDJoak15OHhNRGt3TmpVMk16UTBORGMyTmk4eE1UQTFORFV6TFRGZk9EQXdWM2c0TURCSXwxMzE4MmJhNzRkMzA2YjA4NWQ0YjU3MGZmNGFkZmE2MzNjYmI5MjU3YTNhZDNmNWI1OTk3MzVjNTRkODcyZDA2,https://api.mybihr.com/medias/1105453-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTEwMzkxfGltYWdlL3BuZ3xhREZpTDJoaU5pOHhNRGt3TmpVMk16Z3pOems0TWk4eE1UQTFORFV6TFRKZk9EQXdWM2c0TURCSXwyY2NlZmVlMTM2ZTgxYjNmYTI3ZDBjZGVkNmRhYjM3ZTQ0YzE3MDljNGQ5MDhkN2NjOWNmOTI2MDA5ZmJhNmZi,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1104729,15364,AS025N-7º-110-BLACK,KALLOY UNO,KALLO HANDLEBAR STEM 6 L110 BLK +/-7º,Potencia para bicicleta ±7° UNO Serie 6 - 110 mm negro,27.99,23.13,6.82,8430525153646,20,8714109090,0,1,"<p>Potencia manillar multiposici&oacute;n UNO Grade 2.0 MTB/Road</p>
<ul>
<li>90mm / 128gr</li>
<li>Color Negro</li>
<li>3-D Forged Aluminio 6061-T6</li>
<li>&Aacute;ngulo: +7 (Dise o invertible)</li>
<li>Direcci&oacute;n: 28,6 mm ( 1-1/8 )</li>
<li>Centro de manillar: 31,8mm</li>
<li>Color negro</li>
</ul>
<p>Incluye dos casquillos m&aacute;s una tapa de direcci&oacute;n especial para conseguir hasta 6 posiciones distintas de inclinaci&oacute;n.</p>","
Potencia manillar multiposición UNO Grade 2.0 MTB/Road

90mm / 128gr
Color Negro
3-D Forged Aluminio 6061-T6
Ángulo: +7 (Dise o invertible)
Dirección: 28,6 mm ( 1-1/8 )
Centro de manillar: 31,8mm
Color negro


Incluye dos casquillos más una tapa de dirección especial para conseguir hasta 6 posiciones distintas de inclinación.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1322,140,231,108,53,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104729-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwMTczfGltYWdlL3BuZ3xhR1k1TDJnMU1pOHhNVE01T1RZM01EVXpNREEzT0M4eE1UQTBOekk1TFRGZk9EQXdWM2c0TURCSXw0ZjI0ODBiOWVkYzhiOTgyOGUxNzI3MGIzYzBjNzdiZjk2MjM2YmFmNjNjMWM4M2U1NmVjYjk2OGYyYWY0MzQw,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1104722,15357,ASA105-7º-100-BLACK,KALLOY UNO,KALLO HANDLEBAR STEM 7 L100 BLK +/-7º,Potencia para bicicleta ±7° UNO Serie 7 - 100 mm negro,39.99,33.05,6.75,8430525153578,5,8714109090,0,1,"<p>Potencia manillar ultraligera UNO Grade 3.0 MTB/Road&nbsp;</p>
<ul>
<li>3-D Forged Aluminio 7050-T6</li>
<li>100mm / 100gr - Color Negro</li>
<li>&Aacute;ngulo: -7 (Dise o invertible)</li>
<li>Direcci&oacute;n: 28,6 mm ( 1-1/8 )</li>
<li>Centro de manillar: 31,8mm</li>
</ul>","
Potencia manillar ultraligera UNO Grade 3.0 MTB/Road 

3-D Forged Aluminio 7050-T6
100mm / 100gr - Color Negro
Ángulo: -7 (Dise o invertible)
Dirección: 28,6 mm ( 1-1/8 )
Centro de manillar: 31,8mm
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1376,141,234,105,56,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104722-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIzMTcwfGltYWdlL3BuZ3xhR0l6TDJnNE5DOHhNVE01T1RZM01qWTVNamMyTmk4eE1UQTBOekl5TFRGZk9EQXdWM2c0TURCSXxlNjJhMDY4NWFjMDAxZDM2MDdjNDA1ZDg2MjcxMDAxZTlmNGQ4MjFiZTdiZTRiZmVlMzljNjJlMGVjZTFmOTZk,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105174,300NR,AS021-7º-110-BLACK,KALLOY UNO,"KALLO HANDLEBAR STEM L110 31,8 +/-7º BLK",Potencia para bicicleta ±7° UNO - 110 mm negro,19.36,16.00,6.40,8430525155121,18,8714109090,0,1,"<p>Potencia manillar MTB/Road UNO</p>
<ul>
<li>3-D Forged Alloy</li>
<li>&Aacute;ngulo: +/-7 (Dise o Invertible)</li>
<li>Direcci&oacute;n: 28,6 mm</li>
<li>Centro de manillar: 31,8 mm</li>
<li>Peso: 151 gr</li>
<li>Largo<strong>:</strong> 110mm</li>
</ul>","
Potencia manillar MTB/Road UNO

3-D Forged Alloy
Ángulo: +/-7 (Dise o Invertible)
Dirección: 28,6 mm
Centro de manillar: 31,8 mm
Peso: 151 gr
Largo: 110mm
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,385,180,70,110,50,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105174-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExNjk0fGltYWdlL3BuZ3xhREV5TDJnNFl5OHhNVE01T1RZMU5qWTJPVEl4TkM4eE1UQTFNVGMwTFRGZk9EQXdWM2c0TURCSXxiMDExYjBlYmRmNTc0ZTRiMWNiZDMxZjFmYjM1NmIyZGE0OTY5ODAyZGMwNDJhMTRkNzA0OTA1ODkyYTRiNDhh,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105430,"TS297-30,4",SP-341-30.4BK1,KALLOY UNO,"KALLO SEATPOST L:350MM Ø30,4. BLACK",Tija de sillín UNO TS 297 - 350mm Ø30.4 Negro,15.50,12.81,8.33,8430525034211,1,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Negro</li>
<li>L: 350mm</li>
<li>&Oslash;: 30,4</li>
</ul>","
Aluminio
Color Negro
L: 350mm
Ø: 30,4
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1936,343,383,79,64,,Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105430-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY0Mzd8aW1hZ2UvcG5nfGFEYzRMMmc0TkM4eE1UTTVPVFkyTkRVek16VXpOQzh4TVRBMU5ETXdMVEZmT0RBd1YzZzRNREJJfGZhNTFjMDNhYjY0NTU0ZjFkY2NiNzY2YThiMTA4NmRlNWMyNWQxMjU4YmU4ZjNlNjlmMTkyZDFmZjFiNTkxN2I,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105471,"TSP02-27,2",UBSSP01-400-27.2,KALLOY UNO,"KALLO SEATPOST L:400MM Ø27,2. CARBON",Tija de sillín UNO TSP 02 - 400mm Ø27.2 Carbone,99.00,81.82,17.00,8430525326484,12,8714999089,0,1,"<p>Tija MTB Monocoque.</p>
<ul>
<li>Tubo Carbono</li>
<li>Cabezal aluminio</li>
<li>Dise&ntilde;o de doble tornillo</li>
<li>Certificaci&oacute;n EN-M: CEN 14766</li>
<li>Full Carbon Fiber [3K/UD]</li>
<li>Offset: 15mm</li>
<li>Peso: 179gr</li>
<li>Largo: 400mm</li>
<li>&Oslash;: 27.2 mm</li>
</ul>","
Tija MTB Monocoque.

Tubo Carbono
Cabezal aluminio
Diseño de doble tornillo
Certificación EN-M: CEN 14766
Full Carbon Fiber [3K/UD]
Offset: 15mm
Peso: 179gr
Largo: 400mm
Ø: 27.2 mm
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,4239,241,439,136,71,,Carbono,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105471-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTcxNDl8aW1hZ2UvcG5nfGFEa3hMMmd3Wmk4eE1Ea3dOalUzT0RBMU9USTVOQzh4TVRBMU5EY3hMVEZmT0RBd1YzZzRNREJJfGVmYjFlNGQ5ODc3NzdkZGQ4Y2I1NGVjYTcyNWU5YjAxOTYyOWZlNjhjMWE5YzJiNWZlYTY1Mjg0NTQwNjRlNjU,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105412,"TS132-31,4",SP-341-31.4BK1,KALLOY UNO,"KALLO SEATPOST L:350MM Ø31,4. SILVER",Tija de sillín UNO SP 341 - 350mm Ø31.4 Plata,15.98,13.21,5.28,8430525033733,9,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Plata</li>
<li>L: 350mm</li>
<li>&Oslash;: 31,4</li>
</ul>","
Aluminio
Color Plata
L: 350mm
Ø: 31,4
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1968,352,87,390,58,,Plata,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105412-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NzY2fGltYWdlL3BuZ3xhRGswTDJoa01DOHhNRGt3TmpVMU1EUTJPRFl6T0M4eE1UQTFOREV5TFRGZk9EQXdWM2c0TURCSXxiNzE2Y2M0NDdkNjM2YmRhOGJhODE0N2FlMDIwZGUzNjU5OTY3NTNhMzI1Mzc0YWY2MTRjNTg4ZGQ0ZjdlNzY4,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105405,TS132-30,SP-341-30S,KALLOY UNO,KALLO SEATPOST L:350MM Ø30. SILVER,Tija de sillín UNO SP 341 - 350mm Ø30 Plata,16.50,13.64,5.50,8430525015555,7,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Plata</li>
<li>L: 350mm</li>
<li>&Oslash;: 30</li>
</ul>","
Aluminio
Color Plata
L: 350mm
Ø: 30
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1359,322,384,58,61,,Plata,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105405-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzEwODN8aW1hZ2UvanBlZ3xhRFptTDJneU55OHhOVFF5T1RBMk1qZzROVFF3Tmk4eE1UQTFOREExTFRGZk9EQXdWM2c0TURCSXxkZWM0MGMxNzFmOWIyMDBhZmU2YmMxMTg3ZGFlMzI0OTNiMjNlMTU3YzkwMzhkMGExMWUyZjI2YmY5ZDgzNTU0,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105391,"TS103-26,4",SP-341-26.4BK,KALLOY UNO,"KALLO SEATPOST L:400MM Ø26,4. BLACK",Tija de sillín UNO TS 103 - 400mm Ø26.4 Negro,17.50,14.46,9.40,8430525092754,7,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Negro</li>
<li>L: 400mm</li>
<li>&Oslash;: 26,4</li>
</ul>","
Aluminio
Color Negro
L: 400mm
Ø: 26,4
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,124,351,406,5,61,,Negro,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105391-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY0Mzd8aW1hZ2UvcG5nfGFEZzVMMmhrT1M4eE1UTTVPVFkyTURRd05EYzJOaTh4TVRBMU16a3hMVEZmT0RBd1YzZzRNREJJfDhlY2FlY2VlOTQ2MmFmNTkzNTc5MTQ1OTdkNzA3OGI5ZDExODBjOWMxZWJmNWY5NGVkMDJiYWRjYjgxNjY1NmI,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105433,TS297-31,SP-341-31BK1,KALLOY UNO,KALLO SEATPOST L:350MM Ø31. BLACK,Tija de sillín UNO TS 297 - 350mm Ø31 Negro,15.00,12.40,8.06,8430525034242,18,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Negro</li>
<li>L: 350mm</li>
<li>&Oslash;: 31</li>
</ul>","
Aluminio
Color Negro
L: 350mm
Ø: 31
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1235,334,382,53,61,,Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105433-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY0Mzd8aW1hZ2UvcG5nfGFEZ3hMMmhsTUM4eE1UTTVPVFkyTlRFeU16TTFPQzh4TVRBMU5ETXpMVEZmT0RBd1YzZzRNREJJfDNjOWQxYWIwMmVjNjFiODFlODZiOTA5NGNjNTI4NmFlYmI5Nzc2NjBhYjc0NGVmY2ExZmM2Y2JjOTY1MmRhNzU,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105428,TS297-30,SP-341-30BK1,KALLOY UNO,KALLO SEATPOST L:350MM Ø30. BLACK,Tija de sillín UNO TS 297 - 350mm Ø30 Negro,15.98,13.21,5.28,8430525034198,26,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Negro</li>
<li>L: 350mm</li>
<li>&Oslash;: 30.</li>
</ul>","
Aluminio
Color Negro
L: 350mm
Ø: 30.
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,688,319,362,50,38,,Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105428-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY0Mzd8aW1hZ2UvcG5nfGFHVmlMMmczTmk4eE1UTTVPVFkyTkRFME1ETXhPQzh4TVRBMU5ESTRMVEZmT0RBd1YzZzRNREJJfGRiMzY1ZThkODYxYjEwNjhkZDQxNWZhNTY5ZTNiZDE3NGZkM2E1MmE1NDhmYTgzOTA3ZDY5ZWZiYzAyZDBhYjI,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105394,"TS132-25,6",SP-341-25.6S,KALLOY UNO,"KALLO SEATPOST L:350MM Ø25,6. SILVER",Tija de sillín UNO SP 341 - 350mm Ø25.6 Plata,15.98,13.21,8.59,8430525033689,7,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Plata</li>
<li>L: 350mm</li>
<li>&Oslash;: 25,6</li>
</ul>","
Aluminio
Color Plata
L: 350mm
Ø: 25,6
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1896,329,379,82,61,,Plata,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105394-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NzY2fGltYWdlL3BuZ3xhR1EzTDJneFpDOHhNRGt3TWpFNE5qZ3hPVFl4TkM4eE1UQTFNemswTFRGZk9EQXdWM2c0TURCSXxkMmIwNzBiY2QyYzk4MTkwZTUyZmI0YmQ5OTY3OTJkNWMyNDllZDlmZmRiNzBjODNkODM4Y2UzY2FmOGFhZmNh,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105395,"TS132-25,8",SP-341-25.8S,KALLOY UNO,"KALLO SEATPOST L:350MM Ø25,8. SILVER",Tija de sillín UNO SP 341 - 350mm Ø25.8 Plata,14.50,11.98,3.99,8430525015463,40,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Plata</li>
<li>L: 350mm</li>
<li>&Oslash;: 25,8</li>
</ul>","
Aluminio
Color Plata
L: 350mm
Ø: 25,8
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1211,335,377,63,51,,Plata,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105395-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NzY2fGltYWdlL3BuZ3xhRGMwTDJnek55OHhNRGt3TWpFNE56SXhNamd6TUM4eE1UQTFNemsxTFRGZk9EQXdWM2c0TURCSXw1MTVjMGRhOGYyMGE0MGViZmIyNzI0YTViZThiN2FmZjA2MjgxZjFhMjVjM2ZkZDYyY2VlMzkxYzBmMGU2NGRh,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
