PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Picture1,Picture2,Picture3,AllPicturesZIP,Document1,Document2,DeliveryPlant
9003410,,8488,BRIDGESTONE,BRIDG TIRE HOOP B01 100/80-12,Neumático BRIDGESTONE HOOP B01 100/80-12 56J TL,88.33,73.00,37.23,3286340848817,2,4011400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>SAFE AND FUN ON THE STREETS</p><p>High gripping power and wet-weather performance will let you enjoy some slick riding.<a id=""_dx_frag_EndFragment""></a></p><p> </p><p><a id=""_dx_frag_StartFragment""></a>GREAT VALUE</p><p>Designed for a long life and with a full size line-up overing a large range of scooters.<a id=""_dx_frag_EndFragment""></a></p><p> </p><p><a id=""_dx_frag_StartFragment""></a>ATTRACTIVE DESIGN</p><p>These tyres are designed to complement sharp, sporty scooters.<a id=""_dx_frag_EndFragment""></a></p><p> </p></body> </html>","       SAFE AND FUN ON THE STREETSHigh gripping power and wet-weather performance will let you enjoy some slick riding. GREAT VALUEDesigned for a long life and with a full size line-up overing a large range of scooters. ATTRACTIVE DESIGNThese tyres are designed to complement sharp, sporty scooters.  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,22275,2720,450,450,110,80,100,"Scooter, ciclomotor",,12,X-Ply,Neumáticos de motocicleta y scooter,,56,J < 100 km/h,,HOOP B01,Delantero/trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003410-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ4MzR8aW1hZ2UvanBlZ3xhRFV6TDJobE5TOHhOVE14TmpZeU56STVNakU1TUM4NU1EQXpOREV3TFRGZk9EQXdWM2c0TURCSXxjZGNlNWI3ZTc5ZjZjMjk3MTFmNzAwODA1YTQ5MmNlOTNlMDk4ZDg2YjE2ZTEyODJkMzBkZjkyOGU3ZWYxYWNl,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003414,575010597,10597,BRIDGESTONE,BRIDG TIRE SCOOTER FRONT 110/70-16,Neumático BRIDGESTONE BATTLAX SCOOTER FRONT 110/70-16 52S TL,177.87,147.00,74.97,3286341059717,3,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><br></p><p>DIAGONAL</p><p><br></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p><br></p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p><br></p><p>- Máximo rendimiento.</p><p><br></p><p>- Conducción deportiva.</p><p><br></p><p>- Contacto seguro.</p>","
BATTLAX SCOOTER SC

DIAGONAL

Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.

Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.

- Máximo rendimiento.

- Conducción deportiva.

- Contacto seguro.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,33708,3800,530,530,120,70,110,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,52,S < 180 km/h,,BATTLAX SCOOTER,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9003414-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA0MDl8aW1hZ2UvanBlZ3xhREJrTDJnNU1DOHhOVFU1T1RJME16WTVNREF4TkM4NU1EQXpOREUwTFRGZk9EQXdWM2c0TURCSXxlMjRlYzQ5ZjY3MWQ5OWZkZDJkNzAwMmYzNjJkMWQ3ODgxNTRhNjc4YzUwNTNlNGUzMWIwMWMzZTA2MzQ4NGU2,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003417,90100170,17425,BRIDGESTONE,BRIDG TIRE SCOOTER FRONT 110/70-13,Neumático BRIDGESTONE BATTLAX SCOOTER FRONT 110/70-13 48P TL,82.28,68.00,34.68,3286341742510,32,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong>    <br>  </strong></p><p><strong>DIAGONAL</strong></p><p>  <br></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>  <br></p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>  <br></p><p>- Máximo rendimiento. </p><p>  <br></p><p>- Conducción deportiva.</p><p>  <br></p><p>- Contacto seguro.</p>","
BATTLAX SCOOTER SC
      
DIAGONAL
  
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
  
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
  
- Máximo rendimiento. 
  
- Conducción deportiva.
  
- Contacto seguro.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,29952,3380,480,480,130,70,110,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,48,P < 150 km/h,,BATTLAX SCOOTER,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9003417-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY4MTJ8aW1hZ2UvanBlZ3xhRFptTDJoa1pTODRPVE0wTlRjd01ETXpNVGd5THprd01ETTBNVGN0TVY4NE1EQlhlRGd3TUVnfGY1NmU2MWYyODMzYmMxNTkzNmQ3YjI0MzQ5YzczMmYyMDQzOTZmNTQ4NzgwN2MyZjgyMjIyMzQyMDQ2NmIyNjY,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003418,90100168,17426,BRIDGESTONE,BRIDG TIRE SCOOTER FRONT 100/80-14,Neumático BRIDGESTONE BATTLAX SCOOTER FRONT 100/80-14 48P TL,82.28,68.00,34.68,3286341742619,11,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong>    <br>  </strong></p><p><strong>DIAGONAL</strong></p><p>  <br></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>  <br></p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>  <br></p><p>- Máximo rendimiento. </p><p>  <br></p><p>- Conducción deportiva.</p><p>  <br></p><p>- Contacto seguro.</p>","
BATTLAX SCOOTER SC
      
DIAGONAL
  
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
  
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
  
- Máximo rendimiento. 
  
- Conducción deportiva.
  
- Contacto seguro.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,26010,3190,510,510,100,80,100,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,48,P < 150 km/h,,BATTLAX SCOOTER,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9003418-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY4MTJ8aW1hZ2UvanBlZ3xhRFkxTDJnd1pDODRPRFV5TXpFNU56azNNamM0THprd01ETTBNVGd0TVY4NE1EQlhlRGd3TUVnfGIxNzVkNGYyNjhiN2NkYzQ3MjFjMDljNjYzOTM3NGNkMWQyZTI0OWVkMTMyYWNlOTZjMjdlZDRmZmFjYTI2ZWQ,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003421,,23266,BRIDGESTONE,BRIDG TIRE SCOOTER REAR M 140/70-14,Neumático BRIDGESTONE BATTLAX SCOOTER REAR M Yamaha Tricity 300 '20 140/70-14 62P TL,147.62,122.00,62.22,3286342326610,1,4011400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>TOP PERFORMANCE</p><p>Looking for tyres to match the performance of your high-powered scooter? The Battlax Scooter delivers the precision handling and stability you need to meet the challenges of city riding.<a id=""_DX_FRAG_ENDFRAGMENT""></a></p><p> </p><p>SPORTS HANDLING</p><p>Above all, the Battlax Scooter gives you the confidence to push the limits of your scooter on both wet and dry surfaces for a fun ride, whatever your destination.</p><p> </p><p>SECURE CONTACT</p><p>Advanced sporty tread patterns ensure a superior grip for that real sports feeling. Drive it in deep in the corners and push it even harder on the straights.</p><p> </p><p>ULTIMATE COMFORT</p><p>Reduced pattern noise on the front and rear tyre ensures a really efficient and above all comfortable ride on a variety of surfaces.</p><p> </p><p>SAFETY ASSURED</p><p>Bridgestone’s constant commitment to safety and reliability is your guarantee of tyres that are up to the job of keeping you on the straight and narrow.</p><p> </p></body> </html>","       TOP PERFORMANCELooking for tyres to match the performance of your high-powered scooter? The Battlax Scooter delivers the precision handling and stability you need to meet the challenges of city riding. SPORTS HANDLINGAbove all, the Battlax Scooter gives you the confidence to push the limits of your scooter on both wet and dry surfaces for a fun ride, whatever your destination. SECURE CONTACTAdvanced sporty tread patterns ensure a superior grip for that real sports feeling. Drive it in deep in the corners and push it even harder on the straights. ULTIMATE COMFORTReduced pattern noise on the front and rear tyre ensures a really efficient and above all comfortable ride on a variety of surfaces. SAFETY ASSUREDBridgestone’s constant commitment to safety and reliability is your guarantee of tyres that are up to the job of keeping you on the straight and narrow.  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,40824,5100,540,540,140,70,140,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,62,P < 150 km/h,,BATTLAX SCOOTER M,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003421-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIzNjUwfGltYWdlL2pwZWd8YUdJd0wyaGxOQzg0T1RBNE1EVXpORGM1TkRVMEx6a3dNRE0wTWpFdE1WODRNREJYZURnd01FZ3w0OWViNThkNTAyMzU5ZDZiODcxZmMwMjcxNTg4ZTc2ZDE2MTI0YWM1ZDllYjg0M2YyMWQ4Zjg4M2QyNGNhNTRh,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003376,575007202,7202,BRIDGESTONE,BRIDG TIRE SCOOTER FRONT 110/90-13,Neumático BRIDGESTONE BATTLAX SCOOTER FRONT 110/90-13 56L TL,104.06,86.00,43.86,3286340720212,3,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong><em>DIAGONAL</em></strong></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>- Máximo rendimiento. </p><p>- Conducción deportiva.</p><p>- Contacto seguro.</p><p>  <br></p><p>  <br></p>","
BATTLAX SCOOTER SC
DIAGONAL
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
- Máximo rendimiento. 
- Conducción deportiva.
- Contacto seguro.
  
  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,28611,4400,510,510,110,90,110,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,56,L < 120 km/h,,BATTLAX SCOOTER,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9003376-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA0MDl8aW1hZ2UvanBlZ3xhRE14TDJneVlpOHhOVFU1T1RJME1EUTBOVGs0TWk4NU1EQXpNemMyTFRGZk9EQXdWM2c0TURCSXw2MDQ2ZDM0ZDc5ZjA3ZDc2NGQwMjFiZjUzN2E2NTI0ZWFhMzNlNGZhZWI5MmJhNTJhMDMyOGU3NjYzYzEyOTky,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003377,575007203,7203,BRIDGESTONE,BRIDG TIRE SCOOTER REAR 100/90-14,Neumático BRIDGESTONE BATTLAX SCOOTER REAR 100/90-14 57P TL,95.59,79.00,40.29,3286340720311,29,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong><em>DIAGONAL</em></strong></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>- Máximo rendimiento. </p><p>- Conducción deportiva.</p><p>- Contacto seguro.</p><p>  <br></p><p>  <br></p>","
BATTLAX SCOOTER SC
DIAGONAL
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
- Máximo rendimiento. 
- Conducción deportiva.
- Contacto seguro.
  
  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,27353,3992,523,523,100,90,100,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,57,P < 150 km/h,,BATTLAX SCOOTER,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003377-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwMTg0fGltYWdlL2pwZWd8YUdJeUwyaG1aQzh4TlRVNU9USXpORFF4TmpZM01DODVNREF6TXpjM0xURmZPREF3VjNnNE1EQkl8NDRhZjMxNjJkZDJkZjczMDRkZTkxYjc0NWZhYTYyOWYxYmI3MmYwYTNmMDM1MTNjZjc1NTI1MWRmYzFjODBmNQ,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003378,575007204,7204,BRIDGESTONE,BRIDG TIRE SCOOTER REAR 140/70-13,Neumático BRIDGESTONE BATTLAX SCOOTER REAR 140/70-13 61P TL,124.63,103.00,52.53,3286340720410,1,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong><em>DIAGONAL</em></strong></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>- Máximo rendimiento. </p><p>- Conducción deportiva.</p><p>- Contacto seguro.</p><p>  <br></p><p>  <br></p>","
BATTLAX SCOOTER SC
DIAGONAL
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
- Máximo rendimiento. 
- Conducción deportiva.
- Contacto seguro.
  
  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,18566,5420,515,515,70,70,140,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,61,P < 150 km/h,,BATTLAX SCOOTER,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003378-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwMTg0fGltYWdlL2pwZWd8YUdOaUwyaG1NaTh4TlRVNU9USXpORGMzTnpFeE9DODVNREF6TXpjNExURmZPREF3VjNnNE1EQkl8N2YxNTNiMzZjYmRhYjNjNjk1MThmOWIyZjk0NTY2OGZiYmMwYzQ3ZjhlOTZjZTcyMjZhNWI4MTQ3NTkyZjRmYg,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003379,575007205,7205,BRIDGESTONE,BRIDG TIRE SCOOTER FRONT 120/70-13,Neumático BRIDGESTONE BATTLAX SCOOTER FRONT 120/70-13 53P TL,88.33,73.00,37.23,3286340720519,2,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong><em>DIAGONAL</em></strong></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>- Máximo rendimiento. </p><p>- Conducción deportiva.</p><p>- Contacto seguro.</p><p>  <br></p><p>  <br></p>","
BATTLAX SCOOTER SC
DIAGONAL
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
- Máximo rendimiento. 
- Conducción deportiva.
- Contacto seguro.
  
  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,26508,3980,470,470,120,70,120,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,53,P < 150 km/h,,BATTLAX SCOOTER,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9003379-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA0MDl8aW1hZ2UvanBlZ3xhRFk0TDJnek9DOHhOVFU1T1RJME1EZ3dOalF6TUM4NU1EQXpNemM1TFRGZk9EQXdWM2c0TURCSXxkNmRlMGRmZGFjOTMzNGZlNDIxNGY4ZDZjODZmNzZmM2NiMWJhMWE5M2Q0OTM1MGZkOWMxZmNjOGEzMGQxYmQ4,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003380,,7208,BRIDGESTONE,BRIDG TIRE SCOOTER REAR 130/70-13,Neumático BRIDGESTONE BATTLAX SCOOTER REAR 130/70-13 57P TL,119.79,99.00,50.49,3286340720816,11,4011400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>TOP PERFORMANCE</p><p>Looking for tyres to match the performance of your high-powered scooter? The Battlax Scooter delivers the precision handling and stability you need to meet the challenges of city riding.<a id=""_dx_frag_EndFragment""></a></p><p> </p><p><a id=""_dx_frag_StartFragment""></a>SPORTS HANDLING</p><p>Above all, the Battlax Scooter gives you the confidence to push the limits of your scooter on both wet and dry surfaces for a fun ride, whatever your destination.<a id=""_dx_frag_EndFragment""></a></p><p> </p><p><a id=""_dx_frag_StartFragment""></a>SECURE CONTACT</p><p>Advanced sporty tread patterns ensure a superior grip for that real sports feeling. Drive it in deep in the corners and push it even harder on the straights.<a id=""_dx_frag_EndFragment""></a></p><p> </p><p><a id=""_dx_frag_StartFragment""></a>ULTIMATE COMFORT</p><p>Reduced pattern noise on the front and rear tyre ensures a really efficient and above all comfortable ride on a variety of surfaces.<a id=""_dx_frag_EndFragment""></a></p><p> </p><p><a id=""_dx_frag_StartFragment""></a>SAFETY ASSURED</p><p>Bridgestone’s constant commitment to safety and reliability is your guarantee of tyres that are up to the job of keeping you on the straight and narrow.<a id=""_dx_frag_EndFragment""></a></p><p> </p></body> </html>","       TOP PERFORMANCELooking for tyres to match the performance of your high-powered scooter? The Battlax Scooter delivers the precision handling and stability you need to meet the challenges of city riding. SPORTS HANDLINGAbove all, the Battlax Scooter gives you the confidence to push the limits of your scooter on both wet and dry surfaces for a fun ride, whatever your destination. SECURE CONTACTAdvanced sporty tread patterns ensure a superior grip for that real sports feeling. Drive it in deep in the corners and push it even harder on the straights. ULTIMATE COMFORTReduced pattern noise on the front and rear tyre ensures a really efficient and above all comfortable ride on a variety of surfaces. SAFETY ASSUREDBridgestone’s constant commitment to safety and reliability is your guarantee of tyres that are up to the job of keeping you on the straight and narrow.  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,17500,4580,500,500,70,70,130,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,57,P < 150 km/h,,BATTLAX SCOOTER,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003380-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwMTg0fGltYWdlL2pwZWd8YUdVNUwyZzVaQzh4TlRVNU9USXpOVEV6TnpVMk5pODVNREF6TXpnd0xURmZPREF3VjNnNE1EQkl8YWFhN2JkOWUwZjQ0ODQxZTc4OWNkZWRiMTMyYmY4ZjlkOGNlN2MzNDI0OWFkNTJmOWVkMzMzY2UwNTdjZDg1Mw,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003381,575007209,7209,BRIDGESTONE,BRIDG TIRE SCOOTER REAR 130/70-13,Neumático BRIDGESTONE BATTLAX SCOOTER REAR 130/70-13 63P TL,101.64,84.00,42.84,3286340720915,96,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong><em>DIAGONAL</em></strong></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>- Máximo rendimiento. </p><p>- Conducción deportiva.</p><p>- Contacto seguro.</p><p>  <br></p><p>  <br></p>","
BATTLAX SCOOTER SC
DIAGONAL
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
- Máximo rendimiento. 
- Conducción deportiva.
- Contacto seguro.
  
  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,18207,4700,510,510,70,70,130,"Scooter, ciclomotor",,13,X-Ply,Neumáticos de motocicleta y scooter,,63,P < 150 km/h,,BATTLAX SCOOTER,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003381-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwMTg0fGltYWdlL2pwZWd8YURBekwyZzVNeTh4TlRVNU9USXpOVFE1T0RBeE5DODVNREF6TXpneExURmZPREF3VjNnNE1EQkl8YWZkMjZjMWNiMjJhMDg1ZjY4MGYwODI4MmM2MTI0YTljYzZjMDNiNWYwMTZlNTIwMGRlOWM1NDZkNDEzYTM0Mw,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9003385,575007782,7782,BRIDGESTONE,BRIDG TIRE SCOOTER REAR 140/70-14,Neumático BRIDGESTONE BATTLAX SCOOTER REAR Yamaha X-Max 125 - 250 140/70-14 68S TL RFD,141.57,117.00,59.67,3286340778213,12,4011400000,0,1,"<p><strong>BATTLAX SCOOTER SC</strong></p><p><strong><em>DIAGONAL</em></strong></p><p>Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.</p><p>Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.</p><p>- Máximo rendimiento. </p><p>- Conducción deportiva.</p><p>- Contacto seguro.</p><p>  <br></p><p>  <br></p>","
BATTLAX SCOOTER SC
DIAGONAL
Tomando el diseño de los Battlax SC1 Radiales, Bridgestone ha desarrollado el SC diagonal. Un neumático equilibrado y capaz de asegurar el mejor rendimiento para las motos urbanas dotado de renovada tecnología.
Una versión diagonal para asegurar una excelente tracción, un perfecto grip y un buen kilometraje.
- Máximo rendimiento. 
- Conducción deportiva.
- Contacto seguro.
  
  ",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,40824,5360,540,540,140,70,140,"Scooter, ciclomotor",,14,X-Ply,Neumáticos de motocicleta y scooter,,68,S < 180 km/h,,BATTLAX SCOOTER,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9003385-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwMTg0fGltYWdlL2pwZWd8YUdWaUwyZ3pNQzh4TlRVNU9USXpOakl4T0RreE1DODVNREF6TXpnMUxURmZPREF3VjNnNE1EQkl8Mzg2ZDgwMDU3ZGRhMmE1ZmE1MjFlYTFhZDUzNTQzZTgyY2RmOTFlZDVhZTk1ODg5NmVhODIyNTU1NmVjY2I0ZQ,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
