PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Color,Composición,Embalaje,Homologación,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,DeliveryPlant
1138582,,FRTCR125TM0025C,FRESCO,FRESC EXHAUST EXPANSION CHAMBER CHROME,Bufanda escape FRESCO Chrome - acero cromado,338.80,280.00,196.00,5125201311252,0,8714109090,0,1,"<p>La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.</p> <ul> <li>El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo.</li> <li>Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor.</li> <li>Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima.</li> <li>Compatible con el silenciador original.</li> </ul>","
La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.  El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo. Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor. Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima. Compatible con el silenciador original. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,51942,1717,652,339,235,,,Cromo,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138582-1.jpg?context=bWFzdGVyfHJvb3R8MTI2NzM4fGltYWdlL2pwZWd8YURsbEwyaGpZeTg1T0RBeE1UazFNamd3TnprMk5pODRNREJYZURnd01FaGZNVEV6T0RVNE1pMHhMbXB3Wnd8ZDUwOTMyMzMzMGIyMmJiMDcwNDI1MDFkMzI5ZDUwMTA4ZjE1ZDViNzRhY2RkMWM4NTkxYTQ2NDAwMDNjNTBiYw,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138598,,FRTEN300SH0025R,FRESCO,FRESC EXHAUST EXPANSION CHAMBER RAW,Bufanda escape FRESCO Raw - acero,302.50,250.00,175.00,5030019825184,0,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,69939,2452,597,355,330,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138598-1.jpg?context=bWFzdGVyfHJvb3R8OTI1NzF8aW1hZ2UvanBlZ3xhR0l6TDJoa015ODVPREF4TVRrMk1UWTFOVE15Tmk4NE1EQlhlRGd3TUVoZk1URXpPRFU1T0MweExtcHdad3wwZDk1ZmIwMmMxODlhZGNiZTIyNDM5NDAyNzJhNWNjZjY2MTliMDc0YWM1ZGU4NGRjODI4YzJhMDVkMzBmZDIz,https://api.mybihr.com/medias/800Wx800H-1138598-2.jpg?context=bWFzdGVyfHJvb3R8OTc3NTF8aW1hZ2UvanBlZ3xhR1UxTDJoak9TODVPREF4TVRrMk1Ua3hOelEzTUM4NE1EQlhlRGd3TUVoZk1URXpPRFU1T0MweUxtcHdad3w5NjhiMzc3OGEzZjE5N2JkZGRkNTBiMTAxNjlkN2RiYTBlOGI1OTFlYjczYjYzM2Y1MDg2ZTQ2MjczNjc4NGY2,https://api.mybihr.com/medias/800Wx800H-1138598-3.jpg?context=bWFzdGVyfHJvb3R8Nzk3MDN8aW1hZ2UvanBlZ3xhRGs1TDJnM05DODVPREF4TVRrMk1qTXhNRFk0Tmk4NE1EQlhlRGd3TUVoZk1URXpPRFU1T0MwekxtcHdad3xlYTRhMDQwOTMwN2E2MTVlNDNkYTAzZjI3NmZmYzM1MTAwNjA4M2Y4YjMwMzM1M2Q3YmRkOGZiMmVkM2Y5OTdi,https://api.mybihr.com/medias/800Wx800H-1138598-4.jpg?context=bWFzdGVyfHJvb3R8NjAwMDV8aW1hZ2UvanBlZ3xhREJqTDJnMk55ODVPREF4TVRrMk1qY3dNemt3TWk4NE1EQlhlRGd3TUVoZk1URXpPRFU1T0MwMExtcHdad3wyMTlkZDA3OGY0ODg0YTIwMGYzZGUwZjhhMDJmNjgxOGVkODBlNTJiYWMwZDNmMGQ0OWFhNTQ0OGQ5NTBiNzAz,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138592,,FRTEN125KT0023F,FRESCO,FRESC EXHAUST EXPANSION CHAMBER FACTO,Bufanda escape FRESCO Factory - acero,350.90,290.00,203.00,5012511202373,0,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,60569,1550,581,375,278,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138592-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhRGhrTDJnM055ODVPREF4TVRrMU5qa3pOamN6TkM4NE1EQlhlRGd3TUVoZk1URXpPRFU1TWkweExtcHdad3wyZTg4MWI5ZmVmZmEyZGNmZTcwYjkwYjBmM2E3NjBiNzVhZDZiNDk3YTQ4MmUyNDc1ZjQ1ZjcxYzdkNzZiMmE0,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138577,,FRTCR085KT0025F,FRESCO,FRESC EXHAUST EXPANSION CHAMBER FACTO,Bufanda escape FRESCO Factory - acero,350.90,290.00,203.00,3008511202576,0,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,35640,1321,540,330,200,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138577-1.jpg?context=bWFzdGVyfHJvb3R8NjIwNDV8aW1hZ2UvanBlZ3xhRGcwTDJoaU1TODVPREF4TVRrMU1qQXlNVFV6TkM4NE1EQlhlRGd3TUVoZk1URXpPRFUzTnkweExtcHdad3wzZTc5MzEzODg2OGRlMzY4N2MyNjQ3MWQ1MTcyNzEyZDQ4Mzc3Y2U4ZmVlMzUwYjc1MzRjNDk0NDE5YzY0YjBi,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138584,,FRTCR125TM0025R,FRESCO,FRESC EXHAUST EXPANSION CHAMBER RAW,Bufanda escape FRESCO Raw - acero,290.40,240.00,168.00,5125201300256,0,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,45903,1680,609,338,223,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138584-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhREUwTDJoa1pTODVPREF4TVRrMU16SXdNVEU0TWk4NE1EQlhlRGd3TUVoZk1URXpPRFU0TkMweExtcHdad3xhZDNlN2Y0YmY0ZmExMTM1Y2M4ZTU5YmZkY2NiNTQyNmUyNWRmYjVmNTY4MjBlZDkwYWMyY2E3Nzc5MWVmMjRh,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138580,,FRTCR125KT0023R,FRESCO,FRESC EXHAUST EXPANSION CHAMBER RAW,Bufanda escape FRESCO Raw - acero,290.40,240.00,168.00,5125112023169,0,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,63593,1649,499,354,360,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138580-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhR1V5TDJoak5TODVPREF4TVRrMU1qWXhNVE0xT0M4NE1EQlhlRGd3TUVoZk1URXpPRFU0TUMweExtcHdad3xiM2RkZWJhM2ViNDI0ZjBjYzA5ODQ4ZTU2MDdkNDk1OGQ2NTdjNzIxM2FmMmE1ZGIzYTdhYmM3YjdiYzFmZjZl,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138600,,FRTEN300XT0023OTCA,FRESCO,"FRESC EXHAUST CARBY MUFFLER, ALU/CAR",Silenciador FRESCO Carby aluminio/carbono,248.05,205.00,143.50,3103002420238,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,14800,1462,652,227,100,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1138600-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdRNUwyZzVOQzg1T0RBeE1qUTJPVFV5TmpVMU9DODRNREJYZURnd01FaGZNVEV6T0RZd01DMHhMbXB3Wnd8NWZlYjhjZTc3MGNlMjI2MjIwM2NlZTYwNzMzMjQ0MjlmNzgyNjQzMWNjNGFhYWM1ZjFlNzAxYTdhY2E5MTQ2YQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138590,,FRTCR300TM0024OT,FRESCO,"FRESC EXHAUST CARBY MUFFLER, ALU/CAR",Silenciador FRESCO Carby aluminio/carbono,235.95,195.00,136.50,3103002011245,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,15125,1452,550,250,110,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1138590-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdObUwyZ3pPQzg1T0RBeE1qUTJPRGt6Tmpjek5DODRNREJYZURnd01FaGZNVEV6T0RVNU1DMHhMbXB3Wnd8ZjFhNjE2ZGU3NTk0NzBjNzg0OGY1ZWU1ZWFjZjlhMTQwN2IzMWJhN2RhZWU0MTY2MGM1ZjQxMzk1NGQ3ZmU0OQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138586,,FRTCR300BE0024OTCA/W,FRESCO,"FRESC EXHAUST CARBY MUFFLER, ALU/CAR",Silenciador FRESCO Carby aluminio/carbono,254.10,210.00,147.00,7924125202299,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,30618,2520,210,180,810,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1138586-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURReUwyZ3lZaTg1T0RBeE1qUTJPRFUwTXpVeE9DODRNREJYZURnd01FaGZNVEV6T0RVNE5pMHhMbXB3Wnd8ZjkzMDBiY2Q5NmNjMjgxZjZhYWE2MTYyYjk0MzAwYmU3YzI1YjkyOWRiNDk3ZjgzYTg4NGZmMzg0ODg4Yzk4Nw,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138581,,FRTCR125KT0023XP,FRESCO,FRESC SILENCER X-POWER ALU,Silenciador FRESCO X-Power Aluminio,181.50,150.00,105.00,7924111125236,0,8714109090,0,1,"<ul>
<li>Silenciador de aluminio.</li>
<li>Montaje de alta calidad.</li>
<li>Para obtener los mejores resultados, utilice la l&iacute;nea de escape FRESCO.</li>
</ul>","
Silenciador de aluminio.
Montaje de alta calidad.
Para obtener los mejores resultados, utilice la línea de escape FRESCO.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,11220,1160,600,220,85,Aluminio,Aluminio,,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138581-1.jpg?context=bWFzdGVyfHJvb3R8MTQzMjU4fGltYWdlL2pwZWd8YUdJeEwyZzBPUzg0TURrMk5qZzBOamcwTURnMk1pODRNREJYZURnd01FaGZNVEV6T0RVNE1TMHhMbXB3Wnd8ZjY5N2UxODJkZWM3NTg1MmY5MzY1MGVkMTgzYmE0MWRjYmZjY2NjY2E1Yzg2ODhlZjk1MGUwNDk3YzkyZmU2Nw,https://api.mybihr.com/medias/800Wx800H-1138581-2.jpg?context=bWFzdGVyfHJvb3R8ODk0OTl8aW1hZ2UvanBlZ3xhRGc0TDJnd1lpODRNRGsyTmpnME56SXpOREEzT0M4NE1EQlhlRGd3TUVoZk1URXpPRFU0TVMweUxtcHdad3w0M2I4YjMwMWQxM2UwMzNhYTJiZmI0NDMyOGVlYmFiZTE5MTQ5YjBmNmRhMzliYzg5ZDQ3M2M4ODhhN2IyNzY3,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138579,,FRTCR125KT0023OTCA,FRESCO,"FRESC EXHAUST CARBY MUFFLER, ALU/CAR",Silenciador FRESCO Carby aluminio/carbono,248.05,205.00,143.50,3101251120237,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,15295,1250,653,239,98,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1138579-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdJMUwyZ3haQzg1T0RBeE1qUTJPREUxTURNd01pODRNREJYZURnd01FaGZNVEV6T0RVM09TMHhMbXB3Wnd8YTE5OGIzYzJkYjRiN2Y2NTJhZWE1NGY1YWVlOGE2ODZhODU4YWEzMmM4OThmMjU3MGJiMjI3M2ZhMzQ5YzM5Nw,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138585,,FRTCR125TM0025XP,FRESCO,FRESC SILENCER X-POWER ALU,Silenciador FRESCO X-Power Aluminio,181.50,150.00,105.00,1916181100257,0,8714109090,0,1,"<ul>
<li>Silenciador de aluminio.</li>
<li>Montaje de alta calidad.</li>
<li>Para obtener los mejores resultados, utilice la l&iacute;nea de escape FRESCO.</li>
</ul>","
Silenciador de aluminio.
Montaje de alta calidad.
Para obtener los mejores resultados, utilice la línea de escape FRESCO.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,15889,1163,588,229,118,Aluminio,Aluminio,,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1138585-1.jpg?context=bWFzdGVyfHJvb3R8MTQzMjU4fGltYWdlL2pwZWd8YURFMUwyZ3hPUzg0TURrMk5qZzBOell5TnpJNU5DODRNREJYZURnd01FaGZNVEV6T0RVNE5TMHhMbXB3Wnd8ZjVjZjAyOGQyYjA5NWQwYjc1OGJjMjlmNTUwY2I0MDM1NWQ2YmE2YjhkMjJmOWZiMDI0ZGY0MjJmYTQxNzM5NQ,https://api.mybihr.com/medias/800Wx800H-1138585-2.jpg?context=bWFzdGVyfHJvb3R8ODk0OTl8aW1hZ2UvanBlZ3xhRFl4TDJnMlpTODRNRGsyTmpnME9EQXlNRFV4TUM4NE1EQlhlRGd3TUVoZk1URXpPRFU0TlMweUxtcHdad3xjYzg4MjBmNjkzYjAwMzE3YzNhMDM1ODI1ZTBjN2Q2NDRlNDVjZmNmNDIxYjgyYzE1OTg4NWE3ZGQwMTIzNmI3,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138597,,FRTEN300SH0025OT,FRESCO,"FRESC EXHAUST CARBY MUFFLER, ALU/CAR",Silenciador FRESCO Carby aluminio/carbono,248.05,205.00,143.50,3103001980252,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,19049,1869,738,239,108,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1138597-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURBNEwyZzRaUzg1T0RBeE1qUTJPVE15T1RrMU1DODRNREJYZURnd01FaGZNVEV6T0RVNU55MHhMbXB3Wnd8NWEzYWJjNTgxN2JmZWI0ZjM5ZDM5NDFkMGE4NTkwZjU4NDRjNjAyNGMwYTgyZjAzOTZmODlmMzJlNDIyY2IyNQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138601,,VINT125CR9297S,FRESCO,FRESC SILENCER VINTAGE 125/250,Silenciador FRESCO Vintage,181.50,150.00,105.00,3161259297171,1,8714109090,0,1,"<ul>
<li>Dise&ntilde;o original y ligero.</li>
<li>Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.</li>
<li>Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.</li>
<li>El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.</li>
<li>La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.</li>
</ul>","
Diseño original y ligero.
Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.
Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.
El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.
La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,4488,1220,510,110,80,,,Acero,,,,No homologado,https://api.mybihr.com/medias/800Wx800H-1138601-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NDB8aW1hZ2UvanBlZ3xhR1poTDJobE1TODVPREF4TWpFNU16azRNRFEwTmk4NE1EQlhlRGd3TUVoZk1URXpPRFl3TVMweExtcHdad3w5M2RlNjYyODZjZjUzZTk0M2ZhOTM5ZDUzMjQ0YWY5NDlmN2M5ZDQ0NDdlODI3ZjM4OTFmNDAzNDcyMmZkM2Uw,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1138583,,FRTCR125TM0025OT,FRESCO,"FRESC EXHAUST CARBY MUFFLER, ALU/CAR",Silenciador FRESCO Carby aluminio/carbono,248.05,205.00,143.50,3101252000255,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,15327,1522,582,229,115,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1138583-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURjeEwyZ3lOQzg1T0RBeE1qUTJPRE0wTmpreE1DODRNREJYZURnd01FaGZNVEV6T0RVNE15MHhMbXB3Wnd8NDNlMzRjYjZlYTZmYjJlOGQwNjI5ZWI4OTIyOWI0NDYwNTVjM2FiY2Q3YjE0ZjlmNDBhN2U5MDM5ZTc1NmI2NA,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
