PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Composición del kit,Diámetro int/ext (mm/mm),Embalaje,Espesor (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1118714,,F2888AC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Standard,196.50,162.40,105.56,8025832387725,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1855,1080,173,165,65,,,,por unidad,,https://api.mybihr.com/medias/1118714-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhR0U1TDJobU15OHlOams0TXpVek56azVPVGt3TWk4eE1URTROekUwTFRGZk9EQXdWM2c0TURCSXw0NjBmMzU4ODRjOGI5Mjc5NGFiZDlmYWNmNWI5NGRlNTAzN2E2MzM3MDA1MTlhNDYxOTQwN2IxYWEyYTU3ZWY1,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118717,,F2888SR,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Performance,269.10,222.40,144.56,8025832387749,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1822,1279,172,163,65,,,,por unidad,,https://api.mybihr.com/medias/1118717-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhRGsyTDJnellpOHlOams0TXpVek9URTNPVFUxTUM4eE1URTROekUzTFRGZk9EQXdWM2c0TURCSXw0ZTI4NzMyMDQ1NGFmZjdjMGI2NDhmOWJmNTJlMDBmODgyMjI0YWMyYjExMzRjNTU5N2VhMDgyMDc5ODE1NWE0,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118441,,F2891R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,187.67,155.10,100.82,8025832375739,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1705,1070,166,163,63,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1118441-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURsaUwyZzVPQzg0TVRRMk9UWTVNVEkyTlRBMU5DODRNREJYZURnd01FaGZNVEV4T0RRME1TMHhMbXB3Wnd8ZWQ2OGIzMzFhZmZmODNjOWM4MzAwZjc5OTEwMjAwZjMyZjIxMGE1ZmJhY2YxMTNjMDQzNzkzMWE1ZjE3NDY3MA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1124848,,FC1349,NEWFREN,NEWFR CLUTCH CENTRIFUGAL,Embrague centrífugo NEWFREN,33.28,27.50,17.88,8025832039549,0,8714105000,0,1,"<p>Los embragues Newfren ofrecen larga duraci&oacute;n, rendimiento y excelente fiabilidad en todas las condiciones. Los embragues centr&iacute;fugos est&aacute;n disponibles para todos los scooters actuales. La versi&oacute;n est&aacute;ndar est&aacute; equipada con muelles totalmente intercambiables con los muelles originales. Estos muelles suelen resolver un problema comunicado por los clientes, para el que Newfren ha encontrado una soluci&oacute;n y la ha incorporado a la especificaci&oacute;n revisada del muelle.</p>","
Los embragues Newfren ofrecen larga duración, rendimiento y excelente fiabilidad en todas las condiciones. Los embragues centrífugos están disponibles para todos los scooters actuales. La versión estándar está equipada con muelles totalmente intercambiables con los muelles originales. Estos muelles suelen resolver un problema comunicado por los clientes, para el que Newfren ha encontrado una solución y la ha incorporado a la especificación revisada del muelle.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,436,495,117,113,33,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1124848-1.jpg?context=bWFzdGVyfHJvb3R8MTIwOTI5fGltYWdlL2pwZWd8YURBeUwyZzFNaTgxTURRM01EWTVNemM1TnpreE9DODRNREJYZURnd01FaGZNVEV5TkRnME9DMHhMbXB3Wnd8MjA1MmYxMGRiYmU1MDk4YTk1NWUzZWI1YTIxOTVjYThiNTQyMTMxNzdiMmQwYzgyYjY0MDMwNmFkNTliNzAxNg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118716,,F2733SR,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Performance,261.84,216.40,140.66,8025832386643,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1810,1316,172,167,63,,,,por unidad,,https://api.mybihr.com/medias/1118716-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhR05tTDJnNU1DOHlOams0TXpVek9EYzROak16TkM4eE1URTROekUyTFRGZk9EQXdWM2c0TURCSXwzNTg1MDQ3ZjJjOWEwMTJkNDU1MDA0ZmRiNTg3NDc1ZDNkZThlNzBkZmM0MjljODk0NGQ1MWE4MzJjZDY1YjA1,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118439,,F2884R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,138.06,114.10,74.17,8025832294955,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1078,381,172,165,38,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1118439-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURZeEwyZzBNeTg0TVRRMk9UWTVNRGczTVRnek9DODRNREJYZURnd01FaGZNVEV4T0RRek9TMHhMbXB3Wnd8NTQ3MTdjNTJiMzE3Y2M5YzRhZTdlYjI5ZGVlZDgwYjk4YWI2MjFiYjU2NDBkYTBjYjhkMjdiNzlkYzU0NDA2ZA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118713,,F2948AC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Standard,258.94,214.00,139.10,8025832387688,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1653,1205,168,164,60,,,,por unidad,,https://api.mybihr.com/medias/1118713-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhR1UzTDJobVpTOHlOams0TXpVek56WXdOalk0Tmk4eE1URTROekV6TFRGZk9EQXdWM2c0TURCSXwzMWUyZDhkMDQxMjgyODk5MGUzMDg4ZGM2NzY3MTlkYjg4NmQwZmEyMDhjZTJmMjJkZjE4MjhkZTcyMTgwZDlm,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118412,,F2926AC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Standard,169.64,140.20,91.13,8025832277668,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1787,1073,174,163,63,,,,por unidad,,https://api.mybihr.com/medias/1118412-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhREExTDJoa1ppOHlOams0TXpVek1qRXdNVFkyTWk4eE1URTROREV5TFRGZk9EQXdWM2c0TURCSXw5MGVmZjRkMWE4YzRkOWE2N2M4NTZiNTRhYzcyYTIxYjlkYWJhNzFhMDRjYzYwNWU1YWU4OTQ5MGY3N2Y4YzA4,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118414,,F2887AC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Standard,112.05,92.60,60.19,8025832365112,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,761,600,149,146,35,,,,por unidad,,https://api.mybihr.com/medias/1118414-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhR1F3TDJobU55OHlOams0TXpVek1qZzRPREE1TkM4eE1URTROREUwTFRGZk9EQXdWM2c0TURCSXw5ZjJkNTViZDQ0ZTU3ODIyYmY5YzM4YTI4YTM4ZGU1YzYwYmZlZDNhM2M4ZjM3MWRjMjExY2RlMzRmYTAyY2Zj,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118424,,F2877SR,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Performance,226.88,187.50,121.88,8025832277385,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1734,1190,171,161,63,,,,por unidad,,https://api.mybihr.com/medias/1118424-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhRFV5TDJnNVpTOHlOams0TXpVek5qZ3lNREkxTkM4eE1URTROREkwTFRGZk9EQXdWM2c0TURCSXwzOGJhNmM3ZGExZDc4YWNlNWFlNjRjMWU1MjdiZTcwMzYxMjVmOGJhZWU0OGYyNDkxNDlkYzQ2MTY4NzRiMDM5,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118431,,F2733A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,113.14,93.50,60.78,8025832385202,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,882,345,164,163,33,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1118431-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURFNUwyaGxPUzg0TVRRMk9UWTRPVEl6TXpRek9DODRNREJYZURnd01FaGZNVEV4T0RRek1TMHhMbXB3Wnd8MTBlMjY4MWQyNWI1MWNiMGQ5MWI1NDNlYTUwMzk4MWZmMTZlY2IyNTg4YTQ5MzMxODUzYTMwZmNjN2JjODY0YQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118418,,F2884SR,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Performance,207.03,171.10,111.22,8025832294962,2,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1224,706,190,161,40,,,,por unidad,,https://api.mybihr.com/medias/1118418-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MzV8aW1hZ2UvanBlZ3xhRGRqTDJnME1pOHlOams0TXpVek5EUTJNRGsxT0M4eE1URTROREU0TFRGZk9EQXdWM2c0TURCSXwwYmEwYmU4NTZiYzNiZmUwN2IwYjZhNjJmMjdkOWU1Yzk1NjAxYjgxNDM3Yzc4ZjBlYzA0ZDJhYTFhOGE2ZTBm,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1118440,,F2850R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,120.88,99.90,64.94,8025832265528,0,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1041,612,166,165,38,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1118440-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdOaEwyZzVNUzg0TVRRMk9UWTVNVEEyT0RRME5pODRNREJYZURnd01FaGZNVEV4T0RRME1DMHhMbXB3Wnd8ZDlmOGUzNTA0MzgyNTRkM2JkNzVkNzA3NjQ1ZDFlODM1MzQwOWUyYzk4ZTE1ODNlZTVmMjlmMzAwODJmZWZhNQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018227,,F1490K,NEWFREN,NEWFR PLATE FRICTION,Disco de embrague NEWFREN Dry,80.10,66.20,43.03,8025832165361,2,8714105000,0,1,"<p><strong>DRY CUTCH LINE</strong></p>
<p>La gama de embragues mono disco en seco, cubre aplicaciones para BMW desde los a&ntilde;os 70 hasta hoy, tambi&eacute;n para Moto Guzzi; proponiendo un recambio de altas prestaciones. La primera gama creada es la l&iacute;nea K, disponible para todas las aplicaciones, es un recambio de alta calidad. La segunda creada es la l&iacute;nea KW, que incorpora un nuevo material de fricci&oacute;n compuesto de fibras sint&eacute;ticas aramidicas. Estas poseen una elevada resistencia mec&aacute;nica a la tracci&oacute;n y al calor. En caso de sobrecalentamiento, el material tiene la propiedad de no vitrificar y retomar sus caracter&iacute;sticas originales cuando la temperatura baja. Otra propiedad importante es que no pierde propiedades de fricci&oacute;n en contacto con el aceite. L&iacute;nea &ldquo;Recambios de alta calidad&rdquo; Made in Italy.</p>","
DRY CUTCH LINE

La gama de embragues mono disco en seco, cubre aplicaciones para BMW desde los años 70 hasta hoy, también para Moto Guzzi; proponiendo un recambio de altas prestaciones. La primera gama creada es la línea K, disponible para todas las aplicaciones, es un recambio de alta calidad. La segunda creada es la línea KW, que incorpora un nuevo material de fricción compuesto de fibras sintéticas aramidicas. Estas poseen una elevada resistencia mecánica a la tracción y al calor. En caso de sobrecalentamiento, el material tiene la propiedad de no vitrificar y retomar sus características originales cuando la temperatura baja. Otra propiedad importante es que no pierde propiedades de fricción en contacto con el aceite. Línea “Recambios de alta calidad” Made in Italy.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1391,486,182,182,42,Orgánica,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1018227-1.jpg?context=bWFzdGVyfHJvb3R8Mjg1NzQyfGltYWdlL2pwZWd8YURZekwyZzJOaTh6TXpJNU56TTBNVGczTkRJd05pODRNREJYZURnd01FaGZNVEF4T0RJeU55MHhMbXB3Wnd8ZmQ4MjIxMDQ3OTMzZjMzYjFmZjVjNDFlZjVmZmJkOTc0ZTUzMmJhNDlkOGVmMzdhNmFhNDEwNmNjYWFmYzJiYQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1152549,,F3614AC,NEWFREN,NEWFR COMPLETE CLUTCH KIT,Kit de discos + separadores de embrague NEWFREN Standard,156.33,129.20,83.98,,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,843,737,142,138,43,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1152549-1.jpg?context=bWFzdGVyfHJvb3R8NjU1Mzd8aW1hZ2UvanBlZ3xhRFptTDJobFlTOHhNREV6TWpreU5UTXdOREF4TlRndk9EQXdWM2c0TURCSVh6RXhOVEkxTkRrdE1TNXFjR2N8M2FmZjZjNjk0OTlkMzlmNzc5MmIxMDhlYzIwNmM5YThlYWRiZTNjMDYyYWFhMWQ1OGY0OGQxMTZiMmEwNTg3YQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
