PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 1 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Composición,Construcción,Diámetro exterior (mm),Diámetro interior (mm),Embalaje,Número de pistones,Posición,Tipo de producto,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1039270,32531,55-108,ALL BALLS,"ALLBA FORK OIL SEAL 35X48X10,5","Kit de retenes de horquilla sin guardapolvos ALL BALLS - 35x48x10,5 mm",19.75,16.32,9.79,32531,40,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,81,86,96,210,4,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039270-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3ODB8aW1hZ2UvanBlZ3xhR1l4TDJoak5TODRPVFk0TmpFeU9UQTBPVGt3THpFd016a3lOekF0TVY4NE1EQlhlRGd3TUVnfGM0YTlkNjlkMzRiODk1ZGM3NDFlNzY3ZGNiMzkyMGE5MTdiMjUwOWYyODU1MjQ1MjQwMjYyZjRmMGIyNjYxZWU,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039285,17251,29-5025,ALL BALLS,ALLBA SHOCK ABS. BEARING KIT,Kit rodamientos inferiores de amortiguador All Balls 29-5025,24.45,20.21,12.13,7239804097784,12,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Lower rear shock bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Lower rear shock bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,393,83,126,120,26,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039285-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU4NjN8aW1hZ2UvanBlZ3xhREkzTDJnellTODRPVFk1T0RFek1qSTVOVGs0THpFd016a3lPRFV0TVY4NE1EQlhlRGd3TUVnfDg4Mzc0NzhlZmVjMzY1YWZiMjU0ZGMxNzNjYzk2MGJhMjIwNTdmN2E1ODYxZWI3ODUwOWIyZGZmMzQ4ODliNWM,https://api.mybihr.com/medias/1039285-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTE5MzkxfGltYWdlL2pwZWd8YURVMkwyZ3pNeTg0T1RZNU9ERXpOREkyTWpBMkx6RXdNemt5T0RVdE1sODRNREJYZURnd01FZ3xhOTM0N2M3NzM0ODU0OTU2OTkyNDUzNmIzYjFmNjA2ZTMwNjRmYWY1ZDZlNTgyYzkxZGQwM2NiNTQ3MTVhM2I2,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039244,776745,42-1040,ALL BALLS,ALLBA BALL JOINT KIT,Kit de rótula All Balls,46.49,38.42,23.05,42-1040,0,8708809990,0,1,"<p>Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.</p><p>El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior</p><p>Kit de reparación solo para una rótula: superior o inferior.</p>","
Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.
El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior
Kit de reparación solo para una rótula: superior o inferior.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1025,385,121,121,70,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039244-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDUxOTh8aW1hZ2UvanBlZ3xhRGhpTDJoaE1DODRPVFk1T0RBeU9EQTVNemMwTHpFd016a3lORFF0TVY4NE1EQlhlRGd3TUVnfDQ4ZGU4ZTY2MjAwODg3NWYyNjczZDAzZWQ1ZTAxYTZlODA2NzYzOWZjYWRmMDNiZDZjNDcwOWFlOTk2YTFkOTk,https://api.mybihr.com/medias/1039244-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwNDR8aW1hZ2UvanBlZ3xhREEzTDJobFppODRPVFk1T0RBek1EQTFPVGd5THpFd016a3lORFF0TWw4NE1EQlhlRGd3TUVnfGYxZjlmNzA1ZjA5M2Q5MGMzZTMzZmQ2NTgxY2JlMTM1YjRlYjExMTYwZmI2YzIzN2IwYzBmM2E5MGI5NzI4MzM,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039154,42800016,50-1144,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,87.88,72.63,43.58,42800016,2,8714109090,0,1,<ul>  <li>Los kits All Balls para trapecio son los mejores para realizar una reparación de primera calidad.</li>  <li>Incluye rodamientos y casquillos</li>  <li>Durabilidad y fiabilidad</li>  <li>Kit para un trapecio</li></ul>,"  Los kits All Balls para trapecio son los mejores para realizar una reparación de primera calidad.  Incluye rodamientos y casquillos  Durabilidad y fiabilidad  Kit para un trapecio",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1425,667,250,114,50,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039154-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODkxMDF8aW1hZ2UvanBlZ3xhRFl4TDJnM05pODRPVFk1TnpneE56Y3lNekU0THpFd016a3hOVFF0TVY4NE1EQlhlRGd3TUVnfDI2N2U4OGI4M2ZkMTc1ZTQ3NmIzYTZhNjhjYjg4ZjgyMTQzZjFlODBhNTE5Y2IxOWVjYmIzYmFiOGQwYjExZGQ,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039158,42800036,50-1164,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,96.73,79.94,23.98,42800036,8,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1268,701,183,126,55,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039158-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMTA2fGltYWdlL2pwZWd8YURsaUwyZ3hNeTg0T1RZNU56Z3lOVFU0TnpVd0x6RXdNemt4TlRndE1WODRNREJYZURnd01FZ3wwOTM2MjhmYWEzZWFmNWVmOWFkZThhYWQwMWVjNDhiOTY3YTlkN2ZlYjQwNmMwOWI5NzBlNmE4MDUyMjJkMTQ5,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039155,42800038,50-1145,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,113.30,93.64,26.26,50-1145,5,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1654,583,240,106,65,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039155-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODgzMTR8aW1hZ2UvanBlZ3xhR0UwTDJnMlppODRPVFk1TnpneE9UWTRPVEkyTHpFd016a3hOVFV0TVY4NE1EQlhlRGd3TUVnfGQyNjViYzEyZWRlM2FhZDIxYTU5ZTdjOTdmOWY1ZDM1ZWQzMTU2NjU0MWExMzIwMWMzYzIyYTQ1OTU1M2FkN2Q,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039159,42800019,50-1166,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,121.40,100.33,60.20,42800019,4,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1943,1336,305,98,65,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039159-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMTA2fGltYWdlL2pwZWd8YUdOaEwyZ3dZeTg0T1RZNU56Z3lOelUxTXpVNEx6RXdNemt4TlRrdE1WODRNREJYZURnd01FZ3xjNjU2YTUzNjVlNmRjZmY4Y2NjZDA0YWE2OTU1OWRkMTk4OWE4OGExYjkwMTExM2M5YzU5NjZmN2VmOGRjOTI3,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039179,38475,50-1105,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo trasero ATV All Balls 50-1105,120.08,99.24,59.54,42800013,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2412,1185,350,106,65,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1039179-1.jpg?context=bWFzdGVyfHJvb3R8NzM5NzJ8aW1hZ2UvanBlZ3xhREkzTDJnMU1TOHhNREUxTkRFNU9UTTFNVEk1T1RBdk9EQXdWM2c0TURCSVh6RXdNemt4TnprdE1TNXFjR2N8MjE2NGRiMjUxOWIxMWJkOTA1MDBlN2NhODgwZWIzOTQ5NjBlOGJjM2Y0NjVmYzUwY2E2NmNiMDk2OTBiYjFmMQ,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039167,42800011,50-1176,ALL BALLS,ALLBA A-ARM REBUILD KIT,Kit de reparacion de triangulo ATV All Balls,96.09,79.41,47.65,42800011,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,635,256,105,121,50,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039167-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMTA2fGltYWdlL2pwZWd8YUdRMUwyaGlPQzg0T1RZNU56ZzBNekk0TWpJeUx6RXdNemt4TmpjdE1WODRNREJYZURnd01FZ3xkNmZiMDZmOTU4YzQ2MjY3ODE3MzA0NzhlZmEyOTZlYWQyZjA3M2QyMjNlOGQ3YzkxYjk1YWE1Nzg3MjAwNGJk,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039157,42800035,50-1151,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,102.16,84.43,23.67,42800035,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1272,618,180,124,57,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039157-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTIzMjV8aW1hZ2UvanBlZ3xhRFU0TDJneFlTODRPVFk1TnpneU16WXlNVFF5THpFd016a3hOVGN0TVY4NE1EQlhlRGd3TUVnfDQzNDBmN2VmZDM0OWVkNDQxZTRlOWM3YjgwNTRjNmQ2MDFkYjI2ZmI5NmQzZjIxOTFkMzk0ZDJkNjU4NzYyMjQ,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039183,38479,50-1111,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo trasero ATV All Balls 50-1111,92.69,76.60,45.96,42800022,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1354,688,182,124,60,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039183-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk2NjB8aW1hZ2UvanBlZ3xhR1prTDJnd01DODRPVFk1TnpnM05qY3dOVFU0THpFd016a3hPRE10TVY4NE1EQlhlRGd3TUVnfGE1YTc2M2NkY2RmZjE5MmUwMzk0ZTJkOTE2OWMzYzMyNDY1MGQzNTRmMjlhNDUwOTY3MzQxM2MzNThkNTQyODI,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039149,42800001,50-1159,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,153.82,127.12,76.27,42800001,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1314,969,183,126,57,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039149-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMTA2fGltYWdlL2pwZWd8YURCaUwyaGxNQzg0T1RZNU56Z3dOemc1TWpjNEx6RXdNemt4TkRrdE1WODRNREJYZURnd01FZ3w5YWM5YjY2ZDUxYjg3MjYwY2I5MmYzMjc2Yjg0MjQzNDc5ZmI2YjY2OTU3NTBhYWYyMWExMzQ4YzUwMWU3YjJh,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039153,42800026,50-1141,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,111.42,92.08,55.25,42800026,6,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1789,738,252,91,78,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039153-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA0MzR8aW1hZ2UvanBlZ3xhRE15TDJnM1pDODRPVFk1TnpneE5UYzFOekV3THpFd016a3hOVE10TVY4NE1EQlhlRGd3TUVnfDI5NTU2YTljY2M5ZTkxYWFkZWRhNjJiMjJmMDkwMjg3Y2RjNzdhOTlmOGI0NWQ4OGJhODU4MjNhNzRjNWVlOGI,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039164,42800006,50-1139,ALL BALLS,ALLBA A-ARM REBUILD KIT,Kit de reparacion de triangulo ATV All Balls,56.13,46.39,27.83,42800006,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,617,246,102,121,50,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039164-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU5OTJ8aW1hZ2UvanBlZ3xhR05qTDJnMVl5ODRPVFk1Tnpnek56TTRNems0THpFd016a3hOalF0TVY4NE1EQlhlRGd3TUVnfGVhNmUwMjdhNDFhYTZlMmZmY2Y1YThjYWQzYWVkNWMyODU4OTc3NTllYWQzNTBhNzcyNThmNThkOWRkNjc1NTc,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039161,42800029,50-1169,ALL BALLS,ALLBA REAR INDEP. SUSP. KIT,Kit de reparacion de triangulo ATV All Balls,112.23,92.75,26.00,42800029,6,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1321,804,184,126,57,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039161-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMTA2fGltYWdlL2pwZWd8YURabEwyZzBPQzg0T1RZNU56Z3pNVFE0TlRjMEx6RXdNemt4TmpFdE1WODRNREJYZURnd01FZ3wzODkwMjgxMzQ1ZjdhNWQ5MDJhOTcyNDk4OTQxZWM3YTcyYTE1NjI1MmU4NWE5MmIwZmI4NWJmZGIwZjA2ZGFi,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039165,42800008,50-1140,ALL BALLS,ALLBA A-ARM REBUILD KIT,Kit de reparacion de triangulo ATV All Balls,54.97,45.43,12.74,42800008,15,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,617,234,102,121,50,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039165-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM3NzZ8aW1hZ2UvanBlZ3xhRGxqTDJnMk15ODRPVFk1Tnpnek9UTTFNREEyTHpFd016a3hOalV0TVY4NE1EQlhlRGd3TUVnfGU1YzViNzYwNGRhMDA2MzUwYTYzOTYxMTJkNzlkNTBhNjYxOWE0MDQ5MWI2Y2QxZjliNmMyOWEwYTRjNjQ1MmI,,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039331,17256,29-5055,ALL BALLS,ALLBA SHOCK ABS. BEARING KIT,Kit rodamientos superiores de amortiguador All Balls 29-5055,35.09,29.00,17.40,17256,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Lower rear shock bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Lower rear shock bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,320,75,98,121,27,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039331-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDkyNjJ8aW1hZ2UvanBlZ3xhREEyTDJnek9TODRPVFk1T0RNd056STNOekV3THpFd016a3pNekV0TVY4NE1EQlhlRGd3TUVnfGZiMmFkYzQ4MjA1OTg5NGFjODM3ZjZhMmMzZmZkNzBkZDczNzI5MDRlODhhMDA5MmM1NjMwMjg5ZjM2ZTRiY2M,https://api.mybihr.com/medias/1039331-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTE5MzkxfGltYWdlL2pwZWd8YUdRM0wyZ3paaTg0T1RZNU9ETXdPVEkwTXpFNEx6RXdNemt6TXpFdE1sODRNREJYZURnd01FZ3w3MTNkMzU1ODRlNTMxMGQ1MGJiYWY4ZTZhZTNhMTk5YWYzMzM2YjliMWJmOTdjZGI3MmI2MjRhMDAzMmU5Zjc4,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039242,93651,27-1002,ALL BALLS,ALLBA LINKAGE BEARING KIT,"Kit de rodamientos, retenes y casquillos de bieleta All Balls  27-1002",120.85,99.88,59.93,27-1002,3,8714109090,0,1,ALL BALLS bearings are manufactured specifically for reconditioning swing arms. These components are placed under great stress when riding for leisure or in competition use and combine reliability with performance.,ALL BALLS bearings are manufactured specifically for reconditioning swing arms. These components are placed under great stress when riding for leisure or in competition use and combine reliability with performance.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,991,384,121,126,65,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039242-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjIzOTZ8aW1hZ2UvanBlZ3xhRGN3TDJnNE5TODRPVFk1T0RBeU1ESXlPVFF5THpFd016a3lOREl0TVY4NE1EQlhlRGd3TUVnfDUzN2I5ZmNhM2YxNTI3OTIxNzhjMWExMDU2ZTBmYmU4NTljNGVhNDkyZjZmZmY1NGVhMTgyNjA2MzIwYTczMTM,https://api.mybihr.com/medias/1039242-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI3MjQyfGltYWdlL2pwZWd8YURKa0wyZzRZeTg0T1RZNU9EQXlNakU1TlRVd0x6RXdNemt5TkRJdE1sODRNREJYZURnd01FZ3xhYmJhZDc4YzE1NDUyMjBjNzExOGYxMGFjYzUyYjQ3ZWEwNGEwOGJmNzkwYWFlNDA2M2Y3OWIzMDU5M2ExNWNl,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039245,776679,42-1014,ALL BALLS,ALLBA BALL JOINT KIT,Kit de rótula All Balls,49.60,40.99,24.59,723980418107,3,8708809990,0,1,"<p>Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.</p><p>El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior</p><p>Kit de reparación solo para una rótula: superior o inferior.</p>","
Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.
El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior
Kit de reparación solo para una rótula: superior o inferior.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1015,283,121,129,65,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039245-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU5NTF8aW1hZ2UvanBlZ3xhR1EzTDJobU5TODRPVFk1T0RBek1qQXlOVGt3THpFd016a3lORFV0TVY4NE1EQlhlRGd3TUVnfGJhYzhlMDNkYzA2MmMyZGIxN2UwZjVkMDliNDJmN2MxZDMzNjJmMDI1YWRkYzI3N2RhNWQzMmM2NTZjMDA2Y2E,https://api.mybihr.com/medias/1039245-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwNDR8aW1hZ2UvanBlZ3xhRFExTDJobVlTODRPVFk1T0RBek16azVNVGs0THpFd016a3lORFV0TWw4NE1EQlhlRGd3TUVnfDVmZDcwMzBmOTQ0NTIwMjlmMGQ0MWQzYzQxZmU5NGI3NGY2YTc5YTBmNTk3NDJiZGU5NzQ0ZjM5ZDZjMjM2ZjM,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039246,776447,42-1041,ALL BALLS,ALLBA BALL JOINT KIT,Kit de rótula All Balls,55.54,45.90,12.86,421041,7,8708809990,0,1,"<p>Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.</p><p>El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior</p><p>Kit de reparación solo para una rótula: superior o inferior.</p>","
Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.
El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior
Kit de reparación solo para una rótula: superior o inferior.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,898,256,119,111,68,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039246-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNjl8aW1hZ2UvanBlZ3xhR1ZoTDJobVpTODRPVFk1T0RBek5UazFPREEyTHpFd016a3lORFl0TVY4NE1EQlhlRGd3TUVnfDIwZDlkODM4OTA3ZjE4ZjFiYzE1ZjEyOTljMWU5OGJjOTQ3ZDhmYjkzYzdhZmJjNmVjYjhmZmE4OGYwYTVmNWM,https://api.mybihr.com/medias/1039246-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwNDR8aW1hZ2UvanBlZ3xhREZoTDJobU9DODRPVFk1T0RBek56a3lOREUwTHpFd016a3lORFl0TWw4NE1EQlhlRGd3TUVnfDhiYTIxN2U1Njk3NGI2ZmU4NjQ2NjVlYTU5ZTJkZmJkMWVmY2Y4Yjg3NWRiNmQ4NGVlYTczYWVmYjRkOWI4YmI,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039250,776197,42-1017,ALL BALLS,ALLBA BALL JOINT KIT,Kit de rótula All Balls,47.88,39.57,23.74,42-1017,4,8708809990,0,1,"<p>Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.</p><p>El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior</p><p>Kit de reparación solo para una rótula: superior o inferior.</p>","
Los kits All Balls de reparación de rótulas del trapecio se han desarrollado para cumplir dos requisitos esenciales: durabilidad y rendimiento.
El kit incluye rodamientos, jaulas de agujas y separadoresPara reparación de la rótula del trapecioSe adapta tanto a la parte superior como a la inferior
Kit de reparación solo para una rótula: superior o inferior.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,555,204,119,111,42,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039250-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA1MjB8aW1hZ2UvanBlZ3xhR1ZpTDJoak5DODRPVFk0TmpBNU16WTJNRFEyTHpFd016a3lOVEF0TVY4NE1EQlhlRGd3TUVnfDhiYmQ3NGRkM2YwZTMxMjdkMDBiODc0YzZlMzVjOWNhMjJkZGUzODMyYWIwNGE4MWJiODhmYWFjMzg2Y2Y5MmM,https://api.mybihr.com/medias/1039250-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwNDR8aW1hZ2UvanBlZ3xhREZpTDJoaVpTODRPVFk0TmpBNU5UWXlOalUwTHpFd016a3lOVEF0TWw4NE1EQlhlRGd3TUVnfGZkODZmYWNjYWY1NDNhZWFlZDI5YWVlZDIxNjgzNWIwMjg4MzE5ODUzZDc3MTgxYmM1ZTA3NGEwODk5MTA2ZTY,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
