PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Altura (mm),Anchura (mm),Ángulo ( ° ),Calidad de la correa,Calidad de los muelles,Capacidad (ml/l),Color,Composición,Compresión de pistón,Diámetro del extremo delantero del tubo,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Especificaciones,Gas Emissions Approval,Homologación,Homologación de emisiones acústicas,Kit de catalizador de escape opcional,Longitud (mm),Nº de rodillos,Nº de segmentos,Número de filtro,Peso (g),Peso (kg),Posición,Relación de compresión,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Uso recomendado,Versión de filtro,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,Document3,Document4,Document5,Document6,DeliveryPlant
1011871,PLN241645,241.645,POLINI,POLIN VARIATOR MAXI SPEED,Variador Polini HI-SPEED PIAGGIO X8 250 (241645),156.50,129.34,84.07,8054705074721,0,8714102000,0,1,"
Product information ‘Polini MAXI HI-SPEED variator (6 rollers) - Vespa GTS 300, Piaggio QUASAR, LEADER’


<p>The <strong>Polini MAXI HI-SPEED</strong> variator improves acceleration and keeps the engine more consistently at the optimal engine speed than the original variator.</p>

<p><strong>Contents:</strong><br>
variator, variator rollers, grease.<br>
Included roller set (20 x 17mm): 6 rollers, each weighing 11.8 g</p>

<p><strong>Suitable for the following engine type</strong>:<br>
Piaggio Leader/Quasar 180-300cc 4-stroke, LC</p>

","
Product information ‘Polini MAXI HI-SPEED variator (6 rollers) - Vespa GTS 300, Piaggio QUASAR, LEADER’



The Polini MAXI HI-SPEED variator improves acceleration and keeps the engine more consistently at the optimal engine speed than the original variator.


Contents:
variator, variator rollers, grease.
Included roller set (20 x 17mm): 6 rollers, each weighing 11.8 g


Suitable for the following engine type:
Piaggio Leader/Quasar 180-300cc 4-stroke, LC

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,5213,949,309,222,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011871-1.jpg?context=bWFzdGVyfHJvb3R8MzM4OTM5fGltYWdlL2pwZWd8YURFd0wyaGhPUzg0TVRnd09EZzBNalUxTlRReU1pODRNREJYZURnd01FaGZNVEF4TVRnM01TMHhMbXB3Wnd8ZDA0MzdjNjA1ODdjMGU1MDM5MmIwZDI2YWUzNjlhOGZiM2JkNDE0OGIyZGZiOTU4ZDVlODFkYjZjYTU3ZTA2Nw,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011738,PLN242190,242.190,POLINI,"POLIN ROLLERS 24MMX18/22,5G/X6","Rodillos de variador POLINI 24x18mm 22,5gr - 6 piezas",19.51,16.12,10.48,8054705077135,0,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,84,59,85,45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011738-1.jpg?context=bWFzdGVyfHJvb3R8NjI5MTV8aW1hZ2UvanBlZ3xhR1F5TDJnNU1TODJPRFEyTVRNME5qWTRORGsxT0M4NE1EQlhlRGd3TUVoZk1UQXhNVGN6T0MweExtcHdad3xmOWQ2OGMwNDIxNmZjMDY1NmU2MDc2OGVmZWVjZWM4YjkxMWM1Zjg2ODZiNGY3ZWE1Y2I5YTA2Y2I0YTJhOTE3,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011695,PLN242035,242.035,POLINI,POLIN FLANGE GUIDE VARIATOR,GUIAS PLATILLO Variador Polini 250 (242035),4.01,3.31,2.15,8054705075827,3,8714102000,0,1,"<p><strong>Polini variator flange guides (set of 3)</strong></p>
<p>Polini flange guides are an essential spare part for optimum variator performance. They guide the slide plate precisely, minimise friction and wear, and thus contribute to smooth shifting. The result: clean acceleration, improved running smoothness and longer variator life.</p>
<p>&nbsp;</p>
<p><strong>Product advantages</strong></p>
<ul>
	<li>Precise replacement for worn original slide rails</li>
	<li>Made from durable, low-friction plastic</li>
	<li>Ensures smooth running and consistent performance</li>
	<li>Easy to install</li>
	<li>&nbsp;</li>
</ul>

<p><strong>Scope of delivery</strong></p>

<ul>
	<li>3 Polini flange guides</li>
</ul>
","
Polini variator flange guides (set of 3)

Polini flange guides are an essential spare part for optimum variator performance. They guide the slide plate precisely, minimise friction and wear, and thus contribute to smooth shifting. The result: clean acceleration, improved running smoothness and longer variator life.

 

Product advantages

	Precise replacement for worn original slide rails
	Made from durable, low-friction plastic
	Ensures smooth running and consistent performance
	Easy to install
	 



Scope of delivery


	3 Polini flange guides

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,120,19,88,68,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011695-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI4ODl8aW1hZ2UvanBlZ3xhR1JrTDJnNU1TODVNREV5TkRjME1qUTVNalEyTHpFd01URTJPVFV0TVY4NE1EQlhlRGd3TUVnfDliNzIxOTQ4MTU5ZGUzM2U3NzVmZWFiNmNmZDc2Y2E1OGViMmExMGZhYzhlNDJiZGU0NGY1NTkzMDM5MGJmMDk,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011706,PLN244122,244.122,POLINI,POLIN PULLEY HALF,Semipolea Polini FIJA YAMAHA T-MAX 500 (244122),73.50,60.74,39.48,8054705079658,2,8714102000,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,5845,655,236,192,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011706-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc4MTE1fGltYWdlL2pwZWd8YURnM0wyaG1ZaTg1TURFeU5EYzFNak15TWpnMkx6RXdNVEUzTURZdE1WODRNREJYZURnd01FZ3wwMzUxMTZhNzg5Njc3MzNiNGVmMzQ2NzMyM2RjZWEyZjc1NjI0OWE2YmEyZGEzYjRkYjhmMDQ5OTYxYzcyYzM0,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011760,PLN242270,242.270,POLINI,"POLIN ROLLERS 27,5MMX21,5/20,5G/X6","Rodillos de variador POLINI 27,5x21,5mm 20,5gr - 6 piezas",26.50,21.90,14.24,8054705077807,1,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,185,151,96,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011760-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA4Nzh8aW1hZ2UvanBlZ3xhRGt4TDJoa01DODRPVFk0T1RFNE9Ua3dPRGM0THpFd01URTNOakF0TVY4NE1EQlhlRGd3TUVnfDliNmRmNDA0ODM0YTRkNWM1YjBhOWJiY2ZhNzVjNTBmNzc1ZTBlYzY5ZTU5ODNiNWNiMGZhYjQyMzk2OTA2OGI,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011748,PLN242222,242.222,POLINI,"POLIN ROLLERS 25MMX14,8/16,2G/X8","Rodillos de variador POLINI 25x14,8mm 16,2gr - 8 piezas",33.00,27.27,14.70,242.222,1,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,137,155,88,52,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011748-1.jpg?context=bWFzdGVyfHJvb3R8ODIwNDF8aW1hZ2UvanBlZ3xhR1k0TDJneVpTODJPRFEyTVRNME56UTNNVE01TUM4NE1EQlhlRGd3TUVoZk1UQXhNVGMwT0MweExtcHdad3w5NWZiZDA1YzBmZjUzNDBlYjlhMDFmMWNiNWFhYWVjNDIxNGE2Y2YxY2ZlYTA0YTcyY2Q3ZjRkNjliNDVjNWNl,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011749,PLN242223,242.223,POLINI,"POLIN ROLLERS 25MMX14,8/19G/X8",Rodillos de variador POLINI 25x14mm 19gr - 8 piezas,33.00,27.27,17.73,8054705077425,3,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,84,59,85,45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011749-1.jpg?context=bWFzdGVyfHJvb3R8ODIwNDF8aW1hZ2UvanBlZ3xhRE5pTDJneU9DODJPRFEyTVRNME56WTJOems1T0M4NE1EQlhlRGd3TUVoZk1UQXhNVGMwT1MweExtcHdad3wwMjgxMTM3ZDg4Y2I4ZTc2NWRlYmUyNWVmMjE0MWI1YjE2YjQ5ZWYwNDcwMGQ2NzAxOTA0NjhjNzc1YzE1NGQx,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011799,PLN242375,242.375,POLINI,"POLIN ROLLERS 20MMX12/9,2G/X9","Rodillos de variador POLINI 20x12mm 9,2gr - 9 piezas",33.00,27.27,17.73,242.375,3,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,157,107,92,57,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011799-1.jpg?context=bWFzdGVyfHJvb3R8NzU4MTB8aW1hZ2UvanBlZ3xhRGd6TDJnNFl5ODJPRFEyTVRNMU1qTTROalU1TUM4NE1EQlhlRGd3TUVoZk1UQXhNVGM1T1MweExtcHdad3wyYjI3NTliY2M0ZjEwYTE2MTI1MTg0OTE3ZmU3MzYxODk4MThiOGFlNjQ1Njk0YmNmN2FhMWE1YmZjMjkwMGQ4,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011800,PLN242376,242.376,POLINI,"POLIN ROLLERS 20MMX12/10,1G/X9","Rodillos de variador POLINI 20x12mm 10,1gr - 9 piezas",33.00,27.27,17.73,8054705078484,2,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,84,59,85,45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011800-1.jpg?context=bWFzdGVyfHJvb3R8NzU4MTB8aW1hZ2UvanBlZ3xhRGN3TDJobE1TODJPRFV5TkRZeE9Ua3lNelE0Tmk4NE1EQlhlRGd3TUVoZk1UQXhNVGd3TUMweExtcHdad3w0ZTE4YTUwNjVkZmY2YjBjMTAyMTVmNmZlNWNhNDgyYzRiODExM2JkMTA2MTExZGNkYmNhZTNhMjE2OThjMjli,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011745,PLN242215,242.215,POLINI,"POLIN ROLLERS 25MMX21,8/16G/X8","Rodillos de variador POLINI 25x21,8mm 16,3gr - 8 piezas",31.00,25.62,16.65,242.215,1,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,267,183,134,57,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011745-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA4Nzh8aW1hZ2UvanBlZ3xhRGswTDJnd05TODRPVEF4TnpNek1UVTBPRFEyTHpFd01URTNORFV0TVY4NE1EQlhlRGd3TUVnfGU0OGU5YzNhZjQzOTdiOTFlMDA4MDA5NjlmOWVhYThlMTlmZDhiZDcwYmVjZTcyMmQyYzQ0MDAxNDJlMzMxNTM,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011737,PLN242189,242.189,POLINI,"POLIN ROLLERS 24MMX18/29,6G/X6","Rodillos de variador POLINI 20x18mm 29,6gr - 6 piezas",19.01,15.71,6.28,8054705077128,1,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,84,59,85,45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011737-1.jpg?context=bWFzdGVyfHJvb3R8NzAwODF8aW1hZ2UvanBlZ3xhREkwTDJoak9TODJPRFV5TkRZeU56TXlPVEExTkM4NE1EQlhlRGd3TUVoZk1UQXhNVGN6TnkweExtcHdad3w0Y2JiMzhiNWVhMzA3ZTcwZmYxOGRkY2VjNjE0NzdjYTlmNDQyNmY3ZTU1NDk3YzFjMTdkYzBhNTkxZGY2MTM3,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011755,PLN242239,242.239,POLINI,"POLIN ROLLERS 28MMX20/26,8G/X8",Rodillos de variador POLINI 28x20mm 26gr - 8 piezas,48.40,40.00,26.00,242.239,0,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,301,252,151,57,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011755-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA4Nzh8aW1hZ2UvanBlZ3xhRFkwTDJnMlpTODRPVFE0T1RVM01ESXdNVGt3THpFd01URTNOVFV0TVY4NE1EQlhlRGd3TUVnfGE3YzYwZmMzNDgyYjUwNTkxNTE1MzlhYzRhMWFmNDRhYzZiM2YyMGI5NTdkMTdiN2Q3NGRjMTNiZDVhZDM3NDg,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011761,PLN242280,242.280,POLINI,POLIN ROLLERS 25MMX17/14G/X8,Rodillos de variador POLINI 25x17mm 14gr - 8 piezas,35.50,29.34,19.07,8054705077838,0,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,301,153,151,57,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1011761-1.jpg?context=bWFzdGVyfHJvb3R8Njg3MDN8aW1hZ2UvanBlZ3xhREpqTDJnME9DODJPRFEyTVRNME9EZzBOelkwTmk4NE1EQlhlRGd3TUVoZk1UQXhNVGMyTVMweExtcHdad3wwNjQyOWI3N2MzYjc0YjQxNjM3NTJmNDllNTEzZTcxNDhiOWI2NDUwOTY4MWQzOTA4NmM5YjY3ODhlNTgzZWZl,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011830,PLN952036,952.036,POLINI,POLIN SPAREPARTS FLANGE VARIATOR,Platillo Polini GUIARODILLOS HONDA SH125 (952036),24.60,20.33,7.21,952.036,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,264,173,103,95,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1016866,,241.702,POLINI,POLIN VARIATOR HI-SPEED,Variador POLINI - Honda 110 Vision 4T,106.00,87.60,61.32,8054705075322,1,8714102000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Polini Hi-Speed variators have been developed during competition riding and enable you to improve your scooter’s performance and transmission.</p><p> </p><ul> <li>Top performance and reliability </li><li>Ensures maximum transmission performance</li><li>Higher RPM: improved acceleration and pick-up </li><li>The bushing is made from special case-hardened tempered and ground chromed-nickel steel </li><li>Superior compression spring resistance</li><li>Constant axle greasing, even in the most extreme usage conditions </li><li>Minimal friction: specially treated inner roller tracks</li><li>Complete variator delivered with 1 set of 6 rollers 16x13: 4.9 g</li></ul> </body> </html>","       Polini Hi-Speed variators have been developed during competition riding and enable you to improve your scooter’s performance and transmission.  Top performance and reliability Ensures maximum transmission performanceHigher RPM: improved acceleration and pick-up The bushing is made from special case-hardened tempered and ground chromed-nickel steel Superior compression spring resistanceConstant axle greasing, even in the most extreme usage conditions Minimal friction: specially treated inner roller tracksComplete variator delivered with 1 set of 6 rollers 16x13: 4.9 g  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,5143,625,309,228,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016866-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ5Mzk1fGltYWdlL2pwZWd8YURGbEwyZzJZaTg0T0Rjek5UY3dNamN4TWpZeUx6RXdNVFk0TmpZdE1WODRNREJYZURnd01FZ3wyMGI2MGUzZWU4MzI3MzVkMjk4MDdkOTlkNWY2NDRmZjc2MzZlMzQ0ZmJkZmYyYzEzZjIzNDYyN2MyNGIxODEw,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011889,PLN241687,241.687,POLINI,POLIN VARIATOR HI-SPEED,Variador Polini KYMCO PEOPLE -SUPER 9 50 (241687),82.50,68.18,44.32,8054705075162,6,8714102000,0,1,"<p>Polini Hi-Speed variators have been developed during competition riding and enable you to improve your scooter’s performance and transmission.</p><ul><li>Top performance and reliability </li><li>Ensures maximum transmission performance</li><li>Higher RPM: improved acceleration and pick-up </li><li>The bushing is made from special case-hardened tempered and ground chromed-nickel steel </li><li>Constant axle greasing, even in the most extreme usage conditions </li><li>Minimal friction: specially treated inner roller tracks</li><li>Complete variator delivered with 1 set of 6 rollers 16x13: 6.9 g</li></ul>","
Polini Hi-Speed variators have been developed during competition riding and enable you to improve your scooter’s performance and transmission.Top performance and reliability Ensures maximum transmission performanceHigher RPM: improved acceleration and pick-up The bushing is made from special case-hardened tempered and ground chromed-nickel steel Constant axle greasing, even in the most extreme usage conditions Minimal friction: specially treated inner roller tracksComplete variator delivered with 1 set of 6 rollers 16x13: 6.9 g",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,3840,557,263,200,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011889-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc3MzE5fGltYWdlL2pwZWd8YURSaEwyZzNNUzg0T1RVek1EWTBPREUyTmpjd0x6RXdNVEU0T0RrdE1WODRNREJYZURnd01FZ3wxYWRmZWE0Njg2NzNkNTFhNDI5NzdkZWJiMzRkNTlhYWYwYWJmOTAzYzMxNTA5ZTJmY2M2MjIyMWMxYTkzMzg2,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011850,PLN243097,243.097,POLINI,POLIN SPRINGS COMPRESSION,Muelle de contraste POLINI EVO-SLIDER MAJESTY (243097),46.50,38.43,24.98,243.097,3,8714102000,0,1,<p>Polini Evo Slider torque springs help improve clutch performance by improved pressure regulation by the spring.</p><ul><li>Compression spring</li><li>+10% more load resistance</li><li>Greater resistance = spring has greater linear torsion</li><li>Evo Slider technology: anti-wear treatment and self-lubricating</li><li>Helps improve the longevity of the transmission</li><li>Improves the performance of the variator</li><li>Essential for optimising the variator</li></ul>,"
Polini Evo Slider torque springs help improve clutch performance by improved pressure regulation by the spring.Compression spring+10% more load resistanceGreater resistance = spring has greater linear torsionEvo Slider technology: anti-wear treatment and self-lubricatingHelps improve the longevity of the transmissionImproves the performance of the variatorEssential for optimising the variator",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,2018,274,252,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011850-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzODMxfGltYWdlL2pwZWd8YURBNUwyZ3pZeTg0T1RJME5ETTNNelE0TXpneUx6RXdNVEU0TlRBdE1WODRNREJYZURnd01FZ3w0M2NmNGRmMThiYTY3MDlmMzIzZDg4NzY2YTkzMTc4NmU2YTg3NzYwNDE1ZTI3NjJlZTU3NTM4YWU2Mzg1YTY2,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1011903,PLN241717,241.717,POLINI,POLIN VARIATOR MAXI SPEED,VARIADOR HI-SPEED POLINI 12 rodillos Peugeot Metropolis 400 (241.717),258.50,213.64,138.87,8054705075476,3,8714102000,0,1,"<p>Polini’s Maxi-Speed variators allow you to optimise the resistance and performance of your maxi-scooter’s transmission, thanks to various brand-specific technical features.</p><ul><li>The Polini compression spring is 30% harder than the original component</li><li>An excellent balance between performance and durability</li><li>Specialised variator body ensures constant lubrification</li><li>Nickel-chrome treated for enhanced heat resistance</li><li>Variator delivered complete with 2 sets of rollers 25x11x7.3 gr and 25x11x8.3 gr</li></ul>","
Polini’s Maxi-Speed variators allow you to optimise the resistance and performance of your maxi-scooter’s transmission, thanks to various brand-specific technical features.The Polini compression spring is 30% harder than the original componentAn excellent balance between performance and durabilitySpecialised variator body ensures constant lubrificationNickel-chrome treated for enhanced heat resistanceVariator delivered complete with 2 sets of rollers 25x11x7.3 gr and 25x11x8.3 gr",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,6222,1978,310,223,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1011903-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAxMTkwfGltYWdlL2pwZWd8YURFekwyZzBZUzg0T0RVM01qZ3dOekE0TmpNNEx6RXdNVEU1TURNdE1WODRNREJYZURnd01FZ3xkZDU5MmM3NzcwODZiYTNjMmFiNTFkNWM3Mzc5MmM0ZjE0ZmUxNTQ0YzA5YjI0Mzg1NTEzMGI0NTUxNmZhOWZh,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
