PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Especificaciones,Espesor (mm),Rango de uso,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1006485,46170,5PK1000185,HOT CAMS,"HOTCA VALVE SHIM 10X1,85MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 1,85 mm",12.29,10.16,6.60,8430525461703,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,19,4,62,78,4,,,,,,https://api.mybihr.com/medias/1006485-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhREpoTDJobE9DODRPVEkyTXpRMU5Ua3lPRFl5THpFd01EWTBPRFV0TVY4NE1EQlhlRGd3TUVnfDM4Mjk5ZTZiYmQzNGY0MDJhZTU5NTVhYWVlNGM0MmM4NTgxZTFjY2RkZDAxMDk5NTQwOTc4YzBlMjZlMzgzYTA,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006491,46176,5PK1000215,HOT CAMS,"HOTCA VALVE SHIM 10X2,15MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,15 mm",11.27,9.31,6.05,8430525461765,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,37,9,73,30,17,,,,,,https://api.mybihr.com/medias/1006491-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRE0xTDJnd1pDODRPVFk0TnprMU5ESXlOelV3THpFd01EWTBPVEV0TVY4NE1EQlhlRGd3TUVnfGRlZDFhZDUyYjA3MDY0ZjBkNDA0YzA2MWRjOTRlYWRhMzA0YTZlNzZiOWMyNTgzY2EyZGQyYTE5MmMwN2IxYzA,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006493,46178,5PK1000225,HOT CAMS,"HOTCA VALVE SHIM 10X2,25MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,25 mm",12.29,10.16,6.60,8430525461789,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,26,10,76,20,17,,,,,,https://api.mybihr.com/medias/1006493-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR016TDJneFlTODRPVFk0TnprMU9ERTFPVFkyTHpFd01EWTBPVE10TVY4NE1EQlhlRGd3TUVnfDBjYWYwMGZhYTkzMGNkY2JmZTY4OTUwMTgxMDYzZDQwYjU5MDExY2Y5Y2Q0YWMwMWU4N2Y1YzZjODNhOTgxN2E,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006494,46179,5PK1000230,HOT CAMS,"HOTCA VALVE SHIM 10X2,30MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,3 mm",12.29,10.16,6.60,8430525461796,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,3,3,13,58,4,,,,,,https://api.mybihr.com/medias/1006494-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRE5tTDJnMk9TODRPVFk0TnprMk1ERXlOVGMwTHpFd01EWTBPVFF0TVY4NE1EQlhlRGd3TUVnfGY4ODJkM2Q1NzkyOTM4MjJmMDdhNmQ5ZDQyMzRhMDZkNzI0NzhiNmYxYmQ2OWRmYTQyZTk3ZWFhYzViYjUyOWM,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006496,46181,5PK1000240,HOT CAMS,"HOTCA VALVE SHIM 10X2,40MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,4 mm",12.29,10.16,6.60,8430525461819,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,19,5,60,78,4,,,,,,https://api.mybihr.com/medias/1006496-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR1pqTDJnMlppODRPVFk0TnprMk1qQTVNVGd5THpFd01EWTBPVFl0TVY4NE1EQlhlRGd3TUVnfDA4YjMwZDk4ZDVkOWJkNzVjMTYyMDM3NDUxZTg1OTU3N2ZkY2JmOGU4NzdiMTM3ZmI3ZGFmNzc3ZGZlNTAxMTk,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006453,46354,4017-1,HOT CAMS,HOTCA CAMSHAFT STAGE 1,Árbol de levas Hot Cams 4017-1,345.53,285.56,185.61,8430525463547,2,8714109090,0,1,"<p>Los árboles de levas Hot Cams han sido desarrollados y testados por los mejores equipos de competición.<br>Ofrecemos 2 tipos de árbol de levas (en ambos casos la instalación y configuración del motor debe ser realizada por un profesional):</p><p><br>FASE 1: Excelente par motor y potencia incrementada, sin necesidad de otras modificaciones.</p><p><br>FASE 2: Mayor par motor y potencia que los árboles de levas fase 1. Utilizan muelles y balancines originales. Precisan de modificaciones en el motor tales como: Pistones de alta compresión, carburadores de mayor tamaño... para<br>conseguir exprimir al máximo todo su potencial.</p>","
Los árboles de levas Hot Cams han sido desarrollados y testados por los mejores equipos de competición.Ofrecemos 2 tipos de árbol de levas (en ambos casos la instalación y configuración del motor debe ser realizada por un profesional):
FASE 1: Excelente par motor y potencia incrementada, sin necesidad de otras modificaciones.
FASE 2: Mayor par motor y potencia que los árboles de levas fase 1. Utilizan muelles y balancines originales. Precisan de modificaciones en el motor tales como: Pistones de alta compresión, carburadores de mayor tamaño... paraconseguir exprimir al máximo todo su potencial.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1527,495,248,81,76,,,,,,https://api.mybihr.com/medias/800Wx800H-1006453-1.jpg?context=bWFzdGVyfHJvb3R8MTAzNTl8aW1hZ2UvanBlZ3xhRGc0TDJneFlTODVPRGd5TURBek5qVTVNVFkwTmk4NE1EQlhlRGd3TUVoZk1UQXdOalExTXkweExtcHdad3w0YjAyYzNlNWEyM2I4NmM1Yzc3NWY0ODkzMjA1YzhmMDZlZjEwZDMzYTVmYjVhODA0M2MzZDZmYmE2ZTM3NmYw,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,https://api.mybihr.com/medias/504123.pdf?context=bWFzdGVyfGRvY3VtZW50c3wzNTM0ODh8YXBwbGljYXRpb24vcGRmfGFERmpMMmhtTmk4NU1EUXpOakl4TmpBNU5UQXlMelV3TkRFeU13fDg0NDczYWNlNjllMmQyNmY1NDI2MTBlMmY1MzZmNmRmMDljOTRhMzI5ZTcxMTUzMGQ1M2ZiYTVmNWUwMzlhZTk,Spain Warehouse (Parts)
1006490,46175,5PK1000210,HOT CAMS,"HOTCA VALVE SHIM 10X2,10MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,1 mm",12.29,10.16,6.60,8430525461758,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,28,10,74,27,14,,,,,,https://api.mybihr.com/medias/1006490-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRGRtTDJnM1ppODRPVE00TmpJM01EY3lNRE13THpFd01EWTBPVEF0TVY4NE1EQlhlRGd3TUVnfGY3Y2M0NDU3MDNlMDYyN2I2OTE4NDE0MjJkNjhmYTQyMTY1ZDIwNmIwN2U3MmQzNDI5NDc0ZGY0ZmY2ZTlhODk,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006495,46180,5PK1000235,HOT CAMS,"HOTCA VALVE SHIM 10X2,35MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,35 mm",12.29,10.16,6.60,8430525461802,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,31,4,58,76,7,,,,,,https://api.mybihr.com/medias/1006495-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR0V4TDJnNU55ODRPRFUxT0RJM05EUTNPRE00THpFd01EWTBPVFV0TVY4NE1EQlhlRGd3TUVnfGVjNzRiZmVhZjNlZWI2ZTNlZTM0ZjhiMmNlN2JjNjU4ZTJjZTI4OWRkYzJhMDM3OWVkMWRiYzkyNTdkYjBiNWM,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006497,46182,5PK1000245,HOT CAMS,"HOTCA VALVE SHIM 10X2,45MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,45 mm",12.29,10.16,6.60,8430525461826,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,18,5,61,73,4,,,,,,https://api.mybihr.com/medias/1006497-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRGcwTDJnMU15ODRPVEF4TURBMU5qQTJPVFF5THpFd01EWTBPVGN0TVY4NE1EQlhlRGd3TUVnfDRlOWVhYzliOTFiYzBkM2VjMWFmMWZjYTg5ZWE1ZTVlNThhZjU0YTgxMTkwNzlkY2FkZGYxMWEyZWFjZjNlMmU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006498,46183,5PK1000250,HOT CAMS,"HOTCA VALVE SHIM 10X2,50MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,5 mm",12.29,10.16,6.60,8430525461833,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,35,5,65,78,7,,,,,,https://api.mybihr.com/medias/1006498-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRE5qTDJoaVl5ODRPVEF4TXpjNE56QXpNemt3THpFd01EWTBPVGd0TVY4NE1EQlhlRGd3TUVnfDdjNThjZWUyYTUxZDJiNzZkOGYwN2Q3ZGRkZDc1YmEyOWM2MmMxYjA2ODNjZDlhNGQwMjgyMTcyMzhiNjI2ZGU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006499,46184,5PK1000255,HOT CAMS,"HOTCA VALVE SHIM 10X2,55MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,55 mm",12.29,10.16,6.60,8430525461840,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,5,63,78,4,,,,,,https://api.mybihr.com/medias/1006499-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR05qTDJnM05pODRPVFk0TnprMk5EQTFOemt3THpFd01EWTBPVGt0TVY4NE1EQlhlRGd3TUVnfDg1Yjk1NWNjNzQ1MjM1NGRkNTJjM2RkOTJiMjM0NTVhYzVlN2MyZGIwZjBlODU3NTczMjc5NGI3MWEzNDQ3NTU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006489,46174,5PK1000205,HOT CAMS,"HOTCA VALVE SHIM 10X2,05MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2,05 mm",12.29,10.16,6.60,8430525461741,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,16,13,76,17,12,,,,,,https://api.mybihr.com/medias/1006489-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRFkxTDJnd05pODRPVFk0TnprMU1qSTJNVFF5THpFd01EWTBPRGt0TVY4NE1EQlhlRGd3TUVnfDk3OTA1N2I5Y2E3ZDJjYjkxMDBkNmRjODhkYjNiN2Y5ZjNiODY4NjcwNjdiNGJmYzNlYWYyNTFjMzE0ZTUzMzA,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006570,46284,5PK890212,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,12MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,12 mm",12.29,10.16,6.60,8430525462847,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,2,66,76,4,,,,,,https://api.mybihr.com/medias/1006570-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRGcxTDJoa1lTODRPVEkyTkRreU16STNPVFkyTHpFd01EWTFOekF0TVY4NE1EQlhlRGd3TUVnfDUxZDNhOTc4ODNiMDBmYWRjZGE0MjNiNDQ2ZWQzMjI1MDU1NGIwMTAzZjhmNjY3Njc3YWFhZTRmNDc5NmQxNTI,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006575,46289,5PK890232,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,32MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,32 mm",12.29,10.16,6.60,8430525462892,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,3,67,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006575-1.jpg?context=bWFzdGVyfHJvb3R8NTY5NDF8aW1hZ2UvanBlZ3xhREJtTDJoaE5TODVPRGd5TURBME56YzVPRE13TWk4NE1EQlhlRGd3TUVoZk1UQXdOalUzTlMweExtcHdad3xhZWY4MzMxNTkzM2M0YmJkOWViMjkyMmM0OGU0OTliODA0ZWExMGUyOTk3YTYwYzg4Mjk3MTdlMWJlOTc4NDRh,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006576,46290,5PK890236,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,36MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,36 mm",12.29,10.16,6.60,8430525462908,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,39,100,74,76,7,,,,,,https://api.mybihr.com/medias/1006576-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR00xTDJnek15ODRPVFV5TnpBMU9UYzBNekF5THpFd01EWTFOell0TVY4NE1EQlhlRGd3TUVnfDliNWRkNGY4OWNiY2JkZTA4MDU0OGM2NGE0YThmZDI5ZTY1ZDgzMWZmMDVkNGI1MTE1YzU3YTZkZjgzNGZkZDQ,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006578,46292,5PK890244,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,44MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,44 mm",11.27,9.31,6.05,8430525462922,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,38,3,72,76,7,,,,,,https://api.mybihr.com/medias/1006578-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhREpoTDJobE55ODRPVFV6TWpVeU5qYzFOakUwTHpFd01EWTFOemd0TVY4NE1EQlhlRGd3TUVnfDQxMjJmZGYyNTE2Zjk3YzdkYThhM2M5MDY4YmIzMmY2Y2VjM2VjZDZjNGYzZmQzOGFhMDZhZmNiMThhOGViYzk,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006579,46293,5PK890248,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,48MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,48 mm",12.04,9.95,6.47,8430525462939,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,22,2,71,78,4,,,,,,https://api.mybihr.com/medias/1006579-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRFEwTDJnNE1DODRPVE00TXpRNU1qWTBPVEkyTHpFd01EWTFOemt0TVY4NE1EQlhlRGd3TUVnfGJkNmYxMTgxYTdiOGM1YmViYjhlMjRkZDhmYjFhOWM3NWQxNzQ2MWNlMDM1YjRiNTJkYmJkNWExMGY3OTkyZTU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
