PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Clasificación de capas,Compuesto de neumático,Diámetro de la llanta,Espesor (mm),Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Tipo de cámara de aire,Tipo de válvula,Unidades por caja,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
9007303,,2R2K1012,KENDA,KENDA TIRE K547 SPEEDRACER 25X10-12,Neumático KENDA K547 SPEEDRACER AT25X10-12 50N 6PR E TL,186.22,153.90,100.04,4711041548609,4,4011900000,0,0,<p><strong>K547 SPEEDRACER</strong></p><p>- Diseño excelente para la práctica de la conducción deportiva dentro y fuera de la carretera</p><p>- Tacos profundos para autolimpieza en cualquier condición.</p><p>  <br></p>,"
K547 SPEEDRACER
- Diseño excelente para la práctica de la conducción deportiva dentro y fuera de la carretera
- Tacos profundos para autolimpieza en cualquier condición.
  ",TIRES & ACCESSORIES,ATV,ATV TIRE ROAD,91287,9626,630,630,230,25,10,ATV homologado,,,12,,X-Ply,Neumáticos ATV/SSV/3 ruedas,Homologado,50,N < 140 km/h,,SPEEDRACER,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007303-1.jpg?context=bWFzdGVyfHJvb3R8MTgxMDc2fGltYWdlL2pwZWd8YUdNNUwyZ3hZUzg0TWpNM05EVTJNRGt3TnpJNU5DODRNREJYZURnd01FaGZPVEF3TnpNd015MHhMbXB3Wnd8N2Q3ZDJkMjkwMzBiMmU2OWNkYzU4N2E1OTZhNTA0NTFlNzkxN2UwN2Q5OGQ0ZmY0YzlhMzdmYTNlOWI3NTMyNQ,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007484,,1R4M2034,KENDA,KENDA TIRE KR20A KANINE 205/45R16,Neumático KENDA KR20A KANINE Can-Am Ryker 205/45 R 16 M/C 77T E TL,174.85,144.50,75.00,4711041551722,16,4011900000,0,0,"<p>El primer y &uacute;nico neum&aacute;tico del mercado de recambios dise&ntilde;ado espec&iacute;ficamente para los modelos Can-Am Spyder, Ryker y Ryker Rally.</p>
<ul>
<li>Mayor duraci&oacute;n que el original, mejor manejabilidad</li>
<li>El dibujo de alto rendimiento de la banda de rodadura reduce la fricci&oacute;n manteniendo el agarre lateral</li>
<li>Dise&ntilde;ado con un dibujo de la banda de rodadura mejorado para evacuar el agua estancada, para un excelente rendimiento sobre mojado</li>
<li>DOT y E-Mark</li>
</ul>","
El primer y único neumático del mercado de recambios diseñado específicamente para los modelos Can-Am Spyder, Ryker y Ryker Rally.

Mayor duración que el original, mejor manejabilidad
El dibujo de alto rendimiento de la banda de rodadura reduce la fricción manteniendo el agarre lateral
Diseñado con un dibujo de la banda de rodadura mejorado para evacuar el agua estancada, para un excelente rendimiento sobre mojado
DOT y E-Mark
",TIRES & ACCESSORIES,ATV,ATV TIRE ROAD,70644,8600,580,580,210,45,205,ATV homologado,,,16,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,77,T < 190 km/h,,KANINE,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007484-1.jpg?context=bWFzdGVyfHJvb3R8MjY5MzUyfGltYWdlL2pwZWd8YURBeUwyZzFNUzg0TWpNM05EVTFNVGM1TnpjNU1DODRNREJYZURnd01FaGZPVEF3TnpRNE5DMHhMbXB3Wnd8MzE4ZTg3MmNiNmUyZGIzYTc3ZmNjOTQxYzE3NWM5NjI0YTZiNjg0OWQ5OWU0ZWE2MTBlYTk4NDc2NTg5YzdlMw,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007483,,1R442034,KENDA,KENDA TIRE KR20A KANINE 205/55R15,Neumático KENDA KR20A KANINE Can-Am Ryker 205/55 R 15 M/C 81T E TL,185.98,153.70,99.91,4711041551715,14,4011900000,0,0,"<p>El primer y &uacute;nico neum&aacute;tico del mercado de recambios dise&ntilde;ado espec&iacute;ficamente para los modelos Can-Am Spyder, Ryker y Ryker Rally.</p>
<ul>
<li>Mayor duraci&oacute;n que el original, mejor manejabilidad</li>
<li>El dibujo de alto rendimiento de la banda de rodadura reduce la fricci&oacute;n manteniendo el agarre lateral</li>
<li>Dise&ntilde;ado con un dibujo de la banda de rodadura mejorado para evacuar el agua estancada, para un excelente rendimiento sobre mojado</li>
<li>DOT y E-Mark</li>
</ul>","
El primer y único neumático del mercado de recambios diseñado específicamente para los modelos Can-Am Spyder, Ryker y Ryker Rally.

Mayor duración que el original, mejor manejabilidad
El dibujo de alto rendimiento de la banda de rodadura reduce la fricción manteniendo el agarre lateral
Diseñado con un dibujo de la banda de rodadura mejorado para evacuar el agua estancada, para un excelente rendimiento sobre mojado
DOT y E-Mark
",TIRES & ACCESSORIES,ATV,ATV TIRE ROAD,74008,9320,580,580,220,55,205,ATV homologado,,,15,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,81,T < 190 km/h,,KANINE,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007483-1.jpg?context=bWFzdGVyfHJvb3R8MjY5MzUyfGltYWdlL2pwZWd8YURNeEwyZzBZUzg0TWpNM05EVTFNVGs1TkRNNU9DODRNREJYZURnd01FaGZPVEF3TnpRNE15MHhMbXB3Wnd8M2EyYjBkODFlYzk1ZDQ2OTVkY2MzYmE0NmU4NWZhNDU2ODUwZTY2OWUxY2Q1YmI2ZDEyNjg0YzRiYTgzODljZQ,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004860,90200025,23994064,KENDA,KENDA TIRE K3204R KLEVER XT 28X10R14,Neumático KENDA K3204R KLEVER XT 28X10 R 14 8PR 70M E TL,242.80,200.66,130.43,4710405482146,1,4011900000,0,0,"<p>Klever X/T - K3204R<br>
Tipo de neumático: Vehículos utilitarios (UTV o SBS)</p>
<ul>
	<li>El neumático UTV cinturado de 8 lonas más ligero del mercado.</li>
	<li>Inspirado en el popular neumático ligero para camioneta&nbsp;de Kenda, el Klever R/T KR601.</li>
	<li>Diseño con laminillas o «garras» específico para conducir en invierno con hielo y nieve.</li>
	<li>Una conducción suave con baja resistencia a la rodadura y una tracción excepcional en todo tipo de terreno.</li>
	<li>Protector sólido del talón, que protege la rueda de las piedras.</li>
	<li>Homologación DOT</li>
</ul>
","
Klever X/T - K3204R
Tipo de neumático: Vehículos utilitarios (UTV o SBS)

	El neumático UTV cinturado de 8 lonas más ligero del mercado.
	Inspirado en el popular neumático ligero para camioneta de Kenda, el Klever R/T KR601.
	Diseño con laminillas o «garras» específico para conducir en invierno con hielo y nieve.
	Una conducción suave con baja resistencia a la rodadura y una tracción excepcional en todo tipo de terreno.
	Protector sólido del talón, que protege la rueda de las piedras.
	Homologación DOT

",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,128546,16300,710,710,255,28,10,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,14,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,70,M < 130 km/h,,KLEVER XT,Delantero/trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004860-1.jpg?context=bWFzdGVyfHJvb3R8MjAzOTgwfGltYWdlL2pwZWd8YURCa0wyZzNNUzg0TWpNM05EVTBOVEV4TXpFeE9DODRNREJYZURnd01FaGZPVEF3TkRnMk1DMHhMbXB3Wnd8Y2ZjMjFiM2QwZDJiNDAyZDg4MGRiMzBiYjBiNjM4ZTk2YjkzOTM0NTNjY2Y0YjlkZDU2MTNlZmFlYzhkOGY5MA,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004327,D69366,254Q2036,KENDA,KENDA TIRE K592 BEAR CLAW EVO 26X11-12,Neumático KENDA K592 BEAR CLAW EVO AT26X11-12 55N 6PR E TL,186.90,154.46,100.40,8430525693661,3,4011900000,0,0,<p>- Nuevo perfil para un rendimiento excepcional fuera de la carretera.</p><p>- Amplios tacos centrales para mejorar el frenado y el control en línea recta.</p><p>- Tacos específicos para un buen drenaje en condiciones húmedas.</p><p>- Tacos intermedios para mejorar la tracción y la maniobrabilidad.</p><p>- Carcasa de 6 capas para una resistencia excepcional a la perforación mientras contiene el peso.</p><p>- Disponible en todos los tamaños estándar.</p>,"
- Nuevo perfil para un rendimiento excepcional fuera de la carretera.
- Amplios tacos centrales para mejorar el frenado y el control en línea recta.
- Tacos específicos para un buen drenaje en condiciones húmedas.
- Tacos intermedios para mejorar la tracción y la maniobrabilidad.
- Carcasa de 6 capas para una resistencia excepcional a la perforación mientras contiene el peso.
- Disponible en todos los tamaños estándar.",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,90000,2500,600,600,250,26,11,ATV utilitario/Todoterreno,6PR - clasificación de 6 capas,,12,,X-Ply,Neumáticos ATV/SSV/3 ruedas,Homologado,55,N < 140 km/h,,BEAR CLAW EVO,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004327-1.jpg?context=bWFzdGVyfHJvb3R8MTcwNjM5fGltYWdlL2pwZWd8YUdSaEwyZzROaTg0TWpJM016QXhPREF4T1RnM01DODRNREJYZURnd01FaGZPVEF3TkRNeU55MHhMbXB3Wnd8YmU1NGYyMzEzZWFmNjQ0MzM3ZmU5OGE3MGFhM2IyYWM0ZTE0ZmViNmQ4YzRiZDAzYTA1MjM3YmQ3YzhhOGUxYw,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004243,69461,23611023,KENDA,KENDA TIRE K299 BEAR CLAW 22X12-10,Neumático KENDA K299 BEAR CLAW 22X12-10 46F 4PR E TL,155.10,128.18,83.32,8430525694613,1,4011900000,0,0,<p>- Carcasa muy robusta de 4 capas.</p><p>- Perfil muy agresivo y pegadizo.</p><p>- Tacos anchos y profundos para un agarre óptimo en terrenos blandos.</p><p>- Recomendado para quads de ocio/utilitarios y condiciones que requieran máxima tracción.</p><p>  <br></p><p>  <br></p>,"
- Carcasa muy robusta de 4 capas.
- Perfil muy agresivo y pegadizo.
- Tacos anchos y profundos para un agarre óptimo en terrenos blandos.
- Recomendado para quads de ocio/utilitarios y condiciones que requieran máxima tracción.
  
  ",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,84564,10551,540,540,290,22,12,ATV utilitario/Todoterreno,4PR - clasificación de 4 capas,,10,,X-Ply,Neumáticos ATV/SSV/3 ruedas,Homologado,46,F < 80 km/h,,BEAR CLAW,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/9004243-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg4OTF8aW1hZ2UvanBlZ3xhRFU0TDJobE1TODRPVGsxTWpFME5EVTRPVEV3THprd01EUXlORE10TVY4NE1EQlhlRGd3TUVnfDEyNjk4Y2FmOTFjNjJhN2Q0M2MwMzYxMjFlMTE4NDAzNzYwMDZlNjEyNzkyNzdiYmRhNGRiOWI0YWU3YTBjZDk,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004302,69363,252H2013,KENDA,KENDA TIRE K538 EXECUTIONER 25X10-12,Neumático KENDA K538 EXECUTIONER AT25X10-12 50L 6PR E TL,175.70,145.21,94.39,8430525693630,4,4011900000,0,0,<p>- Desarrollado para quads muy grandes.</p><p>- Tacos de tipo agrícola muy gruesos para tracción en los terrenos más aceitosos y barrosos.</p><p>- Resistente a los pinchazos.</p><p>- Cinturón de refuerzo lateral contra impactos y obstáculos.</p>,"
- Desarrollado para quads muy grandes.
- Tacos de tipo agrícola muy gruesos para tracción en los terrenos más aceitosos y barrosos.
- Resistente a los pinchazos.
- Cinturón de refuerzo lateral contra impactos y obstáculos.",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,95256,12665,630,630,240,25,10,ATV utilitario/Todoterreno,6PR - clasificación de 6 capas,,12,,X-Ply,Neumáticos ATV/SSV/3 ruedas,Homologado,50,L < 120 km/h,,EXECUTIONER,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004302-1.jpg?context=bWFzdGVyfHJvb3R8MTgzMzI5fGltYWdlL2pwZWd8YUdZeEwyZ3daQzg0TWpJNU5USTVNamcxTkRNd01pODRNREJYZURnd01FaGZPVEF3TkRNd01pMHhMbXB3Wnd8MDI4YzAzYWQwYzM1MGM1YzkyOTA1Mzk1ZTVmOWEwZDA3ZjNmYjA2NjA2MzliZWY1NmU2MDFkZjdhMDAxNWYyNg,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004304,69389,252L20N3,KENDA,KENDA TIRE K585 BOUNTY HUNT HT 25X8R12,Neumático KENDA K585 BOUNTY HUNTER HT AT25X8R12 43N 8PR E TL,199.30,164.71,90.59,8430525693890,1,4011900000,0,0,<p>- Especialmente diseñado para quads pesados y SSV.</p><p>- Dibujos de los tacos diseñados para limitar el ruido de rodadura y las vibraciones.</p><p>- Nueva mezcla de caucho de bajo desgaste.</p><p>- Utilizado durante el Dakar® 2013.</p><p>- Velocidad máxima: 140 km/h.</p>,"
- Especialmente diseñado para quads pesados y SSV.
- Dibujos de los tacos diseñados para limitar el ruido de rodadura y las vibraciones.
- Nueva mezcla de caucho de bajo desgaste.
- Utilizado durante el Dakar® 2013.
- Velocidad máxima: 140 km/h.",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,84411,10038,634,634,210,25,8,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,12,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,43,N < 140 km/h,,BOUNTY HUNTER HT,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004304-1.jpg?context=bWFzdGVyfHJvb3R8MTQ1OTIxfGltYWdlL2pwZWd8YUdJNEwyZ3lPQzg0TWpJNU5qUTRNelUwTlRFeE9DODRNREJYZURnd01FaGZPVEF3TkRNd05DMHhMbXB3Wnd8NmNiMThjYzdhMTVlMjNkMmM1YmZkMDQ2OTFlMjYxMWU2ZGY1NDA0OTdkODdkODBiNjZlOTcwMzY4ZmFhYWQ0YQ,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004255,69300,24861023,KENDA,KENDA TIRE K299 BEAR CLAW 23X7-10,Neumático KENDA K299 BEAR CLAW 23X7-10 31F 4PR E TL,113.70,93.97,61.08,8430525693005,2,4011900000,0,0,<p>- Carcasa muy robusta de 4 capas.</p><p>- Perfil muy agresivo y pegadizo.</p><p>- Tacos anchos y profundos para un agarre óptimo en terrenos blandos.</p><p>- Recomendado para quads de ocio/utilitarios y condiciones que requieran máxima tracción.</p><p>  <br></p><p>  <br></p>,"
- Carcasa muy robusta de 4 capas.
- Perfil muy agresivo y pegadizo.
- Tacos anchos y profundos para un agarre óptimo en terrenos blandos.
- Recomendado para quads de ocio/utilitarios y condiciones que requieran máxima tracción.
  
  ",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,58482,6757,570,570,180,23,7,ATV utilitario/Todoterreno,4PR - clasificación de 4 capas,,10,,X-Ply,Neumáticos ATV/SSV/3 ruedas,Homologado,31,F < 80 km/h,,BEAR CLAW,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004255-1.jpg?context=bWFzdGVyfHJvb3R8MTU5OTE1fGltYWdlL2pwZWd8YUdGaEwyZzFOeTg0TWpJM016QXdOemN6TURjeE9DODRNREJYZURnd01FaGZPVEF3TkRJMU5TMHhMbXB3Wnd8MGEwNzEyZDE5ZDdjMTdmZjQ4ZDM2NzZlZjIwYTM2MjZjZmMxOWIxMGEzZmYwMGQ5ZTUwYWYxNDU4OGI3NzlmNA,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004278,69383,28263002,KENDA,KENDA TIRE K585 BOUNTY HUNT HT 29X11R14,Neumático KENDA K585 BOUNTY HUNTER HT 29X11R14 70M 8PR E TL,298.60,246.78,135.73,8430525693838,1,4011900000,0,0,<p>- Especialmente diseñado para quads pesados y SSV.</p><p>- Dibujos de los tacos diseñados para limitar el ruido de rodadura y las vibraciones.</p><p>- Nueva mezcla de caucho de bajo desgaste.</p><p>- Utilizado durante el Dakar® 2013.</p><p>- Velocidad máxima: 140 km/h.</p>,"
- Especialmente diseñado para quads pesados y SSV.
- Dibujos de los tacos diseñados para limitar el ruido de rodadura y las vibraciones.
- Nueva mezcla de caucho de bajo desgaste.
- Utilizado durante el Dakar® 2013.
- Velocidad máxima: 140 km/h.",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,124848,15300,680,680,270,29,11,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,14,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,70,M < 130 km/h,,BOUNTY HUNTER HT,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004278-1.jpg?context=bWFzdGVyfHJvb3R8MTQ1OTIxfGltYWdlL2pwZWd8YURaa0wyZ3lZaTg0TWpNM01UZzVNREF5TURNNE1pODRNREJYZURnd01FaGZPVEF3TkRJM09DMHhMbXB3Wnd8MDYxNDNlN2Q1MTRhNWJmYmRiZjczNGY1MmM5ZGQ2NjA2N2JhYzI5ODNlMmFjZDUwOGM3MWM2MWM5NDhiMjMzMg,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004862,90200036,25041062,KENDA,KENDA TIRE K299 BEAR CLAW 25X8-11,Neumático KENDA K299 BEAR CLAW 25X8-11 4PR E TL,145.70,120.41,78.27,4710405489312,3,4011900000,0,1,<ul><li>Carcasa muy robusta de 4 capas.</li><li>Perfil muy agresivo y pegadizo.</li><li>Tacos anchos y profundos para un agarre &oacute;ptimo en terrenos blandos.</li><li>Recomendado para quads de ocio/utilitarios y condiciones que requieran m&aacute;xima tracci&oacute;n.</li></ul>,Carcasa muy robusta de 4 capas.Perfil muy agresivo y pegadizo.Tacos anchos y profundos para un agarre óptimo en terrenos blandos.Recomendado para quads de ocio/utilitarios y condiciones que requieran máxima tracción.,TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,80586,8420,660,660,185,25,8,ATV utilitario/Todoterreno,4PR - clasificación de 4 capas,,11,,X-Ply,Neumáticos ATV/SSV/3 ruedas,Homologado,,,,BEAR CLAW,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/9004862-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTIyODh8aW1hZ2UvanBlZ3xhREE1TDJobFl5ODVNREl5TkRVeE5qRXpOekkyTHprd01EUTROakl0TVY4NE1EQlhlRGd3TUVnfGRkM2Q2NGQ1MDM3NTAxZDhlMDBlODM4ZDkxMGJlNzIwYTY2ZTkyYjcwYTAyNjM5ZjAxYWQzY2ZjZmIxZGY0YTU,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004865,90200038,253I3034,KENDA,KENDA TIRE K585 BOUNTY HUNT HT 27X9R12,Neumático KENDA K585 BOUNTY HUNTER HT AT27X9R12 52N 8PR E TL,223.00,184.30,119.80,4710405485093,3,4011900000,0,0,<ul><li>Especialmente dise&ntilde;ado para quads pesados y SSV.</li><li>Dibujos de los tacos dise&ntilde;ados para limitar el ruido de rodadura y las vibraciones.</li><li>Nueva mezcla de caucho de bajo desgaste.</li><li>Utilizado durante el Dakar&reg; 2013.</li><li>Velocidad m&aacute;xima: 140 km/h.</li></ul>,Especialmente diseñado para quads pesados y SSV.Dibujos de los tacos diseñados para limitar el ruido de rodadura y las vibraciones.Nueva mezcla de caucho de bajo desgaste.Utilizado durante el Dakar® 2013.Velocidad máxima: 140 km/h.,TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,105625,11600,650,650,250,27,9,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,12,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,52,N < 140 km/h,,BOUNTY HUNTER HT,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004865-1.jpg?context=bWFzdGVyfHJvb3R8MTQ1OTIxfGltYWdlL2pwZWd8YURaaEwyZzROQzg0TWpJNU5qUTRNams0T0RBMk1pODRNREJYZURnd01FaGZPVEF3TkRnMk5TMHhMbXB3Wnd8ODVmZDkyM2RhY2MxMzA2Y2YwYjliY2Q2YzRjYjZiZWUwYmEwYjdmZmFlM2U0YjcxNDI3ZjYwZTFmNGI4Y2Q3Nw,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004868,90200035,254K3030,KENDA,KENDA TIRE MASTODON AT 25X10R12,Neumático KENDA MASTODON AT 25X10 R 12 8PR 50N E TL,192.70,159.26,103.52,4710405487899,1,4011900000,0,0,"<p>K3203 MASTODON AT</p><p>&nbsp;</p><ul><li>Como parte de la gama Mastodon, el neum&aacute;tico Kenda K3203 Mastodon AT se ha dise&ntilde;ado para ser el neum&aacute;tico utilitario multifunci&oacute;n m&aacute;s avanzado.</li><li>Dise&ntilde;o agresivo y abierto de la banda de rodadura, que proporciona una limpieza profunda en terrenos con barro.</li><li>Amplia zona de contacto en terreno duro, que mejora la tracci&oacute;n y la durabilidad.</li><li>Construcci&oacute;n de carcasa radial de alta resistencia de 8 capas, para una resistencia de vanguardia a los pinchazos.</li><li>Cumple o supera las normas DOT (FMVSS S71.119).</li></ul>","
K3203 MASTODON AT
 Como parte de la gama Mastodon, el neumático Kenda K3203 Mastodon AT se ha diseñado para ser el neumático utilitario multifunción más avanzado.Diseño agresivo y abierto de la banda de rodadura, que proporciona una limpieza profunda en terrenos con barro.Amplia zona de contacto en terreno duro, que mejora la tracción y la durabilidad.Construcción de carcasa radial de alta resistencia de 8 capas, para una resistencia de vanguardia a los pinchazos.Cumple o supera las normas DOT (FMVSS S71.119).",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,103788,12140,620,620,270,25,10,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,12,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,50,N < 140 km/h,,MASTODON AT,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/9004868-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE1MTR8aW1hZ2UvanBlZ3xhREU0TDJnME15ODVNREl5TkRVek5UYzVPREEyTHprd01EUTROamd0TVY4NE1EQlhlRGd3TUVnfDMzYmVhZjlhOTQ0Y2E3ZmU1MWUyMTA4MzEzMjE1N2Y0YmZhYzRkMGFlMjNhNTkzZDA0YzMxOTAzZjBkMmE5Mjc,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004866,90200040,254E3036,KENDA,KENDA TIRE MASTODON HT 25X8R12,Neumático KENDA MASTODON HT 25X8 R 12 8PR 43N E TL,175.30,144.88,94.17,4713309156724,1,4011900000,0,0,"<p>K3201 MASTODON HT</p><p>Parte de la nueva gama MASTODON, el HT está diseñado para ser el neumático definitivo para pista y terreno accidentado para UTV/SxS.</p><p>&nbsp;</p><ul>  <li>Confort de conducción gracias a que es un modelo inspirado en los camiones   ligeros.   <li>Construido para sobresalir tanto en condiciones desérticas de alta   velocidad, como en terrenos rocosos estrechos.   <li>Construcción de carcasa radial de alta resistencia de 8 capas, para una   resistencia de vanguardia a los pinchazos.   <li>Cumple o supera las normas DOT (FMVSS S71.119).</li></ul>","
K3201 MASTODON HT
Parte de la nueva gama MASTODON, el HT está diseñado para ser el neumático definitivo para pista y terreno accidentado para UTV/SxS.
   Confort de conducción gracias a que es un modelo inspirado en los camiones   ligeros.   Construido para sobresalir tanto en condiciones desérticas de alta   velocidad, como en terrenos rocosos estrechos.   Construcción de carcasa radial de alta resistencia de 8 capas, para una   resistencia de vanguardia a los pinchazos.   Cumple o supera las normas DOT (FMVSS S71.119).",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,72000,11200,600,600,200,25,8,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,12,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,43,N < 140 km/h,,MASTODON HT,Delantero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9004866-1.jpg?context=bWFzdGVyfHJvb3R8MTk5NDcxfGltYWdlL2pwZWd8YURnM0wyZzNNQzg0TWpNM05EVTFNekl3TmpneE5DODRNREJYZURnd01FaGZPVEF3TkRnMk5pMHhMbXB3Wnd8NGMzZmRkYWE3NjgxZmM4ZDcxMTZlMGQzODU5YzVkNWM4NTI3MjdjNDhlZDM0MGNkZDFmN2RlZmNmZjk3M2Y2Ng,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004867,90200037,254J3049,KENDA,KENDA TIRE MASTODON HT 26X11R14,Neumático KENDA MASTODON HT 26X11 R 14 8PR 56N E TL,245.19,202.64,131.72,4713309159633,3,4011900000,0,0,"<p>K3201 MASTODON HT</p><p>Parte de la nueva gama MASTODON, el HT está diseñado para ser el neumático definitivo para pista y terreno accidentado para UTV/SxS.</p><p>&nbsp;</p><ul>  <li>Confort de conducción gracias a que es un modelo inspirado en los camiones   ligeros.   <li>Construido para sobresalir tanto en condiciones desérticas de alta   velocidad, como en terrenos rocosos estrechos.   <li>Construcción de carcasa radial de alta resistencia de 8 capas, para una   resistencia de vanguardia a los pinchazos.   <li>Cumple o supera las normas DOT (FMVSS S71.119).</li></ul>","
K3201 MASTODON HT
Parte de la nueva gama MASTODON, el HT está diseñado para ser el neumático definitivo para pista y terreno accidentado para UTV/SxS.
   Confort de conducción gracias a que es un modelo inspirado en los camiones   ligeros.   Construido para sobresalir tanto en condiciones desérticas de alta   velocidad, como en terrenos rocosos estrechos.   Construcción de carcasa radial de alta resistencia de 8 capas, para una   resistencia de vanguardia a los pinchazos.   Cumple o supera las normas DOT (FMVSS S71.119).",TIRES & ACCESSORIES,ATV,ATV TIRE UTILITY,115320,14440,620,620,300,26,11,ATV utilitario/Todoterreno,8PR - clasificación de 8 capas,,14,,Radial,Neumáticos ATV/SSV/3 ruedas,Homologado,56,N < 140 km/h,,MASTODON HT,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/9004867-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTM2ODZ8aW1hZ2UvanBlZ3xhR0UxTDJnMU1DODVNREl5TkRVek1UZzJOVGt3THprd01EUTROamN0TVY4NE1EQlhlRGd3TUVnfGZlNGZhMGE4M2JjMGRhZDY0NmUwMzk2OTliYzAxYjNiZmQ3OWMwMGZlMmI2MTY1NDNiYzFlMDk0YzY5NTJlNmY,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
