PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 2 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Altura 1 (mm),[Retén] Altura 2 (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Anchura (mm),Cantidad,Conexión eléctrica,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Diseño,Embalaje,Entre centro,Eslabones de cadena,Espesor (mm),Longitud (mm),Número de fases,Output,Posición,Rango de uso,Referencias OEM,Technology,Tipo de producto,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1078295,010675,RGU-417,TOURMAX,TOURM REGULATOR,Regulador TOURMAX - ER6-N,72.60,60.00,36.00,10675,101,8504408290,0,1,<p>Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.</p><ul><li>Original type regulator </li><li>Direct replacement for the OE regulator</li><li>Supplied as a single unit</li></ul>,"
Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.Original type regulator Direct replacement for the OE regulatorSupplied as a single unit",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,423,325,127,98,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078295-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUxMDIxfGltYWdlL2pwZWd8YURrMUwyaGtOQzg0T1RjM01EWTFPVE0wT0RjNEx6RXdOemd5T1RVdE1WODRNREJYZURnd01FZ3xhZmIwYTMxYTQ3ZDVjYzc1NTcyOTJhY2RjMTY4MjI0MzU5YTNjOTRmZTE1NzdmOGQ1YzA2YjUzZWQ5ZWJhNmFl,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078296,010685,RGU-502,TOURMAX,TOURM REGULATOR,Regulador TOURMAX - Ducati / Cagiva,110.11,91.00,54.60,RGU-502,11,8504408290,0,1,<p>Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.</p><ul><li>Original type regulator </li><li>Direct replacement for the OE regulator</li><li>Supplied as a single unit</li></ul>,"
Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.Original type regulator Direct replacement for the OE regulatorSupplied as a single unit",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,999,387,173,111,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1078296-1.JPG?context=bWFzdGVyfHJvb3R8MjQxNzB8aW1hZ2UvanBlZ3xhREU0TDJnNU5pOHpNekkzTlRZeU9UWXpNelUyTmk4NE1EQlhlRGd3TUVoZk1UQTNPREk1TmkweExrcFFSd3xiMWI5OGRjMGIyZWQ3YjYyOTE3NzlhMWZiODhjM2IwZTEzM2UwNGU4NzhmNzk0NjM2ZjE1NmY3YjA4ZDU4NzFj,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078297,010687,RGU-504,TOURMAX,TOURM REGULATOR,Regulador TOURMAX - Ducati,106.48,88.00,52.80,010687,35,8504408290,0,1,<p>Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.</p><ul><li>Original type regulator </li><li>Direct replacement for the OE regulator</li><li>Supplied as a single unit</li></ul>,"
Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.Original type regulator Direct replacement for the OE regulatorSupplied as a single unit",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1022,371,177,111,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1078297-1.JPG?context=bWFzdGVyfHJvb3R8MjIyMzR8aW1hZ2UvanBlZ3xhR1U1TDJnNVl5OHpNekkzTlRZeU9UZ3pNREUzTkM4NE1EQlhlRGd3TUVoZk1UQTNPREk1TnkweExrcFFSd3w0ZTBkMDBlMDA4NjVkOTY2ZDZhMzZiZWU1MWRkZjI0OWIxNjY4NzFiZmJhMTdkY2RlY2M3OTcxZTk3YTEwZGY5,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078298,010688,RGU-601,TOURMAX,TOURM REGULATOR,Regulador TOURMAX - 690 SMC 950 Supermoto 990 SMR SMT,108.90,90.00,54.00,8430525885561,3,8504408290,0,1,<p>Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.</p><ul><li>Original type regulator </li><li>Direct replacement for the OE regulator</li><li>Supplied as a single unit</li></ul>,"
Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.Original type regulator Direct replacement for the OE regulatorSupplied as a single unit",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1043,463,176,114,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078298-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNzMyfGltYWdlL2pwZWd8YURNd0wyaGtOaTg0T1RjM01EWTJNekk0TURrMEx6RXdOemd5T1RndE1WODRNREJYZURnd01FZ3xiMzg4NWUwMjE0MmUyNDc4MTU1YTQ2NDllNGExOGY3NjM0MmIxODU1MzhmNzkzMTNmZmRjOTI5YzNjMjc2ODhm,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078299,010689,RGU-602,TOURMAX,TOURM REGULATOR,Regulador TOURMAX - 690 Duke / 990 ADV Superduke / RC8,131.89,109.00,65.40,8430525885554,7,8504408290,0,1,<p>Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.</p><ul><li>Original type regulator </li><li>Direct replacement for the OE regulator</li><li>Supplied as a single unit</li></ul>,"
Tourmax adaptable regulators are a reliable alternative to the manufacturer's original equipment.Original type regulator Direct replacement for the OE regulatorSupplied as a single unit",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,992,428,174,114,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078299-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEzMzY4fGltYWdlL2pwZWd8YURZd0wyaGpaaTg0T1RjM01EWTJOVEkwTnpBeUx6RXdOemd5T1RrdE1WODRNREJYZURnd01FZ3wyMzFlN2ZlOTYyOTIyY2ZlMjNhN2Q1NDQ3YWQ0NWU2ZDRiNzdjMjRlYjFhNjlhODkyMzk1MTAzOGEwMDEyYjAx,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078304,010151,SSR-201,TOURMAX,TOURM STARTER RELAY SOLENOID SWITCH,Relé de arranque TOURMAX,43.56,36.00,21.60,010151,144,8536490099,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,202,143,66,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078304-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI2NzZ8aW1hZ2UvanBlZ3xhR1k1TDJnMVpTODRPVGMzTURZM056QTBNelV3THpFd056Z3pNRFF0TVY4NE1EQlhlRGd3TUVnfDUwMDM2NDA4OGFmYTc3OTAyZTc5YjM5MDllMDA4ZTM1MzI2OGE3Nzg3ZmUyNmI4MjE5YTBmZjVlMTczZDEyNDc,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078242,89501010,ETP-05,TOURMAX,TOURM TERMINAL PIN UNIV DUAL FEMALE X100,Terminales de cable doble hembra universal redondos TOURMAX,25.41,21.00,16.80,89501010,4,8714109090,0,1,"Tipo de terminal: Cabezal redondo Sección de cable: 0,50 - 2 - mm²Material: LatónTratamiento: EstañoBolsa de: 100 unidadesPara conector macho: 89501008Tapa del terminal: 89501013Herramientas de aplicación: 89502000 / 89502001","Tipo de terminal: Cabezal redondo Sección de cable: 0,50 - 2 - mm²Material: LatónTratamiento: EstañoBolsa de: 100 unidadesPara conector macho: 89501008Tapa del terminal: 89501013Herramientas de aplicación: 89502000 / 89502001",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,181,95,92,73,27,,,,,,,,,,,Universal,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078242-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODIyMTZ8aW1hZ2UvanBlZ3xhR1ZrTDJoak1DODRPVGMzTURVeU56WXlNVFF5THpFd056Z3lOREl0TVY4NE1EQlhlRGd3TUVnfDE4MDM1MTRkNTZiMWQ3MmQ4Y2U3NDcyOTA5YjdkOGQwYjQ1YTU3YTIwYWUyOWU3NTg4M2NlMzQ2NGMyM2FkNGY,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078244,89501060,ETP-69,TOURMAX,TOURM TERMINAL PIN 060WP MALE X50,Conectores macho hermético TOURMAX (50 unidades) tipo 060 (FRM),18.15,15.00,12.00,89501060,0,8714109090,0,1,"Tipo de terminal: 060 (FRM)Sección de cable: 0,50 - 0,85 - mm²Material: LatónTratamiento: EstañoBolsa de 50 unidadesPara terminales hembra: 89501061Para conector: 070 (FRA)Herramientas de aplicación: 89502000 / 89502003 (Verde)","Tipo de terminal: 060 (FRM)Sección de cable: 0,50 - 0,85 - mm²Material: LatónTratamiento: EstañoBolsa de 50 unidadesPara terminales hembra: 89501061Para conector: 070 (FRA)Herramientas de aplicación: 89502000 / 89502003 (Verde)",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,130,4,87,88,17,,,,,,,,,,,060 (FRM),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078244-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzAxNTN8aW1hZ2UvanBlZ3xhR1E1TDJobE9TODRPVGMzTURVek1UVTFNelU0THpFd056Z3lORFF0TVY4NE1EQlhlRGd3TUVnfDI4NTk5NTc3OWZkZDViNjMwMzQ2Nzg2ZjQ2YWIyMDA1NThkMjQzMzYzZjFhODA4ZWY3ZWU2ZWY3ZWZhMmRhODU,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1080171,010059,TPS-104,TOURMAX,TOURM SENSOR TPS SENSOR,Sensor TPS TOURMAX - Yamaha XJ900S DIV,180.29,149.00,89.40,TPS-104,3,8536508090,0,1,Throttle opening position sensor (butterfly valve) which transmits the throttle opening angle to the ignition ECU. This assists in ensuring balanced performance through the entire engine rev range.,Throttle opening position sensor (butterfly valve) which transmits the throttle opening angle to the ignition ECU. This assists in ensuring balanced performance through the entire engine rev range.,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,162,38,45,63,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1080171-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MDg4fGltYWdlL2pwZWd8YUdSbEwyZ3paaTg0T1RjM01qSXhPVGMyTURrMEx6RXdPREF4TnpFdE1WODRNREJYZURnd01FZ3w1ZWE4MjU4YTE5M2YzY2E0ZGVlN2FlNGQ3NmVjNjgzNzE4OWMyMmMzMmUwYzY4NWVjNWVkZTRiMTkxZWJjODcy,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1080179,010153,SSR-203,TOURMAX,TOURM STARTER RELAY SOLENOID SWITCH,Relé de arranque TOURMAX - Yamaha,42.35,35.00,21.00,SSR-203,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,488,233,76,73,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1080179-1.jpg?context=bWFzdGVyfHJvb3R8NjE2ODh8aW1hZ2UvanBlZ3xhRGczTDJnNU5TOHpNekV6TXpFNE5URTNNVFE0Tmk4NE1EQlhlRGd3TUVoZk1UQTRNREUzT1MweExtcHdad3w5OTZlNGFlNTRjYzM3ZTdlNjU1YmIyNDU4MGQxYjhhZGQwZWE2OTE2MzY4MDVhNmE2NjQxZDBmM2JhNTY1YWE3,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1080181,010159,SSR-210,TOURMAX,TOURM STARTER RELAY SOLENOID SWITCH,Relé de arranque TOURMAX - Yamaha XJ900S Diversion,44.77,37.00,22.20,SSR-210,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,205,109,67,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1080181-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA5Nzh8aW1hZ2UvanBlZ3xhR0l4TDJobU15ODRPVGMzTWpJek56UTFOVFkyTHpFd09EQXhPREV0TVY4NE1EQlhlRGd3TUVnfDQ4ZmNiNTViNTllNzgyMWNiOWY3NTE4ODY3YjkzMmFjYWRiNTk2ODMyMDg3ZGZkZmZkNTQ1ZTQzZmUwNTlmYjc,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078187,89501064,ETP-95,TOURMAX,TOURM COUPLER 060WP FEMALE X5,Conectores hembra hermético TOURMAX (5 unidades) tipo 060 (FRM),24.20,20.00,16.00,89501064,1,8714109090,0,1,"Tipo de terminal: 060 (FRM)Sección de cable: 0,50 - 0,85 - mm²Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal macho: 89501060Conector macho: 89501065Junta de goma: 89501062","Tipo de terminal: 060 (FRM)Sección de cable: 0,50 - 0,85 - mm²Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal macho: 89501060Conector macho: 89501065Junta de goma: 89501062",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,184,15,103,81,22,,,,,,,,,,,060 (FRM),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078187-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUxODZ8aW1hZ2UvanBlZ3xhR0prTDJnM09DODRPVGMzTURReE56VXlNRGswTHpFd056Z3hPRGN0TVY4NE1EQlhlRGd3TUVnfDZmOGY5YzdjNTFhZTdmZDFhZjc0N2I3YjNmMzFkNTNiMzlhZDVlNmQ5NjYzMmIzZGExNjU1MDdmNDU4MjZlM2E,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078193,89501055,ETP-112,TOURMAX,TOURM COUPLER 070WP FEMALE X5,Conectores hembra hermético TOURMAX (5 unidades) tipo 070 (FRA),27.83,23.00,18.40,89501055,2,8714109090,0,1,"Tipo de terminal: 070 (FRA)Sección de cable: 0,50 - 1,25 mm²Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal macho: 89501051Conector macho: 89501056Junta de goma: 89501053","Tipo de terminal: 070 (FRA)Sección de cable: 0,50 - 1,25 mm²Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal macho: 89501051Conector macho: 89501056Junta de goma: 89501053",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,269,17,87,91,34,,,,,,,,,,,070 (FRA),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078193-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTQ4MDB8aW1hZ2UvanBlZ3xhRFUzTDJnd09DODRPVGMzTURReU9UTXhOelF5THpFd056Z3hPVE10TVY4NE1EQlhlRGd3TUVnfDQ0N2RmMmJmMjFlMjJjZDdhMjQ0Y2JjMGM4NWIxY2YzZTAwNzcxMTdhMzI4YjFhMmZjYjQ2NTNhMzVhOGUyMjE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078204,89501039,ETP-107,TOURMAX,TOURM COUPLER 090WP FEMALE X10,Conectores hembra hermético TOURMAX (5 unidades) tipo 090 (FRSH),15.73,13.00,10.40,89501039,1,8714109090,0,1,"Tipo de terminal: 090 (FRY)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 4Material: PBTBolsa de: 5 unidadesTerminal macho: 89502011Para conector macho: 89501038Junta de goma: 89502013","Tipo de terminal: 090 (FRY)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 4Material: PBTBolsa de: 5 unidadesTerminal macho: 89502011Para conector macho: 89501038Junta de goma: 89502013",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,236,28,96,91,27,,,,,,,,,,,090 (FRS or FRSH),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078204-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE5NTh8aW1hZ2UvanBlZ3xhR1prTDJobE9DODRPVGMzTURRMU1EazBORE13THpFd056Z3lNRFF0TVY4NE1EQlhlRGd3TUVnfGNlZGNhYjIxOGYwZTRmZWZmYTNmNDQ3OTlmNmQxMzVhNzNiZDlkZWFmODVkMmFhZTQ5MTc4ZmIxZDg4OGM1ZjE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078205,89501041,ETP-109,TOURMAX,TOURM COUPLER 090WP FEMALE X10,Conectores hembra hermético TOURMAX tipo 090 (FRSH),18.15,15.00,12.00,89501041,15,8714109090,0,1,"Tipo de terminal: 090 (FRY)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 6Material: PBTBolsa de: 5 unidadesTerminal macho: 89502011Para conector macho: 89501040Junta de goma: 89502013","Tipo de terminal: 090 (FRY)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 6Material: PBTBolsa de: 5 unidadesTerminal macho: 89502011Para conector macho: 89501040Junta de goma: 89502013",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,350,30,127,86,32,,,,,,,,,,,090 (FRS or FRSH),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078205-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE3MzN8aW1hZ2UvanBlZ3xhREpqTDJobE1pODRPVGMzTURRMU1qa3hNRE00THpFd056Z3lNRFV0TVY4NE1EQlhlRGd3TUVnfGJlZDcwOGRmYjU1ZTkxYzJmMGMzOWY5MGVmN2I5OWRjZDA1YjE2NTYxOWRjZTc4NDUyYTUyZTE5M2Q5YTAwMDU,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078206,89501035,ETP-44,TOURMAX,TOURM COUPLER 090WP FEMALE X10,Conectores hembra hermético TOURMAX (10 unidades) tipo 090 (FRSH),25.41,21.00,16.80,89501035,2,8205598000,0,1,"Tipo de terminal: 090 (FRY)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 2Material: PBTBolsa de: 10 unidadesPara conector macho: 89502011Para conector macho: 89501034Junta de goma: 89502013","Tipo de terminal: 090 (FRY)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 2Material: PBTBolsa de: 10 unidadesPara conector macho: 89502011Para conector macho: 89501034Junta de goma: 89502013",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,309,35,155,83,24,,,,,,,,,,,090 (FRS or FRSH),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078206-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEzMTZ8aW1hZ2UvanBlZ3xhRFptTDJoa1lpODRPVGMzTURRMU5EZzNOalEyTHpFd056Z3lNRFl0TVY4NE1EQlhlRGd3TUVnfDZjYTJhNTFiMDcwN2UwNWIxNTliMmM1ZGNiOTM4ZWMwNTAyODMyYTY5NmQwNmQyZjEwMGM2NGM3Y2ViNzZlYWU,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078207,89501027,ETP-46,TOURMAX,TOURM COUPLER 090WP FEMALE X10,Conectores hembra hermético TOURMAX tipo 090 (FRS),10.89,9.00,7.20,89501027,3,8714109090,0,1,"Tipo de terminal: 090 (FRS)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal macho: 89502011Para conector macho: 89501026Junta de goma: 89502013","Tipo de terminal: 090 (FRS)Sección de cable: 0,30 - 1,25 - mm² Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal macho: 89502011Para conector macho: 89501026Junta de goma: 89502013",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,143,5,101,83,17,,,,,,,,,,,090 (FRS or FRSH),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078207-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEyNzN8aW1hZ2UvanBlZ3xhRGxtTDJoa05DODRPVGMzTURRMU5qZzBNalUwTHpFd056Z3lNRGN0TVY4NE1EQlhlRGd3TUVnfDVmZDczYWYxNDFhNzI4MzY5YjIwZmI0NTU3NjNmNTMwMGJkMGRkZGU0YmRlOGEzNWJkZGFjNDBhYjdlOWE1ZmM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078181,010001,ODU-002,TOURMAX,TOURM CONDENSER,Condensador motor de inyección TOURMAX - CRF250/450R '10-14 ODU-002,102.85,85.00,51.00,8430525878044,0,8532250000,0,1,These Bihr condensers are intended for use on 4-stroke fuel-injected engines as a completely reliable replacement for a damaged component.,These Bihr condensers are intended for use on 4-stroke fuel-injected engines as a completely reliable replacement for a damaged component.,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,617,147,113,88,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078181-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUyNzI1fGltYWdlL2pwZWd8YURJMUwyaGxPUzg0T1RjM01EUXdOVGN5TkRRMkx6RXdOemd4T0RFdE1WODRNREJYZURnd01FZ3w2ZDNjODcwNjMyNjZkMzMyZjc5NDNjOWM4NzZhY2RmMTZjNzM0NDJlMWZjMTNiNTcxNDc2MTc0NWYzNWM2Zjgw,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078183,010004,ODU-005,TOURMAX,TOURM CONDENSER,Condensador motor de inyección TOURMAX - RMZ250 10-14/RMZ450 08-14 ODU-005,102.85,85.00,51.00,8430525878082,8,8511400090,0,1,These Bihr condensers are intended for use on 4-stroke fuel-injected engines as a completely reliable replacement for a damaged component.,These Bihr condensers are intended for use on 4-stroke fuel-injected engines as a completely reliable replacement for a damaged component.,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,633,141,116,88,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078183-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExMzc4fGltYWdlL2pwZWd8YURrM0wyaGtZaTg0T1RjM01EUXdPVFkxTmpZeUx6RXdOemd4T0RNdE1WODRNREJYZURnd01FZ3w5YWE3MjU1OGYxODhhOWUwNDg4NmJlYjUzYmM1ZGNhMGUwMGJjOTFmM2VmMWRhMzcxZmVjNWU5OTU5ZjQ3ODFj,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078191,89501063,ETP-96,TOURMAX,TOURM COUPLER 060WP MALE X5,Conectores macho hermético TOURMAX (5 unidades) tipo 060 (FRM),10.89,9.00,7.20,89501063,1,8714109090,0,1,"Tipo de terminal: 060 (FRM)Sección de cable: 0,50 - 0,85 - mm²Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal hembra: 89501061Conector hembra: 89501064Junta de goma: 89501062","Tipo de terminal: 060 (FRM)Sección de cable: 0,50 - 0,85 - mm²Número de polos: 2Material: PBTBolsa de: 5 unidadesTerminal hembra: 89501061Conector hembra: 89501064Junta de goma: 89501062",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,161,4,83,88,22,,,,,,,,,,,060 (FRM),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078191-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ4OTZ8aW1hZ2UvanBlZ3xhR1kzTDJneE5TODRPVGMzTURReU5UTTROVEkyTHpFd056Z3hPVEV0TVY4NE1EQlhlRGd3TUVnfGU2ZWYxYzE5NDIzNTVlZjE5Mjc1NTEyYjM1ZDkzYmZlNGIyMThkNzJiM2U1OTdkMWZlOGQxODAzNDEyZTU2MGY,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1078194,89501057,ETP-114,TOURMAX,TOURM COUPLER 070WP FEMALE X5,Conectores hembra hermético TOURMAX (5 unidades) tipo 070 (FRA),32.67,27.00,21.60,89501057,2,8714109090,0,1,"Tipo de terminal: 070 (FRA)Sección de cable: 0,50 - 1,25 mm²Número de polos: 3Material: PBTBolsa de: 5 unidadesTerminal macho: 89501051Conector macho: 89501056Junta de goma: 89501053","Tipo de terminal: 070 (FRA)Sección de cable: 0,50 - 1,25 mm²Número de polos: 3Material: PBTBolsa de: 5 unidadesTerminal macho: 89501051Conector macho: 89501056Junta de goma: 89501053",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,248,25,104,70,34,,,,,,,,,,,070 (FRA),,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1078194-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTg5NTN8aW1hZ2UvanBlZ3xhREV4TDJnME5pODRPVGMzTURRek1USTRNelV3THpFd056Z3hPVFF0TVY4NE1EQlhlRGd3TUVnfDA2ZjM0NTJjNDNkYzJjZGUxMGJjM2I1Y2I4MTU0ODQ5NmI4YTMxNGI1ZGMyM2M5NzZjMmU5NzYwMDI1MDMxMzk,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
