PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Pastillas de freno] Altura 2 (mm),[Pastillas de freno] Anchura 2 (mm),[Pastillas de freno] Espesor 2 (mm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad/litros (L),Color,Color de manguera,Composición,Construcción,Depósito,Diámetro de orificio (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Distancia entre centros,Embalaje,Espesor (mm),Fabricación,Forma de disco de freno,Homologación,Longitud (cm),Número de orificios,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Tipo de portaequipajes,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,DeliveryPlant
1035688,07033,07033,BREMBO,BREMB BRAKE PADS 07033 ORGANIC,Pastillas de freno orgánicas Brembo 07033,21.02,17.37,10.42,8020584630327,5,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width (L)</strong></td><td>76,9</td></tr><tr><td><strong>Height (L)</strong></td><td>41,9</td></tr><tr><td><strong>Thickness (L)</strong></td><td>9,2</td></tr><tr><td><strong>Width (R)</strong></td><td>96,6</td></tr><tr><td><strong>Height (R)</strong></td><td>41,9</td></tr><tr><td><strong>Thickness (R)</strong></td><td>9,2</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth (L)76,9Height (L)41,9Thickness (L)9,2Width (R)96,6Height (R)41,9Thickness (R)9,2",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,153,164,170,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/800Wx800H-1035688-1.jpg?context=bWFzdGVyfHJvb3R8NDUyMjR8aW1hZ2UvanBlZ3xhR0kxTDJoaE1pODJOek00TWpJM056RTNOek0zTkM4NE1EQlhlRGd3TUVoZk1UQXpOVFk0T0MweExtcHdad3w1OTk2NGMzNmU0NWVhN2Y3Mjg2NzAwYTllMTQ3Y2E0Yjg5NzA1YTZmMGZjZDk2Y2ZmZTEyMzRiMzNhN2Y4NTRi,https://api.mybihr.com/medias/800Wx800H-1035688-2.jpg?context=bWFzdGVyfHJvb3R8Njc5MDl8aW1hZ2UvanBlZ3xhR0V6TDJnMk15ODJOek00TWpVMU1EWTFPVEV3TWk4NE1EQlhlRGd3TUVoZk1UQXpOVFk0T0MweUxtcHdad3w5Mzk0NzgxMjM1Mjk3NTkwMDI5NzNjZjI2NjRhMDEzZTdhMzQyMWMzMzNlZjdjYWY4MDdmZDE4MWNkMGVkMWQ0,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035667,07005,07005,BREMBO,BREMB BRAKE PADS 07005 ORGANIC,Pastillas de freno orgánicas Brembo 07005,28.05,23.18,13.91,07005,0,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width (L)</strong></td><td>69,8</td></tr><tr><td><strong>Height (L)</strong></td><td>41,0</td></tr><tr><td><strong>Thickness (L)</strong></td><td>8,2</td></tr><tr><td><strong>Width (R)</strong></td><td>85,1</td></tr><tr><td><strong>Height (R)</strong></td><td>42,9</td></tr><tr><td><strong>Thickness (R)</strong></td><td>8,2</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth (L)69,8Height (L)41,0Thickness (L)8,2Width (R)85,1Height (R)42,9Thickness (R)8,2",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,138,148,169,91,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/1035667-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MzR8aW1hZ2UvanBlZ3xhR1kyTDJneVlpODRPVE0xTURBeU16UXhOREEyTHpFd016VTJOamN0TVY4NE1EQlhlRGd3TUVnfDg5YjA0YjYwZTM2NWZjMzk0Yjg5NTJkMjgxOTFlZTA0ZWVlMmMzNDZhOWJlYmQ3ZWNjZTkxZmUyMDVjYTIwY2M,https://api.mybihr.com/medias/800Wx800H-1035667-2.jpg?context=bWFzdGVyfHJvb3R8Njc0NjV8aW1hZ2UvanBlZ3xhREF6TDJobVl5ODJOek00TWpJNU56RXdNRE14T0M4NE1EQlhlRGd3TUVoZk1UQXpOVFkyTnkweUxtcHdad3xhM2M1MjhhYWE0MDJmZTliOGRlZjNhZDBjMzljM2JiMjE2YjExOTRhNTAxNTc1ODlkNmQ0NzVkM2E0YjliMWYx,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035668,07006,07006,BREMBO,BREMB BRAKE PADS 07006 ORGANIC,Pastillas de freno orgánicas Brembo 07006,21.10,17.44,10.46,8020584630068,3,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width</strong></td><td>78,9</td></tr><tr><td><strong>Height</strong></td><td>46,9</td></tr><tr><td><strong>Thickness</strong></td><td>7,3</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth78,9Height46,9Thickness7,3",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,185,179,169,91,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/1035668-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ2NTV8aW1hZ2UvanBlZ3xhR0ZpTDJnd1lpODRPVEF4T1RBek9EYzJNVEkyTHpFd016VTJOamd0TVY4NE1EQlhlRGd3TUVnfDM2MTBiMjRjNDk2OTljZDcwZWVlYjg3ZGZjM2RmZGMxNDI5N2YzMWI4YjZkOTM4ZWJmYTRkMzMxZmYwN2FmNzE,https://api.mybihr.com/medias/800Wx800H-1035668-2.jpg?context=bWFzdGVyfHJvb3R8MzU1MTN8aW1hZ2UvanBlZ3xhR0k1TDJoaU15ODJOek00TWpVME9UWTNOakEyTWk4NE1EQlhlRGd3TUVoZk1UQXpOVFkyT0MweUxtcHdad3w4ZTgzN2I1YWM2Y2M1OTllMDI3MjAzMjk0ZTVlNGE2ODVmMjMxMzhiMmMyOWUwY2M2NjE2OWQ3YzlmZTdiZjVm,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035669,07008,07008,BREMBO,BREMB BRAKE PADS 07008 ORGANIC,Pastillas de freno orgánicas Brembo 07008,15.90,13.14,7.88,8020584630082,3,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width</strong></td><td>31,4</td></tr><tr><td><strong>Height</strong></td><td>51,9</td></tr><tr><td><strong>Thickness</strong></td><td>5,5</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth31,4Height51,9Thickness5,5",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,106,64,167,91,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/1035669-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA5OTR8aW1hZ2UvanBlZ3xhR1F5TDJneFlpODRPRFl5TnpRME56QTNNVEF5THpFd016VTJOamt0TVY4NE1EQlhlRGd3TUVnfGQ1M2RhMzJlMWM4NGFkMTU0ZGZmYzg1MGZmNTc3YThlNGVmNjRkOGVmM2NhMWUxNDU1NzQzNzNkYjcyYTI1NmQ,https://api.mybihr.com/medias/800Wx800H-1035669-2.jpg?context=bWFzdGVyfHJvb3R8NDQ4MzF8aW1hZ2UvanBlZ3xhRE14TDJobFlpODJOek00TWpJNU56ZzROamMxTUM4NE1EQlhlRGd3TUVoZk1UQXpOVFkyT1MweUxtcHdad3xiNGM0OWUzOWNiMjg5ZmM2MzgwZjA4NjdiYjJkZWNmN2Y3NjVhMDI5Zjk4YWZmYzI4YWEyNDM4NGU0NzM2NDhh,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035670,07009,07009,BREMBO,BREMB BRAKE PADS 07009 ORGANIC,Pastillas de freno orgánicas Brembo 07009,18.32,15.14,9.08,8020584630099,6,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width</strong></td><td>31,6</td></tr><tr><td><strong>Height</strong></td><td>57,2</td></tr><tr><td><strong>Thickness</strong></td><td>5,5</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth31,6Height57,2Thickness5,5",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,139,75,170,91,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/1035670-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIxNTh8aW1hZ2UvanBlZ3xhR05tTDJnME1pODRPVEF4T1RBME1EY3lOek0wTHpFd016VTJOekF0TVY4NE1EQlhlRGd3TUVnfGQ2OWQ4NjNhOTg1MTc4NjdlYmE5ZmM4M2IyYTRjMDRmNjFkZTFhZGZmNmM0MWY0YzI2NDg4N2FmNjU2ZDlhNzk,https://api.mybihr.com/medias/800Wx800H-1035670-2.jpg?context=bWFzdGVyfHJvb3R8NDgxOTZ8aW1hZ2UvanBlZ3xhR1k0TDJnNU5TODJOek00TWpJNU9ESTNPVGsyTmk4NE1EQlhlRGd3TUVoZk1UQXpOVFkzTUMweUxtcHdad3xkYTE5ZWQ2YTczYzk2YTc2YTI3NWNkMDk2ZDc2MTRjMjBlZjI3YzNkMWE4ZWZiZGIzYTc1ODA1YTY2YjdlMWVm,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035976,07HO20SX,07HO20SX,BREMBO,BREMB BRAKE PADS 07HO20SX SINTER METAL,Pastillas de freno sinterizadas de competición Brembo 07HO20SX,55.84,46.15,27.69,8020584634752,8,8714101000,0,1,"<h3>Off Road - SX</h3><p><p>This sintered compound designed for Off-Road and SuperMotard is designed to ensure maximum efficiency and consistent performance in the varied conditions of use that a bike has to handle off road; in other words, cold, hot and extremely difficult conditions (water, sand, mud) that require braking even at low disc temperatures. For this reason the material&rsquo;s resistance to external atmospheric agents is particularly high. This pad is very aggressive and resistant to high temperatures and is therefore recommended for Motocross and SuperMotard.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Sinter</td></tr><tr><td><strong>Width</strong></td><td>45,9</td></tr><tr><td><strong>Height</strong></td><td>45,0</td></tr><tr><td><strong>Thickness</strong></td><td>6,5</td></tr></tbody></table>","Off Road - SX

This sintered compound designed for Off-Road and SuperMotard is designed to ensure maximum efficiency and consistent performance in the varied conditions of use that a bike has to handle off road; in other words, cold, hot and extremely difficult conditions (water, sand, mud) that require braking even at low disc temperatures. For this reason the material’s resistance to external atmospheric agents is particularly high. This pad is very aggressive and resistant to high temperatures and is therefore recommended for Motocross and SuperMotard.CompoundSinterWidth45,9Height45,0Thickness6,5",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,216,144,135,80,20,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,MX,https://api.mybihr.com/medias/800Wx800H-1035976-1.jpg?context=bWFzdGVyfHJvb3R8Mzg1NDF8aW1hZ2UvanBlZ3xhRGczTDJobVl5ODRORFl6TURFMU1qSXhOall3Tmk4NE1EQlhlRGd3TUVoZk1UQXpOVGszTmkweExtcHdad3wwZTFlY2MyNTQzZDIzMzQxMzg2ZWQ5NTliMDA5MDJmZDZiYzgwMDEwZDZjNDYzZGU4MDZmMzRhNDdmOTFmNDFk,https://api.mybihr.com/medias/800Wx800H-1035976-3.jpg?context=bWFzdGVyfHJvb3R8NTMzMzR8aW1hZ2UvanBlZ3xhREE0TDJobU5TODRORFl6TURFMU1qUTNPRGMxTUM4NE1EQlhlRGd3TUVoZk1UQXpOVGszTmkwekxtcHdad3xlZDRjZGIwYTJlMjQxMjBmYzMwMDdmNWE0ZTkzZWZjNWFjMmIyZDA2YjhiZDE2Mzk4Njg2NjNhYzlhOGU2YjVh,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1036003,07HO31SP,07HO31SP,BREMBO,BREMB BRAKE PADS 07HO31SP SINTER METAL,Pastillas de freno sinterizadas Brembo 07HO31SP,55.83,46.14,27.68,07HO31SP,4,8714101000,0,1,"<h3 justify>Road - SP</h3><p justify><p justify>This is a sintered compound, specific for rear application, is characterised by a consistently high friction coefficient in all conditions of use, both hot and cold, combined with low wear which ensures long life and adequate mileage.</p><br><br><table 100% border-collapse: collapse border-style: solid border-color: #000000 height: 72px border=1"" cellspacing=0"" cellpadding=5""><tbody><tr 18px><td 50% height: 18px><strong>Compound</strong></td><td 50% height: 18px>Sinter</td></tr><tr 18px><td 50% height: 18px><strong>Width</strong></td><td 50% height: 18px>102,1</td></tr><tr 18px><td 50% height: 18px><strong>Height</strong></td><td 50% height: 18px>38,9</td></tr><tr 18px><td 50% height: 18px><strong>Thickness</strong></td><td 50% height: 18px>9,6</td></tr></tbody></table>","Road - SP

This is a sintered compound, specific for rear application, is characterised by a consistently high friction coefficient in all conditions of use, both hot and cold, combined with low wear which ensures long life and adequate mileage.CompoundSinterWidth102,1Height38,9Thickness9,6",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,310,305,155,100,20,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Pastillas de freno traseras para motos street,https://api.mybihr.com/medias/1036003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5NDZ8aW1hZ2UvanBlZ3xhREpqTDJnMU5TODRPVE01TVRrM016QXdOelkyTHpFd016WXdNRE10TVY4NE1EQlhlRGd3TUVnfGIzZTMwNjJjZmRmMGM1MzZhMmRhNjIzNDQ3Y2IyNDE0NGJlYWYwNDgyMzc2YmY1YjMzNjY5MDc1ZDhiZmE3YTg,https://api.mybihr.com/medias/800Wx800H-1036003-2.jpg?context=bWFzdGVyfHJvb3R8NDc5NTB8aW1hZ2UvanBlZ3xhR015TDJnNFpTODJOek00TWpneE1qWXdOalE1TkM4NE1EQlhlRGd3TUVoZk1UQXpOakF3TXkweUxtcHdad3wwYTQwNDljOWNiMDZkNzZlMzkwZDk2ZmZmNDRhYzQ0YjkyZmNiMTgzYTkxOTQ1MThhODJmZWU1ZDIyMDJiZTZm,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035680,07021,07021,BREMBO,BREMB BRAKE PADS 07021 ORGANIC,Pastillas de freno orgánicas Brembo 07021,19.13,15.81,9.49,8020584630211,1,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width</strong></td><td>53,6</td></tr><tr><td><strong>Height</strong></td><td>50,7</td></tr><tr><td><strong>Thickness</strong></td><td>7,9</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth53,6Height50,7Thickness7,9",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,183,130,168,91,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/800Wx800H-1035680-1.jpg?context=bWFzdGVyfHJvb3R8NTE1MzJ8aW1hZ2UvanBlZ3xhR05oTDJoaE1DODJOek00TWpJM05UZ3dNVEV4T0M4NE1EQlhlRGd3TUVoZk1UQXpOVFk0TUMweExtcHdad3wwNTk1N2MxMDUzOGRjMzM3MTVlMDkwMTk1YTlhOTFjYzM0NjJmYzcwZjE2M2YyZjM1NjZlNzlkZDllMmQ2NmI5,https://api.mybihr.com/medias/800Wx800H-1035680-2.jpg?context=bWFzdGVyfHJvb3R8MzU0NjV8aW1hZ2UvanBlZ3xhR1UxTDJnMVl5ODJOek00TWpVMU1EUTJNalE1TkM4NE1EQlhlRGd3TUVoZk1UQXpOVFk0TUMweUxtcHdad3xjODk1OThjZWNkMWMwOWY5MGYyZmM1MzA1OTY1MWVkMzQzODMxZjQyMzY0YmNlODkwMjhmNWZjZWQzNTE5NWNk,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035678,07019,07019,BREMBO,BREMB BRAKE PADS 07019 ORGANIC,Pastillas de freno orgánicas Brembo 07019,16.29,13.46,8.08,07019,9,8714101000,0,1,"<h3>Scooter Carbon Ceramic</h3><p><p>An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Carbon-Ceramico</td></tr><tr><td><strong>Width</strong></td><td>35,3</td></tr><tr><td><strong>Height</strong></td><td>48,8</td></tr><tr><td><strong>Thickness</strong></td><td>6,9</td></tr></tbody></table>","Scooter Carbon Ceramic

An organic compound for Scooters with an excellent quality/price ratio, long lasting and excellent performance in all conditions of use. It ensures high mileage and stability, especially on city streets where typical Scooter braking is different than that of a motorcycle.CompoundCarbon-CeramicoWidth35,3Height48,8Thickness6,9",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,138,91,169,91,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scooter,https://api.mybihr.com/medias/800Wx800H-1035678-1.jpg?context=bWFzdGVyfHJvb3R8NTIzMzd8aW1hZ2UvanBlZ3xhREk1TDJnNU15ODJOek00TWpJM05UUXdOemt3TWk4NE1EQlhlRGd3TUVoZk1UQXpOVFkzT0MweExtcHdad3wzNDNkNjU2NGFjZTIwNjY5ZDllOTk2NmU1NWI2NDkzNWVlMWU5MmI0MGZkZjZlMjhjYzc5ODQ5OTgzMDIzYjQw,https://api.mybihr.com/medias/800Wx800H-1035678-2.jpg?context=bWFzdGVyfHJvb3R8MzYyMjh8aW1hZ2UvanBlZ3xhRFkyTDJnMk5pODJOek00TWpNd01UUXlOVFk1TkM4NE1EQlhlRGd3TUVoZk1UQXpOVFkzT0MweUxtcHdad3w0YzQ0MTFiMWIxMTMxY2E1OTI3OTY2YWNmNjQ5MzIzNTQ5YTMwOWQ0YWZhNmY5ZjI3ZTM2YzJmOTc3NTZjODUz,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1036357,07GR75SA,07GR75SA,BREMBO,BREMB BRAKE PADS 07GR75SA SINTER METAL,Pastillas de freno sinterizadas Brembo 07GR75SA,53.75,44.42,26.65,8020584633748,2,8714101000,0,1,"<p>PREMIUM</p><p>Compuesto sinterizado, específico para la aplicación frontal, caracterizado por una excelente eficiencia en todas las condiciones de uso.</p><p>Homologadas para carretera. Aptas para un uso deportivo en la calle.</p><p>Por lo tanto, representa una alternativa ideal a las pastillas de freno originales, tanto en frío como en caliente.</p><p>Este compuesto se caracteriza por un bajo desgaste que garantiza una larga vida útil y un kilometraje adecuado.</p><p>  <br></p>","
PREMIUM
Compuesto sinterizado, específico para la aplicación frontal, caracterizado por una excelente eficiencia en todas las condiciones de uso.
Homologadas para carretera. Aptas para un uso deportivo en la calle.
Por lo tanto, representa una alternativa ideal a las pastillas de freno originales, tanto en frío como en caliente.
Este compuesto se caracteriza por un bajo desgaste que garantiza una larga vida útil y un kilometraje adecuado.
  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,246,260,90,144,19,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Estándar,https://api.mybihr.com/medias/800Wx800H-1036357-1.jpg?context=bWFzdGVyfHJvb3R8NDQwMTh8aW1hZ2UvanBlZ3xhRFJoTDJnMk5DODRORFl6TURjME16VTRNRGN3TWk4NE1EQlhlRGd3TUVoZk1UQXpOak0xTnkweExtcHdad3wxZjk5OTIwYTczM2NlYzNlZjg2NGQ4ZTk3NjY1OGZlYTBmNWJjN2FlZWRmYzAwNjA5OTVmOGI4M2RjZDZjMTQy,https://api.mybihr.com/medias/800Wx800H-1036357-2.jpg?context=bWFzdGVyfHJvb3R8MjUwMDg5fGltYWdlL2pwZWd8YURoa0wyZzFaQzg0TkRZek1EYzBNemMzTnpNeE1DODRNREJYZURnd01FaGZNVEF6TmpNMU55MHlMbXB3Wnd8NWRkMWM0ZWUyZWMzZWNhNzYzNTgzNTUzMGZjYThlNzZlOWE4YTEyNWMzYzgwYTA1OGZjZWQ0YTgzNTFlYTYzZQ,https://api.mybihr.com/medias/1036357-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjUwMTh8aW1hZ2UvanBlZ3xhRGxoTDJnNU1pOHhOVFF5TlRZM05URTJOVGN5Tmk4eE1ETTJNelUzTFROZk9EQXdWM2c0TURCSXxhYmM2ZjhlNzI0ODY4MGFhZDZkODI4NDg1NzVmZWFjNDg3NzQ3YTI3ZTk2YWJhNDM5OThmN2QwZGMwYmQwZDM3,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1036353,07GR08SX,07GR08SX,BREMBO,BREMB BRAKE PADS 07GR08SX SINTER METAL,Pastillas de freno orgánicas Brembo 07GR08SX,50.76,41.95,25.17,8020584633014,0,8714101000,0,1,"<h3>Off Road - SX</h3><p><p>This sintered compound designed for Off-Road and SuperMotard is designed to ensure maximum efficiency and consistent performance in the varied conditions of use that a bike has to handle off road; in other words, cold, hot and extremely difficult conditions (water, sand, mud) that require braking even at low disc temperatures. For this reason the material&rsquo;s resistance to external atmospheric agents is particularly high. This pad is very aggressive and resistant to high temperatures and is therefore recommended for Motocross and SuperMotard.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Sinter</td></tr><tr><td><strong>Width</strong></td><td>58,7</td></tr><tr><td><strong>Height</strong></td><td>35,3</td></tr><tr><td><strong>Thickness</strong></td><td>8,2</td></tr></tbody></table>","Off Road - SX

This sintered compound designed for Off-Road and SuperMotard is designed to ensure maximum efficiency and consistent performance in the varied conditions of use that a bike has to handle off road; in other words, cold, hot and extremely difficult conditions (water, sand, mud) that require braking even at low disc temperatures. For this reason the material’s resistance to external atmospheric agents is particularly high. This pad is very aggressive and resistant to high temperatures and is therefore recommended for Motocross and SuperMotard.CompoundSinterWidth58,7Height35,3Thickness8,2",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,126,178,90,140,10,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,MX,https://api.mybihr.com/medias/800Wx800H-1036353-1.jpg?context=bWFzdGVyfHJvb3R8MjMxMzV8aW1hZ2UvanBlZ3xhR1kwTDJoalpDODRORFl6TURjME1qVTVOelkyTWk4NE1EQlhlRGd3TUVoZk1UQXpOak0xTXkweExtcHdad3w0YzU5ZGM0ZmI5YmE3ZjE3MzE2MWIzYjUyYjZkZmU4OTRhOWYyNTQ4YzEwNzZiMjhhNWQwNzVlM2M4NTAxMGFm,https://api.mybihr.com/medias/1036353-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODkwMDJ8aW1hZ2UvanBlZ3xhREl3TDJoaE55OHhOVFF5TlRZM01EQTFNemt4T0M4eE1ETTJNelV6TFRKZk9EQXdWM2c0TURCSXxiODZiMDdiNmU4YzcwYjRkYjlhYjdjNGVmZTkzNWZmNDU2MjQ3YWZkMDE3NmU4ZWE0MWEzMTM5ZTRmOTU1ZGU4,https://api.mybihr.com/medias/800Wx800H-1036353-3.jpg?context=bWFzdGVyfHJvb3R8NjQ1OTh8aW1hZ2UvanBlZ3xhREkwTDJoak55ODRORFl6TURjME1qYzVOREkzTUM4NE1EQlhlRGd3TUVoZk1UQXpOak0xTXkwekxtcHdad3w2MGVhNDk2ZWNiNDllNWEwZTNkZmEzN2YyMjExYjUyZTYwNTJkNzllM2UxMzJkZTk0MDZkMWRiMWY0MGU1Y2Y5,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
